osmid,ref,highway,maxspeed,junction,oneway,reversed,length,lanes,geometry,name,bridge
43070189,RN8,primary,40,roundabout,True,False,3.992,,"LINESTRING (-5.6667457 32.9387541, -5.6667541 32.9387893)",,
43070189,RN8,primary,40,roundabout,True,False,1.661,,"LINESTRING (-5.666839 32.9385054, -5.6668284 32.9385174)",,
43070145,RR319,secondary,,,True,False,59.001000000000005,1,"LINESTRING (-5.6661893 32.9385154, -5.6663147 32.9386047, -5.6664161 32.938651, -5.6665212 32.9386913, -5.6666321 32.938726, -5.6667457 32.9387541)",,
592872450,RR319,secondary,60,,False,True,169.615,2,"LINESTRING (-5.6661893 32.9385154, -5.6650628 32.9382839, -5.6644204 32.9381653)",Avenue Amalou,
43070189,RN8,primary,40,roundabout,True,False,15.246,,"LINESTRING (-5.6674648 32.9387415, -5.6674635 32.938673, -5.6674439 32.9386064)",,
43070274,,residential,,,False,False,102.40299999999999,,"LINESTRING (-5.6695689 32.9383188, -5.6697379 32.9383121, -5.6698801 32.9383065, -5.6699766 32.9383121, -5.6701201 32.9383335, -5.6703307 32.9383762, -5.6706512 32.9384291)",,
49069104,,residential,,,False,False,270.922,,"LINESTRING (-5.6695689 32.9383188, -5.6695461 32.9386002, -5.6695314 32.9388186, -5.6695341 32.9389266, -5.6695381 32.9390369, -5.6695569 32.9391405, -5.6695823 32.9392541, -5.6696682 32.9394759, -5.6697513 32.9396447, -5.6698184 32.939773, -5.6698988 32.9398417, -5.6700182 32.9398934, -5.6701309 32.9399204, -5.6702462 32.9399272, -5.6703374 32.9398957, -5.6704366 32.9398552, -5.6705962 32.9397674, -5.6706968 32.9397055, -5.6707759 32.9396357)",,
49069104,,residential,,,False,True,73.69900000000001,,"LINESTRING (-5.6695689 32.9383188, -5.6696292 32.9380394, -5.6696802 32.9378923, -5.6697044 32.9377887, -5.6697366 32.9376717)",,
"[43070153, 542315100, 43070276]",,residential,,,False,True,66.66999999999999,,"LINESTRING (-5.6695689 32.9383188, -5.6694551 32.9383234, -5.6690208 32.9383613, -5.6688589 32.9383824)",,yes
43070274,,residential,,,False,True,102.403,,"LINESTRING (-5.6706512 32.9384291, -5.6703307 32.9383762, -5.6701201 32.9383335, -5.6699766 32.9383121, -5.6698801 32.9383065, -5.6697379 32.9383121, -5.6695689 32.9383188)",,
560603480,,residential,,,False,False,30.156999999999996,,"LINESTRING (-5.6706512 32.9384291, -5.6706499 32.9382693, -5.6706485 32.9381579)",,
560603480,,residential,,,False,True,147.857,,"LINESTRING (-5.6706512 32.9384291, -5.6706552 32.9385304, -5.6706512 32.9386103, -5.6706338 32.9387409, -5.6705815 32.9388219, -5.6705104 32.9388929, -5.670442 32.9389525, -5.6704232 32.9390358, -5.6704219 32.9391045, -5.6704346 32.9391455, -5.67045 32.9391731, -5.6704728 32.9392181, -5.6704929 32.9392356, -5.6705171 32.9392485, -5.6706727 32.939298, -5.670855 32.9393566, -5.6709248 32.939387, -5.6709871 32.9394078)",,
43070159,RN8,primary,40,,True,False,108.67799999999998,,"LINESTRING (-5.6673796 32.9385146, -5.6672778 32.9380117, -5.6672381 32.9376728, -5.667214 32.9375477)",,
43070189,RN8,primary,40,roundabout,True,False,56.783,,"LINESTRING (-5.6673796 32.9385146, -5.6673035 32.9384583, -5.6672118 32.9384219, -5.6671117 32.9384083, -5.6670111 32.9384185, -5.6669177 32.9384517, -5.666839 32.9385054)",,
43070191,RN8,primary,40,,True,False,14.575,,"LINESTRING (-5.667214 32.9375477, -5.6671415 32.9376638)",,
642708282,RN8,primary,60,,False,True,16.422,2,"LINESTRING (-5.667214 32.9375477, -5.6672081 32.9374001)",,
43070189,RN8,primary,40,roundabout,True,False,53.019999999999996,,"LINESTRING (-5.6670677 32.9390145, -5.6671812 32.9390091, -5.6672871 32.9389745, -5.667375 32.9389141, -5.6674362 32.9388338, -5.6674648 32.9387415)",,
263685887,,tertiary,60,,True,False,95.537,1,"LINESTRING (-5.6670677 32.9390145, -5.6671976 32.9390417, -5.6674651 32.9392312, -5.6678613 32.9395389)",,
43070144,RR319,secondary,,,True,False,59.702,1,"LINESTRING (-5.6668284 32.9385174, -5.666664 32.938507, -5.6664262 32.9385089, -5.6663189 32.9385099, -5.6662255 32.9385139, -5.6661893 32.9385154)",,
43070189,RN8,primary,40,roundabout,True,False,28.048000000000002,,"LINESTRING (-5.6668284 32.9385174, -5.6667506 32.9386475, -5.6667457 32.9387541)",,
43070189,RN8,primary,40,roundabout,True,False,14.65,,"LINESTRING (-5.6669195 32.9389734, -5.666991 32.9390007, -5.6670677 32.9390145)",,
43070190,RN8,primary,60,,True,False,68.932,1,"LINESTRING (-5.6662188 32.9391672, -5.6665393 32.9390791, -5.6667454 32.9390101, -5.6669195 32.9389734)",,
49069103,,residential,,,False,True,33.215,,"LINESTRING (-5.6710507 32.9366672, -5.6709275 32.9368478, -5.6708618 32.9369197)",,
49069108,,residential,,,False,False,69.015,,"LINESTRING (-5.6710507 32.9366672, -5.6713491 32.9361653, -5.6713815 32.9361121)",,
731552467,,residential,,,False,True,172.255,,"LINESTRING (-5.6710507 32.9366672, -5.671531 32.9369029, -5.6718709 32.937073, -5.6718821 32.9371046, -5.6718864 32.9371323, -5.6718832 32.93716, -5.6718494 32.937186, -5.6717065 32.9372278, -5.6713307 32.9373645, -5.6712563 32.9374243, -5.6712214 32.937483)",,
1193323576,RN29;RR407,primary,60,,False,False,70.654,2,"LINESTRING (-5.6719586 32.9350762, -5.6725918 32.9354245)",Avenue Mohamed 5,
49069108,,residential,,,False,True,127.162,,"LINESTRING (-5.6719586 32.9350762, -5.6716704 32.9356063, -5.6713815 32.9361121)",,
745506957,,tertiary,,,False,False,59.86300000000001,,"LINESTRING (-5.6719586 32.9350762, -5.6719883 32.9350243, -5.6720245 32.9349388, -5.6720687 32.934788, -5.6721023 32.9346597, -5.6721184 32.9345572)",,
1193323576,RN29;RR407,primary,60,,False,True,93.697,2,"LINESTRING (-5.6719586 32.9350762, -5.6718404 32.9350174, -5.6715216 32.9348589, -5.6711018 32.9346371)",Avenue Mohamed 5,
1193323576,RN29;RR407,primary,60,,False,True,12.785,2,"LINESTRING (-5.6733469 32.9358513, -5.673254 32.9357668)",Avenue Mohamed 5,
"[49069101, 50175124, 50175125]",,residential,,,False,True,128.21300000000002,,"LINESTRING (-5.6733469 32.9358513, -5.6732449 32.9359619, -5.6732167 32.9359811, -5.6731854 32.9359908, -5.6731423 32.9359856, -5.673092 32.9359676, -5.6724784 32.9357192, -5.6726406 32.9354513)",,
1193323576,RN29;RR407,primary,60,,False,False,51.989,2,"LINESTRING (-5.6733469 32.9358513, -5.6734031 32.9359023, -5.6734702 32.9359653, -5.6736499 32.9361184, -5.673733 32.9361882)",Avenue Mohamed 5,
1193323576,RN29;RR407,primary,60,,False,False,67.14,2,"LINESTRING (-5.6726406 32.9354513, -5.673254 32.9357668)",Avenue Mohamed 5,
1193323576,RN29;RR407,primary,60,,False,True,5.443,2,"LINESTRING (-5.6726406 32.9354513, -5.6725918 32.9354245)",Avenue Mohamed 5,
"[50175124, 49069101, 50175125]",,residential,,,False,False,128.213,,"LINESTRING (-5.6726406 32.9354513, -5.6724784 32.9357192, -5.673092 32.9359676, -5.6731423 32.9359856, -5.6731854 32.9359908, -5.6732167 32.9359811, -5.6732449 32.9359619, -5.6733469 32.9358513)",,
1193323575,RN29;RR407,primary,60,,False,False,42.042,2,"LINESTRING (-5.6744886 32.9377858, -5.6747035 32.9381181)",Avenue Mohamed 5,
1193323575,RN29;RR407,primary,60,,False,True,26.793,2,"LINESTRING (-5.6744886 32.9377858, -5.6743546 32.9375727)",Avenue Mohamed 5,
49069115,,residential,,,False,True,43.265,,"LINESTRING (-5.6703321 32.937866, -5.6699 32.937725)",,
49069103,,residential,,,False,False,102.009,,"LINESTRING (-5.6703321 32.937866, -5.6707008 32.9372164, -5.6708202 32.9370458)",,
49069115,,residential,,,False,False,32.817,,"LINESTRING (-5.6703321 32.937866, -5.6704567 32.93789, -5.670678 32.9379181)",,
49069115,,residential,,,False,False,16.36,,"LINESTRING (-5.6697366 32.9376717, -5.6699 32.937725)",,
49069104,,residential,,,False,False,73.69900000000001,,"LINESTRING (-5.6697366 32.9376717, -5.6697044 32.9377887, -5.6696802 32.9378923, -5.6696292 32.9380394, -5.6695689 32.9383188)",,
49069104,,residential,,,False,True,92.573,,"LINESTRING (-5.6697366 32.9376717, -5.6697352 32.9374916, -5.6697674 32.937316, -5.6697755 32.9371438, -5.6697755 32.937047, -5.6697553 32.9369524, -5.6697338 32.9368444)",,
1193559009,,primary,,roundabout,True,False,2.973,,"LINESTRING (-5.6683705 32.9332975, -5.6683491 32.9333173)",,
403229927,,residential,,,False,False,7.665,,"LINESTRING (-5.6725456 32.9318663, -5.6724649 32.9318535)",,
745506957,,tertiary,,,False,True,69.423,,"LINESTRING (-5.6725456 32.9318663, -5.6724121 32.9324805)",,
1038713910,,tertiary,,,False,False,20.295,,"LINESTRING (-5.6725456 32.9318663, -5.67276 32.9318968)",,
403229900,,residential,,,False,True,13.975,,"LINESTRING (-5.67276 32.9318968, -5.6729059 32.9319251)",,
1038713909,,tertiary,,,False,False,39.779,,"LINESTRING (-5.67276 32.9318968, -5.6728354 32.9315447)",,
1038713910,,tertiary,,,False,True,20.295,,"LINESTRING (-5.67276 32.9318968, -5.6725456 32.9318663)",,
250874458,,residential,,,False,False,30.709,,"LINESTRING (-5.6653364 32.934609, -5.6656636 32.9346383)",,
250874506,,residential,,,False,False,49.182,,"LINESTRING (-5.6653364 32.934609, -5.6653342 32.9341667)",,
250874506,,residential,,,False,True,9.148,,"LINESTRING (-5.6653364 32.934609, -5.6653324 32.9346912)",,
