osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge,tunnel
605373940,Rue Bab Filala,residential,False,False,102.46000000000001,"LINESTRING (-5.5639322 33.8920174, -5.5639217 33.8919656, -5.5639028 33.8919192, -5.5638547 33.8918192, -5.5638255 33.8917223, -5.5638067 33.8916143, -5.5637987 33.8915242, -5.5638095 33.8914014, -5.5638199 33.8913341, -5.563868 33.8911158)",,,,,
605373943,Place Lalla Aouda ساحة لالةعودة,residential,True,False,56.372,"LINESTRING (-5.5639322 33.8920174, -5.5634954 33.8922729, -5.5634704 33.8922972, -5.5634583 33.892327)",,,,,
95254368,Avenue Rwa Amzil,secondary,True,False,45.498999999999995,"LINESTRING (-5.5626083 33.8954928, -5.5625901 33.8954214, -5.5625755 33.8953872, -5.5625571 33.89535, -5.5623531 33.8951531)",2,40,,,
650022139,Akbat Ziadin,residential,False,False,42.441,"LINESTRING (-5.5626083 33.8954928, -5.5627955 33.8953622, -5.5629643 33.8952513)",,,,,
"[95254368, 827865268]",Avenue Rwa Amzil,secondary,True,False,47.16,"LINESTRING (-5.5623531 33.8951531, -5.5620582 33.8950321, -5.561897 33.894962)",2,40,,,
897521550,,secondary,True,False,41.303000000000004,"LINESTRING (-5.5623531 33.8951531, -5.5622666 33.8950463, -5.5622461 33.8950061, -5.5622365 33.8949659, -5.5622386 33.8948998, -5.5622571 33.8948091)",2,,,,
95254397,,secondary,True,False,84.17600000000002,"LINESTRING (-5.5574465 33.8946748, -5.5575759 33.8945744, -5.5576067 33.8945511, -5.5579123 33.8943143, -5.5580189 33.8942318, -5.5581164 33.8941612)",2,,,,
337178875,,secondary,True,False,14.135,"LINESTRING (-5.5574465 33.8946748, -5.5574422 33.8946496, -5.5574292 33.8946266, -5.5574086 33.8946077, -5.5573823 33.8945947, -5.5573526 33.8945887)",2,,roundabout,,
95254401,,secondary,True,False,37.381,"LINESTRING (-5.55725 33.894711, -5.5569829 33.8949637)",2,,,,
337178875,,secondary,True,False,11.093000000000002,"LINESTRING (-5.55725 33.894711, -5.5572667 33.8947317, -5.55729 33.8947475, -5.5573177 33.8947571, -5.5573476 33.8947597)",2,,roundabout,,
337178875,,secondary,True,False,4.391,"LINESTRING (-5.5573526 33.8945887, -5.5573288 33.8945891, -5.5573058 33.8945941)",2,,roundabout,,
337178875,,secondary,True,False,9.318999999999999,"LINESTRING (-5.5573058 33.8945941, -5.5572768 33.8946083, -5.5572549 33.8946295, -5.5572423 33.8946554)",2,,roundabout,,
337178875,,secondary,True,False,6.3260000000000005,"LINESTRING (-5.5572423 33.8946554, -5.5572399 33.8946743, -5.5572424 33.8946931, -5.55725 33.894711)",2,,roundabout,,
147612113,,primary,True,False,43.090999999999994,"LINESTRING (-5.5662919 33.8902769, -5.5662314 33.8902866, -5.5661773 33.8903112, -5.5661351 33.8903485, -5.5661089 33.8903948, -5.5661011 33.8904456, -5.5661098 33.8904889, -5.5661319 33.8905287, -5.5661661 33.8905622)",1,40,roundabout,,
29437159,,secondary,True,False,230.69199999999998,"LINESTRING (-5.5661661 33.8905622, -5.5662197 33.8909821, -5.5662536 33.8912871, -5.5662591 33.8914168, -5.5662619 33.8914837, -5.5662597 33.8915485, -5.5662502 33.8916107, -5.5662366 33.8916837, -5.5662007 33.8917777, -5.5661742 33.8918256, -5.5661106 33.8919231, -5.566018 33.8920258, -5.5657217 33.8922924, -5.5655724 33.8924427)",2,,,,
147612113,,primary,True,False,15.987,"LINESTRING (-5.5661661 33.8905622, -5.5662012 33.8905832, -5.566241 33.8905973, -5.5662836 33.8906039, -5.5663269 33.8906026)",1,40,roundabout,,
147612113,,primary,True,False,14.286000000000001,"LINESTRING (-5.5664334 33.8903213, -5.5663915 33.8902963, -5.5663432 33.8902812, -5.5662919 33.8902769)",1,40,roundabout,,
"[147612129, 828202181]",Avenue Mohammed VI شارع محمد السادس,primary,True,False,251.429,"LINESTRING (-5.5664334 33.8903213, -5.5665959 33.8899878, -5.5667095 33.8897799, -5.5668147 33.8895642, -5.5675806 33.8882717)",2,60,,,
