osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,bridge
"[85651138, 176086583]",True,2,RN8,trunk,"['60', '40']",False,67.759,"LINESTRING (-8.7583817 31.54799, -8.7585597 31.5479049, -8.7588592 31.5478265, -8.7590476 31.5477756)",,
720925567,True,2,RN8;RN11,trunk,,False,19.413,"LINESTRING (-8.7583817 31.54799, -8.7583878 31.5479293, -8.758376 31.5478886, -8.7583593 31.5478546, -8.7583331 31.5478278)",roundabout,
85651133,True,1,RN11,primary,60,False,64.041,"LINESTRING (-8.7580153 31.5480588, -8.7579583 31.5480835, -8.757902 31.5481532, -8.7578771 31.5482487, -8.7578476 31.5483458, -8.757796 31.5484915, -8.7577718 31.5485755)",,
85651140,True,2,RN8;RN11,trunk,,False,11.782,"LINESTRING (-8.7580153 31.5480588, -8.7580934 31.5481028, -8.7581211 31.5481141)",roundabout,
720925574,True,2,RN8;RN11,trunk,,False,1.025,"LINESTRING (-8.7583331 31.5478278, -8.7583262 31.5478207)",roundabout,
141972858,True,2,RN8,trunk,,False,60.801,"LINESTRING (-8.7574098 31.5482213, -8.7575392 31.5481669, -8.7576666 31.5481292, -8.7578067 31.5480875, -8.7579149 31.5480621, -8.7580143 31.5480432)",,
167942065,True,1,,trunk_link,,False,57.066,"LINESTRING (-8.7574098 31.5482213, -8.7575955 31.5482898, -8.7576445 31.5483109, -8.757688 31.5483441, -8.7577216 31.5483995, -8.757739 31.548495, -8.7577718 31.5485755)",,
720925563,False,2,,residential,,False,13.049,"LINESTRING (-8.7591237 31.5476778, -8.7590476 31.5477756)",,
720925601,True,2,RN8,trunk,60,False,32.461,"LINESTRING (-8.7591237 31.5476778, -8.7587937 31.5477561)",,
720925563,False,2,,residential,,True,56.870000000000005,"LINESTRING (-8.7591237 31.5476778, -8.759176 31.547614, -8.7592912 31.5475155, -8.7595549 31.5473251)",,
85651139,True,1,RN11,primary,60,False,67.287,"LINESTRING (-8.7577812 31.5486447, -8.7578738 31.5485121, -8.7579569 31.5483573, -8.7580723 31.5481881, -8.7581211 31.5481141)",,
720925564,True,2,RN8;RN11,trunk,,False,1.737,"LINESTRING (-8.7580143 31.5480432, -8.7580153 31.5480588)",roundabout,
85651140,True,2,RN8;RN11,trunk,,False,31.267000000000003,"LINESTRING (-8.7581211 31.5481141, -8.7582347 31.5481146, -8.7582976 31.5480915, -8.7583385 31.5480554, -8.7583657 31.5480253, -8.7583817 31.54799)",roundabout,
97197615,False,2,,residential,,True,52.464,"LINESTRING (-8.7642237 31.542562, -8.7640348 31.5430055)",,
"[309517042, 97197613]",False,2,,residential,,"[False, True]",250.96499999999997,"LINESTRING (-8.7642237 31.542562, -8.7631376 31.5422191, -8.7630632 31.5421991, -8.7630129 31.5421894, -8.7629794 31.542194, -8.7629452 31.5422031, -8.7629257 31.5422174, -8.7629069 31.5422431, -8.7628667 31.5423494, -8.7626722 31.5427952, -8.7625931 31.5429838, -8.7624972 31.5432308)",,
97197604,False,2,,residential,,False,26.705,"LINESTRING (-8.7624027 31.5442959, -8.7621405 31.5442079)",,
97197604,False,2,,residential,,True,95.771,"LINESTRING (-8.7624027 31.5442959, -8.7629123 31.5444833, -8.7631825 31.5445856, -8.763263 31.544625, -8.7633083 31.5446672)",,
176086612,False,2,,residential,,False,118.753,"LINESTRING (-8.7624027 31.5442959, -8.7619313 31.5446399, -8.761716 31.5448068, -8.7615176 31.5449536, -8.7614559 31.5449953)",,
97197604,False,2,,residential,,False,11.232,"LINESTRING (-8.7621405 31.5442079, -8.7620332 31.544165)",,
97197604,False,2,,residential,,True,26.705,"LINESTRING (-8.7621405 31.5442079, -8.7624027 31.5442959)",,
176086599,True,1,,residential,,False,108.40500000000002,"LINESTRING (-8.7621405 31.5442079, -8.7622029 31.5440581, -8.7622726 31.5438918, -8.7623383 31.5437398, -8.7623993 31.543573, -8.7624583 31.543417, -8.7624731 31.5433672, -8.7624801 31.5433347, -8.7624775 31.5432804)",,
347315897,False,2,,residential,,False,43.312,"LINESTRING (-8.7647766 31.5445697, -8.7643263 31.5446364)",,
