osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,width,bridge
666447170,2,RN1;RP1001,trunk,60,roundabout,True,False,14.529,"LINESTRING (-9.6727339 30.4970383, -9.6726844 30.497047, -9.6726417 30.4970703, -9.6726114 30.4971052)",,
141476401,2,RN1,trunk,60,,True,False,38.186,"LINESTRING (-9.6726386 30.4972445, -9.6726297 30.4974354, -9.672612 30.497587)",,
173847107,2,RN1;RP1001,trunk,60,roundabout,True,False,15.880999999999998,"LINESTRING (-9.6726386 30.4972445, -9.6726721 30.4972655, -9.6727113 30.4972771, -9.6727527 30.4972783, -9.6727927 30.4972689)",,
93453820,,,residential,,,False,True,194.79,"LINESTRING (-9.6748747 30.4974603, -9.6745992 30.4974531, -9.6743765 30.4974369, -9.6741445 30.4974068, -9.6736135 30.4972901, -9.673012 30.4971971, -9.672876 30.4971677)",,
173847143,,,residential,,,False,False,107.581,"LINESTRING (-9.6748747 30.4974603, -9.6753354 30.4973023, -9.6756546 30.4971746, -9.6758852 30.4970454)",,
173847201,1,RP1001,tertiary,60,,True,False,12.157,"LINESTRING (-9.6721282 30.4973483, -9.6722513 30.4973218)",,
263631811,2,RP1001,tertiary,60,,False,False,26.088,"LINESTRING (-9.6721282 30.4973483, -9.671862 30.4973976)",,
421646685,2,RP1001,tertiary,60,,False,True,87.242,"LINESTRING (-9.6666282 30.4985438, -9.6674988 30.4983139)",,
739751405,,,tertiary,,,False,False,23.914,"LINESTRING (-9.6666282 30.4985438, -9.6664003 30.4986315)",6,
739751406,2,RP1001,tertiary,60,,True,False,54.144999999999996,"LINESTRING (-9.6666282 30.4985438, -9.6663078 30.4985061, -9.6660665 30.4984934)",,
197888113,2,,tertiary,60,,True,False,14.744,"LINESTRING (-9.6660665 30.4984934, -9.6662029 30.4985548)",,
173847128,,,residential,,,False,False,93.578,"LINESTRING (-9.672934 30.4937709, -9.6727646 30.4938807, -9.672672 30.4939401, -9.6726009 30.4939782, -9.6725303 30.4940123, -9.6724293 30.4940487, -9.6723555 30.4940695, -9.6722812 30.4940944, -9.6720693 30.4941375)",,
173847187,,,residential,,,False,False,73.059,"LINESTRING (-9.672934 30.4937709, -9.6730428 30.4939539, -9.6731414 30.494107, -9.6732856 30.4943538)",,
173847150,,,unclassified,,,False,False,22.426,"LINESTRING (-9.6701534 30.4939823, -9.6702019 30.493785)",,
730256170,,,residential,,,False,False,90.354,"LINESTRING (-9.6701534 30.4939823, -9.6701313 30.4940071, -9.6701206 30.4940377, -9.6700984 30.4941926, -9.6700522 30.4943867, -9.6699553 30.4947729)",,
730256170,,,residential,,,False,True,52.673,"LINESTRING (-9.6701534 30.4939823, -9.6701896 30.4939736, -9.6703211 30.4939724, -9.6704163 30.4939736, -9.6705611 30.4939724, -9.6707017 30.4939749)",,
499673675,,,residential,,,False,False,107.40700000000001,"LINESTRING (-9.6707017 30.4939749, -9.6706443 30.494452, -9.6705921 30.4949362)",,
730256170,,,residential,,,False,False,52.673,"LINESTRING (-9.6707017 30.4939749, -9.6705611 30.4939724, -9.6704163 30.4939736, -9.6703211 30.4939724, -9.6701896 30.4939736, -9.6701534 30.4939823)",,
730256170,,,residential,,,False,True,24.689,"LINESTRING (-9.6707017 30.4939749, -9.6707834 30.4939736, -9.6708916 30.4939759, -9.6709587 30.4939839)",,
173847128,,,residential,,,False,True,7.697,"LINESTRING (-9.6719917 30.4941554, -9.6720693 30.4941375)",,
173847128,,,residential,,,False,False,101.34300000000002,"LINESTRING (-9.6719917 30.4941554, -9.6718647 30.4941654, -9.6716605 30.4941791, -9.6712719 30.4941724, -9.6709358 30.4941555)",,
173847154,,,residential,,,False,True,81.693,"LINESTRING (-9.6719917 30.4941554, -9.6719854 30.4942475, -9.67198 30.4943237, -9.6719639 30.49437, -9.6719424 30.4944069, -9.6719191 30.4944291, -9.6717982 30.4947148, -9.6717691 30.494855)",,
173847187,,,residential,,,False,False,8.369,"LINESTRING (-9.6734056 30.4945329, -9.6734646 30.4945884)",,
173847154,,,residential,,,False,False,109.48899999999999,"LINESTRING (-9.6734056 30.4945329, -9.6731669 30.4946773, -9.6730341 30.4947548, -9.6728806 30.4948319, -9.6726531 30.4949283, -9.6724123 30.4950116)",,
173847187,,,residential,,,False,True,23.000999999999998,"LINESTRING (-9.6734056 30.4945329, -9.6733325 30.4944283, -9.6732856 30.4943538)",,
173847187,,,residential,,,False,True,8.369,"LINESTRING (-9.6734646 30.4945884, -9.6734056 30.4945329)",,
173847187,,,residential,,,False,False,402.58200000000005,"LINESTRING (-9.6734646 30.4945884, -9.6735732 30.4946409, -9.6736396 30.4947178, -9.6738421 30.4949004, -9.6739917 30.495009, -9.6743014 30.4952436, -9.6743497 30.4952944, -9.6743806 30.4953557, -9.6743833 30.4954216, -9.6743779 30.4955464, -9.6743926 30.4956064, -9.6744248 30.4956688, -9.674461 30.495752, -9.6744677 30.4958433, -9.6744382 30.4959092, -9.6743739 30.4959508, -9.6742398 30.495997, -9.6735317 30.4962177, -9.67301 30.496346, -9.6728705 30.496368, -9.6726714 30.4964009, -9.6725178 30.4964165, -9.6724319 30.4964281, -9.6722925 30.4964489)",,
173847235,,,residential,,,False,False,102.51000000000002,"LINESTRING (-9.6734646 30.4945884, -9.673419 30.4947293, -9.6733707 30.4948426, -9.6733251 30.4949131, -9.6732768 30.4949778, -9.6732044 30.4950229, -9.6730368 30.4951049, -9.672812 30.4952158, -9.6727801 30.4952302)",,
173847181,,,residential,,,False,True,63.659,"LINESTRING (-9.6699553 30.4947729, -9.6705921 30.4949362)",,
173847181,,,residential,,,False,False,197.31199999999998,"LINESTRING (-9.6699553 30.4947729, -9.669759 30.4947337, -9.6695191 30.4946912, -9.6693957 30.4946727, -9.6692857 30.4946681, -9.6692133 30.4946785, -9.669165 30.4946935, -9.6690926 30.4947236, -9.6689075 30.4948501, -9.6688358 30.4948952, -9.6687432 30.4949385, -9.6686849 30.4949616, -9.6686406 30.4949738, -9.6685689 30.494979, -9.6684583 30.4949795, -9.6682967 30.4949749, -9.668011 30.4949506)",,
730256170,,,residential,,,False,True,90.35400000000001,"LINESTRING (-9.6699553 30.4947729, -9.6700522 30.4943867, -9.6700984 30.4941926, -9.6701206 30.4940377, -9.6701313 30.4940071, -9.6701534 30.4939823)",,
173847181,,,residential,,,False,False,377.816,"LINESTRING (-9.6676308 30.4949258, -9.667361 30.4949326, -9.6671281 30.4949422, -9.6669844 30.4949304, -9.6668905 30.4949177, -9.6667834 30.4948927, -9.6657181 30.4945732, -9.6656379 30.4946519, -9.6656205 30.4946693, -9.6655883 30.4946901, -9.6655561 30.4947062, -9.6655266 30.4947097, -9.6654944 30.4947005, -9.6654381 30.4946727, -9.6653026 30.4946069, -9.6652678 30.4945939, -9.6652279 30.4945811, -9.6651967 30.4945739, -9.6651672 30.4945745, -9.6651461 30.49458, -9.6651333 30.494584, -9.6651189 30.494593, -9.6651015 30.4946095, -9.6650928 30.4946213, -9.6650854 30.4946404, -9.6650746 30.4946797, -9.6650599 30.4947328, -9.6650465 30.4947837, -9.6650444 30.4948085, -9.6650431 30.4948287, -9.6650532 30.4948478, -9.66507 30.4948594, -9.6650954 30.4948697, -9.6651444 30.4948958, -9.665253 30.4949443, -9.66542 30.4950009, -9.6656031 30.4950688, -9.6659145 30.4951751)",,
173847181,,,residential,,,False,True,36.562,"LINESTRING (-9.6676308 30.4949258, -9.6678387 30.4949327, -9.668011 30.4949506)",,
173847181,,,residential,,,False,False,36.562,"LINESTRING (-9.668011 30.4949506, -9.6678387 30.4949327, -9.6676308 30.4949258)",,
