osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,junction,bridge,access
308861073,False,2,residential,True,61.141,"LINESTRING (-3.3526744 34.2273939, -3.3522653 34.2269604)",,,,,,
127677109,False,,residential,False,77.70400000000001,"LINESTRING (-3.3526744 34.2273939, -3.353059 34.2272143, -3.3531649 34.2271699, -3.3532977 34.2271289, -3.3534345 34.2270945)",,,,,,
728041807,False,,residential,False,183.88899999999998,"LINESTRING (-3.3526744 34.2273939, -3.3523804 34.2276567, -3.352249 34.2277853, -3.3520921 34.2279261, -3.3520398 34.2279483, -3.3519781 34.2279528, -3.3517259 34.2279006, -3.3514564 34.2278297, -3.3512418 34.2277631, -3.3510286 34.2276733)",,,,,,
104367707,False,2,residential,True,61.11,"LINESTRING (-3.3497128 34.2251766, -3.3502327 34.2248342)",Avenue Allal Ben Abdallah شارع علال بن عبد الله,,,,,
104367708,True,2,residential,False,66.486,"LINESTRING (-3.3497128 34.2251766, -3.3501589 34.2256472)",Rue Bnou Khaldoune,,,,,
104367707,False,2,residential,False,74.29599999999999,"LINESTRING (-3.3497128 34.2251766, -3.3493736 34.2254046, -3.3490805 34.2255926)",Avenue Allal Ben Abdallah شارع علال بن عبد الله,,,,,
308861380,False,2,residential,False,91.241,"LINESTRING (-3.3497128 34.2251766, -3.349438 34.2248868, -3.3491009 34.2245306)",Rue Bnou Khaldoune,,,,,
104367706,False,,residential,False,90.075,"LINESTRING (-3.3488381 34.2276366, -3.3498165 34.2275942)",,,,,,
308848175,False,,residential,True,58.326,"LINESTRING (-3.3488381 34.2276366, -3.3486248 34.2271426)",,,,,,
308848175,False,,residential,False,147.483,"LINESTRING (-3.3488381 34.2276366, -3.349025 34.2281978, -3.3492629 34.2289156)",,,,,,
104367712,False,2,residential,True,73.254,"LINESTRING (-3.3499623 34.2228184, -3.3504587 34.2233337)",Rue Derfoufi,,,,,
308848176,False,2,residential,False,59.282,"LINESTRING (-3.3499623 34.2228184, -3.3504667 34.2224863)",Boulevard Moulay El Hassan,,,,,
308848176,False,2,residential,True,59.93900000000001,"LINESTRING (-3.3499623 34.2228184, -3.349674 34.2230039, -3.3494523 34.2231541)",Boulevard Moulay El Hassan,,,,,
104367712,False,2,residential,False,73.254,"LINESTRING (-3.3504587 34.2233337, -3.3499623 34.2228184)",Rue Derfoufi,,,,,
104367712,False,2,residential,True,16.162,"LINESTRING (-3.3504587 34.2233337, -3.3505682 34.2234474)",Rue Derfoufi,,,,,
308848176,False,2,residential,False,59.757,"LINESTRING (-3.3484327 34.2238251, -3.3489412 34.2234904)",Boulevard Moulay El Hassan,,,,,
308861380,False,2,residential,True,89.472,"LINESTRING (-3.3484327 34.2238251, -3.3490327 34.2244586)",Rue Bnou Khaldoune,,,,,
308848176,False,2,residential,True,73.973,"LINESTRING (-3.3484327 34.2238251, -3.3483072 34.2239077, -3.3478032 34.2242394)",Boulevard Moulay El Hassan,,,,,
104367712,False,2,residential,False,17.754,"LINESTRING (-3.3507586 34.223645, -3.3506383 34.2235201)",Rue Derfoufi,,,,,
104367721,True,2,residential,False,60.501,"LINESTRING (-3.3507586 34.223645, -3.3512701 34.2233027)",Boulevard Mohamed V شارع محمد الخامس,40,,,,
104367712,False,2,residential,True,73.35499999999999,"LINESTRING (-3.3507586 34.223645, -3.3510084 34.2239021, -3.3512557 34.224161)",Rue Derfoufi,,,,,
308847562,False,2,tertiary,True,177.892,"LINESTRING (-3.3475792 34.2220685, -3.3476436 34.222104, -3.3477261 34.2221462, -3.3479051 34.2222177, -3.3480459 34.222262, -3.3482458 34.222323, -3.3488935 34.2225559, -3.3489887 34.2225858, -3.3490598 34.2226258, -3.3491202 34.2226745, -3.3491577 34.22271, -3.3492583 34.2228154)",,60,RP5427,,,
