osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,junction
215321868,residential,False,False,34.571,"LINESTRING (-6.7917824 33.8020749, -6.792141 33.8019862)",,,,,
215321868,residential,False,True,204.872,"LINESTRING (-6.7917824 33.8020749, -6.7897021 33.8027124)",,,,,
367514788,residential,False,False,73.934,"LINESTRING (-6.7917824 33.8020749, -6.7916 33.8014275)",,,,,
367514788,residential,False,True,80.34,"LINESTRING (-6.7917824 33.8020749, -6.7919831 33.8027779)",,,,,
215321903,residential,False,False,34.129,"LINESTRING (-6.7925616 33.8044553, -6.7929209 33.8043841)",,,,,
256774211,residential,False,False,151.729,"LINESTRING (-6.7925616 33.8044553, -6.7921663 33.8031309)",,,,,
256774211,residential,False,True,93.5,"LINESTRING (-6.7925616 33.8044553, -6.7927808 33.8052762)",,,,,
256774211,residential,False,True,151.729,"LINESTRING (-6.7921663 33.8031309, -6.7925616 33.8044553)",,,,,
594773125,residential,False,False,7.767,"LINESTRING (-6.7921663 33.8031309, -6.7920845 33.803147)",,,,,
594773125,residential,False,True,69.862,"LINESTRING (-6.7921663 33.8031309, -6.7929021 33.8029863)",,,,,
215321903,residential,False,False,60.361,"LINESTRING (-6.7929209 33.8043841, -6.7935564 33.8042583)",,,,,
215321903,residential,False,True,34.129,"LINESTRING (-6.7929209 33.8043841, -6.7925616 33.8044553)",,,,,
725913496,residential,False,True,26.768,"LINESTRING (-6.7929209 33.8043841, -6.7929894 33.804618)",,,,,
367514788,residential,False,True,84.074,"LINESTRING (-6.7909655 33.7993243, -6.7911749 33.8000601)",,,,,
724330470,residential,False,False,34.027,"LINESTRING (-6.7909655 33.7993243, -6.7913246 33.7992565)",,,,,
724330470,residential,False,True,28.361,"LINESTRING (-6.7909655 33.7993243, -6.7906662 33.7993808)",,,,,
367514730,residential,False,False,35.735,"LINESTRING (-6.793157 33.8052016, -6.7927808 33.8052762)",,,,,
367514730,residential,False,True,29.151,"LINESTRING (-6.793157 33.8052016, -6.7934639 33.8051408)",,,,,
725913496,residential,False,False,66.716,"LINESTRING (-6.793157 33.8052016, -6.7929894 33.804618)",,,,,
215321922,residential,False,False,37.533,"LINESTRING (-6.7976002 33.8065584, -6.7976966 33.8068863)",,,,,
215321922,residential,False,True,42.523,"LINESTRING (-6.7976002 33.8065584, -6.7975156 33.8061825)",,,,,
725859020,residential,False,False,92.645,"LINESTRING (-6.7976002 33.8065584, -6.7985778 33.8063731)",,,,,
215321861,residential,False,False,37.837,"LINESTRING (-6.7939509 33.8016548, -6.7938678 33.8013216)",,,,,
215321861,residential,False,True,30.7,"LINESTRING (-6.7939509 33.8016548, -6.794022 33.8019245)",,,,,
215321868,residential,False,False,29.163,"LINESTRING (-6.7939509 33.8016548, -6.7942587 33.8015968)",,,,,
215321868,residential,False,True,70.715,"LINESTRING (-6.7939509 33.8016548, -6.7932035 33.8017916)",,,,,
215321922,residential,False,False,30.163,"LINESTRING (-6.7970229 33.8044355, -6.7970932 33.8047004)",,,,,
367514730,residential,False,False,7.17,"LINESTRING (-6.7970229 33.8044355, -6.7969474 33.8044504)",,,,,
367514730,residential,False,True,22.599,"LINESTRING (-6.7970229 33.8044355, -6.7972608 33.8043883)",,,,,
256774252,residential,False,False,29.916,"LINESTRING (-6.7977409 33.8070345, -6.7974271 33.8071008)",,,,,
256774252,residential,False,True,13.544,"LINESTRING (-6.7977409 33.8070345, -6.7978831 33.8070049)",,,,,
215321922,residential,False,True,16.98,"LINESTRING (-6.7977409 33.8070345, -6.7977166 33.8069532, -6.7976966 33.8068863)",,,,,
1102557816,primary,True,False,15.369,"LINESTRING (-6.7887617 33.7998907, -6.7887234 33.7997562)",4,RN25,Route Zaer طريق زعير,60,
119089297,secondary,False,True,6.479,"LINESTRING (-6.7986572 33.8067056, -6.7985891 33.8067195)",4,RP4036,,60,
215321870,residential,False,False,37.693,"LINESTRING (-6.7986572 33.8067056, -6.7985778 33.8063731)",,,,,
215321916,residential,False,False,11.48,"LINESTRING (-6.7954007 33.8029587, -6.79528 33.8029832)",,,,,
215321916,residential,False,True,43.024,"LINESTRING (-6.7954007 33.8029587, -6.7958548 33.8028731)",,,,,
725919966,residential,False,False,49.343,"LINESTRING (-6.7954007 33.8029587, -6.7952588 33.8025309)",,,,,
256774252,residential,False,True,64.264,"LINESTRING (-6.7953882 33.8074983, -6.7960659 33.8073682)",,,,,
256774307,residential,False,False,18.352,"LINESTRING (-6.7953882 33.8074983, -6.7953441 33.8074098, -6.7953208 33.8073433)",,,,,
215321868,residential,False,False,28.34,"LINESTRING (-6.7963266 33.8012071, -6.7966257 33.8011507)",,,,,
215321868,residential,False,True,24.937,"LINESTRING (-6.7963266 33.8012071, -6.7960634 33.8012567)",,,,,
215321902,residential,False,True,82.949,"LINESTRING (-6.7963266 33.8012071, -6.7965214 33.8019353)",,,,,
215321902,residential,False,False,38.602,"LINESTRING (-6.7966092 33.8022747, -6.7965214 33.8019353)",,,,,
594773125,residential,False,False,39.352,"LINESTRING (-6.7966092 33.8022747, -6.796194 33.8023535)",,,,,
594773125,residential,False,True,74.209,"LINESTRING (-6.7966092 33.8022747, -6.7973922 33.8021262)",,,,,
119089297,secondary,False,False,84.522,"LINESTRING (-6.7976966 33.8068863, -6.7985891 33.8067195)",4,RP4036,,60,
215321922,residential,False,True,37.533,"LINESTRING (-6.7976966 33.8068863, -6.7976002 33.8065584)",,,,,
119089297,secondary,False,True,225.31400000000002,"LINESTRING (-6.7976966 33.8068863, -6.7964515 33.8071274, -6.7955486 33.8072997, -6.7953208 33.8073433)",4,RP4036,,60,
215321922,residential,False,False,16.98,"LINESTRING (-6.7976966 33.8068863, -6.7977166 33.8069532, -6.7977409 33.8070345)",,,,,
215321918,residential,False,True,45.369,"LINESTRING (-6.7990586 33.8018239, -6.7991973 33.8022153)",,,,,
367514751,residential,False,True,37.29,"LINESTRING (-6.7990586 33.8018239, -6.7989586 33.801499)",,,,,
594773125,residential,False,False,31.598,"LINESTRING (-6.7990586 33.8018239, -6.7987245 33.8018845)",,,,,
215321903,residential,False,True,27.803,"LINESTRING (-6.7994406 33.8030838, -6.7991479 33.8031418)",,,,,
215321918,residential,False,False,99.156,"LINESTRING (-6.7994406 33.8030838, -6.7993527 33.8027705, -6.7992867 33.8025347, -6.7991973 33.8022153)",,,,,
215321868,residential,False,True,30.833,"LINESTRING (-6.7982222 33.8008498, -6.7978968 33.8009112)",,,,,
367514776,residential,False,False,44.995,"LINESTRING (-6.7982222 33.8008498, -6.7983357 33.8012433)",,,,,
367514776,residential,False,True,11.493,"LINESTRING (-6.7982222 33.8008498, -6.7981877 33.8007505)",,,,,
367514776,residential,False,True,38.62,"LINESTRING (-6.7985192 33.8019218, -6.7984299 33.8015825)",,,,,
594773125,residential,False,False,8.88,"LINESTRING (-6.7985192 33.8019218, -6.7984253 33.8019388)",,,,,
594773125,residential,False,True,19.418,"LINESTRING (-6.7985192 33.8019218, -6.7987245 33.8018845)",,,,,
367514779,residential,False,False,40.72,"LINESTRING (-6.7953236 33.8025186, -6.7952183 33.802163)",,,,,
594773125,residential,False,False,6.142,"LINESTRING (-6.7953236 33.8025186, -6.7952588 33.8025309)",,,,,
594773125,residential,False,True,36.66,"LINESTRING (-6.7953236 33.8025186, -6.7957104 33.8024452)",,,,,
215321870,residential,False,False,48.718,"LINESTRING (-6.7975169 33.8025519, -6.7973922 33.8021262)",,,,,
