osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,junction
690078295,False,2,RP3011,tertiary,60,True,98.214,,"LINESTRING (-7.6491304 33.4522698, -7.649532 33.4529035, -7.6496199 33.4530529)",
178215604,False,,,residential,,False,62.159,,"LINESTRING (-7.6465541 33.4524207, -7.6471791 33.4522193)",
108731888,False,2,,residential,,False,32.92,,"LINESTRING (-7.6465541 33.4524207, -7.6466158 33.4525404, -7.6466815 33.4526635, -7.6466972 33.4526916)",
178215603,False,,,residential,,False,31.414,,"LINESTRING (-7.6472816 33.4521867, -7.6473905 33.4524542)",
178215604,False,,,residential,,True,10.177,,"LINESTRING (-7.6472816 33.4521867, -7.6471791 33.4522193)",
178215604,False,,,residential,,False,37.786,,"LINESTRING (-7.6472816 33.4521867, -7.6475063 33.4521127, -7.6475439 33.4520993, -7.6475789 33.4520818, -7.6476107 33.4520604, -7.6476398 33.4520338)",
178215607,False,,,residential,,False,37.63,,"LINESTRING (-7.648323 33.4534255, -7.6479812 33.4536077)",
178215600,False,,,residential,,False,61.647000000000006,,"LINESTRING (-7.648323 33.4534255, -7.6483364 33.4534535, -7.6483753 33.4535083, -7.6484196 33.4535586, -7.6484518 33.4535877, -7.6485081 33.453628, -7.6485685 33.4536672, -7.648661 33.4537108, -7.6488179 33.4537712)",
178215600,False,,,residential,,True,79.451,,"LINESTRING (-7.648323 33.4534255, -7.6481527 33.4530976, -7.6479958 33.4527653)",
178215607,False,,,residential,,True,36.04,,"LINESTRING (-7.648323 33.4534255, -7.648488 33.4533427, -7.6486544 33.4532564)",
178215602,False,,,unclassified,,True,33.035,,"LINESTRING (-7.6483217 33.4526456, -7.6479958 33.4527653)",
178215605,False,,,residential,,True,74.603,,"LINESTRING (-7.6483217 33.4526456, -7.6486544 33.4532564)",
178215602,False,,,unclassified,,False,43.685,,"LINESTRING (-7.6483217 33.4526456, -7.6485121 33.4525673, -7.6487415 33.4524677)",
108731888,False,2,,residential,,False,249.00100000000003,,"LINESTRING (-7.6474473 33.4538563, -7.6475036 33.4539592, -7.6475693 33.4540678, -7.6477249 33.4543061, -7.6479006 33.4545959, -7.6479891 33.4547492, -7.6481406 33.4549976, -7.6482171 33.4551061, -7.6482255 33.4551148, -7.6482372 33.4551246, -7.6482506 33.4551307, -7.6482644 33.4551341, -7.6482798 33.4551338, -7.6482942 33.4551304, -7.6483096 33.4551215, -7.6483284 33.4551027, -7.6483525 33.4550535, -7.6483901 33.4549629, -7.6484504 33.4548197, -7.6485711 33.4545388, -7.6486176 33.454426)",
108731888,False,2,,residential,,True,96.39899999999999,,"LINESTRING (-7.6474473 33.4538563, -7.6473762 33.453741, -7.6473105 33.4536291, -7.6472153 33.4534792, -7.6471294 33.4533516, -7.6470436 33.4532297, -7.6469457 33.4530976)",
178215607,False,,,residential,,True,39.469,,"LINESTRING (-7.6474473 33.4538563, -7.6475975 33.4537869, -7.6478203 33.4536856)",
108731888,False,2,,residential,,False,96.399,,"LINESTRING (-7.6469457 33.4530976, -7.6470436 33.4532297, -7.6471294 33.4533516, -7.6472153 33.4534792, -7.6473105 33.4536291, -7.6473762 33.453741, -7.6474473 33.4538563)",
108731888,False,2,,residential,,True,50.73400000000001,,"LINESTRING (-7.6469457 33.4530976, -7.6468834 33.4530081, -7.6468505 33.4529589, -7.646819 33.4529074, -7.6467901 33.4528615, -7.6467365 33.452762, -7.6466972 33.4526916)",
178215602,False,,,unclassified,,False,65.05799999999999,,"LINESTRING (-7.6469457 33.4530976, -7.6470718 33.4530562, -7.6471791 33.4530193, -7.6472837 33.4529857, -7.6474312 33.4529499, -7.6476015 33.4528918)",
108731888,False,2,,residential,,False,71.636,,"LINESTRING (-7.6488179 33.4537712, -7.6488501 33.4535094, -7.648885 33.4532386, -7.6489051 33.4531312)",
108731888,False,2,,residential,,True,38.962,,"LINESTRING (-7.6488179 33.4537712, -7.6488031 33.4538719, -7.648783 33.4539861, -7.6487455 33.4541159)",
178215600,False,,,residential,,True,61.647000000000006,,"LINESTRING (-7.6488179 33.4537712, -7.648661 33.4537108, -7.6485685 33.4536672, -7.6485081 33.453628, -7.6484518 33.4535877, -7.6484196 33.4535586, -7.6483753 33.4535083, -7.6483364 33.4534535, -7.648323 33.4534255)",
108731888,False,2,,residential,,True,78.71300000000001,,"LINESTRING (-7.6487415 33.4524677, -7.6488233 33.4525818, -7.6488836 33.4526635, -7.6489131 33.4527049, -7.6489306 33.4527429, -7.6489386 33.4527989, -7.6489359 33.4528895, -7.6489238 33.4529981, -7.6489051 33.4531312)",
178215602,False,,,unclassified,,False,42.262,,"LINESTRING (-7.6487415 33.4524677, -7.6489614 33.4523569, -7.6491304 33.4522698)",
178215602,False,,,unclassified,,True,43.685,,"LINESTRING (-7.6487415 33.4524677, -7.6485121 33.4525673, -7.6483217 33.4526456)",
178215602,False,,,unclassified,,False,33.035,,"LINESTRING (-7.6479958 33.4527653, -7.6483217 33.4526456)",
178215600,False,,,residential,,False,79.451,,"LINESTRING (-7.6479958 33.4527653, -7.6481527 33.4530976, -7.648323 33.4534255)",
178215600,False,,,residential,,True,87.79,,"LINESTRING (-7.6479958 33.4527653, -7.6478697 33.4525046, -7.6477437 33.4522439, -7.6476398 33.4520338)",
178215602,False,,,unclassified,,True,39.256,,"LINESTRING (-7.6479958 33.4527653, -7.6477745 33.452847, -7.6476015 33.4528918)",
178215603,False,,,residential,,False,87.05,,"LINESTRING (-7.6476015 33.4528918, -7.6479812 33.4536077)",
178215603,False,,,residential,,True,52.449,,"LINESTRING (-7.6476015 33.4528918, -7.6473905 33.4524542)",
178215602,False,,,unclassified,,False,39.256,,"LINESTRING (-7.6476015 33.4528918, -7.6477745 33.452847, -7.6479958 33.4527653)",
178215602,False,,,unclassified,,True,65.058,,"LINESTRING (-7.6476015 33.4528918, -7.6474312 33.4529499, -7.6472837 33.4529857, -7.6471791 33.4530193, -7.6470718 33.4530562, -7.6469457 33.4530976)",
178215605,False,,,residential,,False,74.603,,"LINESTRING (-7.6486544 33.4532564, -7.6483217 33.4526456)",
178215607,False,,,residential,,True,27.107,,"LINESTRING (-7.6486544 33.4532564, -7.6489051 33.4531312)",
178215607,False,,,residential,,False,36.04,,"LINESTRING (-7.6486544 33.4532564, -7.648488 33.4533427, -7.648323 33.4534255)",
178215607,False,,,residential,,False,27.107,,"LINESTRING (-7.6489051 33.4531312, -7.6486544 33.4532564)",
108731888,False,2,,residential,,False,78.71300000000001,,"LINESTRING (-7.6489051 33.4531312, -7.6489238 33.4529981, -7.6489359 33.4528895, -7.6489386 33.4527989, -7.6489306 33.4527429, -7.6489131 33.4527049, -7.6488836 33.4526635, -7.6488233 33.4525818, -7.6487415 33.4524677)",
108731888,False,2,,residential,,True,71.636,,"LINESTRING (-7.6489051 33.4531312, -7.648885 33.4532386, -7.6488501 33.4535094, -7.6488179 33.4537712)",
204659741,False,,,unclassified,,False,334.04400000000004,,"LINESTRING (-7.6551943 33.4522632, -7.6550985 33.4522955, -7.6549926 33.4523186, -7.6548451 33.4523261, -7.6547464 33.4523291, -7.6545027 33.4522927, -7.6541876 33.4522401, -7.6541296 33.4522387, -7.6540725 33.4522387, -7.6540002 33.4522513, -7.6539389 33.4522752, -7.6537053 33.4523999, -7.6535809 33.4524645, -7.6535062 33.4524825, -7.6534708 33.4524911, -7.6533465 33.4525135, -7.6530414 33.4525402, -7.6527179 33.4525493, -7.6524969 33.4525591, -7.6523851 33.4525696, -7.6522981 33.4525833, -7.6522111 33.4526056, -7.652062 33.4526607, -7.6519204 33.4527261, -7.6518382 33.4527612, -7.651755 33.4527875)",
204659741,False,,,unclassified,,True,39.251000000000005,,"LINESTRING (-7.6551943 33.4522632, -7.655301 33.452205, -7.6553893 33.4521581, -7.6555401 33.4520604)",
235556453,False,,,residential,,True,138.969,,"LINESTRING (-7.6496199 33.4530529, -7.649801 33.4529466, -7.6500173 33.4528117, -7.6506647 33.4524394, -7.6507638 33.4523694, -7.6508343 33.4523223)",
690078295,False,2,RP3011,tertiary,60,False,98.214,,"LINESTRING (-7.6496199 33.4530529, -7.649532 33.4529035, -7.6491304 33.4522698)",
690078295,False,2,RP3011,tertiary,60,True,41.744,,"LINESTRING (-7.6496199 33.4530529, -7.6496661 33.4531133, -7.6498573 33.4533718)",
204659741,False,,,unclassified,,False,39.251,,"LINESTRING (-7.6555401 33.4520604, -7.6553893 33.4521581, -7.655301 33.452205, -7.6551943 33.4522632)",
204659713,False,,,residential,,True,78.494,,"LINESTRING (-7.6511324 33.4561109, -7.6513476 33.4567936)",
326592182,False,,,residential,,False,41.552,,"LINESTRING (-7.6511324 33.4561109, -7.6506848 33.4561246)",
326592182,False,,,residential,,True,106.845,,"LINESTRING (-7.6511324 33.4561109, -7.6522347 33.4558325)",
204659713,False,,,residential,,False,49.168,,"LINESTRING (-7.6511324 33.4561109, -7.6511276 33.455984, -7.6511487 33.4557713, -7.6511606 33.45567)",
724291034,False,,,unclassified,,True,44.968,,"LINESTRING (-7.6508343 33.4523223, -7.6512494 33.4525311)",
235556453,False,,,residential,,False,138.969,,"LINESTRING (-7.6508343 33.4523223, -7.6507638 33.4523694, -7.6506647 33.4524394, -7.6500173 33.4528117, -7.649801 33.4529466, -7.6496199 33.4530529)",
204659713,False,,,residential,,False,78.494,,"LINESTRING (-7.6513476 33.4567936, -7.6511324 33.4561109)",
326592177,False,,,residential,,False,85.57000000000001,,"LINESTRING (-7.6513476 33.4567936, -7.6514359 33.4570183, -7.6516189 33.4573885, -7.6516343 33.4574191, -7.6516453 33.4574509, -7.6516516 33.4574837, -7.6516533 33.4575168)",
690078373,False,,,residential,,False,157.504,,"LINESTRING (-7.6513476 33.4567936, -7.6522503 33.4563793, -7.6522758 33.4563492, -7.6522863 33.4563177, -7.6522854 33.4562502, -7.6522347 33.4558325)",
204659741,False,,,unclassified,,True,334.044,,"LINESTRING (-7.651755 33.4527875, -7.6518382 33.4527612, -7.6519204 33.4527261, -7.652062 33.4526607, -7.6522111 33.4526056, -7.6522981 33.4525833, -7.6523851 33.4525696, -7.6524969 33.4525591, -7.6527179 33.4525493, -7.6530414 33.4525402, -7.6533465 33.4525135, -7.6534708 33.4524911, -7.6535062 33.4524825, -7.6535809 33.4524645, -7.6537053 33.4523999, -7.6539389 33.4522752, -7.6540002 33.4522513, -7.6540725 33.4522387, -7.6541296 33.4522387, -7.6541876 33.4522401, -7.6545027 33.4522927, -7.6547464 33.4523291, -7.6548451 33.4523261, -7.6549926 33.4523186, -7.6550985 33.4522955, -7.6551943 33.4522632)",
326592191,False,,,residential,,True,53.447,,"LINESTRING (-7.651755 33.4527875, -7.6518766 33.453006, -7.6519219 33.4531286, -7.6519558 33.4532364)",
724291034,False,,,unclassified,,False,55.107,,"LINESTRING (-7.651755 33.4527875, -7.6517034 33.4527732, -7.6516594 33.452758, -7.6512494 33.4525311)",
204659713,False,,,residential,,True,27.507,,"LINESTRING (-7.6515338 33.4547795, -7.6514342 33.4550125)",
326592191,False,,,residential,,False,32.316,,"LINESTRING (-7.6515338 33.4547795, -7.6516744 33.4545136)",
235556445,False,,,residential,,True,46.793000000000006,,"LINESTRING (-7.6515338 33.4547795, -7.651456 33.4547433, -7.6510977 33.4545681)",
235556445,False,,,residential,,False,67.93299999999999,,"LINESTRING (-7.6519558 33.4532364, -7.6517276 33.4533128, -7.6516551 33.4533449, -7.6516208 33.4533669, -7.6515909 33.4533977, -7.6514725 33.4536399)",
326592191,False,,,residential,,False,53.447,,"LINESTRING (-7.6519558 33.4532364, -7.6519219 33.4531286, -7.6518766 33.453006, -7.651755 33.4527875)",
326592191,False,,,residential,,True,101.394,,"LINESTRING (-7.6519558 33.4532364, -7.652005 33.4534652, -7.6520085 33.4535562, -7.6519874 33.4536427, -7.6518929 33.4539404, -7.6518339 33.4541261)",
463103532,False,,,residential,,False,66.397,,"LINESTRING (-7.6463959 33.4596834, -7.6468492 33.4601455)",
569422477,False,2,,unclassified,,True,11.213,,"LINESTRING (-7.6463959 33.4596834, -7.6462953 33.4596275)",
109316113,True,2,RP3011,tertiary,,False,158.12400000000002,,"LINESTRING (-7.6463959 33.4596834, -7.6474057 33.4588946, -7.6476487 33.4587194)",
569422477,False,2,,unclassified,,False,11.213,,"LINESTRING (-7.6462953 33.4596275, -7.6463959 33.4596834)",
569422477,False,2,,unclassified,,True,90.684,,"LINESTRING (-7.6462953 33.4596275, -7.6461272 33.4595542, -7.6458849 33.4594686, -7.6453868 33.4593309)",
724291034,False,,,unclassified,,False,44.968,,"LINESTRING (-7.6512494 33.4525311, -7.6508343 33.4523223)",
326592184,False,,,residential,,False,159.463,,"LINESTRING (-7.6512494 33.4525311, -7.6510999 33.4526222, -7.6508502 33.4527712, -7.6502705 33.4531153, -7.6499812 33.4533024, -7.6498573 33.4533718)",
724291034,False,,,unclassified,,True,55.107,,"LINESTRING (-7.6512494 33.4525311, -7.6516594 33.452758, -7.6517034 33.4527732, -7.651755 33.4527875)",
204659763,False,,,unclassified,,True,16.623,,"LINESTRING (-7.6543104 33.4589209, -7.6544844 33.4589566)",
204659763,False,,,unclassified,,False,68.241,,"LINESTRING (-7.6543104 33.4589209, -7.6542477 33.458898, -7.6541625 33.4588507, -7.6538672 33.4586765, -7.6537183 33.4585612)",
326592178,False,,,residential,,False,149.88299999999998,,"LINESTRING (-7.6543104 33.4589209, -7.6541886 33.4589652, -7.6528355 33.4594712)",
326592183,False,,,residential,,False,61.119,,"LINESTRING (-7.6525046 33.4601142, -7.652972 33.4599307, -7.6530035 33.459905, -7.653027 33.4598689, -7.653037 33.4598289)",
326592180,False,,,residential,,False,48.323,,"LINESTRING (-7.6513386 33.4539916, -7.6518339 33.4541261)",
326592188,False,,,residential,,True,67.888,,"LINESTRING (-7.6513386 33.4539916, -7.6510977 33.4545681)",
326592188,False,,,residential,,False,41.033,,"LINESTRING (-7.6513386 33.4539916, -7.6513914 33.4538539, -7.6514725 33.4536399)",
326592182,False,,,residential,,False,35.832,,"LINESTRING (-7.6506848 33.4561246, -7.6502986 33.4561295)",
326592182,False,,,residential,,True,41.552,,"LINESTRING (-7.6506848 33.4561246, -7.6511324 33.4561109)",
326592187,False,,,residential,,True,84.634,,"LINESTRING (-7.6506848 33.4561246, -7.6506853 33.4560579, -7.6506801 33.4558138, -7.6506933 33.4557859, -7.6507065 33.4557669, -7.6507267 33.4557485, -7.650747 33.4557368, -7.6508282 33.4557112, -7.6511606 33.45567)",
326592178,False,,,residential,,False,83.993,,"LINESTRING (-7.6528355 33.4594712, -7.6520265 33.4598104)",
326592178,False,,,residential,,True,149.88299999999998,,"LINESTRING (-7.6528355 33.4594712, -7.6541886 33.4589652, -7.6543104 33.4589209)",
326592183,False,,,residential,,False,66.613,,"LINESTRING (-7.6528355 33.4594712, -7.6525626 33.4590015, -7.6525512 33.4589812, -7.6525405 33.4589657, -7.6525257 33.4589542, -7.6525039 33.4589461)",
326592183,False,,,residential,,True,44.068,,"LINESTRING (-7.6528355 33.4594712, -7.653027 33.4597908, -7.653037 33.4598289)",
326592187,False,,,residential,,True,99.055,,"LINESTRING (-7.6511606 33.45567, -7.6521789 33.4554021)",
204659713,False,,,residential,,False,77.395,,"LINESTRING (-7.6511606 33.45567, -7.651276 33.4553822, -7.6514342 33.4550125)",
204659713,False,,,residential,,True,49.168,,"LINESTRING (-7.6511606 33.45567, -7.6511487 33.4557713, -7.6511276 33.455984, -7.6511324 33.4561109)",
326592187,False,,,residential,,False,84.634,,"LINESTRING (-7.6511606 33.45567, -7.6508282 33.4557112, -7.650747 33.4557368, -7.6507267 33.4557485, -7.6507065 33.4557669, -7.6506933 33.4557859, -7.6506801 33.4558138, -7.6506853 33.4560579, -7.6506848 33.4561246)",
326592180,False,,,residential,,True,48.323,,"LINESTRING (-7.6518339 33.4541261, -7.6513386 33.4539916)",
326592191,False,,,residential,,False,101.39399999999999,,"LINESTRING (-7.6518339 33.4541261, -7.6518929 33.4539404, -7.6519874 33.4536427, -7.6520085 33.4535562, -7.652005 33.4534652, -7.6519558 33.4532364)",
326592191,False,,,residential,,True,45.567,,"LINESTRING (-7.6518339 33.4541261, -7.6517434 33.454333, -7.6516744 33.4545136)",
690078373,False,,,residential,,True,96.002,,"LINESTRING (-7.6518339 33.4541261, -7.6522459 33.4542574, -7.6522925 33.4542794, -7.6523144 33.4543065, -7.6523197 33.4543285, -7.6523118 33.4543652, -7.6521386 33.4546931)",
326592179,False,,,residential,,False,28.997,,"LINESTRING (-7.6537257 33.4577411, -7.6537715 33.457708, -7.6538745 33.4576337, -7.6539362 33.4575895, -7.6539633 33.4575717)",
326592183,False,,,residential,,True,66.613,,"LINESTRING (-7.6525039 33.4589461, -7.6525257 33.4589542, -7.6525405 33.4589657, -7.6525512 33.4589812, -7.6525626 33.4590015, -7.6528355 33.4594712)",
730179642,False,,,residential,,True,51.411,,"LINESTRING (-7.6525039 33.4589461, -7.6524707 33.4589419, -7.6524178 33.458943, -7.6523779 33.4589444, -7.6519536 33.4589897)",
1054626245,False,,,residential,,False,96.11500000000001,,"LINESTRING (-7.6525039 33.4589461, -7.6524469 33.4587973, -7.6524201 33.4587268, -7.6523391 33.4580962)",
730179642,False,,,residential,,False,51.411,,"LINESTRING (-7.6519536 33.4589897, -7.6523779 33.4589444, -7.6524178 33.458943, -7.6524707 33.4589419, -7.6525039 33.4589461)",
326592188,False,,,residential,,False,67.888,,"LINESTRING (-7.6510977 33.4545681, -7.6513386 33.4539916)",
235556445,False,,,residential,,False,46.793000000000006,,"LINESTRING (-7.6510977 33.4545681, -7.651456 33.4547433, -7.6515338 33.4547795)",
235556445,False,,,residential,,True,149.84300000000002,,"LINESTRING (-7.6510977 33.4545681, -7.6509368 33.454498, -7.6507931 33.4544281, -7.6507751 33.4544154, -7.650768 33.4544019, -7.6507637 33.4543894, -7.6507672 33.4543667, -7.6507808 33.4543355, -7.6511839 33.4537406, -7.6512085 33.4537146, -7.651245 33.4536907, -7.651307 33.4536632, -7.6514725 33.4536399)",
326592178,False,,,residential,,True,83.993,,"LINESTRING (-7.6520265 33.4598104, -7.6528355 33.4594712)",
690078325,True,2,RP3009,tertiary,60,False,320.73699999999997,,"LINESTRING (-7.6520265 33.4598104, -7.6519829 33.4596879, -7.6519433 33.4596001, -7.6518743 33.4594597, -7.6518045 33.4593383, -7.6517348 33.4592236, -7.6515886 33.4590032, -7.6514304 33.458766, -7.6513405 33.4586328, -7.651201 33.4584359, -7.6510247 33.4581858, -7.6508953 33.4580057, -7.6508296 33.457908, -7.6507363 33.4577629, -7.6505761 33.4575207, -7.6504601 33.4573445, -7.6504112 33.457266)",
326592184,False,,,residential,,True,159.46300000000002,,"LINESTRING (-7.6498573 33.4533718, -7.6499812 33.4533024, -7.6502705 33.4531153, -7.6508502 33.4527712, -7.6510999 33.4526222, -7.6512494 33.4525311)",
690078295,False,2,RP3011,tertiary,60,False,41.744,,"LINESTRING (-7.6498573 33.4533718, -7.6496661 33.4531133, -7.6496199 33.4530529)",
690078295,False,2,RP3011,tertiary,60,True,41.533,,"LINESTRING (-7.6498573 33.4533718, -7.6499243 33.4534613, -7.6499806 33.4535603, -7.6500437 33.4537097)",
"[326592544, 326592543]",False,,,residential,,True,369.61799999999994,,"LINESTRING (-7.6469122 33.4582737, -7.6466078 33.4584505, -7.6465327 33.4584952, -7.6464562 33.4585187, -7.6463637 33.4585187, -7.6462376 33.4585176, -7.6459721 33.4584868, -7.6459111 33.458474, -7.6458333 33.4584544, -7.6454309 33.4581864, -7.6453907 33.4581389, -7.6453746 33.4581058, -7.6453726 33.4580768, -7.6453806 33.4580384, -7.6453924 33.4580113, -7.6454179 33.4579856, -7.6460908 33.4576197, -7.6461377 33.4576012, -7.6461893 33.4575895, -7.6462363 33.4575912, -7.6462644 33.4575968, -7.6462926 33.457613, -7.6463281 33.4576398, -7.6464455 33.4577758, -7.646585 33.4579335, -7.6467097 33.4580678, -7.6469122 33.4582737)",
"[326592544, 326592543]",False,,,residential,,False,369.61800000000005,,"LINESTRING (-7.6469122 33.4582737, -7.6467097 33.4580678, -7.646585 33.4579335, -7.6464455 33.4577758, -7.6463281 33.4576398, -7.6462926 33.457613, -7.6462644 33.4575968, -7.6462363 33.4575912, -7.6461893 33.4575895, -7.6461377 33.4576012, -7.6460908 33.4576197, -7.6454179 33.4579856, -7.6453924 33.4580113, -7.6453806 33.4580384, -7.6453726 33.4580768, -7.6453746 33.4581058, -7.6453907 33.4581389, -7.6454309 33.4581864, -7.6458333 33.4584544, -7.6459111 33.458474, -7.6459721 33.4584868, -7.6462376 33.4585176, -7.6463637 33.4585187, -7.6464562 33.4585187, -7.6465327 33.4584952, -7.6466078 33.4584505, -7.6469122 33.4582737)",
326592544,False,,,residential,,True,75.924,,"LINESTRING (-7.6469122 33.4582737, -7.6470691 33.4584001, -7.6472173 33.4584941, -7.6475613 33.4586865)",
326592544,False,,,residential,,True,8.895,,"LINESTRING (-7.6475613 33.4586865, -7.6476487 33.4587194)",
315888904,True,2,RP3011,tertiary,60,False,157.29399999999998,,"LINESTRING (-7.6475613 33.4586865, -7.6469269 33.4591598, -7.6462953 33.4596275)",
326592544,False,,,residential,,False,75.924,,"LINESTRING (-7.6475613 33.4586865, -7.6472173 33.4584941, -7.6470691 33.4584001, -7.6469122 33.4582737)",
326592544,False,,,residential,,False,8.895,,"LINESTRING (-7.6476487 33.4587194, -7.6475613 33.4586865)",
"[109316113, 315888849, 315888845]",True,2,RP3011,tertiary,,False,299.89000000000004,yes,"LINESTRING (-7.6476487 33.4587194, -7.6483395 33.4582458, -7.6489343 33.4579227, -7.6492028 33.4577769, -7.6498904 33.4574272, -7.6499692 33.4573685, -7.6500276 33.4573349, -7.6500819 33.4573198, -7.6501322 33.4573114, -7.6501751 33.457312, -7.6502857 33.4573204, -7.6503489 33.457329)",
178215604,False,,,residential,,False,10.177,,"LINESTRING (-7.6471791 33.4522193, -7.6472816 33.4521867)",
178215604,False,,,residential,,True,62.159,,"LINESTRING (-7.6471791 33.4522193, -7.6465541 33.4524207)",
463103554,False,,,residential,,True,8.723,,"LINESTRING (-7.6542359 33.4573909, -7.6543026 33.4573356)",
463103535,False,,,residential,,False,17.511,,"LINESTRING (-7.6542359 33.4573909, -7.6542574 33.4574949, -7.654262 33.4575467)",
"[463103566, 463103535]",False,,,residential,,True,246.95899999999995,,"LINESTRING (-7.6542359 33.4573909, -7.6541005 33.4571749, -7.6539208 33.4569142, -7.6538448 33.4567762, -7.6537317 33.4565707, -7.6536749 33.4564421, -7.6536714 33.4564175, -7.6536734 33.4564035, -7.6536767 33.4563917, -7.6536821 33.4563808, -7.6536915 33.4563709, -7.6537022 33.4563626, -7.6537187 33.4563541, -7.6537314 33.4563494, -7.6537455 33.4563461, -7.6537617 33.4563446, -7.653777 33.4563468, -7.653789 33.4563533, -7.6538045 33.4563626, -7.6538246 33.4563777, -7.6538742 33.4564194, -7.6540244 33.4565391, -7.6541911 33.4566719, -7.6543029 33.456761, -7.6543154 33.456771, -7.6544543 33.4568854, -7.6546087 33.4570127, -7.6546472 33.4570444)",
463103554,False,,,residential,,False,45.502,,"LINESTRING (-7.6546472 33.4570444, -7.6543026 33.4573356)",
"[463103566, 463103535]",False,,,residential,,False,246.959,,"LINESTRING (-7.6546472 33.4570444, -7.6546087 33.4570127, -7.6544543 33.4568854, -7.6543154 33.456771, -7.6543029 33.456761, -7.6541911 33.4566719, -7.6540244 33.4565391, -7.6538742 33.4564194, -7.6538246 33.4563777, -7.6538045 33.4563626, -7.653789 33.4563533, -7.653777 33.4563468, -7.6537617 33.4563446, -7.6537455 33.4563461, -7.6537314 33.4563494, -7.6537187 33.4563541, -7.6537022 33.4563626, -7.6536915 33.4563709, -7.6536821 33.4563808, -7.6536767 33.4563917, -7.6536734 33.4564035, -7.6536714 33.4564175, -7.6536749 33.4564421, -7.6537317 33.4565707, -7.6538448 33.4567762, -7.6539208 33.4569142, -7.6541005 33.4571749, -7.6542359 33.4573909)",
463103566,False,,,residential,,True,83.21300000000001,,"LINESTRING (-7.6546472 33.4570444, -7.654763 33.4571362, -7.6549291 33.4572678, -7.6550286 33.4573467, -7.6550654 33.4573814, -7.6550855 33.4574211, -7.6550882 33.4574513, -7.6550842 33.4574899, -7.6550681 33.4575229, -7.6549825 33.4576135)",
463103532,False,,,residential,,True,13.864,,"LINESTRING (-7.6475318 33.4602026, -7.6474419 33.460103)",
463103532,False,,,residential,,False,52.702999999999996,,"LINESTRING (-7.6475318 33.4602026, -7.6479113 33.4603055, -7.6479824 33.4603335, -7.6480521 33.4603816)",
690078285,False,,,residential,,True,18.724,,"LINESTRING (-7.6464826 33.4609068, -7.6463945 33.4607553)",
204659763,False,,,unclassified,,False,44.136,,"LINESTRING (-7.6537183 33.4585612, -7.6533536 33.4583063)",
204659763,False,,,unclassified,,True,68.241,,"LINESTRING (-7.6537183 33.4585612, -7.6538672 33.4586765, -7.6541625 33.4588507, -7.6542477 33.458898, -7.6543104 33.4589209)",
463103535,False,,,residential,,True,128.144,,"LINESTRING (-7.6537183 33.4585612, -7.6538551 33.4584314, -7.6539838 33.4582983, -7.6541032 33.4581573, -7.654181 33.4580521, -7.6542078 33.4579772, -7.6542239 33.4578955, -7.654236 33.4578217, -7.6542502 33.4577426, -7.6542655 33.4576493, -7.6542655 33.4575867, -7.654262 33.4575467)",
463103522,True,,,residential,,False,63.71,,"LINESTRING (-7.6480521 33.4603816, -7.6478655 33.460933)",
463103532,False,,,residential,,False,9.864,,"LINESTRING (-7.6480521 33.4603816, -7.6480977 33.460423, -7.6481272 33.4604442)",
