osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed,junction,width
104176690,2,tertiary,False,False,22.250999999999998,"LINESTRING (-8.5007519 33.2476359, -8.5008055 33.2477088, -8.500861 33.2478135)",,Avenue Mohammed V شارع محمد الخامس,60,,
104176690,2,tertiary,False,True,121.91399999999999,"LINESTRING (-8.5007519 33.2476359, -8.5006835 33.2475451, -8.5003388 33.2470561, -8.5001054 33.2466826)",,Avenue Mohammed V شارع محمد الخامس,60,,
104176303,,living_street,False,False,99.792,"LINESTRING (-8.4985746 33.2458195, -8.4983955 33.2459479, -8.4983607 33.2459648, -8.4983365 33.2459765, -8.4983164 33.2459788, -8.4982876 33.2459721, -8.4982675 33.2459648, -8.4980928 33.2457898, -8.4980759 33.2457573, -8.4980799 33.2457342, -8.4980933 33.2457081, -8.4981103 33.2456868, -8.4981365 33.2456681, -8.4982013 33.2456247, -8.4983365 33.2455358)",,,,,
104176466,,residential,False,False,10.011,"LINESTRING (-8.4985746 33.2458195, -8.4985437 33.2457814, -8.4985176 33.2457432)",,Rue Abdelmalik,,,
104176466,,residential,False,True,33.118,"LINESTRING (-8.4985746 33.2458195, -8.4986128 33.2458582, -8.4986725 33.2459283, -8.4987898 33.2460567)",,Rue Abdelmalik,,,
104176258,,residential,False,False,34.441,"LINESTRING (-8.500783 33.2450118, -8.5007406 33.2447041)",,Rue Haj Abdellah Yahya,,,
104176258,,residential,False,True,11.666,"LINESTRING (-8.500783 33.2450118, -8.5007811 33.2451167)",,Rue Haj Abdellah Yahya,,,
104177247,,residential,False,True,133.825,"LINESTRING (-8.500783 33.2450118, -8.5009074 33.2448185, -8.5010335 33.2446031, -8.5010759 33.2445373, -8.501126 33.2444596, -8.501244 33.2443351, -8.5012973 33.2442909, -8.501409 33.2441982, -8.5015994 33.2440513, -8.5016093 33.2440437)",,Rue London,,,
104176656,2,residential,False,False,24.768,"LINESTRING (-8.4975748 33.2446726, -8.4973951 33.244837)",,Rue Ibnou Youness,,,
104176656,2,residential,False,True,80.971,"LINESTRING (-8.4975748 33.2446726, -8.497902 33.2443642, -8.4981582 33.2441321)",,Rue Ibnou Youness,,,
104176861,2,residential,False,False,93.319,"LINESTRING (-8.4975748 33.2446726, -8.4972757 33.2444125, -8.4970719 33.2442397, -8.4968774 33.2440692)",,Rue El Fakih Esbaiti,,,
104176925,,living_street,False,False,120.633,"LINESTRING (-8.4993075 33.2470207, -8.4994912 33.2473056, -8.499516 33.2473578, -8.4995227 33.2473802, -8.4995167 33.2473942, -8.4994932 33.2474161, -8.4994382 33.2474425, -8.4993517 33.2474789, -8.4993088 33.2474946, -8.499268 33.2475021, -8.4992429 33.2475032, -8.4992212 33.2474918, -8.4992083 33.247482, -8.4991897 33.2474662, -8.4991573 33.2474237, -8.4990925 33.2473417, -8.4989644 33.2471709)",,,,,
744489171,2,residential,True,False,83.18,"LINESTRING (-8.4993075 33.2470207, -8.4996028 33.2468956, -8.5001054 33.2466826)",,Rue de Demennorval,,,
579621657,2,residential,False,False,25.816,"LINESTRING (-8.4973944 33.2436761, -8.4975989 33.2435191)",,Rue Moulay Abdellah Ibn Amghar,,,
579621657,2,residential,False,True,13.405,"LINESTRING (-8.4973944 33.2436761, -8.4972945 33.243763)",,Rue Moulay Abdellah Ibn Amghar,,,
"[597538754, 104177563]",2,residential,False,True,160.109,"LINESTRING (-8.4973944 33.2436761, -8.4971369 33.2434254, -8.497096 33.2433951, -8.4970752 33.2433879, -8.4970491 33.2433873, -8.4970232 33.2433926, -8.4970061 33.2433996, -8.4969874 33.2434092, -8.4967855 33.2435567, -8.4960888 33.2440165)",,Rue El Fakih El Bahbouhi,,,
104177754,,residential,False,True,46.699,"LINESTRING (-8.5015672 33.2456036, -8.5019951 33.2458234)",,Rue de Melillia,,,
104177402,,residential,False,False,144.537,"LINESTRING (-8.5015672 33.2456036, -8.5015056 33.2457528, -8.5014142 33.245989, -8.5013688 33.2461061, -8.5015719 33.2462567, -8.50185 33.2464629, -8.502038 33.2466023, -8.5020576 33.246618)",,Rue Al Morabitine,,,
104177402,,residential,False,True,157.418,"LINESTRING (-8.5015672 33.2456036, -8.5017273 33.2453477, -8.5018998 33.245072, -8.5019333 33.24502, -8.5019432 33.2450046, -8.5021653 33.2446601, -8.5022324 33.244556, -8.5023742 33.2443595)",,Rue Al Morabitine,,,
1237779574,,residential,False,False,23.527,"LINESTRING (-8.5015672 33.2456036, -8.5014555 33.2455194, -8.5014054 33.2454903, -8.5013652 33.2454813)",,,,,
104176656,2,residential,False,True,13.856,"LINESTRING (-8.4967829 33.2454101, -8.4968935 33.2453266)",,Rue Ibnou Youness,,,
104177352,2,residential,False,False,100.17599999999999,"LINESTRING (-8.4967829 33.2454101, -8.4966494 33.2452896, -8.4965073 33.2451606, -8.4960533 33.2447473)",,Rue El Fakih El Bahbouhi,,,
104176656,2,residential,False,False,13.856,"LINESTRING (-8.4968935 33.2453266, -8.4967829 33.2454101)",,Rue Ibnou Youness,,,
104176656,2,residential,False,True,21.622,"LINESTRING (-8.4968935 33.2453266, -8.4970468 33.2451804)",,Rue Ibnou Youness,,,
104177290,2,residential,False,False,35.856,"LINESTRING (-8.4968935 33.2453266, -8.4969572 33.2453754, -8.4970544 33.245446, -8.4971852 33.2455374)",,Rue Bani Marine,,,
104176914,2,residential,False,False,47.422000000000004,"LINESTRING (-8.4960888 33.2440165, -8.4959494 33.2438769, -8.4958434 33.2437709, -8.4957583 33.2436918)",,,,,
104176914,2,residential,False,True,56.107,"LINESTRING (-8.4960888 33.2440165, -8.496121 33.2440524, -8.4961512 33.2440782, -8.4962035 33.2441242, -8.496282 33.2441932, -8.4964925 33.2443911)",,,,,
"[597538754, 104177563]",2,residential,False,False,160.109,"LINESTRING (-8.4960888 33.2440165, -8.4967855 33.2435567, -8.4969874 33.2434092, -8.4970061 33.2433996, -8.4970232 33.2433926, -8.4970491 33.2433873, -8.4970752 33.2433879, -8.497096 33.2433951, -8.4971369 33.2434254, -8.4973944 33.2436761)",,Rue El Fakih El Bahbouhi,,,
"[104177563, 597538755]",2,residential,False,True,114.117,"LINESTRING (-8.4960888 33.2440165, -8.4958997 33.2441455, -8.4957764 33.2442308, -8.4956972 33.2442896, -8.4956717 33.2443166, -8.49566 33.2443362, -8.4956547 33.2443553, -8.495653 33.2443743, -8.4956597 33.2443942, -8.4956748 33.2444164, -8.4957013 33.2444315, -8.4957898 33.2445112, -8.4959467 33.244648, -8.4960533 33.2447473)",,Rue El Fakih El Bahbouhi,,,
104177158,4,residential,False,True,103.75,"LINESTRING (-8.504073 33.2424745, -8.5035436 33.2416532)",,Avenue Houmane Al Fetouaki,,,
104176908,,residential,False,True,86.30199999999999,"LINESTRING (-8.504073 33.2424745, -8.5036567 33.242656, -8.5032973 33.242822, -8.5032545 33.2428401)",,Nahj Laayaoun,,,
579621660,2,residential,True,False,38.777,"LINESTRING (-8.4965106 33.2456742, -8.4967829 33.2454101)",,Rue Ibnou Youness,,,
104176715,,living_street,False,False,72.221,"LINESTRING (-8.4965106 33.2456742, -8.4967374 33.245908, -8.4968912 33.246059, -8.4970093 33.246172)",,,,,
104177402,,residential,False,True,72.662,"LINESTRING (-8.5030567 33.2471346, -8.5023755 33.2468145)",,Rue Al Morabitine,,,
140746977,,residential,False,False,76.814,"LINESTRING (-8.5030567 33.2471346, -8.503085 33.2464442)",,Avenue Ibn Khaldoun شارع ابن خلدون,,,
140746977,,residential,False,True,13.344,"LINESTRING (-8.5030567 33.2471346, -8.5030585 33.2472546)",,Avenue Ibn Khaldoun شارع ابن خلدون,,,
104177754,,residential,False,False,28.282,"LINESTRING (-8.5024696 33.2460087, -8.5022189 33.2459059, -8.5021961 33.2458975)",,Rue de Melillia,,,
104176690,2,tertiary,False,True,31.277,"LINESTRING (-8.4996334 33.2457135, -8.4995213 33.2454483)",,Avenue Mohammed V شارع محمد الخامس,60,,
104176690,2,tertiary,False,False,88.237,"LINESTRING (-8.4996334 33.2457135, -8.4998855 33.2462328, -8.4999887 33.2464493)",,Avenue Mohammed V شارع محمد الخامس,60,,
104176764,2,residential,False,True,87.67199999999998,"LINESTRING (-8.4996334 33.2457135, -8.4994503 33.2457718, -8.4992914 33.2458257, -8.4991653 33.2458683, -8.4990885 33.2458969, -8.4990735 33.2459025, -8.4990295 33.2459216, -8.4989863 33.2459423, -8.4989497 33.2459642, -8.4989052 33.2459922, -8.4988482 33.2460231, -8.4987898 33.2460567)",,Rue Abdelkader Ben Driga,,,
104176861,2,residential,False,True,93.319,"LINESTRING (-8.4968774 33.2440692, -8.4970719 33.2442397, -8.4972757 33.2444125, -8.4975748 33.2446726)",,Rue El Fakih Esbaiti,,,
579621657,2,residential,False,False,51.615,"LINESTRING (-8.4968774 33.2440692, -8.4971215 33.2438875, -8.4972945 33.243763)",,Rue Moulay Abdellah Ibn Amghar,,,
579621657,2,residential,False,True,41.988,"LINESTRING (-8.4968774 33.2440692, -8.4967621 33.244173, -8.4966803 33.2442476, -8.4965678 33.244344)",,Rue Moulay Abdellah Ibn Amghar,,,
104176258,,residential,False,False,75.894,"LINESTRING (-8.5007406 33.2447041, -8.5006937 33.2440227)",,Rue Haj Abdellah Yahya,,,
104176258,,residential,False,True,34.441,"LINESTRING (-8.5007406 33.2447041, -8.500783 33.2450118)",,Rue Haj Abdellah Yahya,,,
104176243,,living_street,False,False,48.371,"LINESTRING (-8.5007406 33.2447041, -8.5004708 33.2447148, -8.5003118 33.2447284, -8.5002225 33.244739)",,,,,
104176466,,residential,False,False,33.118,"LINESTRING (-8.4987898 33.2460567, -8.4986725 33.2459283, -8.4986128 33.2458582, -8.4985746 33.2458195)",,Rue Abdelmalik,,,
104176764,2,residential,False,False,87.672,"LINESTRING (-8.4987898 33.2460567, -8.4988482 33.2460231, -8.4989052 33.2459922, -8.4989497 33.2459642, -8.4989863 33.2459423, -8.4990295 33.2459216, -8.4990735 33.2459025, -8.4990885 33.2458969, -8.4991653 33.2458683, -8.4992914 33.2458257, -8.4994503 33.2457718, -8.4996334 33.2457135)",,Rue Abdelkader Ben Driga,,,
104176764,2,residential,False,True,56.834999999999994,"LINESTRING (-8.4987898 33.2460567, -8.4986678 33.2461364, -8.4985454 33.2462154, -8.4985236 33.2462295, -8.4984277 33.246299, -8.4983137 33.246377)",,Rue Abdelkader Ben Driga,,,
104177352,2,residential,False,True,100.17599999999999,"LINESTRING (-8.4960533 33.2447473, -8.4965073 33.2451606, -8.4966494 33.2452896, -8.4967829 33.2454101)",,Rue El Fakih El Bahbouhi,,,
579621657,2,residential,False,False,56.906,"LINESTRING (-8.4960533 33.2447473, -8.4962478 33.2445824, -8.4964925 33.2443911)",,Rue Moulay Abdellah Ibn Amghar,,,
"[597538755, 104177563]",2,residential,False,False,114.117,"LINESTRING (-8.4960533 33.2447473, -8.4959467 33.244648, -8.4957898 33.2445112, -8.4957013 33.2444315, -8.4956748 33.2444164, -8.4956597 33.2443942, -8.495653 33.2443743, -8.4956547 33.2443553, -8.49566 33.2443362, -8.4956717 33.2443166, -8.4956972 33.2442896, -8.4957764 33.2442308, -8.4958997 33.2441455, -8.4960888 33.2440165)",,Rue El Fakih El Bahbouhi,,,
104177646,,residential,False,True,54.539,"LINESTRING (-8.4978792 33.2471817, -8.4980844 33.2470527, -8.4983473 33.2468862)",,,,,
104176326,,living_street,False,False,48.972,"LINESTRING (-8.503085 33.2464442, -8.5025589 33.2464249)",,,,,
140746977,,residential,False,True,76.814,"LINESTRING (-8.503085 33.2464442, -8.5030567 33.2471346)",,Avenue Ibn Khaldoun شارع ابن خلدون,,,
140746977,,residential,False,False,268.67,"LINESTRING (-8.503085 33.2464442, -8.5030891 33.2463749, -8.5031082 33.2453375, -8.5031148 33.244964, -8.5031177 33.2447997, -8.5031274 33.2440283)",,Avenue Ibn Khaldoun شارع ابن خلدون,,,
104176708,2,residential,False,False,26.545,"LINESTRING (-8.4979083 33.2455191, -8.4981099 33.2453501)",,Rue El Mouhidi,,,
104176708,2,residential,False,True,31.492,"LINESTRING (-8.4979083 33.2455191, -8.4976713 33.2457214)",,Rue El Mouhidi,,,
104177592,,residential,False,False,89.094,"LINESTRING (-8.4979083 33.2455191, -8.4977656 33.2454686, -8.497666 33.2454387, -8.4975288 33.245398, -8.4974125 33.2453666, -8.4973155 33.2453277, -8.4972475 33.2452956, -8.4971416 33.2452418, -8.4970468 33.2451804)",,,,,
104177143,2,residential,True,False,82.441,"LINESTRING (-8.4954136 33.2452604, -8.4954372 33.2452395, -8.4955249 33.2451724, -8.4957609 33.244989, -8.4960533 33.2447473)",,,,,
"[1097316227, 546622349]",2,residential,False,"[False, True]",99.807,"LINESTRING (-8.4954136 33.2452604, -8.4950139 33.2448297, -8.4949663 33.2447792, -8.4948872 33.2447063, -8.4948161 33.2446452, -8.494721 33.2445776)",,Avenue Mohammed VI شارع محمد السادس,,,
1097316227,2,residential,False,True,107.011,"LINESTRING (-8.4954136 33.2452604, -8.4957904 33.245653, -8.4960714 33.2459468, -8.4961324 33.2460119)",,Avenue Mohammed VI شارع محمد السادس,,,
104176764,2,residential,False,False,25.453,"LINESTRING (-8.4978095 33.2467061, -8.4980254 33.2465654)",,Rue Abdelkader Ben Driga,,,
104176764,2,residential,False,True,75.655,"LINESTRING (-8.4978095 33.2467061, -8.4977143 33.2467734, -8.4974387 33.2469568, -8.4972294 33.2470936, -8.4971704 33.2471267)",,Rue Abdelkader Ben Driga,,,
104177711,2,residential,False,False,71.99600000000001,"LINESTRING (-8.4978095 33.2467061, -8.4977049 33.2466338, -8.4975687 33.2465272, -8.4972328 33.2462743)",,Rue Al Adarissa زنقة الأدارسة,,,
104176764,2,residential,False,False,75.655,"LINESTRING (-8.4971704 33.2471267, -8.4972294 33.2470936, -8.4974387 33.2469568, -8.4977143 33.2467734, -8.4978095 33.2467061)",,Rue Abdelkader Ben Driga,,,
1097316227,2,residential,False,False,42.147000000000006,"LINESTRING (-8.4971704 33.2471267, -8.4971467 33.2471014, -8.4969451 33.2468867, -8.4968935 33.2468267)",,Avenue Mohammed VI شارع محمد السادس,,,
1097316227,2,residential,False,True,97.678,"LINESTRING (-8.4971704 33.2471267, -8.4975024 33.2474655, -8.4978195 33.2478171)",,Avenue Mohammed VI شارع محمد السادس,,,
104177402,,residential,False,False,72.662,"LINESTRING (-8.5023755 33.2468145, -8.5030567 33.2471346)",,Rue Al Morabitine,,,
104177402,,residential,False,True,36.761,"LINESTRING (-8.5023755 33.2468145, -8.5020576 33.246618)",,Rue Al Morabitine,,,
104177643,,residential,False,False,132.142,"LINESTRING (-8.5023755 33.2468145, -8.5023708 33.2466712, -8.5023693 33.2465278, -8.5023679 33.2464437, -8.5023558 33.2464003, -8.5023236 33.246361, -8.502266 33.2463147, -8.5021962 33.2462715, -8.5020589 33.2461865, -8.5020545 33.2461838, -8.5019571 33.2461181, -8.5019083 33.2460728, -8.5018878 33.2460164, -8.5019154 33.2459428, -8.5019951 33.2458234)",,Rue Bossuet,,,
104177643,,residential,False,True,104.985,"LINESTRING (-8.5023755 33.2468145, -8.5024054 33.2476208, -8.5024104 33.2477582)",,Rue Bossuet,,,
104176656,2,residential,False,False,50.072,"LINESTRING (-8.4973951 33.244837, -8.4970468 33.2451804)",,Rue Ibnou Youness,,,
104176656,2,residential,False,True,24.768,"LINESTRING (-8.4973951 33.244837, -8.4975748 33.2446726)",,Rue Ibnou Youness,,,
104176681,,residential,False,True,87.61099999999999,"LINESTRING (-8.4973951 33.244837, -8.4976646 33.2450297, -8.4979174 33.2452105, -8.4980589 33.2453165, -8.4981099 33.2453501)",,Rue Al Mouatissina,,,
104176690,2,tertiary,False,False,56.201,"LINESTRING (-8.4991698 33.2446547, -8.4993853 33.2451269)",,Avenue Mohammed V شارع محمد الخامس,60,,
104176690,2,tertiary,False,True,96.602,"LINESTRING (-8.4991698 33.2446547, -8.4989843 33.2441657, -8.4988502 33.2438281)",,Avenue Mohammed V شارع محمد الخامس,60,,
744489171,2,residential,True,False,19.743,"LINESTRING (-8.4987932 33.2472759, -8.4989644 33.2471709)",,Rue de Demennorval,,,
104176455,,residential,False,False,53.952,"LINESTRING (-8.4987932 33.2472759, -8.4989321 33.2474926, -8.4989829 33.2475585, -8.4990346 33.2476342, -8.4990806 33.2476971)",,,,,
579621657,2,residential,False,True,30.563,"LINESTRING (-8.4978336 33.2433267, -8.4975989 33.2435191)",,Rue Moulay Abdellah Ibn Amghar,,,
104177710,2,residential,False,False,94.51899999999999,"LINESTRING (-8.4978336 33.2433267, -8.497965 33.2436722, -8.4980737 33.2439358, -8.4981582 33.2441321)",,Rue Al Amal,,,
104177710,2,residential,False,True,47.418,"LINESTRING (-8.4978336 33.2433267, -8.4977612 33.2431461, -8.4977303 33.2430497, -8.4977203 33.243002, -8.4977129 33.242965, -8.4976988 33.2429162)",,Rue Al Amal,,,
104177009,,living_street,False,True,31.203000000000003,"LINESTRING (-8.4987854 33.2455766, -8.4986702 33.2456342, -8.4986234 33.2456627, -8.49858 33.24569, -8.4985176 33.2457432)",,,,,
104176908,,residential,False,True,55.968,"LINESTRING (-8.5028194 33.2429418, -8.5022703 33.2427358)",,Nahj Laayaoun,,,
104177572,,residential,False,True,95.869,"LINESTRING (-8.5028194 33.2429418, -8.5023578 33.2437127)",,Zankat Es Smara,,,
104176908,,residential,False,False,23.176000000000002,"LINESTRING (-8.5028194 33.2429418, -8.5029607 33.2429364, -8.5030666 33.2429197)",,Nahj Laayaoun,,,
104176656,2,residential,False,False,21.622,"LINESTRING (-8.4970468 33.2451804, -8.4968935 33.2453266)",,Rue Ibnou Youness,,,
104176656,2,residential,False,True,50.072,"LINESTRING (-8.4970468 33.2451804, -8.4973951 33.244837)",,Rue Ibnou Youness,,,
104177592,,residential,False,True,89.094,"LINESTRING (-8.4970468 33.2451804, -8.4971416 33.2452418, -8.4972475 33.2452956, -8.4973155 33.2453277, -8.4974125 33.2453666, -8.4975288 33.245398, -8.497666 33.2454387, -8.4977656 33.2454686, -8.4979083 33.2455191)",,,,,
579621657,2,residential,False,False,8.745,"LINESTRING (-8.4964925 33.2443911, -8.4965678 33.244344)",,Rue Moulay Abdellah Ibn Amghar,,,
104176914,2,residential,False,False,56.107,"LINESTRING (-8.4964925 33.2443911, -8.496282 33.2441932, -8.4962035 33.2441242, -8.4961512 33.2440782, -8.496121 33.2440524, -8.4960888 33.2440165)",,,,,
579621657,2,residential,False,True,56.906,"LINESTRING (-8.4964925 33.2443911, -8.4962478 33.2445824, -8.4960533 33.2447473)",,Rue Moulay Abdellah Ibn Amghar,,,
104177333,2,residential,False,False,67.67500000000001,"LINESTRING (-8.496725 33.2448043, -8.4968331 33.2447175, -8.4968546 33.2446917, -8.4968734 33.2446637, -8.4968778 33.2446429, -8.4968732 33.2446257, -8.4968564 33.2446016, -8.4968032 33.2445504, -8.4965678 33.244344)",,,,,
104176908,,residential,False,False,19.588,"LINESTRING (-8.5030666 33.2429197, -8.5032545 33.2428401)",,Nahj Laayaoun,,,
104176908,,residential,False,True,23.176000000000002,"LINESTRING (-8.5030666 33.2429197, -8.5029607 33.2429364, -8.5028194 33.2429418)",,Nahj Laayaoun,,,
104177529,,residential,False,True,124.291,"LINESTRING (-8.5030666 33.2429197, -8.5031256 33.2431316, -8.5031578 33.2433267, -8.503164 33.2435081, -8.5031685 33.2436408, -8.5031274 33.2440283)",,Rue 19 زنقة,,,
104176764,2,residential,False,False,10.002,"LINESTRING (-8.4980254 33.2465654, -8.4981105 33.2465104)",,Rue Abdelkader Ben Driga,,,
104176764,2,residential,False,True,25.453,"LINESTRING (-8.4980254 33.2465654, -8.4978095 33.2467061)",,Rue Abdelkader Ben Driga,,,
104176349,2,residential,False,True,46.568999999999996,"LINESTRING (-8.4980254 33.2465654, -8.4981521 33.2466904, -8.4982648 33.2468054, -8.4983473 33.2468862)",,,,,
104176764,2,residential,False,True,10.002,"LINESTRING (-8.4981105 33.2465104, -8.4980254 33.2465654)",,Rue Abdelkader Ben Driga,,,
104176764,2,residential,False,False,24.023,"LINESTRING (-8.4981105 33.2465104, -8.4982098 33.2464442, -8.4983137 33.246377)",,Rue Abdelkader Ben Driga,,,
104177720,2,residential,False,False,88.485,"LINESTRING (-8.4981105 33.2465104, -8.4975567 33.2461453, -8.4973662 33.2460147)",,Rue Moulay Rachid,,,
744489171,2,residential,True,False,108.742,"LINESTRING (-8.4978195 33.2478171, -8.4982373 33.2475754, -8.4983714 33.2475008, -8.4985632 33.2474021, -8.4987932 33.2472759)",,Rue de Demennorval,,,
1097316227,2,residential,False,False,97.678,"LINESTRING (-8.4978195 33.2478171, -8.4975024 33.2474655, -8.4971704 33.2471267)",,Avenue Mohammed VI شارع محمد السادس,,,
