osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,name,junction,bridge
311224842,living_street,False,False,30.196,,,,"LINESTRING (-3.0053533 35.1539779, -3.0052048 35.153735)",,,
311224842,living_street,False,True,30.428,,,,"LINESTRING (-3.0053533 35.1539779, -3.0055072 35.1542209)",,,
167932589,residential,False,True,5.168,,,,"LINESTRING (-3.0044444 35.1524923, -3.0044251 35.152477, -3.0043953 35.1524745)",,,
167932604,residential,False,False,11.068,,,,"LINESTRING (-3.0055072 35.1542209, -3.0053977 35.1542644)",,,
167932604,residential,False,True,17.025,,,,"LINESTRING (-3.0055072 35.1542209, -3.0056751 35.1541531)",,,
311224842,living_street,False,False,30.428,,,,"LINESTRING (-3.0055072 35.1542209, -3.0053533 35.1539779)",,,
311224838,living_street,False,True,35.94,,,,"LINESTRING (-3.004992 35.1530833, -3.0051573 35.1533769)",,,
167932592,living_street,False,False,11.829,,,,"LINESTRING (-3.0052048 35.153735, -3.0053223 35.1536893)",,,
167932592,living_street,False,True,70.015,,,,"LINESTRING (-3.0052048 35.153735, -3.0045155 35.1540158)",,,
311224842,living_street,False,True,30.196,,,,"LINESTRING (-3.0052048 35.153735, -3.0053533 35.1539779)",,,
167932604,residential,False,False,11.327,,,,"LINESTRING (-3.0057877 35.1541095, -3.0056751 35.1541531)",,,
167932604,residential,False,True,72.015,,,,"LINESTRING (-3.0057877 35.1541095, -3.0065002 35.1538265)",,,
311224844,living_street,False,False,30.695,,,,"LINESTRING (-3.0057877 35.1541095, -3.0056422 35.1538604)",,,
167932602,residential,False,False,71.438,,,,"LINESTRING (-3.0056422 35.1538604, -3.0063457 35.1535742)",,,
167932602,residential,False,True,29.335,,,,"LINESTRING (-3.0056422 35.1538604, -3.0053533 35.1539779)",,,
311224844,living_street,False,False,30.218,,,,"LINESTRING (-3.0056422 35.1538604, -3.0054989 35.1536152)",,,
311224844,living_street,False,True,30.695,,,,"LINESTRING (-3.0056422 35.1538604, -3.0057877 35.1541095)",,,
167932592,living_street,False,False,46.91,,,,"LINESTRING (-3.0040537 35.154204, -3.0045155 35.1540158)",,,
167932592,living_street,False,True,38.1,,,,"LINESTRING (-3.0040537 35.154204, -3.0036786 35.1543568)",,,
311224823,living_street,False,True,30.127,,,,"LINESTRING (-3.0040537 35.154204, -3.0041952 35.154449)",,,
167932602,residential,False,False,47.228,,,,"LINESTRING (-3.0041952 35.154449, -3.0046603 35.1542598)",,,
167932602,residential,False,True,37.153,,,,"LINESTRING (-3.0041952 35.154449, -3.0038293 35.1545978)",,,
311224823,living_street,False,False,30.127,,,,"LINESTRING (-3.0041952 35.154449, -3.0040537 35.154204)",,,
311224823,living_street,False,True,29.318,,,,"LINESTRING (-3.0041952 35.154449, -3.0043332 35.1546873)",,,
167932592,living_street,False,False,70.872,,,,"LINESTRING (-3.0054989 35.1536152, -3.0061966 35.1533309)",,,
167932592,living_street,False,True,18.046,,,,"LINESTRING (-3.0054989 35.1536152, -3.0053223 35.1536893)",,,
311224844,living_street,False,True,30.218,,,,"LINESTRING (-3.0054989 35.1536152, -3.0056422 35.1538604)",,,
167932604,residential,False,False,37.428,,,,"LINESTRING (-3.0043332 35.1546873, -3.0039629 35.1548344)",,,
167932604,residential,False,True,47.535,,,,"LINESTRING (-3.0043332 35.1546873, -3.0048035 35.1545005)",,,
311224823,living_street,False,False,29.318,,,,"LINESTRING (-3.0043332 35.1546873, -3.0041952 35.154449)",,,
602238865,secondary,False,True,20.761,4,RR610,60,"LINESTRING (-3.0023542 35.1544841, -3.0021524 35.1545715)",Boulevard Mohammed V شارع محمد الخامس,,
311225231,residential,True,False,119.336,,,,"LINESTRING (-3.0023542 35.1544841, -3.0021806 35.1541342, -3.0021579 35.1540884, -3.0020396 35.153857, -3.0019736 35.1537413, -3.0019464 35.1536988, -3.0019119 35.1536481, -3.0018156 35.1535068)",,,
"[602238864, 602238865]",secondary,False,False,115.49199999999999,4,RR610,60,"LINESTRING (-3.0023542 35.1544841, -3.0024675 35.1544345, -3.0028394 35.1542909, -3.0029322 35.154254, -3.0034311 35.1540553, -3.0034962 35.1540294)",Boulevard Mohammed V شارع محمد الخامس,,
167932611,residential,False,True,13.642999999999997,,,,"LINESTRING (-3.0045072 35.1560202, -3.0045247 35.1560642, -3.0045324 35.1560803, -3.0045401 35.156102, -3.0045415 35.1561165, -3.0045408 35.1561385)",,,
"[585779181, 585779182]",residential,False,False,106.36599999999999,,,,"LINESTRING (-3.0045072 35.1560202, -3.0046199 35.1560661, -3.00475 35.1561341, -3.0049378 35.1562426, -3.0050404 35.1563117, -3.0051282 35.1563824, -3.0051879 35.1564394, -3.0052301 35.1564817, -3.0052563 35.1564986, -3.0052848 35.156514, -3.0053042 35.1565145, -3.0053361 35.1565085, -3.0053683 35.1564997, -3.0054165 35.1564904, -3.0054507 35.1564707)",Rue Noujoum,,
586433711,residential,False,False,58.335,,,,"LINESTRING (-3.0045072 35.1560202, -3.0044673 35.155929, -3.0044322 35.1558291, -3.0043702 35.1556526, -3.0043142 35.1555201)",,,
585778734,residential,False,True,87.387,,,,"LINESTRING (-3.0049431 35.1549019, -3.0047619 35.1556737)",,,
585778734,residential,False,False,20.955,,,,"LINESTRING (-3.0049431 35.1549019, -3.0049436 35.1548089, -3.0049289 35.1547325, -3.0049216 35.1547154)",,,
1234536121,residential,False,True,78.151,,,,"LINESTRING (-3.0049431 35.1549019, -3.0052623 35.15494, -3.0057988 35.1549598)",,,
311226034,secondary,True,False,6.483999999999999,1,RR610,40,"LINESTRING (-3.0067966 35.1526968, -3.0067995 35.1527161, -3.0068099 35.1527336, -3.0068266 35.1527474)",,roundabout,
311226035,secondary,True,False,16.318,1,RR610,40,"LINESTRING (-3.0067966 35.1526968, -3.0067664 35.1527067, -3.0067451 35.1527148, -3.0067214 35.1527285, -3.0067032 35.1527389, -3.006687 35.1527515, -3.0066485 35.1527774)",Boulevard Mohammed V شارع محمد الخامس,,
311226034,secondary,True,False,6.046,1,RR610,40,"LINESTRING (-3.0068266 35.1527474, -3.0068404 35.1527537, -3.0068556 35.1527575, -3.0068729 35.1527584, -3.0068901 35.1527559)",,roundabout,
585778726,tertiary,False,False,9.605,,,,"LINESTRING (-3.0068703 35.1524652, -3.0068939 35.152381)",,,
311226039,tertiary,True,False,21.243,1,,,"LINESTRING (-3.0068703 35.1524652, -3.0068502 35.1525226, -3.0068369 35.1525731, -3.0068301 35.1526121, -3.0068253 35.1526522)",,,
311226036,secondary,True,False,27.192999999999998,1,RR610,40,"LINESTRING (-3.0071563 35.1528446, -3.0070587 35.152767, -3.0069838 35.1527144, -3.0069367 35.1526787)",,,
311226041,secondary,False,False,44.414,2,RR610,40,"LINESTRING (-3.0071563 35.1528446, -3.007274 35.1529279, -3.0075263 35.1531054)",,,
311224828,secondary,True,False,26.153,1,RR610,40,"LINESTRING (-3.0068901 35.1527559, -3.0069835 35.1527871, -3.0070357 35.1528081, -3.0071563 35.1528446)",,,
311226034,secondary,True,False,10.65,1,RR610,40,"LINESTRING (-3.0068901 35.1527559, -3.0069158 35.1527444, -3.0069338 35.1527255, -3.0069412 35.1527023, -3.0069367 35.1526787)",,roundabout,
"[311225228, 311225229]",secondary,False,True,64.208,"['2', '4']",RR610,60,"LINESTRING (-3.0066485 35.1527774, -3.0065011 35.152833, -3.0062923 35.1529181, -3.0060121 35.1530277)",Boulevard Mohammed V شارع محمد الخامس,,
311226038,secondary,True,False,16.613999999999997,1,RR610,40,"LINESTRING (-3.0066485 35.1527774, -3.0066974 35.152763, -3.0067309 35.152757, -3.0067727 35.1527514, -3.0068266 35.1527474)",Boulevard Mohammed V شارع محمد الخامس,,
317719490,living_street,False,False,66.496,,,,"LINESTRING (-3.0024356 35.1519672, -3.0023421 35.1515312, -3.0023034 35.1513791)",,,
728051257,residential,False,False,60.324,,,,"LINESTRING (-3.0024356 35.1519672, -3.002385 35.1519712, -3.0017833 35.1520656)",,,
728051257,residential,False,True,48.404,,,,"LINESTRING (-3.0024356 35.1519672, -3.0024365 35.1519912, -3.002439 35.1520107, -3.0024847 35.1524006)",,,
317719486,living_street,False,False,23.806,,,,"LINESTRING (-3.0014953 35.151706, -3.001438 35.1514971)",,,
585779206,residential,False,False,50.991,,,,"LINESTRING (-3.0014953 35.151706, -3.0009458 35.1517978)",,,
585779206,residential,False,True,22.939,,,,"LINESTRING (-3.0014953 35.151706, -3.0017361 35.1516444)",,,
317719494,residential,False,False,17.237,,,,"LINESTRING (-3.001846 35.1524735, -3.0018223 35.1523197)",,,
585778731,residential,False,False,58.631,,,,"LINESTRING (-3.001846 35.1524735, -3.0024847 35.1524006)",,,
585778731,residential,False,True,13.119,,,,"LINESTRING (-3.001846 35.1524735, -3.001703 35.1524893)",,,
585779173,residential,False,True,83.39,,,,"LINESTRING (-3.0009205 35.1533452, -3.0001006 35.1536814)",,,
728065075,residential,False,False,74.352,,,,"LINESTRING (-3.0009205 35.1533452, -3.0010157 35.1535009, -3.0010506 35.1535447, -3.0010942 35.1535773, -3.0011317 35.1535943, -3.0011934 35.1535995, -3.0012611 35.1535963, -3.001347 35.1535798, -3.0014667 35.1535582, -3.0015595 35.1535315)",,,
728065075,residential,False,True,49.501,,,,"LINESTRING (-3.0009205 35.1533452, -3.0008888 35.1532821, -3.0008762 35.1532241, -3.0008896 35.1531948, -3.0009084 35.1531757, -3.0009383 35.153162, -3.0010239 35.153133, -3.0011155 35.1531124, -3.0012122 35.1530957)",,,
585779174,residential,False,True,8.37,,,,"LINESTRING (-3.0015687 35.1536064, -3.0015595 35.1535315)",,,
1244017057,residential,False,False,25.03,,,,"LINESTRING (-3.0015687 35.1536064, -3.0018156 35.1535068)",,,
1244017057,residential,False,True,28.341,,,,"LINESTRING (-3.0015687 35.1536064, -3.001298 35.1537328)",,,
585779176,residential,False,False,74.02,,,,"LINESTRING (-3.0022615 35.15301, -3.0015314 35.1533046)",,,
585779176,residential,False,True,58.813,,,,"LINESTRING (-3.0022615 35.15301, -3.0028414 35.1527756)",,,
585779177,residential,False,False,43.925,,,,"LINESTRING (-3.0022615 35.15301, -3.0020565 35.1526523)",,,
585779177,residential,False,True,32.319,,,,"LINESTRING (-3.0022615 35.15301, -3.0024123 35.1532732)",,,
585779174,residential,False,False,25.359,,,,"LINESTRING (-3.0015314 35.1533046, -3.0015595 35.1535315)",,,
585779175,residential,False,True,34.251,,,,"LINESTRING (-3.0015314 35.1533046, -3.0018156 35.1535068)",,,
585779176,residential,False,True,74.02,,,,"LINESTRING (-3.0015314 35.1533046, -3.0022615 35.15301)",,,
728051261,residential,False,False,26.119,,,,"LINESTRING (-3.0015314 35.1533046, -3.0014241 35.1530867)",,,
311225226,residential,False,False,31.868,,,,"LINESTRING (-3.0028414 35.1527756, -3.0029725 35.1530414)",,,
311225226,residential,False,True,25.9,,,,"LINESTRING (-3.0028414 35.1527756, -3.0027348 35.1525596)",,,
585779176,residential,False,False,58.813,,,,"LINESTRING (-3.0028414 35.1527756, -3.0022615 35.15301)",,,
585779177,residential,False,True,43.925,,,,"LINESTRING (-3.0020565 35.1526523, -3.0022615 35.15301)",,,
585779178,residential,False,False,29.087,,,,"LINESTRING (-3.0020565 35.1526523, -3.0017398 35.1526894)",,,
585779178,residential,False,True,62.524,,,,"LINESTRING (-3.0020565 35.1526523, -3.0027348 35.1525596)",,,
167932589,residential,False,False,57.081,,,,"LINESTRING (-3.0024123 35.1532732, -3.0029725 35.1530414)",,,
585779177,residential,False,False,32.319,,,,"LINESTRING (-3.0024123 35.1532732, -3.0022615 35.15301)",,,
167932589,residential,False,True,60.147,,,,"LINESTRING (-3.0024123 35.1532732, -3.0023827 35.1532848, -3.0018156 35.1535068)",,,
585779178,residential,False,True,29.087,,,,"LINESTRING (-3.0017398 35.1526894, -3.0020565 35.1526523)",,,
728069907,residential,False,True,22.5,,,,"LINESTRING (-3.0017398 35.1526894, -3.001703 35.1524893)",,,
728069907,residential,False,False,45.24999999999999,,,,"LINESTRING (-3.0017398 35.1526894, -3.0017942 35.152985, -3.0017956 35.1529952, -3.0017897 35.1530066, -3.0017833 35.1530096, -3.0016881 35.153025)",,,
311225226,residential,False,False,25.9,,,,"LINESTRING (-3.0027348 35.1525596, -3.0028414 35.1527756)",,,
311225226,residential,False,True,21.4,,,,"LINESTRING (-3.0027348 35.1525596, -3.0026421 35.1523827)",,,
585779178,residential,False,False,62.524,,,,"LINESTRING (-3.0027348 35.1525596, -3.0020565 35.1526523)",,,
585779179,residential,False,True,59.147,,,,"LINESTRING (-3.0044121 35.1561757, -3.0039485 35.1558025)",,,
167932603,residential,False,False,12.618999999999998,,,,"LINESTRING (-3.0044121 35.1561757, -3.0044577 35.1561686, -3.0044885 35.1561615, -3.0045187 35.1561533, -3.0045408 35.1561385)",,,
167932603,residential,False,True,85.724,,,,"LINESTRING (-3.0044121 35.1561757, -3.0039641 35.1562273, -3.0037335 35.156281, -3.0034933 35.1563398)",,,
226990119,residential,True,False,103.72599999999998,,,40,"LINESTRING (-3.0030529 35.1552859, -3.0034012 35.1551577, -3.0035524 35.1551154, -3.0036396 35.1550938, -3.003712 35.1550847, -3.0037844 35.1550828, -3.0038699 35.1550897, -3.0041396 35.1551394)",Arrakhaa,,
585779179,residential,False,False,92.336,,,,"LINESTRING (-3.0030529 35.1552859, -3.0031501 35.155309, -3.0032664 35.1553578, -3.0034609 35.1554606, -3.0036208 35.1555568, -3.0037965 35.1556736, -3.003883 35.1557498)",,,
311224819,residential,False,False,35.179,,,,"LINESTRING (-3.0063996 35.1558391, -3.006016 35.1557975)",,,
311224819,residential,False,True,19.324,,,,"LINESTRING (-3.0063996 35.1558391, -3.0066101 35.1558632)",,,
"[585779184, 585779185, 585779183]",residential,False,True,99.44300000000001,,,,"LINESTRING (-3.0063996 35.1558391, -3.0063888 35.1561527, -3.0063815 35.156179, -3.006362 35.1561938, -3.0063305 35.1562037, -3.0063084 35.1562042, -3.006241 35.1562067, -3.0062138 35.1562119, -3.0062008 35.1562232, -3.006194 35.1562352, -3.006193 35.156247, -3.006191 35.1562848, -3.0061917 35.1563205, -3.0062044 35.1566144)",,,
167932599,residential,False,False,63.102,,,,"LINESTRING (-3.0062044 35.1566144, -3.0068951 35.1565582)",,,
167932599,residential,False,True,29.983,,,,"LINESTRING (-3.0062044 35.1566144, -3.0058762 35.156641)",,,
"[585779184, 585779185, 585779183]",residential,False,False,99.44299999999998,,,,"LINESTRING (-3.0062044 35.1566144, -3.0061917 35.1563205, -3.006191 35.1562848, -3.006193 35.156247, -3.006194 35.1562352, -3.0062008 35.1562232, -3.0062138 35.1562119, -3.006241 35.1562067, -3.0063084 35.1562042, -3.0063305 35.1562037, -3.006362 35.1561938, -3.0063815 35.156179, -3.0063888 35.1561527, -3.0063996 35.1558391)",,,
311224819,residential,False,False,8.381,,,,"LINESTRING (-3.0058336 35.1557865, -3.0057424 35.1557755)",,,
311224819,residential,False,True,16.627,,,,"LINESTRING (-3.0058336 35.1557865, -3.006016 35.1557975)",,,
585779186,residential,False,True,95.095,,,,"LINESTRING (-3.0058336 35.1557865, -3.0058762 35.156641)",,,
167932599,residential,False,False,29.983,,,,"LINESTRING (-3.0058762 35.156641, -3.0062044 35.1566144)",,,
167932599,residential,False,True,34.978,,,,"LINESTRING (-3.0058762 35.156641, -3.0054944 35.1566799)",,,
585779186,residential,False,False,95.095,,,,"LINESTRING (-3.0058762 35.156641, -3.0058336 35.1557865)",,,
585779188,residential,False,True,41.518,,,,"LINESTRING (-3.0073497 35.1555867, -3.0078027 35.155634)",,,
585779187,residential,False,True,55.453,,,,"LINESTRING (-3.0073497 35.1555867, -3.0073735 35.1555181, -3.007401 35.1554595, -3.0074386 35.1554112, -3.0076334 35.1551483)",,,
585779188,residential,False,False,67.99600000000001,,,,"LINESTRING (-3.0073497 35.1555867, -3.0070912 35.1555639, -3.0070524 35.1555647, -3.0070141 35.1555708, -3.0069923 35.1555793, -3.006961 35.1556041, -3.0069394 35.1556324, -3.0069103 35.1558778)",,,
1057498868,residential,False,True,47.05,,,,"LINESTRING (-3.0076334 35.1551483, -3.008076 35.1553676)",,,
585779187,residential,False,False,55.453,,,,"LINESTRING (-3.0076334 35.1551483, -3.0074386 35.1554112, -3.007401 35.1554595, -3.0073735 35.1555181, -3.0073497 35.1555867)",,,
1057498868,residential,False,False,9.971,,,,"LINESTRING (-3.0076334 35.1551483, -3.0075932 35.1551374, -3.0075704 35.1551377, -3.0075268 35.1551451)",,,
585779188,residential,False,False,41.518,,,,"LINESTRING (-3.0078027 35.155634, -3.0073497 35.1555867)",,,
585779205,residential,False,False,38.663,,,,"LINESTRING (-3.0078027 35.155634, -3.008076 35.1553676)",,,
585779205,residential,False,True,22.122,,,,"LINESTRING (-3.0078027 35.155634, -3.0076771 35.1558044)",,,
585779189,residential,False,True,9.861,,,,"LINESTRING (-3.0052543 35.155065, -3.0052382 35.1551527)",,,
311224819,residential,False,False,35.713,,,,"LINESTRING (-3.0051498 35.1557244, -3.0047619 35.1556737)",,,
585779189,residential,False,False,37.995,,,,"LINESTRING (-3.0051498 35.1557244, -3.0052022 35.1553854)",,,
311224819,residential,False,True,54.175,,,,"LINESTRING (-3.0051498 35.1557244, -3.005434 35.155747, -3.0057424 35.1557755)",,,
585779189,residential,False,False,9.861,,,,"LINESTRING (-3.0052382 35.1551527, -3.0052543 35.155065)",,,
585779189,residential,False,True,26.081,,,,"LINESTRING (-3.0052382 35.1551527, -3.0052022 35.1553854)",,,
585779191,residential,False,True,55.563,,,,"LINESTRING (-3.0052382 35.1551527, -3.0058444 35.1552163)",,,
585779190,residential,False,True,27.21,,,,"LINESTRING (-3.006128 35.1552585, -3.0061864 35.1550185)",,,
585779191,residential,False,False,26.206,,,,"LINESTRING (-3.006128 35.1552585, -3.0058444 35.1552163)",,,
585779195,residential,False,True,29.204,,,,"LINESTRING (-3.006128 35.1552585, -3.0060612 35.1555154)",,,
585779191,residential,False,False,55.563,,,,"LINESTRING (-3.0058444 35.1552163, -3.0052382 35.1551527)",,,
585779191,residential,False,True,26.206,,,,"LINESTRING (-3.0058444 35.1552163, -3.006128 35.1552585)",,,
585779192,residential,False,True,26.457,,,,"LINESTRING (-3.0058444 35.1552163, -3.0058055 35.1554521)",,,
311224819,residential,False,True,8.381,,,,"LINESTRING (-3.0057424 35.1557755, -3.0058336 35.1557865)",,,
585779192,residential,False,False,36.415,,,,"LINESTRING (-3.0057424 35.1557755, -3.0058055 35.1554521)",,,
311224819,residential,False,False,54.175,,,,"LINESTRING (-3.0057424 35.1557755, -3.005434 35.155747, -3.0051498 35.1557244)",,,
585779193,residential,False,True,56.394,,,,"LINESTRING (-3.0064594 35.1550551, -3.0063773 35.1555578)",,,
585779196,residential,False,False,25.151,,,,"LINESTRING (-3.0064594 35.1550551, -3.0061864 35.1550185)",,,
585779196,residential,False,True,43.248000000000005,,,,"LINESTRING (-3.0064594 35.1550551, -3.0066881 35.1550858, -3.0067046 35.1550897, -3.0067211 35.1550964, -3.0067257 35.1551048, -3.006729 35.1551127, -3.0067298 35.1551206, -3.0067072 35.1552643)",,,
585779193,residential,False,False,56.394,,,,"LINESTRING (-3.0063773 35.1555578, -3.0064594 35.1550551)",,,
585779194,residential,False,False,29.122,,,,"LINESTRING (-3.0063773 35.1555578, -3.0060612 35.1555154)",,,
585779194,residential,False,True,25.587,,,,"LINESTRING (-3.0063773 35.1555578, -3.006657 35.1555834)",,,
585779194,residential,False,True,29.122,,,,"LINESTRING (-3.0060612 35.1555154, -3.0063773 35.1555578)",,,
585779195,residential,False,False,29.204,,,,"LINESTRING (-3.0060612 35.1555154, -3.006128 35.1552585)",,,
585779195,residential,False,True,31.636,,,,"LINESTRING (-3.0060612 35.1555154, -3.006016 35.1557975)",,,
585779194,residential,False,False,25.587,,,,"LINESTRING (-3.006657 35.1555834, -3.0063773 35.1555578)",,,
585779196,residential,False,False,35.775,,,,"LINESTRING (-3.006657 35.1555834, -3.0067072 35.1552643)",,,
585779196,residential,False,True,31.403,,,,"LINESTRING (-3.006657 35.1555834, -3.0066101 35.1558632)",,,
311224819,residential,False,False,16.627,,,,"LINESTRING (-3.006016 35.1557975, -3.0058336 35.1557865)",,,
311224819,residential,False,True,35.179,,,,"LINESTRING (-3.006016 35.1557975, -3.0063996 35.1558391)",,,
585779195,residential,False,False,31.636,,,,"LINESTRING (-3.006016 35.1557975, -3.0060612 35.1555154)",,,
311224819,residential,False,False,19.324,,,,"LINESTRING (-3.0066101 35.1558632, -3.0063996 35.1558391)",,,
585779196,residential,False,False,31.403,,,,"LINESTRING (-3.0066101 35.1558632, -3.006657 35.1555834)",,,
311224819,residential,False,True,22.95,,,,"LINESTRING (-3.0066101 35.1558632, -3.0067107 35.1558786, -3.0067536 35.1558896, -3.00681 35.1559049, -3.0068487 35.1559248)",,,
585779197,residential,False,True,83.38,,,,"LINESTRING (-3.0087358 35.1554203, -3.0082482 35.1560554)",,,
585779197,residential,False,False,83.38,,,,"LINESTRING (-3.0082482 35.1560554, -3.0087358 35.1554203)",,,
585779197,residential,False,True,88.53,,,,"LINESTRING (-3.0082482 35.1560554, -3.0077407 35.1567349)",,,
585779201,residential,False,True,16.955,,,,"LINESTRING (-3.0082482 35.1560554, -3.0080861 35.15598)",,,
585779201,residential,False,False,35.617,,,,"LINESTRING (-3.0082482 35.1560554, -3.0083509 35.1561045, -3.0085252 35.1561955, -3.0085849 35.1562185)",,,
585779197,residential,False,False,88.53,,,,"LINESTRING (-3.0077407 35.1567349, -3.0082482 35.1560554)",,,
585779203,residential,False,False,34.897000000000006,,,,"LINESTRING (-3.0077407 35.1567349, -3.0078708 35.1567602, -3.0079291 35.1567739, -3.0080082 35.1568018, -3.0080988 35.1568424)",,,
585779203,residential,False,True,18.093000000000004,,,,"LINESTRING (-3.0077407 35.1567349, -3.0076434 35.1567212, -3.0075442 35.1567092)",,,
585779198,residential,False,True,93.963,,,,"LINESTRING (-3.008482 35.155198, -3.0079366 35.1559158)",,,
585779199,residential,False,False,21.304,,,,"LINESTRING (-3.008482 35.155198, -3.0082741 35.1551096)",,,
585779199,residential,False,True,105.793,,,,"LINESTRING (-3.008482 35.155198, -3.0085933 35.1552628, -3.0086022 35.1552794, -3.0086046 35.1552938, -3.0086004 35.1553057, -3.0080861 35.15598)",,,
585779198,residential,False,False,93.963,,,,"LINESTRING (-3.0079366 35.1559158, -3.008482 35.155198)",,,
585779198,residential,False,True,97.325,,,,"LINESTRING (-3.0079366 35.1559158, -3.0073739 35.1566604)",,,
585779201,residential,False,False,15.352,,,,"LINESTRING (-3.0079366 35.1559158, -3.0080861 35.15598)",,,
585779201,residential,False,True,26.646,,,,"LINESTRING (-3.0079366 35.1559158, -3.0076771 35.1558044)",,,
585779198,residential,False,False,97.325,,,,"LINESTRING (-3.0073739 35.1566604, -3.0079366 35.1559158)",,,
585779203,residential,False,False,16.441000000000003,,,,"LINESTRING (-3.0073739 35.1566604, -3.007457 35.1566894, -3.0075442 35.1567092)",,,
585779203,residential,False,True,22.055999999999997,,,,"LINESTRING (-3.0073739 35.1566604, -3.0072552 35.1566077, -3.0071721 35.1565519)",,,
585779199,residential,False,True,94.877,,,,"LINESTRING (-3.0080861 35.15598, -3.0075442 35.1567092)",,,
585779201,residential,False,False,16.955,,,,"LINESTRING (-3.0080861 35.15598, -3.0082482 35.1560554)",,,
585779201,residential,False,True,15.352,,,,"LINESTRING (-3.0080861 35.15598, -3.0079366 35.1559158)",,,
585779199,residential,False,False,105.79299999999999,,,,"LINESTRING (-3.0080861 35.15598, -3.0086004 35.1553057, -3.0086046 35.1552938, -3.0086022 35.1552794, -3.0085933 35.1552628, -3.008482 35.155198)",,,
585779199,residential,False,False,94.877,,,,"LINESTRING (-3.0075442 35.1567092, -3.0080861 35.15598)",,,
585779203,residential,False,False,18.093000000000004,,,,"LINESTRING (-3.0075442 35.1567092, -3.0076434 35.1567212, -3.0077407 35.1567349)",,,
585779203,residential,False,True,16.441000000000003,,,,"LINESTRING (-3.0075442 35.1567092, -3.007457 35.1566894, -3.0073739 35.1566604)",,,
585779200,residential,False,True,60.56699999999999,,,,"LINESTRING (-3.0093634 35.1564378, -3.0090201 35.1563194, -3.0087344 35.156264)",,,
586433207,residential,False,False,155.548,,,,"LINESTRING (-3.0098845 35.1559238, -3.009246 35.1556254, -3.0092111 35.1556276, -3.0091869 35.1556343, -3.0088466 35.1560212, -3.0086573 35.1562443)",,,
585779202,residential,False,False,14.126,,,,"LINESTRING (-3.0080988 35.1568424, -3.0080397 35.1569224, -3.008012 35.1569472)",,,
585779202,residential,False,True,82.43,,,,"LINESTRING (-3.0080988 35.1568424, -3.0081497 35.15677, -3.0082168 35.1566735, -3.0082838 35.1565727, -3.0083764 35.1564466, -3.0085051 35.156315, -3.0085849 35.1562185)",,,
585779203,residential,False,True,34.897000000000006,,,,"LINESTRING (-3.0080988 35.1568424, -3.0080082 35.1568018, -3.0079291 35.1567739, -3.0078708 35.1567602, -3.0077407 35.1567349)",,,
585779205,residential,False,False,81.784,,,,"LINESTRING (-3.0071721 35.1565519, -3.0076071 35.1559081)",,,
585779205,residential,False,True,45.439,,,,"LINESTRING (-3.0071721 35.1565519, -3.0069117 35.1569007)",,,
585779203,residential,False,False,22.055999999999997,,,,"LINESTRING (-3.0071721 35.1565519, -3.0072552 35.1566077, -3.0073739 35.1566604)",,,
585779201,residential,False,True,7.344,,,,"LINESTRING (-3.0087344 35.156264, -3.0086573 35.1562443)",,,
585779200,residential,False,False,60.56699999999999,,,,"LINESTRING (-3.0087344 35.156264, -3.0090201 35.1563194, -3.0093634 35.1564378)",,,
585779204,residential,False,False,33.994,,,,"LINESTRING (-3.0087344 35.156264, -3.0087277 35.1563545, -3.0087197 35.1564279, -3.0086996 35.1565683)",,,
585779201,residential,False,False,26.646,,,,"LINESTRING (-3.0076771 35.1558044, -3.0079366 35.1559158)",,,
585779205,residential,False,False,22.122,,,,"LINESTRING (-3.0076771 35.1558044, -3.0078027 35.155634)",,,
585779205,residential,False,True,13.17,,,,"LINESTRING (-3.0076771 35.1558044, -3.0076071 35.1559081)",,,
585779205,residential,False,True,38.663,,,,"LINESTRING (-3.008076 35.1553676, -3.0078027 35.155634)",,,
1057498868,residential,False,False,47.05,,,,"LINESTRING (-3.008076 35.1553676, -3.0076334 35.1551483)",,,
728040278,residential,False,True,33.888,,,,"LINESTRING (-3.008076 35.1553676, -3.0080998 35.1553394, -3.0081477 35.1552818, -3.0081829 35.1552344, -3.0082533 35.1551396, -3.0082741 35.1551096)",,,
167932600,residential,False,False,38.114,,,,"LINESTRING (-3.0069117 35.1569007, -3.0068951 35.1565582)",,,
585779205,residential,False,False,45.439,,,,"LINESTRING (-3.0069117 35.1569007, -3.0071721 35.1565519)",,,
167932600,residential,False,True,101.53399999999999,,,,"LINESTRING (-3.0069117 35.1569007, -3.0069431 35.1572856, -3.0069481 35.1573468, -3.0069957 35.1578112)",,,
585778750,residential,False,False,49.025,,,,"LINESTRING (-2.9992191 35.155369, -2.9993724 35.1557917)",,,
585778750,residential,False,True,38.406,,,,"LINESTRING (-2.9992191 35.155369, -2.9991388 35.1550299)",,,
585778750,residential,False,False,27.468,,,,"LINESTRING (-2.9993724 35.1557917, -2.9994419 35.1560321)",,,
585778750,residential,False,True,49.025,,,,"LINESTRING (-2.9993724 35.1557917, -2.9992191 35.155369)",,,
586433698,residential,False,True,31.988,,,,"LINESTRING (-2.999517 35.1567711, -2.9994982 35.1567404, -2.9994868 35.1566955, -2.9994278 35.1564937)",,,
