osmid,highway,oneway,reversed,length,geometry,lanes,name,ref,maxspeed,junction,bridge
302864706,residential,False,False,61.377,"LINESTRING (-2.9423431 35.0757864, -2.9422492 35.076333)",,,,,,
302864706,residential,False,True,8.763,"LINESTRING (-2.9423431 35.0757864, -2.9423612 35.075709)",,,,,,
249639465,residential,False,False,88.51100000000001,"LINESTRING (-2.9423431 35.0757864, -2.9424356 35.0758341, -2.9426019 35.0758868, -2.9427239 35.0759164, -2.9430619 35.0759823, -2.9432686 35.0760139)",,,,,,
167016124,residential,False,True,49.911,"LINESTRING (-2.9405076 35.073742, -2.9410312 35.0738756)",,,,,,
302869424,residential,False,True,9.473,"LINESTRING (-2.9405076 35.073742, -2.9405391 35.0736608)",,,,,,
302869424,residential,False,False,177.04700000000003,"LINESTRING (-2.9405076 35.073742, -2.9403504 35.0741475, -2.940223 35.0744762, -2.9401345 35.0747047, -2.9400533 35.0749144, -2.9400062 35.0750358, -2.9399194 35.0752597)",,,,,,
167406373,residential,False,True,57.044,"LINESTRING (-2.9407828 35.0712039, -2.9413748 35.0713725)",,,,,,
302994103,tertiary,False,False,93.435,"LINESTRING (-2.9407828 35.0712039, -2.9407357 35.071328, -2.9404784 35.0720064)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
302994103,tertiary,False,True,37.126,"LINESTRING (-2.9407828 35.0712039, -2.9408118 35.0711155, -2.9408298 35.0710603, -2.9408826 35.0708802)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
167016102,tertiary,False,True,49.205,"LINESTRING (-2.9413037 35.0731154, -2.9407914 35.0729739)",,,,,,
167016102,tertiary,False,False,50.06,"LINESTRING (-2.9413037 35.0731154, -2.94158 35.0731956, -2.9418294 35.0732461)",,,,,,
179380169,residential,False,False,95.763,"LINESTRING (-2.9413037 35.0731154, -2.9414633 35.0726901, -2.9416236 35.072295)",,Rue Asila,,,,
179380169,residential,False,True,88.095,"LINESTRING (-2.9413037 35.0731154, -2.9412078 35.0733739, -2.9411508 35.0735347, -2.9410312 35.0738756)",,Rue Asila,,,,
180637566,residential,False,False,85.894,"LINESTRING (-2.9366811 35.0722031, -2.9365568 35.0718818, -2.9363961 35.0714667)",,,,,,
"[302930306, 302930284, 180637574]",residential,False,True,180.18900000000002,"LINESTRING (-2.9366811 35.0722031, -2.9370343 35.0721139, -2.9375584 35.0719813, -2.9375028 35.0718388, -2.9374169 35.0716186, -2.9373741 35.0715088, -2.9372674 35.0712353, -2.9371673 35.0712611)",,,,,,
"[179380168, 586433172]",residential,False,True,441.145,"LINESTRING (-2.9366811 35.0722031, -2.9371637 35.0735542, -2.9373977 35.0741631, -2.9375037 35.0743779, -2.9375825 35.0744904, -2.9376467 35.0745695, -2.9377333 35.0746359, -2.9378078 35.074682, -2.937904 35.0747341, -2.9379992 35.0747717, -2.9385088 35.0749146, -2.9392938 35.0751038)",,,,,,
167406373,residential,False,False,50.388,"LINESTRING (-2.9419052 35.0715025, -2.9413748 35.0713725)",,,,,,
167406373,residential,False,True,28.141,"LINESTRING (-2.9419052 35.0715025, -2.9421996 35.0715799)",,,,,,
179380169,residential,False,False,55.575,"LINESTRING (-2.9419052 35.0715025, -2.942044 35.0711595, -2.9420963 35.0710278)",,Rue Asila,,,,
179380169,residential,False,True,91.773,"LINESTRING (-2.9419052 35.0715025, -2.9417396 35.0719652, -2.9416236 35.072295)",,Rue Asila,,,,
167406617,residential,False,False,31.653,"LINESTRING (-2.9439537 35.0728751, -2.9436271 35.0727772)",,,,,,
585778895,residential,False,False,112.03,"LINESTRING (-2.9439537 35.0728751, -2.9439819 35.0727335, -2.9440315 35.0725436, -2.9441026 35.0721309, -2.9441529 35.0718812)",,,,,,
585778895,residential,False,True,90.89099999999999,"LINESTRING (-2.9439537 35.0728751, -2.9438049 35.0733284, -2.9437217 35.0736697)",,,,,,
249639465,residential,False,True,88.51100000000001,"LINESTRING (-2.9432686 35.0760139, -2.9430619 35.0759823, -2.9427239 35.0759164, -2.9426019 35.0758868, -2.9424356 35.0758341, -2.9423431 35.0757864)",,,,,,
585778895,residential,False,False,263.904,"LINESTRING (-2.9432686 35.0760139, -2.94343 35.0751706, -2.9436044 35.0742756, -2.9436674 35.0739496, -2.9437217 35.0736697)",,,,,,
167016124,residential,False,False,49.911,"LINESTRING (-2.9410312 35.0738756, -2.9405076 35.073742)",,,,,,
167016124,residential,False,True,46.884,"LINESTRING (-2.9410312 35.0738756, -2.9412969 35.0739599, -2.9415102 35.0740308)",,,,,,
179380169,residential,False,False,88.095,"LINESTRING (-2.9410312 35.0738756, -2.9411508 35.0735347, -2.9412078 35.0733739, -2.9413037 35.0731154)",,Rue Asila,,,,
179380169,residential,False,True,40.686,"LINESTRING (-2.9410312 35.0738756, -2.9409348 35.0741243, -2.9408914 35.0742231)",,Rue Asila,,,,
302994103,tertiary,False,False,80.608,"LINESTRING (-2.940177 35.0728006, -2.9399135 35.0734927)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
167016102,tertiary,False,False,59.141,"LINESTRING (-2.940177 35.0728006, -2.9405079 35.0728948, -2.9407914 35.0729739)",,,,,,
302994103,tertiary,False,True,92.473,"LINESTRING (-2.940177 35.0728006, -2.9404629 35.0720472, -2.9404784 35.0720064)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
179380168,residential,False,True,59.512,"LINESTRING (-2.9392938 35.0751038, -2.9399194 35.0752597)",,,,,,
"[179380168, 586433172]",residential,False,False,441.145,"LINESTRING (-2.9392938 35.0751038, -2.9385088 35.0749146, -2.9379992 35.0747717, -2.937904 35.0747341, -2.9378078 35.074682, -2.9377333 35.0746359, -2.9376467 35.0745695, -2.9375825 35.0744904, -2.9375037 35.0743779, -2.9373977 35.0741631, -2.9371637 35.0735542, -2.9366811 35.0722031)",,,,,,
302994103,tertiary,False,False,49.885000000000005,"LINESTRING (-2.9392938 35.0751038, -2.9392396 35.0752607, -2.9391856 35.0753962, -2.9391292 35.0755316)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
302994103,tertiary,False,True,187.81400000000002,"LINESTRING (-2.9392938 35.0751038, -2.9394262 35.0747595, -2.9394706 35.0746441, -2.9395941 35.074323, -2.9399135 35.0734927)",4,Boulevard Mohamed V شارع محمد الخامس,,,,
179380168,residential,False,False,98.295,"LINESTRING (-2.9409671 35.0754719, -2.9407105 35.0754307, -2.9406108 35.0754165, -2.9399194 35.0752597)",,,,,,
179380168,residential,False,True,42.768,"LINESTRING (-2.9409671 35.0754719, -2.9410869 35.07547, -2.9412422 35.0754747, -2.9413563 35.07548, -2.9414351 35.0754933)",,,,,,
249639460,residential,False,False,167.72199999999998,"LINESTRING (-2.9409671 35.0754719, -2.941175 35.0749555, -2.9412071 35.0748606, -2.9412581 35.0747091, -2.9413104 35.0745796, -2.9414061 35.0743168, -2.9415102 35.0740308)",,Rue Ksar Kabir,,,,
586433173,residential,False,True,55.998000000000005,"LINESTRING (-2.9409671 35.0754719, -2.9408853 35.0756835, -2.9407721 35.0759495)",,Rue Ksar Kabir,,,,
179380168,residential,False,False,59.512,"LINESTRING (-2.9399194 35.0752597, -2.9392938 35.0751038)",,,,,,
302869424,residential,False,False,50.08,"LINESTRING (-2.9399194 35.0752597, -2.939753 35.075689)",,,,,,
179380168,residential,False,True,98.29500000000002,"LINESTRING (-2.9399194 35.0752597, -2.9406108 35.0754165, -2.9407105 35.0754307, -2.9409671 35.0754719)",,,,,,
302869424,residential,False,True,177.047,"LINESTRING (-2.9399194 35.0752597, -2.9400062 35.0750358, -2.9400533 35.0749144, -2.9401345 35.0747047, -2.940223 35.0744762, -2.9403504 35.0741475, -2.9405076 35.073742)",,,,,,
167016124,residential,False,False,46.884,"LINESTRING (-2.9415102 35.0740308, -2.9412969 35.0739599, -2.9410312 35.0738756)",,,,,,
249639460,residential,False,False,91.99199999999999,"LINESTRING (-2.9415102 35.0740308, -2.9416873 35.073628, -2.9418294 35.0732461)",,Rue Ksar Kabir,,,,
249639460,residential,False,True,167.72199999999998,"LINESTRING (-2.9415102 35.0740308, -2.9414061 35.0743168, -2.9413104 35.0745796, -2.9412581 35.0747091, -2.9412071 35.0748606, -2.941175 35.0749555, -2.9409671 35.0754719)",,Rue Ksar Kabir,,,,
302930284,residential,False,False,33.889,"LINESTRING (-2.9363961 35.0714667, -2.9367492 35.0713699)",,,,,,
180637566,residential,False,True,85.894,"LINESTRING (-2.9363961 35.0714667, -2.9365568 35.0718818, -2.9366811 35.0722031)",,,,,,
302864706,residential,False,False,8.763,"LINESTRING (-2.9423612 35.075709, -2.9423431 35.0757864)",,,,,,
179380168,residential,False,False,87.64500000000001,"LINESTRING (-2.9423612 35.075709, -2.942111 35.0756431, -2.9417302 35.0755559, -2.9414351 35.0754933)",,,,,,
302864706,residential,False,True,256.001,"LINESTRING (-2.9423612 35.075709, -2.9424571 35.0752771, -2.9425422 35.0749358, -2.9425737 35.0747914, -2.9426153 35.0745906, -2.9426274 35.0744764, -2.9426274 35.0742383, -2.9426327 35.0741527, -2.9426475 35.0739309, -2.9426562 35.0737987, -2.9426824 35.0736637, -2.942738 35.0734332)",,,,,,
302931569,residential,False,True,33.411,"LINESTRING (-2.9437217 35.0736697, -2.943371 35.0735808)",,,,,,
585778895,residential,False,False,90.89099999999999,"LINESTRING (-2.9437217 35.0736697, -2.9438049 35.0733284, -2.9439537 35.0728751)",,,,,,
585778895,residential,False,True,263.904,"LINESTRING (-2.9437217 35.0736697, -2.9436674 35.0739496, -2.9436044 35.0742756, -2.94343 35.0751706, -2.9432686 35.0760139)",,,,,,
167406617,residential,False,False,54.107,"LINESTRING (-2.9427186 35.0725601, -2.9421459 35.0724294)",,,,,,
167406617,residential,False,True,37.721999999999994,"LINESTRING (-2.9427186 35.0725601, -2.9430602 35.0726451, -2.9431145 35.0726605)",,,,,,
167406622,tertiary,False,False,96.157,"LINESTRING (-2.9427186 35.0725601, -2.9426757 35.0730803, -2.9426649 35.0732812, -2.9426301 35.0734206)",,,,,,
167406622,tertiary,False,True,91.642,"LINESTRING (-2.9427186 35.0725601, -2.9427967 35.0719941, -2.9428191 35.0717402)",,,,,,
167406606,residential,False,False,31.268,"LINESTRING (-2.9436271 35.0727772, -2.9435404 35.0730493)",,,,,,
167406617,residential,False,True,31.653,"LINESTRING (-2.9436271 35.0727772, -2.9439537 35.0728751)",,,,,,
167406606,residential,False,True,110.664,"LINESTRING (-2.9436271 35.0727772, -2.9437972 35.0723371, -2.9438988 35.0720758, -2.9439926 35.071828)",,,,,,
167406617,residential,False,False,48.42,"LINESTRING (-2.9436271 35.0727772, -2.9433583 35.072717, -2.9431145 35.0726605)",,,,,,
167406373,residential,False,False,31.201,"LINESTRING (-2.9428191 35.0717402, -2.942491 35.0716588)",,,,,,
167406622,tertiary,False,True,38.784,"LINESTRING (-2.9428191 35.0717402, -2.9428512 35.0713924)",,,,,,
167406622,tertiary,False,False,91.642,"LINESTRING (-2.9428191 35.0717402, -2.9427967 35.0719941, -2.9427186 35.0725601)",,,,,,
167406364,residential,False,True,7.867,"LINESTRING (-2.9428009 35.0712507, -2.9427209 35.0712239)",,,,,,
167406483,tertiary,True,False,18.87,"LINESTRING (-2.9428009 35.0712507, -2.9427867 35.071272, -2.9427797 35.0712955, -2.9427804 35.0713198, -2.9427886 35.071343, -2.942804 35.0713638, -2.9428253 35.0713806, -2.9428512 35.0713924)",1,,RP6209,40,roundabout,
167406585,residential,False,True,15.742,"LINESTRING (-2.9439926 35.071828, -2.9441529 35.0718812)",,,,,,
167406585,residential,False,False,106.152,"LINESTRING (-2.9439926 35.071828, -2.9435943 35.0716584, -2.9434079 35.0715843, -2.9431353 35.0714636, -2.9429642 35.0713784)",,,,,,
167406606,residential,False,False,110.664,"LINESTRING (-2.9439926 35.071828, -2.9438988 35.0720758, -2.9437972 35.0723371, -2.9436271 35.0727772)",,,,,,
302931569,residential,False,True,9.919,"LINESTRING (-2.942738 35.0734332, -2.9426301 35.0734206)",,,,,,
302864706,residential,False,False,256.00100000000003,"LINESTRING (-2.942738 35.0734332, -2.9426824 35.0736637, -2.9426562 35.0737987, -2.9426475 35.0739309, -2.9426327 35.0741527, -2.9426274 35.0742383, -2.9426274 35.0744764, -2.9426153 35.0745906, -2.9425737 35.0747914, -2.9425422 35.0749358, -2.9424571 35.0752771, -2.9423612 35.075709)",,,,,,
302931569,residential,False,False,59.902,"LINESTRING (-2.942738 35.0734332, -2.9431186 35.0735188, -2.943371 35.0735808)",,,,,,
167406357,tertiary,False,True,66.008,"LINESTRING (-2.9430485 35.0697721, -2.9430431 35.0698435, -2.9430337 35.0699247, -2.9430096 35.0700476, -2.9429747 35.0702134, -2.9429466 35.0703594)",2,,,,,
181417990,residential,False,True,154.19400000000002,"LINESTRING (-2.9430485 35.0697721, -2.942795 35.0697502, -2.9425429 35.0697282, -2.9421553 35.0696843, -2.9420681 35.0696657, -2.9419917 35.0696459, -2.9414016 35.0694791)",,,,,,
167406483,tertiary,True,False,5.879,"LINESTRING (-2.9430011 35.0713352, -2.9430069 35.0713092, -2.9430036 35.0712829)",1,,RP6209,40,roundabout,
