osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,junction,tunnel
425224185,True,2,شارع مولاي يوسف Boulevard Moulay Youssef,secondary,False,42.657,"LINESTRING (-5.808552 35.7704035, -5.8080862 35.7703377)",,,,
33001472,False,2,,residential,True,122.64600000000002,"LINESTRING (-5.808552 35.7704035, -5.8086254 35.770163, -5.8086509 35.7700477, -5.8087005 35.7698757, -5.808734 35.7697561, -5.8088011 35.7695341, -5.8088346 35.7694144, -5.8088654 35.7693306)",,,,
178916139,False,2,Boulevard Abbi Hassan Chadli,residential,True,98.792,"LINESTRING (-5.8048649 35.770002, -5.8052015 35.7698268, -5.8055761 35.7696636, -5.8057597 35.769609, -5.8058309 35.7695916)",,,,
510540075,True,2,شارع مولاي يوسف Boulevard Moulay Youssef,secondary,False,87.073,"LINESTRING (-5.8048649 35.770002, -5.8043607 35.7699421, -5.8041742 35.7699149, -5.8039176 35.7698579)",,,,
1056728136,True,2,Avenue Moulay Ismail شارع مولاي إسماعيل,trunk,False,93.834,"LINESTRING (-5.8082396 35.7668726, -5.8073942 35.7673641)",RN1,60,,
510876866,True,6,Place de la Ligue Arabe,trunk,False,16.314999999999998,"LINESTRING (-5.8037621 35.7695337, -5.8036699 35.7694773, -5.8036135 35.7694505)",RN1;RN2;RN16,40,roundabout,
36070826,True,1,Rue Abi Jarir Tabari,tertiary,False,17.060000000000002,"LINESTRING (-5.8019534 35.7720329, -5.801995 35.7720607, -5.8020405 35.7721015, -5.8020832 35.7721438)",,,,
36356097,False,2,Rue Said Kotbe,residential,True,121.096,"LINESTRING (-5.8019534 35.7720329, -5.8018193 35.7720982, -5.8016704 35.7721554, -5.8013861 35.77225, -5.8007288 35.7724759)",,,,
425658615,False,2,Boulevard Prince Heritier,tertiary,False,76.404,"LINESTRING (-5.808671 35.7725569, -5.8086213 35.7725264, -5.8085194 35.7724731, -5.8083853 35.7724013, -5.8082069 35.7723131, -5.8079629 35.7721804)",,,,
425658615,False,2,Boulevard Prince Heritier,tertiary,True,8.135,"LINESTRING (-5.8078904 35.7721369, -5.8079629 35.7721804)",,,,
106876675,True,2,Rue Omar Bnou Khattab,residential,False,89.374,"LINESTRING (-5.8078904 35.7721369, -5.8078314 35.7722946, -5.8077503 35.7726058, -5.8076464 35.7729154)",,,,
425658615,False,2,Boulevard Prince Heritier,tertiary,False,124.937,"LINESTRING (-5.8078904 35.7721369, -5.8077577 35.7720683, -5.8075914 35.7719769, -5.8074653 35.7719073, -5.8073781 35.7718572, -5.8073205 35.7718148, -5.8072642 35.7717723, -5.8072132 35.7717234, -5.8071609 35.7716657, -5.8070536 35.7715536, -5.8069731 35.7714601, -5.8069021 35.7713719)",,,,
32994565,False,2,Rue Aboubakr Razi,residential,False,113.908,"LINESTRING (-5.8069021 35.7713719, -5.8068538 35.7714464, -5.8067894 35.7715449, -5.8066928 35.7717201, -5.8066298 35.7718333, -5.8065292 35.7720161, -5.8064662 35.7721314, -5.8064139 35.7722326, -5.806367 35.772299)",,,,
