osmid,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,junction
735296100,unclassified,False,True,34.931,,"LINESTRING (-7.2441389 33.0635792, -7.2437663 33.0636135)",,,
570981826,primary,True,False,107.235,RN23,"LINESTRING (-7.2441389 33.0635792, -7.2446117 33.0641745, -7.2446989 33.0642867, -7.2447133 33.0643159, -7.244727 33.0643488, -7.2447395 33.0643966)",,,
361749385,residential,False,False,140.753,,"LINESTRING (-7.2449449 33.0650566, -7.2447766 33.065074, -7.2445983 33.0650762, -7.2444803 33.065092, -7.2443242 33.06514, -7.2442523 33.065165, -7.2441503 33.0651976, -7.2440162 33.0652471, -7.2438593 33.0652943, -7.243744 33.0653078, -7.2434848 33.0653259)",,,
570981823,primary,True,False,74.643,RN23,"LINESTRING (-7.2449449 33.0650566, -7.2450314 33.0653814, -7.2451025 33.0657146)",,,
570981823,primary,True,False,23.19,RN23,"LINESTRING (-7.2451025 33.0657146, -7.2451347 33.0659214)",,,
185019270,residential,False,False,99.928,,"LINESTRING (-7.2411449 33.0663024, -7.2411865 33.0672004)",,,
412137204,primary,False,False,51.201,,"LINESTRING (-7.2411449 33.0663024, -7.2416934 33.0662754)",2,60,
628915925,tertiary,False,True,60.307,P3612,"LINESTRING (-7.2411449 33.0663024, -7.2417048 33.0660304)",,,
628915927,secondary,False,False,14.526,RR316;RP3612,"LINESTRING (-7.2475313 33.0652414, -7.2475407 33.0653718)",2,,
347772536,residential,False,True,41.644999999999996,,"LINESTRING (-7.2475313 33.0652414, -7.2477593 33.0652335, -7.2479765 33.0652549)",,,
628915927,secondary,False,True,76.94399999999999,RR316;RP3612,"LINESTRING (-7.2475313 33.0652414, -7.247542 33.0651122, -7.2475322 33.0650158, -7.2474927 33.064867, -7.2474307 33.0647649, -7.2473569 33.0646795, -7.2472724 33.0646188)",2,,
361748495,residential,False,False,61.339,,"LINESTRING (-7.2477217 33.0658686, -7.2470882 33.0657188)",,,
628915927,secondary,False,False,24.875,RR316;RP3612,"LINESTRING (-7.2477217 33.0658686, -7.2478169 33.0660776)",2,,
628915927,secondary,False,True,26.409,RR316;RP3612,"LINESTRING (-7.2477217 33.0658686, -7.2476265 33.0656449)",2,,
185019290,residential,False,False,108.105,,"LINESTRING (-7.2451347 33.0659214, -7.2439916 33.0657556)",,,
570981823,primary,True,False,6.851,RN23,"LINESTRING (-7.2451347 33.0659214, -7.2451331 33.065983)",,,
185019270,residential,False,True,40.039,,"LINESTRING (-7.2412182 33.0675595, -7.2411865 33.0672004)",,,
215113080,residential,False,False,164.479,,"LINESTRING (-7.2412182 33.0675595, -7.2412724 33.069038)",,,
215113108,residential,False,True,137.896,,"LINESTRING (-7.2412182 33.0675595, -7.2426755 33.067344)",,,
185019286,residential,False,False,46.324,,"LINESTRING (-7.2441182 33.0676566, -7.2440873 33.0672408)",,,
185019288,residential,False,True,48.279,,"LINESTRING (-7.2441182 33.0676566, -7.2446358 33.0676375)",,,
185019288,residential,False,False,104.715,,"LINESTRING (-7.2441182 33.0676566, -7.2435557 33.067682, -7.2429957 33.0677004)",,,
185019291,residential,False,False,89.957,,"LINESTRING (-7.2428012 33.0636309, -7.2437663 33.0636135)",,,
185019291,residential,False,True,32.225,,"LINESTRING (-7.2428012 33.0636309, -7.2424891 33.0635061)",,,
"[361748474, 361748487]",residential,False,False,92.724,,"LINESTRING (-7.2428012 33.0636309, -7.2428066 33.06375, -7.24282 33.0638275, -7.2428468 33.063886, -7.242887 33.0639276, -7.2430024 33.0639973, -7.2434074 33.0642108)",,,
"[361748472, 361748474]",residential,False,True,110.074,,"LINESTRING (-7.2428012 33.0636309, -7.2427595 33.0632882, -7.2427408 33.0632319, -7.2427221 33.0632038, -7.2426912 33.0631914, -7.2426175 33.0631993, -7.2420703 33.0632689)",,,
185019291,residential,False,True,89.957,,"LINESTRING (-7.2437663 33.0636135, -7.2428012 33.0636309)",,,
735296100,unclassified,False,False,34.931,,"LINESTRING (-7.2437663 33.0636135, -7.2441389 33.0635792)",,,
215113081,unclassified,False,True,77.582,,"LINESTRING (-7.2437663 33.0636135, -7.2436796 33.0641377, -7.2436557 33.064305)",,,
185019286,residential,False,True,55.925,,"LINESTRING (-7.2440404 33.0661361, -7.2440683 33.0666385)",,,
412137204,primary,False,False,46.164,,"LINESTRING (-7.2440404 33.0661361, -7.2445352 33.0661158)",2,60,
412137204,primary,False,True,65.224,,"LINESTRING (-7.2440404 33.0661361, -7.2433421 33.0661762)",2,60,
215113081,unclassified,False,False,47.205,,"LINESTRING (-7.2429957 33.0677004, -7.2430842 33.0672824)",,,
215113081,unclassified,False,True,47.387,,"LINESTRING (-7.2429957 33.0677004, -7.2428689 33.0681131)",,,
185019288,residential,False,True,104.715,,"LINESTRING (-7.2429957 33.0677004, -7.2435557 33.067682, -7.2441182 33.0676566)",,,
215113108,residential,False,False,49.36,,"LINESTRING (-7.2446144 33.0671969, -7.2440873 33.0672408)",,,
292494197,residential,False,False,63.203,,"LINESTRING (-7.2446144 33.0671969, -7.2445763 33.0666294)",,,
292494197,residential,False,True,49.033,,"LINESTRING (-7.2446144 33.0671969, -7.2446358 33.0676375)",,,
136567763,residential,False,False,45.878,,"LINESTRING (-7.2418461 33.0628516, -7.2423375 33.0628266)",,,
136567763,residential,False,True,45.742,,"LINESTRING (-7.2418461 33.0628516, -7.2413555 33.0628384)",,,
185019291,residential,False,False,48.813,,"LINESTRING (-7.2418461 33.0628516, -7.2418651 33.0632903)",,,
361749369,primary,True,False,9.902000000000001,RN23,"LINESTRING (-7.2456604 33.0662074, -7.2456216 33.0661714, -7.2455896 33.066141)",,,
628915926,primary,False,False,55.751999999999995,RN23,"LINESTRING (-7.2456604 33.0662074, -7.245707 33.0662378, -7.2457496 33.0662614, -7.2458207 33.066303, -7.2459286 33.0663811, -7.2459977 33.0664468, -7.2460872 33.0665522)",,,
185019291,residential,False,False,47.104,,"LINESTRING (-7.2420703 33.0632689, -7.2424891 33.0635061)",,,
185019291,residential,False,True,19.27,,"LINESTRING (-7.2420703 33.0632689, -7.2418651 33.0632903)",,,
"[361748472, 361748474]",residential,False,False,110.074,,"LINESTRING (-7.2420703 33.0632689, -7.2426175 33.0631993, -7.2426912 33.0631914, -7.2427221 33.0632038, -7.2427408 33.0632319, -7.2427595 33.0632882, -7.2428012 33.0636309)",,,
185019286,residential,False,False,66.996,,"LINESTRING (-7.2440873 33.0672408, -7.2440683 33.0666385)",,,
185019286,residential,False,True,46.324,,"LINESTRING (-7.2440873 33.0672408, -7.2441182 33.0676566)",,,
215113108,residential,False,False,93.588,,"LINESTRING (-7.2440873 33.0672408, -7.2430842 33.0672824)",,,
215113108,residential,False,True,49.36,,"LINESTRING (-7.2440873 33.0672408, -7.2446144 33.0671969)",,,
