osmid,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,junction
345802618,unclassified,False,True,24.678,,"LINESTRING (-6.4482491 30.6953588, -6.4479916 30.6953738)",,,
356593252,tertiary,False,False,20.433,RP1515,"LINESTRING (-6.4482491 30.6953588, -6.4482625 30.6955422)",,,
356593252,tertiary,False,True,63.357,RP1515,"LINESTRING (-6.4482491 30.6953588, -6.4482372 30.6951882, -6.4482048 30.6947903)",,,
167004747,residential,False,True,155.165,,"LINESTRING (-6.4469992 30.691996, -6.4470059 30.6918588, -6.4470233 30.691815, -6.4470555 30.6917665, -6.4471118 30.6917285, -6.4472111 30.6917031, -6.4473693 30.6916939, -6.4475463 30.6916996, -6.4477341 30.6917204, -6.4478709 30.6917273, -6.4481391 30.6917388, -6.4483765 30.6917584)",,,
628697949,primary,False,True,33.629999999999995,RN9;RR108,"LINESTRING (-6.4469992 30.691996, -6.4471251 30.6920935, -6.4472668 30.6921921)",2,60,
166996541,residential,False,False,96.095,,"LINESTRING (-6.4524722 30.6934791, -6.4524874 30.6943432)",,,
636678751,primary,False,False,44.509,RN9;RR108,"LINESTRING (-6.4524722 30.6934791, -6.4520083 30.6935121)",2,60,
636678751,primary,False,True,21.631,RN9;RR108,"LINESTRING (-6.4524722 30.6934791, -6.4526977 30.6934635)",2,60,
166996562,residential,False,True,42.896,,"LINESTRING (-6.4511632 30.6935766, -6.4511298 30.6931919)",,,
166996562,residential,False,False,99.10499999999999,,"LINESTRING (-6.4511632 30.6935766, -6.451259 30.6943743, -6.4512731 30.6944628)",,,
636678751,primary,False,False,133.055,RN9;RR108,"LINESTRING (-6.4511632 30.6935766, -6.4506065 30.693618, -6.4502436 30.693644, -6.4497769 30.6936802)",2,60,
636678751,primary,False,True,81.128,RN9;RR108,"LINESTRING (-6.4511632 30.6935766, -6.4513886 30.6935563, -6.4520083 30.6935121)",2,60,
166996553,residential,False,False,44.773,,"LINESTRING (-6.4497769 30.6936802, -6.4497297 30.6932796)",,,
636678751,primary,False,False,49.059,RN9;RR108,"LINESTRING (-6.4497769 30.6936802, -6.4492656 30.6937169)",2,60,
166996553,residential,False,True,110.277,,"LINESTRING (-6.4497769 30.6936802, -6.44986 30.694482, -6.4498906 30.6946669)",,,
636678751,primary,False,True,133.055,RN9;RR108,"LINESTRING (-6.4497769 30.6936802, -6.4502436 30.693644, -6.4506065 30.693618, -6.4511632 30.6935766)",2,60,
166996513,residential,False,True,42.867,,"LINESTRING (-6.4492656 30.6937169, -6.4492549 30.6933315)",,,
636678751,primary,False,True,49.059,RN9;RR108,"LINESTRING (-6.4492656 30.6937169, -6.4497769 30.6936802)",2,60,
166996513,residential,False,False,107.76700000000001,,"LINESTRING (-6.4492656 30.6937169, -6.4493018 30.694517, -6.4493148 30.6946851)",,,
636678751,primary,False,False,70.168,RN9;RR108,"LINESTRING (-6.4492656 30.6937169, -6.4489409 30.6937325, -6.4485324 30.6937416)",2,60,
166996521,residential,False,False,38.162,,"LINESTRING (-6.4524874 30.6943432, -6.4520917 30.694388)",,,
166996541,residential,False,True,96.095,,"LINESTRING (-6.4524874 30.6943432, -6.4524722 30.6934791)",,,
166996541,residential,False,False,84.88,,"LINESTRING (-6.4524874 30.6943432, -6.4524695 30.6947015, -6.4524347 30.6951051)",,,
166996521,residential,False,True,78.713,,"LINESTRING (-6.4512731 30.6944628, -6.4520917 30.694388)",,,
166996562,residential,False,False,12.174,,"LINESTRING (-6.4512731 30.6944628, -6.4512838 30.6945719)",,,
166996562,residential,False,True,99.10499999999999,,"LINESTRING (-6.4512731 30.6944628, -6.451259 30.6943743, -6.4511632 30.6935766)",,,
166996562,residential,False,True,12.174,,"LINESTRING (-6.4512838 30.6945719, -6.4512731 30.6944628)",,,
166996542,residential,False,False,133.646,,"LINESTRING (-6.4512838 30.6945719, -6.4505276 30.6946288, -6.4503399 30.6946358, -6.4498906 30.6946669)",,,
166996562,residential,False,False,96.01599999999999,,"LINESTRING (-6.4512838 30.6945719, -6.4513128 30.6948582, -6.4513457 30.6951135, -6.451396 30.6954298)",,,
166996542,residential,False,False,55.093,,"LINESTRING (-6.4498906 30.6946669, -6.4493148 30.6946851)",,,
