osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,bridge,junction
593886811,True,3,RN6,primary,40,False,4.504,,"LINESTRING (-1.9282261 34.6763204, -1.9282271 34.6762799)",,
593886801,True,3,RN6,primary,40,False,4.961,,"LINESTRING (-1.9279654 34.6760345, -1.9279114 34.6760302)",,
"[593886787, 593886789, 8423838]",True,2,RN6,primary,30,False,112.027,Boulevard M'Bark El Bekkay Lahbil,"LINESTRING (-1.9278518 34.6765557, -1.9281709 34.6766252, -1.9281965 34.6766308, -1.9282183 34.6766388, -1.9283804 34.676698, -1.92851 34.6767651, -1.9285531 34.6767927, -1.92862 34.6768355, -1.9287659 34.6769424, -1.9288292 34.6769899, -1.9289042 34.677036)",,
593886798,True,3,RN6,primary,40,False,48.273,,"LINESTRING (-1.9278518 34.6765557, -1.9279044 34.6765594, -1.927957 34.676556, -1.9280083 34.6765456, -1.9280568 34.6765285, -1.9281012 34.676505, -1.9281404 34.6764759, -1.9281732 34.6764419, -1.9281989 34.676404, -1.9282167 34.6763631, -1.9282261 34.6763204)",,
316718807,False,,,residential,,True,9.212,Rue M27,"LINESTRING (-1.9313322 34.6742679, -1.9314061 34.6743242)",,
"[594706144, 593937086]",True,2,,primary,60,False,376.634,Boulevard Sidi Zayed Ben Soltane Al Nahyan,"LINESTRING (-1.9313322 34.6742679, -1.9311797 34.6743822, -1.9307536 34.6747016, -1.9306192 34.6748019, -1.9305997 34.6748165, -1.9304236 34.6749456, -1.9298723 34.675391, -1.9295543 34.6756134, -1.9293411 34.6757466, -1.9292231 34.675802, -1.9291118 34.6758417, -1.9289787 34.6758869, -1.9288167 34.6759277, -1.9287497 34.6759448, -1.9286202 34.6759716, -1.9284254 34.6759998, -1.9282988 34.6760095, -1.9279654 34.6760345)",,
292810791,False,,,residential,,True,91.497,Rue Tindouf زنقة تندوف,"LINESTRING (-1.9255515 34.6751813, -1.9259291 34.6744193)",,
292810793,False,,,residential,,True,40.472,Boulevard Moulay Youssef,"LINESTRING (-1.9255515 34.6751813, -1.9252392 34.6749234)",,
146649142,False,,,residential,,False,54.699,Boulevard Moulay Youssef,"LINESTRING (-1.9255515 34.6751813, -1.9257638 34.6753603, -1.9259691 34.6755335)",,
290065167,False,,,residential,,False,36.929,Rue Tindouf زنقة تندوف,"LINESTRING (-1.9255515 34.6751813, -1.9254618 34.6754435, -1.9254417 34.6755009)",,
593886799,True,3,RN6,primary,40,False,22.017,,"LINESTRING (-1.9276502 34.6764557, -1.9276823 34.6764852, -1.9277193 34.6765105, -1.9277606 34.676531, -1.9278051 34.6765461, -1.9278518 34.6765557)",,
316233549,False,,,residential,,True,152.011,Rue M2 زنقة,"LINESTRING (-1.9331405 34.6801076, -1.9331954 34.6800359, -1.9332933 34.6798991, -1.9333148 34.6798859, -1.9333483 34.6798727, -1.9336621 34.6798517, -1.9337131 34.679855, -1.93376 34.6798627, -1.9345975 34.6801068)",,
446845072,False,4,RN6,primary,60,False,49.257000000000005,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9331405 34.6801076, -1.9333653 34.6801699, -1.9336529 34.6802442)",,
446845072,False,4,RN6,primary,60,True,105.01,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9331405 34.6801076, -1.9327951 34.6799962, -1.9326694 34.6799521, -1.9325467 34.6798991, -1.9324064 34.6798219, -1.9322781 34.6797414, -1.9321453 34.6796516)",,
446838089,False,1,,living_street,,True,89.754,Rue B9 زنقة,"LINESTRING (-1.9345352 34.6804881, -1.9342482 34.68126)",,
446845072,False,4,RN6,primary,60,True,10.594,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9345352 34.6804881, -1.9344267 34.6804547)",,
290065164,False,,,residential,,False,33.569,Rue Abou Al Hassan Al Marini,"LINESTRING (-1.9245255 34.6743055, -1.9246046 34.6740107)",,
290065164,False,,,residential,,True,61.041,Rue Abou Al Hassan Al Marini,"LINESTRING (-1.9245255 34.6743055, -1.9244219 34.6748478)",,
292810793,False,,,residential,,False,94.764,Boulevard Moulay Youssef,"LINESTRING (-1.9245255 34.6743055, -1.9252392 34.6749234)",,
292810793,False,,,residential,,True,21.705,Boulevard Moulay Youssef,"LINESTRING (-1.9245255 34.6743055, -1.9243502 34.6741739)",,
146650866,False,,,residential,,True,86.186,,"LINESTRING (-1.9261587 34.6738674, -1.9252789 34.6735895)",,
292810791,False,,,residential,,False,64.894,Rue Tindouf زنقة تندوف,"LINESTRING (-1.9261587 34.6738674, -1.9260541 34.6741476, -1.9259291 34.6744193)",,
594698094,False,4,,primary,60,False,27.287,Boulevard Hassan Loukili,"LINESTRING (-1.9238741 34.6783045, -1.9239997 34.6780819)",,
172591588,False,2,,residential,,False,94.545,Rue Amr Ibn Al As,"LINESTRING (-1.9259291 34.6744193, -1.9249644 34.6741135)",,
172591588,False,2,,residential,,True,51.883,Rue Amr Ibn Al As,"LINESTRING (-1.9259291 34.6744193, -1.9264577 34.6745888)",,
292810791,False,,,residential,,False,91.497,Rue Tindouf زنقة تندوف,"LINESTRING (-1.9259291 34.6744193, -1.9255515 34.6751813)",,
292810791,False,,,residential,,True,64.894,Rue Tindouf زنقة تندوف,"LINESTRING (-1.9259291 34.6744193, -1.9260541 34.6741476, -1.9261587 34.6738674)",,
"[593892802, 593892804, 593892805]",False,4,,primary,60,False,141.557,Boulevard Hassan Loukili,"LINESTRING (-1.924489 34.6772302, -1.9246365 34.6769843, -1.9248632 34.6765938, -1.9250243 34.6763105, -1.9251452 34.6760954, -1.9251536 34.6760805)",,
"[594698096, 594698097, 593892805, 594698094]",False,4,,primary,"['60', '30']",True,104.749,Boulevard Hassan Loukili,"LINESTRING (-1.924489 34.6772302, -1.9243978 34.6773934, -1.9242999 34.67756, -1.9242087 34.677721, -1.9240525 34.6779906, -1.9240403 34.678013, -1.9240303 34.678032, -1.9239997 34.6780819)",,
290065164,False,,,residential,,False,51.708,Rue Abou Al Hassan Al Marini,"LINESTRING (-1.9243366 34.6753075, -1.9244219 34.6748478)",,
290065166,False,2,,tertiary,,False,20.836,Boulevard Mohamed Ben Lakhdar,"LINESTRING (-1.9243366 34.6753075, -1.9241189 34.6752522)",,
306034468,False,2,,tertiary,,True,56.953,Boulevard Mohamed Ben Lakhdar,"LINESTRING (-1.9243366 34.6753075, -1.9249299 34.6754633)",,
290065164,False,,,residential,,True,59.42,Rue Abou Al Hassan Al Marini,"LINESTRING (-1.9243366 34.6753075, -1.9242972 34.6755803, -1.9242595 34.6758381)",,
146650866,False,,,residential,,False,86.186,,"LINESTRING (-1.9252789 34.6735895, -1.9261587 34.6738674)",,
146650894,False,,,residential,,False,64.978,Rue Abdelaziz Taalibi,"LINESTRING (-1.9252789 34.6735895, -1.9249644 34.6741135)",,
146650900,False,,,residential,,True,35.161,Rue M24 زنقة,"LINESTRING (-1.9346398 34.6751325, -1.9346076 34.6753001, -1.9345875 34.6754457)",,
"[594727230, 147096647]",False,,,residential,,True,166.001,Rue M29,"LINESTRING (-1.9346398 34.6751325, -1.934554 34.67517, -1.9344239 34.675224, -1.9342133 34.6753299, -1.9338673 34.6755097, -1.9335656 34.6756762, -1.9332265 34.6760354)",,
146650874,False,2,,residential,,False,44.653,Boulevard Badr,"LINESTRING (-1.9238629 34.6741483, -1.9243502 34.6741739)",,
175001298,False,2,,residential,,True,33.935,Rue Othman Ibn Affan,"LINESTRING (-1.9238629 34.6741483, -1.9239807 34.6738589)",,
146650894,False,,,residential,,True,64.978,Rue Abdelaziz Taalibi,"LINESTRING (-1.9249644 34.6741135, -1.9252789 34.6735895)",,
172591588,False,2,,residential,,False,34.832,Rue Amr Ibn Al As,"LINESTRING (-1.9249644 34.6741135, -1.9246046 34.6740107)",,
172591588,False,2,,residential,,True,94.545,Rue Amr Ibn Al As,"LINESTRING (-1.9249644 34.6741135, -1.9259291 34.6744193)",,
446845078,False,4,RN6,primary,60,False,19.259,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9317953 34.6793643, -1.9319402 34.67949)",,
446845078,False,4,RN6,primary,60,True,20.034,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9317953 34.6793643, -1.9317256 34.6793058, -1.9316404 34.6792369)",,
"[595198048, 1097937413]",False,2,,residential,30,True,71.114,Boulevard Nedram Kada,"LINESTRING (-1.9317953 34.6793643, -1.9318545 34.6793247, -1.9319388 34.6792639, -1.9321338 34.6791303, -1.9323916 34.6789538)",,
316233540,False,2,,residential,,False,30.412,Boulevard Nedram Kada,"LINESTRING (-1.9344222 34.6775531, -1.9341718 34.6777331)",,
316233541,False,,,residential,,False,182.966,Rue M23 زنقة,"LINESTRING (-1.9344222 34.6775531, -1.932762 34.6766347)",,
587437116,False,2,,residential,,True,4.933,Boulevard Nedram Kada,"LINESTRING (-1.9344222 34.6775531, -1.9344678 34.6775294)",,
146650900,False,,,residential,,False,33.652,Rue M24 زنقة,"LINESTRING (-1.9344959 34.6767324, -1.9345158 34.6764302)",,
146650900,False,,,residential,,True,23.162,Rue M24 زنقة,"LINESTRING (-1.9344959 34.6767324, -1.9344822 34.6769404)",,
507796930,False,,,residential,,False,30.505,Rue M27,"LINESTRING (-1.9344959 34.6767324, -1.9342274 34.6765696)",,
146650874,False,2,,residential,,True,44.653,Boulevard Badr,"LINESTRING (-1.9243502 34.6741739, -1.9238629 34.6741483)",,
292810793,False,,,residential,,False,21.705,Boulevard Moulay Youssef,"LINESTRING (-1.9243502 34.6741739, -1.9245255 34.6743055)",,
292810793,False,,,residential,,True,48.668,Boulevard Moulay Youssef,"LINESTRING (-1.9243502 34.6741739, -1.9239807 34.6738589)",,
446845078,False,4,RN6,primary,60,True,19.259,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9319402 34.67949, -1.9317953 34.6793643)",,
316255803,False,2,,tertiary,30,True,56.841,Rue B20 زنقة,"LINESTRING (-1.9319402 34.67949, -1.9319469 34.6796576, -1.9319871 34.6799995)",,
446845072,False,4,RN6,primary,60,False,25.988999999999997,Boulevard Mbarek Bekkay Lahbil طريق تازة,"LINESTRING (-1.9319402 34.67949, -1.9320743 34.6796008, -1.9321453 34.6796516)",,
305746995,False,,,residential,,False,162.639,Rue B12 زنقة,"LINESTRING (-1.9320984 34.6819118, -1.9303469 34.6816571)",,
316255803,False,2,,tertiary,30,False,31.148,Rue B20 زنقة,"LINESTRING (-1.9320984 34.6819118, -1.9321024 34.6816317)",,
316255803,False,2,,tertiary,30,True,8.714,Rue B20 زنقة,"LINESTRING (-1.9320984 34.6819118, -1.9321024 34.6819901)",,
316255803,False,2,,tertiary,30,False,21.374,Rue B20 زنقة,"LINESTRING (-1.9320595 34.6807147, -1.9320367 34.6805234)",,
316255803,False,2,,tertiary,30,True,28.06,Rue B20 زنقة,"LINESTRING (-1.9320595 34.6807147, -1.9320756 34.6809667)",,
316494549,False,,,residential,,False,21.043,Rue B4 زنقة,"LINESTRING (-1.9320595 34.6807147, -1.9322768 34.680777)",,
146661248,False,,,residential,,True,45.793,Rue B8 زنقة,"LINESTRING (-1.9347028 34.6822548, -1.9342255 34.6821301)",,
146661263,False,,,residential,,False,35.324,Rue M4 زنقة,"LINESTRING (-1.9342327 34.6796619, -1.9344181 34.6793832)",,
587437117,False,,,residential,,False,49.601,Rue M3 زنقة,"LINESTRING (-1.9342327 34.6796619, -1.9347336 34.6798331)",,
587437117,False,,,residential,,True,52.581,Rue M3 زنقة,"LINESTRING (-1.9342327 34.6796619, -1.9336944 34.6794956)",,
146661257,False,,,residential,,True,160.72,Rue Gaznaya,"LINESTRING (-1.9259524 34.6805814, -1.927662 34.6809171)",,
146661242,False,,,residential,,False,29.282,Rue 23 زنقة,"LINESTRING (-1.927662 34.6809171, -1.9277405 34.6806618)",,
146661242,False,,,residential,,True,30.553,Rue 23 زنقة,"LINESTRING (-1.927662 34.6809171, -1.9275883 34.6811851)",,
146661257,False,,,residential,,False,160.72,Rue Gaznaya,"LINESTRING (-1.927662 34.6809171, -1.9259524 34.6805814)",,
146661257,False,,,residential,,True,30.324,Rue Gaznaya,"LINESTRING (-1.927662 34.6809171, -1.927979 34.6809972)",,
146661257,False,,,residential,,False,35.308,Rue Gaznaya,"LINESTRING (-1.9289877 34.6812093, -1.928613 34.6811326)",,
146661257,False,,,residential,,True,35.094,Rue Gaznaya,"LINESTRING (-1.9289877 34.6812093, -1.9293605 34.6812843)",,
146661269,False,,,residential,,False,40.539,Rue 28 زنقة,"LINESTRING (-1.9289877 34.6812093, -1.929099 34.6808564)",,
146661269,False,,,residential,,True,23.815,Rue 28 زنقة,"LINESTRING (-1.9289877 34.6812093, -1.9289213 34.6814164)",,
305746855,False,,,residential,,False,62.241,Rue B4 زنقة,"LINESTRING (-1.9307452 34.6802691, -1.9314052 34.680406)",,
305746855,False,,,residential,,True,22.881,Rue B4 زنقة,"LINESTRING (-1.9307452 34.6802691, -1.9305025 34.680219)",,
305746997,False,,,residential,,True,45.834,Rue B3 زنقة,"LINESTRING (-1.9307452 34.6802691, -1.9306232 34.6806689)",,
146661242,False,,,residential,,False,17.525,Rue 23 زنقة,"LINESTRING (-1.927949 34.6799824, -1.9279837 34.6798274)",,
146661242,False,,,residential,,True,19.842,Rue 23 زنقة,"LINESTRING (-1.927949 34.6799824, -1.9278968 34.6801556)",,
305746186,False,,,residential,,True,124.94,Rue 6 زنقة,"LINESTRING (-1.927949 34.6799824, -1.9292633 34.6802896)",,
316255803,False,2,,tertiary,30,False,25.876,Rue B20 زنقة,"LINESTRING (-1.9321024 34.6815788, -1.9320998 34.6813461)",,
316255803,False,2,,tertiary,30,True,5.882,Rue B20 زنقة,"LINESTRING (-1.9321024 34.6815788, -1.9321024 34.6816317)",,
146661248,False,,,residential,,False,140.555,Rue B8 زنقة,"LINESTRING (-1.9321024 34.6815788, -1.9332823 34.6818805, -1.9335702 34.6819542)",,
146661242,False,,,residential,,True,29.073,Rue 23 زنقة,"LINESTRING (-1.9282233 34.6790376, -1.9281464 34.6792913)",,
592884778,False,2,,residential,40,False,125.28,Rue زنقة 1,"LINESTRING (-1.9282233 34.6790376, -1.9286159 34.6791173, -1.9295534 34.6793077)",,
"[593905264, 593905265, 592884778]",False,2,,residential,40,True,24.793999999999997,"['Rue 1 زنقة 1', 'Rue زنقة 1']","LINESTRING (-1.9282233 34.6790376, -1.9281268 34.6790181, -1.92803 34.6789986, -1.9280038 34.6789933, -1.9279602 34.6789837)",,
593886800,True,3,RN6,primary,40,False,4.709,,"LINESTRING (-1.9276223 34.6764201, -1.9276502 34.6764557)",,
146661239,False,,,residential,,True,32.88,Rue M1 زنقة,"LINESTRING (-1.9347336 34.6798331, -1.9345975 34.6801068)",,
587437117,False,,,residential,,True,49.601,Rue M3 زنقة,"LINESTRING (-1.9347336 34.6798331, -1.9342327 34.6796619)",,
592884778,False,2,,residential,40,True,25.8,Rue زنقة 1,"LINESTRING (-1.9305594 34.6795162, -1.9302858 34.6794595)",,
593886797,False,,,residential,,False,95.131,Rue 1 زنقة 1,"LINESTRING (-1.9305594 34.6795162, -1.9309977 34.6787403)",,
146661269,False,,,residential,,True,31.518,Rue 28 زنقة,"LINESTRING (-1.9295534 34.6793077, -1.9294675 34.6795822)",,
