osmid,highway,maxspeed,oneway,reversed,length,geometry,junction,name,lanes
368822797,tertiary,60,False,False,11.243,"LINESTRING (37.0565054 35.0126291, 37.0563864 35.0126022)",,,
208893462,residential,,False,False,191.38099999999997,"LINESTRING (37.0565054 35.0126291, 37.0567774 35.012679, 37.0579937 35.0128868, 37.0585643 35.012973)",,,
368822797,tertiary,60,False,True,96.711,"LINESTRING (37.0565054 35.0126291, 37.0566615 35.012727, 37.0566732 35.0128019, 37.0567122 35.0131268, 37.0567735 35.0134294)",,,
112232755,residential,,False,False,38.899,"LINESTRING (37.0567735 35.01356, 37.0563583 35.0136421)",,,
368822797,tertiary,60,False,False,14.522,"LINESTRING (37.0567735 35.01356, 37.0567735 35.0134294)",,,
368822797,tertiary,60,False,True,97.13199999999999,"LINESTRING (37.0567735 35.01356, 37.0567832 35.0136702, 37.0568068 35.0138339, 37.0568254 35.0139603, 37.0569081 35.0142059, 37.0570427 35.0143918)",,,
368822985,secondary,60,False,False,40.86,"LINESTRING (37.0579303 35.0155969, 37.0577038 35.0152797)",,,
368823044,secondary,,True,False,13.367,"LINESTRING (37.0579303 35.0155969, 37.0579979 35.0157036)",,,
368822985,secondary,60,False,True,40.86,"LINESTRING (37.0577038 35.0152797, 37.0579303 35.0155969)",,,
368822982,secondary,,True,False,7.295999999999999,"LINESTRING (37.0577038 35.0152797, 37.057681 35.0152911, 37.057655 35.015296, 37.0576284 35.015294)",roundabout,,
101255132,primary,,False,True,10.73,"LINESTRING (37.0529078 35.0122998, 37.0530256 35.0122979)",,طريق عقارب سلمية,
275314163,primary,40,True,False,56.063,"LINESTRING (37.0529078 35.0122998, 37.0528617 35.0123448, 37.0528098 35.0123853, 37.0527529 35.0124208, 37.0526914 35.012451, 37.0523945 35.012567)",,طريق حماة,2
334196529,secondary,60,False,False,79.185,"LINESTRING (37.0560437 35.0123595, 37.0551743 35.0123501)",,شارع الثورة,
334196529,secondary,60,False,True,15.404,"LINESTRING (37.0560437 35.0123595, 37.0562124 35.0123695)",,شارع الثورة,
368822797,tertiary,60,False,True,43.986000000000004,"LINESTRING (37.0560437 35.0123595, 37.0562616 35.0124245, 37.056285 35.0124718, 37.0563864 35.0126022)",,,
101255132,primary,,False,False,10.73,"LINESTRING (37.0530256 35.0122979, 37.0529078 35.0122998)",,طريق عقارب سلمية,
334196529,secondary,60,False,True,35.665000000000006,"LINESTRING (37.0530256 35.0122979, 37.0532069 35.012306, 37.0534161 35.0123214)",,شارع الثورة,
101254993,primary,,True,False,18.03,"LINESTRING (37.053318 35.0100264, 37.0532874 35.0101866)",,,
101255009,primary,,False,False,60.307,"LINESTRING (37.053318 35.0100264, 37.0534222 35.0094908)",,طريق حمص,
101255082,primary,110,True,False,13.248999999999999,"LINESTRING (37.051485 35.0124797, 37.0515042 35.0124637, 37.0515276 35.0124522, 37.0515604 35.0124427, 37.0516156 35.0124349)",,طريق حماة,2
368820823,tertiary,,False,True,28.258000000000003,"LINESTRING (37.051485 35.0124797, 37.0514473 35.0124629, 37.0513919 35.0124575, 37.0513254 35.0124536, 37.0511806 35.0124579)",,,
101255082,primary,110,True,False,56.457,"LINESTRING (37.0522928 35.0123636, 37.0529078 35.0122998)",,طريق حماة,2
101255124,primary,,True,False,34.251999999999995,"LINESTRING (37.0522928 35.0123636, 37.0523207 35.0123027, 37.05234 35.0122337, 37.0523735 35.0120637)",,,
368821812,primary_link,,True,False,28.396,"LINESTRING (37.0522928 35.0123636, 37.0523408 35.0123799, 37.0523803 35.0124076, 37.0524073 35.012444, 37.0524192 35.0124854, 37.0524147 35.0125278, 37.0523945 35.012567)",,,
275314163,primary,40,True,False,23.314,"LINESTRING (37.0523945 35.012567, 37.0522714 35.0126182, 37.0521633 35.0126568)",,طريق حماة,2
105837457,tertiary,,False,False,34.866,"LINESTRING (37.0494257 35.0085825, 37.0492325 35.0083118)",,,
105837457,tertiary,,False,True,5.06,"LINESTRING (37.0494257 35.0085825, 37.0494249 35.008628)",,,
112232309,residential,,False,False,71.156,"LINESTRING (37.0494257 35.0085825, 37.0502021 35.0086539)",,,
105837560,tertiary,,False,False,17.426,"LINESTRING (37.054043 35.0107893, 37.0542335 35.010804)",,,
105837560,tertiary,,False,True,42.151,"LINESTRING (37.054043 35.0107893, 37.0535803 35.0107806)",,,
105837464,residential,,False,True,107.412,"LINESTRING (37.054043 35.0107893, 37.0541339 35.010408, 37.0542946 35.0101639, 37.0544552 35.0098941)",,,
105837560,tertiary,,False,True,103.545,"LINESTRING (37.0491674 35.0125954, 37.0492661 35.0129618, 37.0494478 35.0134975)",,,
368820823,tertiary,,False,False,61.844,"LINESTRING (37.0491674 35.0125954, 37.0492968 35.0125726, 37.0498429 35.0125515)",,,
105837536,tertiary,,False,False,51.139,"LINESTRING (37.0551743 35.0123501, 37.0551729 35.0118902)",,,
334196529,secondary,60,False,False,30.983,"LINESTRING (37.0551743 35.0123501, 37.0548341 35.0123518)",,شارع الثورة,
334196529,secondary,60,False,True,79.185,"LINESTRING (37.0551743 35.0123501, 37.0560437 35.0123595)",,شارع الثورة,
105837444,secondary,,False,True,21.297,"LINESTRING (37.0524715 35.0137423, 37.0524215 35.0135552)",,شارع إخوان الصفاء,
105837463,residential,,False,True,56.104,"LINESTRING (37.0524715 35.0137423, 37.0518567 35.0137744)",,,
105837444,secondary,,False,False,83.06700000000001,"LINESTRING (37.0524715 35.0137423, 37.0524834 35.0137746, 37.0525782 35.0141257, 37.0526255 35.0143258, 37.0526265 35.0144757)",,شارع إخوان الصفاء,
334194327,tertiary,,False,True,35.136,"LINESTRING (37.0500692 35.0116396, 37.0497117 35.0115208)",,شارع المؤسسة العسكرية,
105837457,tertiary,,False,False,83.074,"LINESTRING (37.0500692 35.0116396, 37.0500426 35.0114723, 37.0499839 35.0111, 37.0499597 35.0110103, 37.0499258 35.0109027)",,,
334194327,tertiary,,False,False,97.80399999999999,"LINESTRING (37.0500692 35.0116396, 37.0501649 35.0116762, 37.0502792 35.0117244, 37.0505466 35.0118451, 37.0508221 35.0119543, 37.0510203 35.0120472)",,شارع المؤسسة العسكرية,
112232754,residential,,False,False,6.655,"LINESTRING (37.0566605 35.0157682, 37.0566866 35.0158241)",,,
112232754,residential,,False,True,48.851,"LINESTRING (37.0566605 35.0157682, 37.0565471 35.0153388)",,,
368822729,secondary,,True,False,98.964,"LINESTRING (37.0566605 35.0157682, 37.0568709 35.0157126, 37.0570686 35.0156316, 37.0575389 35.0152706)",,,
105837505,secondary,,False,False,50.547,"LINESTRING (37.049854 35.0156684, 37.0504079 35.0156976)",,,
105837505,secondary,,False,True,48.514,"LINESTRING (37.049854 35.0156684, 37.0493233 35.0156304)",,,
112232947,residential,,False,False,56.593,"LINESTRING (37.049854 35.0156684, 37.0497373 35.0161683)",,,
112232947,residential,,False,True,116.795,"LINESTRING (37.049854 35.0156684, 37.0500096 35.0146258)",,,
105837444,secondary,,False,False,28.976,"LINESTRING (37.0521633 35.0126568, 37.0522294 35.0129117)",,شارع إخوان الصفاء,
275314163,primary,40,True,False,44.879,"LINESTRING (37.0521633 35.0126568, 37.0517898 35.0127809, 37.0517067 35.0128086)",,طريق حماة,2
334194327,tertiary,,False,True,47.945,"LINESTRING (37.0511806 35.0124579, 37.0510203 35.0120472)",,شارع المؤسسة العسكرية,
368820823,tertiary,,False,False,28.258,"LINESTRING (37.0511806 35.0124579, 37.0513254 35.0124536, 37.0513919 35.0124575, 37.0514473 35.0124629, 37.051485 35.0124797)",,,
368820823,tertiary,,False,True,122.288,"LINESTRING (37.0511806 35.0124579, 37.0502601 35.0125311, 37.0501107 35.0125384, 37.0498429 35.0125515)",,,
