osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name
172039458,True,110,primary,60,False,133.944,"LINESTRING (36.339724 33.4448721, 36.3402475 33.4441246, 36.3404208 33.4438182)",
302768689,False,,residential,,True,180.969,"LINESTRING (36.339724 33.4448721, 36.3393144 33.4447784, 36.3381313 33.4445463, 36.3378284 33.4444898)",
24917332,False,,tertiary,,False,86.717,"LINESTRING (36.3371942 33.4481666, 36.3366204 33.447551)",
782573474,False,,tertiary,,True,7.089,"LINESTRING (36.3371942 33.4481666, 36.3372671 33.4481857)",دوار حجيرة
172039458,True,110,primary,60,False,101.263,"LINESTRING (36.3371942 33.4481666, 36.3372858 33.4479651, 36.3374186 33.4476725, 36.3376635 33.4473494)",
24917332,False,,tertiary,,False,12.994,"LINESTRING (36.332128 33.4436341, 36.3320349 33.4435468)",
24917332,False,,tertiary,,True,36.207,"LINESTRING (36.332128 33.4436341, 36.3323438 33.4439054)",
155414051,False,,tertiary,,True,199.68,"LINESTRING (36.332128 33.4436341, 36.3341179 33.4429502)",
94890819,False,,residential,,True,68.061,"LINESTRING (36.3339424 33.4485321, 36.333262 33.4487609)",
94890830,False,,residential,,False,58.719,"LINESTRING (36.3339424 33.4485321, 36.3344765 33.4482488)",
29289284,False,,residential,,False,256.944,"LINESTRING (36.3339424 33.4485321, 36.3332811 33.4491026, 36.3329034 33.4496182, 36.3323821 33.4504207)",
155412537,False,,residential,,False,218.534,"LINESTRING (36.3339424 33.4485321, 36.3343255 33.4481557, 36.3347278 33.4477305, 36.3348233 33.4475387, 36.3348608 33.4473149, 36.3348662 33.4472075, 36.3349789 33.4470597, 36.3351905 33.4469398)",
77840484,False,,tertiary,,False,81.377,"LINESTRING (36.3381039 33.448405, 36.3372671 33.4481857)",
77840484,False,,tertiary,,True,275.072,"LINESTRING (36.3381039 33.448405, 36.3405393 33.4489689, 36.340964 33.4490561)",
77840487,False,,residential,,False,244.144,"LINESTRING (36.3381039 33.448405, 36.3389837 33.4503833, 36.3390321 33.4504587)",
94890819,False,,residential,,False,33.122,"LINESTRING (36.3329425 33.4488938, 36.333262 33.4487609)",
94890819,False,,residential,,True,53.199,"LINESTRING (36.3329425 33.4488938, 36.3324497 33.4491384)",
155412515,False,,residential,,True,105.42,"LINESTRING (36.3329425 33.4488938, 36.3326455 33.4479787)",
24917332,False,,tertiary,,False,85.222,"LINESTRING (36.3362081 33.4472321, 36.3356092 33.446651)",
24917332,False,,tertiary,,True,52.161,"LINESTRING (36.3362081 33.4472321, 36.3366204 33.447551)",
94890830,False,,residential,,True,129.786,"LINESTRING (36.3362081 33.4472321, 36.3358335 33.4473501, 36.3350454 33.4478616)",
302768667,False,,residential,,False,112.504,"LINESTRING (36.3362081 33.4472321, 36.3364153 33.4471081, 36.3366072 33.4470251, 36.336785 33.4469618, 36.3370433 33.4468906, 36.3373082 33.4468256)",
94890830,False,,residential,,True,68.115,"LINESTRING (36.3350454 33.4478616, 36.3344765 33.4482488)",
155412513,False,,residential,,False,129.158,"LINESTRING (36.3350454 33.4478616, 36.3363682 33.4482235)",
94890830,False,,residential,,False,129.786,"LINESTRING (36.3350454 33.4478616, 36.3358335 33.4473501, 36.3362081 33.4472321)",
94890830,False,,residential,,False,68.115,"LINESTRING (36.3344765 33.4482488, 36.3350454 33.4478616)",
94890830,False,,residential,,True,58.719,"LINESTRING (36.3344765 33.4482488, 36.3339424 33.4485321)",
155412508,False,,residential,,False,43.651,"LINESTRING (36.3344765 33.4482488, 36.3343915 33.4486349)",
94890819,False,,residential,,False,27.522,"LINESTRING (36.3321953 33.4492657, 36.3324497 33.4491384)",
155412491,False,,residential,,True,125.129,"LINESTRING (36.3321953 33.4492657, 36.3316872 33.4482233)",
94890819,False,,residential,,True,104.907,"LINESTRING (36.3321953 33.4492657, 36.3316325 33.4496149, 36.3312324 33.4497449)",
155412498,False,,residential,,False,110.219,"LINESTRING (36.3309512 33.4448568, 36.3321374 33.4449102)",
155412528,False,,residential,,False,45.796,"LINESTRING (36.3309512 33.4448568, 36.3313429 33.4446062)",
168147549,False,,tertiary,,True,66.926,"LINESTRING (36.3376635 33.4473494, 36.3373082 33.4468256)",
172039458,True,110,primary,60,False,118.267,"LINESTRING (36.3376635 33.4473494, 36.338381 33.4464703)",
24917332,False,,tertiary,,False,52.161,"LINESTRING (36.3366204 33.447551, 36.3362081 33.4472321)",
24917332,False,,tertiary,,True,86.717,"LINESTRING (36.3366204 33.447551, 36.3371942 33.4481666)",
155412494,False,,residential,,True,78.354,"LINESTRING (36.3366204 33.447551, 36.3363682 33.4482235)",
155412500,False,,residential,,False,61.727,"LINESTRING (36.3326455 33.4479787, 36.3320093 33.4481411)",
155412500,False,,residential,,True,39.92,"LINESTRING (36.3326455 33.4479787, 36.3330587 33.4478786)",
155412515,False,,residential,,False,105.42,"LINESTRING (36.3326455 33.4479787, 36.3329425 33.4488938)",
155414051,False,,tertiary,,False,101.064,"LINESTRING (36.3385419 33.4430887, 36.3375271 33.4427585)",
155414051,False,,tertiary,,True,192.281,"LINESTRING (36.3385419 33.4430887, 36.3404208 33.4438182)",
168147549,False,,tertiary,,True,63.946,"LINESTRING (36.3385419 33.4430887, 36.3388039 33.4425568)",
168147549,False,,tertiary,,False,169.34,"LINESTRING (36.3385419 33.4430887, 36.3380956 33.443913, 36.3378284 33.4444898)",
24917332,False,,tertiary,,False,155.295,"LINESTRING (36.3351097 33.4462447, 36.3339342 33.4452505)",
24917332,False,,tertiary,,True,58.53,"LINESTRING (36.3351097 33.4462447, 36.3355655 33.4466086)",
155412505,False,,residential,,True,69.133,"LINESTRING (36.3351097 33.4462447, 36.334481 33.4461862, 36.3343686 33.4461819)",
155412500,False,,residential,,False,31.251,"LINESTRING (36.3320093 33.4481411, 36.3316872 33.4482233)",
155412500,False,,residential,,True,61.727,"LINESTRING (36.3320093 33.4481411, 36.3326455 33.4479787)",
155412517,False,,residential,,True,44.649,"LINESTRING (36.3320093 33.4481411, 36.3318836 33.4477535)",
155412517,False,,residential,,False,118.214,"LINESTRING (36.3320093 33.4481411, 36.3322537 33.4487293, 36.3324497 33.4491384)",
155412501,False,,residential,,True,124.861,"LINESTRING (36.3336538 33.4507882, 36.3323821 33.4504207)",
