osmid,oneway,name,highway,reversed,length,geometry,ref,junction,bridge
103060441,True,شارع الكفاح,residential,False,61.915,"LINESTRING (36.5699764 32.7115653, 36.5699345 32.7110096)",,,
154861656,False,,residential,True,11.729,"LINESTRING (36.5699764 32.7115653, 36.5700101 32.7116669)",,,
102687633,True,,primary,False,197.888,"LINESTRING (36.5699764 32.7115653, 36.5711154 32.7113064, 36.5717952 32.7111403, 36.5718941 32.7110902, 36.5719917 32.7110441)",,,
102687611,False,شارع قنوات,secondary,False,127.88999999999999,"LINESTRING (36.5726724 32.7126007, 36.5729692 32.7132235, 36.5733043 32.7136109)",,,
102687611,False,شارع قنوات,secondary,True,115.434,"LINESTRING (36.5726724 32.7126007, 36.5725652 32.712089, 36.5724434 32.7115807)",,,
103170597,False,,residential,False,95.639,"LINESTRING (36.5726724 32.7126007, 36.5717534 32.7127519, 36.5716706 32.7127709)",,,
102622347,False,طريق المستشفى,secondary,False,74.381,"LINESTRING (36.5735966 32.7082721, 36.5733133 32.7079481, 36.573101 32.7077501)",109,,
102622347,False,طريق المستشفى,secondary,True,260.317,"LINESTRING (36.5735966 32.7082721, 36.5736766 32.7084671, 36.5737459 32.7086874, 36.5738593 32.7091142, 36.5738996 32.7094495, 36.5739368 32.7097889, 36.5739318 32.7101845, 36.573815 32.7105682)",109,,
102848785,True,,residential,False,231.215,"LINESTRING (36.5735966 32.7082721, 36.573211 32.708512, 36.5729939 32.7086463, 36.5728849 32.7087619, 36.5719069 32.7097703)",,,
102622347,False,طريق المستشفى,secondary,True,101.813,"LINESTRING (36.573509 32.7060055, 36.5732514 32.7068951)",109,,
102850343,True,,residential,False,35.391,"LINESTRING (36.573509 32.7060055, 36.5731428 32.7059258)",,,
102658392,True,شارع الرئيس حافظ الأسد,primary,False,104.284,"LINESTRING (36.5660531 32.7128599, 36.5659411 32.7119268)",110,,
102688735,False,شارع المزرعة,primary,False,11.203,"LINESTRING (36.5660531 32.7128599, 36.5661664 32.7128273)",109,,
102688735,False,شارع المزرعة,primary,True,91.692,"LINESTRING (36.5660531 32.7128599, 36.5651016 32.7130575)",109,,
102688735,False,شارع المزرعة,primary,False,11.419,"LINESTRING (36.5650043 32.7131195, 36.5651016 32.7130575)",109,,
102688735,False,شارع المزرعة,primary,True,36.672,"LINESTRING (36.5650043 32.7131195, 36.564667 32.7132875)",109,,
615634051,False,شارع البيارق,secondary,True,39.751,"LINESTRING (36.5650043 32.7131195, 36.5645867 32.7130536)",,,
102688735,False,شارع المزرعة,primary,False,91.692,"LINESTRING (36.5651016 32.7130575, 36.5660531 32.7128599)",109,,
102688735,False,شارع المزرعة,primary,True,11.419,"LINESTRING (36.5651016 32.7130575, 36.5650043 32.7131195)",109,,
103917312,False,,residential,False,122.93299999999999,"LINESTRING (36.5651016 32.7130575, 36.5652517 32.7126515, 36.5653321 32.7119745)",,,
103917315,False,,residential,True,51.796,"LINESTRING (36.5662999 32.7138223, 36.5657504 32.7138791)",,,
102658392,True,شارع الرئيس حافظ الأسد,primary,False,109.786,"LINESTRING (36.5662999 32.7138223, 36.5661256 32.7130122, 36.5660531 32.7128599)",110,,
24896726,False,شارع 16 تشرين,primary,False,147.983,"LINESTRING (36.5661664 32.7128273, 36.5676634 32.7123976)",109,,
102688735,False,شارع المزرعة,primary,True,11.203,"LINESTRING (36.5661664 32.7128273, 36.5660531 32.7128599)",109,,
24896726,False,شارع 16 تشرين,primary,False,98.286,"LINESTRING (36.5679056 32.7123427, 36.5688751 32.7120023)",109,,
24896726,False,شارع 16 تشرين,primary,True,4.784,"LINESTRING (36.5679056 32.7123427, 36.567855 32.7123489)",109,,
103169756,True,,tertiary,False,155.80599999999998,"LINESTRING (36.5679056 32.7123427, 36.5681223 32.7125615, 36.5682227 32.7126118, 36.568626 32.7127643, 36.5688352 32.712832, 36.5689859 32.7128924, 36.5691093 32.7129847, 36.5692461 32.7131206)",,,
24896726,False,شارع 16 تشرين,primary,False,18.726,"LINESTRING (36.5676634 32.7123976, 36.567855 32.7123489)",109,,
24896726,False,شارع 16 تشرين,primary,True,147.983,"LINESTRING (36.5676634 32.7123976, 36.5661664 32.7128273)",109,,
103170803,False,,residential,True,114.78200000000001,"LINESTRING (36.5676634 32.7123976, 36.5676403 32.7127467, 36.5676868 32.7129565, 36.5677861 32.7134182)",,,
104175838,False,,residential,False,53.952,"LINESTRING (36.5656461 32.7093586, 36.5650768 32.7094358)",,,
158252226,True,شارع الرئيس حافظ الأسد,primary,False,133.079,"LINESTRING (36.5656461 32.7093586, 36.5654751 32.7083924, 36.5653922 32.7081838)",110,,
103322019,False,,tertiary,True,51.367,"LINESTRING (36.5653016 32.7080213, 36.5648595 32.7077474)",,,
102658766,True,دوار المشنقة,primary,False,16.813,"LINESTRING (36.5653016 32.7080213, 36.5653245 32.7079747, 36.5653647 32.7079374, 36.5654176 32.7079137)",110,roundabout,
102658765,True,شارع الرئيس حافظ الأسد,primary,False,106.614,"LINESTRING (36.5655942 32.708158, 36.5656522 32.7085165, 36.5656951 32.7091124)",110,,
102658766,True,دوار المشنقة,primary,False,20.276,"LINESTRING (36.5655942 32.708158, 36.5655333 32.7081907, 36.5654619 32.7081998, 36.5653922 32.7081838)",110,roundabout,
102851449,False,,residential,True,83.542,"LINESTRING (36.5655942 32.708158, 36.5657828 32.708273, 36.5663086 32.7083542, 36.5664323 32.7083369)",,,
102658769,False,شارع الرئيس حافظ الأسد,primary,False,18.438,"LINESTRING (36.5652759 32.7057069, 36.5652502 32.7055425)",110,,
102658769,False,شارع الرئيس حافظ الأسد,primary,True,95.769,"LINESTRING (36.5652759 32.7057069, 36.5653336 32.7065668)",110,,
102853329,False,,residential,False,88.388,"LINESTRING (36.5652759 32.7057069, 36.5643569 32.7055229)",,,
102853329,False,,residential,True,96.101,"LINESTRING (36.5652759 32.7057069, 36.5662553 32.7059672)",,,
102658764,True,شارع الرئيس حافظ الأسد,primary,False,33.394,"LINESTRING (36.5653536 32.7071932, 36.5653215 32.7068941)",110,,
