osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref
198291808,Zərifə Əliyeva küçəsi,residential,50,False,True,48.231,"LINESTRING (46.4129437 41.7255303, 46.4133743 41.7258216)",,
198291782,Nərimanov küç.,secondary,,True,False,37.259,"LINESTRING (46.4129437 41.7255303, 46.4128804 41.7255859, 46.4128228 41.7256449, 46.4127745 41.7257, 46.4127013 41.7258105)",,
656323201,,secondary,,True,False,16.781,"LINESTRING (46.412673 41.725845, 46.4126349 41.7258698, 46.4125888 41.7258853, 46.4125387 41.7258903, 46.4124888 41.7258843)",roundabout,
845821334,,tertiary,,True,False,20.6,"LINESTRING (46.412673 41.725845, 46.412639 41.7258951, 46.4126189 41.7259282, 46.4126075 41.7259767, 46.412606 41.7260202)",,
198291791,,living_street,40,False,True,98.256,"LINESTRING (46.414955 41.7252775, 46.4141906 41.7248931, 46.414082 41.7248322, 46.4139994 41.7247608)",,
593493592,Heydər Əliyev pr.,trunk,,False,True,172.781,"LINESTRING (46.4108183 41.7241307, 46.4121161 41.7229157)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,False,187.372,"LINESTRING (46.4108183 41.7241307, 46.4098641 41.725056, 46.4094491 41.7254705)",,M5
650776630,,living_street,40,False,True,135.308,"LINESTRING (46.4108183 41.7241307, 46.4109814 41.7242286, 46.4111384 41.7243338, 46.4120112 41.7249594)",,
656323206,Zərifə Əliyeva küçəsi,tertiary,,False,False,206.603,"LINESTRING (46.4108183 41.7241307, 46.4100199 41.723699, 46.4097017 41.7235337, 46.4087922 41.7230512)",,
198291782,Nərimanov küç.,secondary,,True,False,122.471,"LINESTRING (46.4139994 41.7247608, 46.4138548 41.7248607, 46.4132885 41.7252769, 46.4129437 41.7255303)",,
198291791,,living_street,40,False,False,98.256,"LINESTRING (46.4139994 41.7247608, 46.414082 41.7248322, 46.4141906 41.7248931, 46.414955 41.7252775)",,
198291801,,secondary,,True,False,47.403999999999996,"LINESTRING (46.411908 41.7258082, 46.4120033 41.7258021, 46.4121066 41.725788, 46.412211 41.7257601, 46.4123239 41.725717, 46.4124324 41.7256598)",,
593493596,Məmməd Əsədov küçəsi,secondary,,False,True,82.549,"LINESTRING (46.411908 41.7258082, 46.4118419 41.7258019, 46.410929 41.7256772)",,
289331745,Azadlıq küçəsi,living_street,40,False,True,143.729,"LINESTRING (46.4113488 41.7275437, 46.4128774 41.7281514)",,
198291775,,living_street,40,False,True,154.374,"LINESTRING (46.4113488 41.7275437, 46.4118235 41.7269112, 46.4123218 41.7263619)",,
289331745,Azadlıq küçəsi,living_street,40,False,False,278.92999999999995,"LINESTRING (46.4113488 41.7275437, 46.4093911 41.7270599, 46.4083779 41.7267786, 46.4082724 41.7267329, 46.4081946 41.7266911)",,
198291775,,living_street,40,False,False,44.751999999999995,"LINESTRING (46.412606 41.7260202, 46.4124647 41.7262044, 46.4123218 41.7263619)",,
592842654,Əli Ansuxski küç.,tertiary,,False,False,202.224,"LINESTRING (46.412606 41.7260202, 46.4128428 41.7263295, 46.4132142 41.7268854, 46.413741 41.7275162, 46.4138236 41.7275923)",,Y08-03
845821334,,tertiary,,True,False,18.178,"LINESTRING (46.412606 41.7260202, 46.4125941 41.7259947, 46.4125773 41.7259692, 46.4125451 41.7259302, 46.4125156 41.7259052, 46.4124888 41.7258843)",,
198291783,,secondary,,True,False,47.176,"LINESTRING (46.4124686 41.7258785, 46.411908 41.7258082)",,
656323201,,secondary,,True,False,29.161,"LINESTRING (46.4124686 41.7258785, 46.4124203 41.7258538, 46.4123857 41.7258185, 46.4123688 41.7257767, 46.4123715 41.725733, 46.4123936 41.7256925, 46.4124324 41.7256598)",roundabout,
593493592,Heydər Əliyev pr.,trunk,,False,False,159.766,"LINESTRING (46.4094491 41.7254705, 46.4082861 41.7266155)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,True,187.372,"LINESTRING (46.4094491 41.7254705, 46.4098641 41.725056, 46.4108183 41.7241307)",,M5
593493596,Məmməd Əsədov küçəsi,secondary,,False,False,125.071,"LINESTRING (46.4094491 41.7254705, 46.4095008 41.7254868, 46.4095759 41.7254998, 46.4101584 41.7255796, 46.4107566 41.7256551, 46.410929 41.7256772)",,
593493589,Rafiq Səmədov küç.,secondary,,True,False,113.398,"LINESTRING (46.4082861 41.7266155, 46.4071247 41.7260782)",,Y08-11
593493592,Heydər Əliyev pr.,trunk,,False,False,11.328,"LINESTRING (46.4082861 41.7266155, 46.4081946 41.7266911)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,True,159.766,"LINESTRING (46.4082861 41.7266155, 46.4094491 41.7254705)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,True,58.144,"LINESTRING (46.4064468 41.72776, 46.406993 41.7274325)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,False,85.021,"LINESTRING (46.4064468 41.72776, 46.4062853 41.7278249, 46.4055131 41.7280737)",,M5
846154270,Rüfət Əhmədzadə küçəsi,residential,50,False,False,39.448,"LINESTRING (46.4064468 41.72776, 46.406726 41.7278707, 46.4068664 41.7279267)",,
593493592,Heydər Əliyev pr.,trunk,,False,False,78.758,"LINESTRING (46.4081946 41.7266911, 46.4074819 41.7271588)",,M5
593493592,Heydər Əliyev pr.,trunk,,False,True,11.328,"LINESTRING (46.4081946 41.7266911, 46.4082861 41.7266155)",,M5
289331745,Azadlıq küçəsi,living_street,40,False,True,278.93,"LINESTRING (46.4081946 41.7266911, 46.4082724 41.7267329, 46.4083779 41.7267786, 46.4093911 41.7270599, 46.4113488 41.7275437)",,
282346845,Füzuli küçəsi,tertiary,,False,False,85.788,"LINESTRING (46.4130806 41.7220481, 46.4122571 41.7215818)",,
593493592,Heydər Əliyev pr.,trunk,,False,False,125.358,"LINESTRING (46.4130806 41.7220481, 46.4121161 41.7229157)",,M5
198291774,Heydər Əliyev pr.,trunk,,False,True,187.66199999999998,"LINESTRING (46.4130806 41.7220481, 46.4139487 41.7212063, 46.4144587 41.7207101)",,M5
317921690,Səməd Vurğun küç.,tertiary,,False,False,122.195,"LINESTRING (46.4039976 41.7207334, 46.4039138 41.7208033, 46.4036322 41.7210075, 46.4034828 41.7211419, 46.4031206 41.7216064)",,
655636562,Zərifə Əliyeva küçəsi,tertiary,,False,True,192.313,"LINESTRING (46.4039976 41.7207334, 46.4042377 41.7208547, 46.4057394 41.721572, 46.405939 41.7216772)",,
289173662,Gənclik küç.,living_street,40,False,False,256.22200000000004,"LINESTRING (46.4031206 41.7216064, 46.4039371 41.7217816, 46.4042008 41.7218303, 46.4044315 41.7218984, 46.404664 41.7220198, 46.4048168 41.722174, 46.4052549 41.722563, 46.4055994 41.7228297)",,
317921690,Səməd Vurğun küç.,tertiary,,False,True,122.19500000000002,"LINESTRING (46.4031206 41.7216064, 46.4034828 41.7211419, 46.4036322 41.7210075, 46.4039138 41.7208033, 46.4039976 41.7207334)",,
198291804,Telman Adıgözəlov küç.,secondary,,True,False,97.71499999999999,"LINESTRING (46.4041153 41.7241517, 46.4047643 41.7237172, 46.4048656 41.7236693, 46.4049499 41.7236511, 46.4050477 41.7236542)",,Y08-11
282346845,Füzuli küçəsi,tertiary,,False,False,70.022,"LINESTRING (46.4107454 41.7207199, 46.4100878 41.7203254)",,
282346845,Füzuli küçəsi,tertiary,,False,True,157.961,"LINESTRING (46.4107454 41.7207199, 46.4113024 41.7210176, 46.4117696 41.7213002, 46.4120007 41.7214439, 46.4122571 41.7215818)",,
289084003,Cəlil Məmmədquluzadə küçəsi,living_street,40,False,True,97.09,"LINESTRING (46.4107454 41.7207199, 46.4102118 41.7213039, 46.410104 41.7214494)",,
289084003,Cəlil Məmmədquluzadə küçəsi,living_street,40,False,False,55.962,"LINESTRING (46.4098167 41.7219039, 46.4099032 41.7217382, 46.4100225 41.7215595, 46.410104 41.7214494)",,
289084003,Cəlil Məmmədquluzadə küçəsi,living_street,40,False,True,153.357,"LINESTRING (46.4098167 41.7219039, 46.40971 41.7220425, 46.4094811 41.7222919, 46.4087922 41.7230512)",,
289427609,Axundov küç.,residential,50,False,False,112.06700000000001,"LINESTRING (46.4098167 41.7219039, 46.4094347 41.7216948, 46.4092407 41.721574, 46.4090073 41.7214019, 46.4087966 41.7212469)",,
289427609,Axundov küç.,residential,50,False,True,221.546,"LINESTRING (46.4098167 41.7219039, 46.4115658 41.7226681, 46.4119639 41.7228421, 46.4121161 41.7229157)",,
289172283,Xətai küç.,living_street,40,False,False,120.289,"LINESTRING (46.4132248 41.7207828, 46.4130789 41.7208553, 46.4127487 41.7211345, 46.4122571 41.7215818)",,
282346845,Füzuli küçəsi,tertiary,,False,True,85.788,"LINESTRING (46.4122571 41.7215818, 46.4130806 41.7220481)",,
282346845,Füzuli küçəsi,tertiary,,False,False,157.96099999999998,"LINESTRING (46.4122571 41.7215818, 46.4120007 41.7214439, 46.4117696 41.7213002, 46.4113024 41.7210176, 46.4107454 41.7207199)",,
289172283,Xətai küç.,living_street,40,False,True,120.289,"LINESTRING (46.4122571 41.7215818, 46.4127487 41.7211345, 46.4130789 41.7208553, 46.4132248 41.7207828)",,
289173717,Babək küç.,living_street,40,False,False,179.512,"LINESTRING (46.4067877 41.7211108, 46.406757 41.7213318, 46.406765 41.7213819, 46.4068256 41.7214472, 46.4068964 41.721504, 46.4070904 41.7216172, 46.4071754 41.7216821, 46.4072341 41.7217518, 46.4072907 41.7218263, 46.4073703 41.7220139, 46.4074329 41.7220645, 46.4075026 41.7221026, 46.4076334 41.7221492, 46.4077869 41.7221906, 46.4080248 41.7222309)",,
