osmid,oneway,name,highway,reversed,length,geometry,tunnel,lanes
25451521,False,Rəsul Rza küçəsi,residential,True,41.838,"LINESTRING (49.8382768 40.3731838, 49.8385087 40.3728516)",,
25451643,True,Lev Tolstoy küçəsi,residential,False,42.93,"LINESTRING (49.8382768 40.3731838, 49.83779 40.3730765)",,
521350969,True,,primary,False,26.042,"LINESTRING (49.8330474 40.3751099, 49.8333522 40.3751404)",,
499864218,True,Mirzəağa Əliyev küçəsi,primary,False,157.375,"LINESTRING (49.831214 40.3748927, 49.8314276 40.3749354, 49.8317552 40.3749875, 49.8321069 40.3750274, 49.8330474 40.3751099)",,
"[25449011, 1069369219, 1069369220]",True,Zərgərpalan küç.,residential,False,81.328,"LINESTRING (49.831214 40.3748927, 49.8312678 40.374732, 49.8313177 40.3745829, 49.8314513 40.374184)",building_passage,
25449074,True,Təbriz Xəlilrza oğlu,residential,False,61.31699999999999,"LINESTRING (49.8333522 40.3751404, 49.8333832 40.3750646, 49.8335674 40.3746139)",,
521350969,True,,primary,False,54.342999999999996,"LINESTRING (49.8333522 40.3751404, 49.8335083 40.3751654, 49.8336384 40.375193, 49.8339612 40.3752899)",,
299464089,True,Mirzəağa Əliyev küçəsi,tertiary,False,41.451,"LINESTRING (49.8339612 40.3752899, 49.8344411 40.3753627)",,2
183158725,True,Murtuza Muxtarov küçəsi,residential,False,73.006,"LINESTRING (49.8300728 40.3746115, 49.83028 40.3739742)",,
499864218,True,Mirzəağa Əliyev küçəsi,primary,False,101.608,"LINESTRING (49.8300728 40.3746115, 49.830545 40.374732, 49.8306009 40.3747462, 49.8308516 40.3748058, 49.831214 40.3748927)",,
25451521,False,Rəsul Rza küçəsi,residential,False,41.838,"LINESTRING (49.8385087 40.3728516, 49.8382768 40.3731838)",,
25451530,False,İslam Səfərli küçəsi,residential,True,48.55,"LINESTRING (49.8354215 40.3716506, 49.8355992 40.3712355)",,
153876706,True,Nizami küçəsi,residential,False,54.846,"LINESTRING (49.8354215 40.3716506, 49.8348047 40.3715007)",,
360892174,True,İslam Səfərli küçəsi,residential,False,53.934,"LINESTRING (49.8354215 40.3716506, 49.8352356 40.3721145)",,
153876706,True,Nizami küçəsi,residential,False,89.91199999999999,"LINESTRING (49.8348047 40.3715007, 49.8339227 40.3712946, 49.8338719 40.3712827, 49.83379 40.3712636)",,
771232864,True,Azərbaycan prospekti,primary,False,53.798,"LINESTRING (49.83379 40.3712636, 49.8335804 40.3717203)",,
25451530,False,İslam Səfərli küçəsi,residential,False,48.55,"LINESTRING (49.8355992 40.3712355, 49.8354215 40.3716506)",,
25451592,True,Mirzə İbrahimov küçəsi,residential,False,51.855,"LINESTRING (49.8359928 40.3717976, 49.8357915 40.372238)",,
153876706,True,Nizami küçəsi,residential,False,51.083,"LINESTRING (49.8359928 40.3717976, 49.8354215 40.3716506)",,
775005916,True,Azərbaycan prospekti,primary,False,38.074,"LINESTRING (49.8333722 40.372181, 49.8332238 40.3725042)",,
"[175033441, 319502484, 319502485]",True,Lev Tolstoy küçəsi,residential,False,111.473,"LINESTRING (49.8333722 40.372181, 49.83327 40.3721567, 49.8332309 40.3721474, 49.8330833 40.3721147, 49.8330307 40.3721055, 49.8321086 40.3719016)",building_passage,
25451643,True,Lev Tolstoy küçəsi,residential,False,56.168,"LINESTRING (49.83779 40.3730765, 49.8371438 40.3729634)",,
"[153876706, 25451682]",True,Nizami küçəsi,residential,False,246.803,"LINESTRING (49.83779 40.3730765, 49.8377757 40.3727841, 49.8377288 40.3723394, 49.8377222 40.3722529, 49.8370013 40.3720742, 49.8368817 40.372041, 49.8359928 40.3717976)",,
25451699,True,Süleyman Tağızadə küç.,residential,False,113.69,"LINESTRING (49.8309638 40.3711052, 49.8322474 40.3714036)",,
25451592,True,Mirzə İbrahimov küçəsi,residential,False,46.862,"LINESTRING (49.8357915 40.372238, 49.835613 40.3726369)",,
327766102,False,Süleyman Tağızadə küçəsi,residential,True,49.054,"LINESTRING (49.8357915 40.372238, 49.8352356 40.3721145)",,
25451699,True,Süleyman Tağızadə küç.,residential,False,118.289,"LINESTRING (49.8322474 40.3714036, 49.8332465 40.371641, 49.8334783 40.371696, 49.8335804 40.3717203)",,
771232864,True,Azərbaycan prospekti,primary,False,54.179,"LINESTRING (49.8335804 40.3717203, 49.8333722 40.372181)",,
327766100,True,Təbriz Xəlilrza oğlu,residential,False,55.095,"LINESTRING (49.8346127 40.3719741, 49.8348047 40.3715007)",,
327766102,False,Süleyman Tağızadə küçəsi,residential,False,55.03,"LINESTRING (49.8346127 40.3719741, 49.8352356 40.3721145)",,
327766102,False,Süleyman Tağızadə küçəsi,residential,False,49.054,"LINESTRING (49.8352356 40.3721145, 49.8357915 40.372238)",,
327766102,False,Süleyman Tağızadə küçəsi,residential,True,55.03,"LINESTRING (49.8352356 40.3721145, 49.8346127 40.3719741)",,
360892174,True,İslam Səfərli küçəsi,residential,False,46.75,"LINESTRING (49.8352356 40.3721145, 49.8350744 40.3725166)",,
25451592,True,Mirzə İbrahimov küçəsi,residential,False,51.763,"LINESTRING (49.835613 40.3726369, 49.8354112 40.3730763)",,
25451643,True,Lev Tolstoy küçəsi,residential,False,47.547,"LINESTRING (49.835613 40.3726369, 49.8350744 40.3725166)",,
25451643,True,Lev Tolstoy küçəsi,residential,False,53.928,"LINESTRING (49.8350744 40.3725166, 49.8344571 40.3723981)",,
360892174,True,İslam Səfərli küçəsi,residential,False,48.991,"LINESTRING (49.8350744 40.3725166, 49.8349056 40.372938)",,
25449074,True,Təbriz Xəlilrza oğlu,residential,False,48.955,"LINESTRING (49.8344571 40.3723981, 49.8346127 40.3719741)",,
25451643,True,Lev Tolstoy küçəsi,residential,False,95.024,"LINESTRING (49.8344571 40.3723981, 49.8335022 40.372207, 49.8334022 40.372187, 49.8333722 40.372181)",,
775005916,True,Azərbaycan prospekti,primary,False,49.376,"LINESTRING (49.8332238 40.3725042, 49.8330473 40.3729274)",,
25451738,True,Həzi Aslanov küç.,residential,False,108.563,"LINESTRING (49.8308029 40.3719159, 49.8320288 40.3722004)",,
183158725,True,Murtuza Muxtarov küçəsi,residential,False,29.586,"LINESTRING (49.8308029 40.3719159, 49.830863 40.3716538)",,
25449011,True,Zərgərpalan küç.,residential,False,33.906,"LINESTRING (49.8320288 40.3722004, 49.8321086 40.3719016)",,
"[25451738, 319502483, 319502482]",True,Həzi Aslanov küç.,residential,False,106.72,"LINESTRING (49.8320288 40.3722004, 49.8328941 40.3724204, 49.8329394 40.3724317, 49.8330861 40.3724688, 49.8331323 40.3724807, 49.8332238 40.3725042)",building_passage,
25451592,True,Mirzə İbrahimov küçəsi,residential,False,46.487,"LINESTRING (49.8354112 40.3730763, 49.8352349 40.3734722)",,
328553271,True,Həzi Aslanov küç.,residential,False,45.508,"LINESTRING (49.8354112 40.3730763, 49.8349056 40.372938)",,
328553271,True,Həzi Aslanov küç.,residential,False,53.806,"LINESTRING (49.8349056 40.372938, 49.8343033 40.3727844)",,
360892174,True,İslam Səfərli küçəsi,residential,False,48.621,"LINESTRING (49.8349056 40.372938, 49.834738 40.3733562)",,
25449074,True,Təbriz Xəlilrza oğlu,residential,False,44.887,"LINESTRING (49.8343033 40.3727844, 49.8344571 40.3723981)",,
328553271,True,Həzi Aslanov küç.,residential,False,96.61,"LINESTRING (49.8343033 40.3727844, 49.8332965 40.3725231, 49.8332644 40.3725147, 49.8332238 40.3725042)",,
319502480,False,Əlövsət Quliyev küçəsi,residential,True,125.582,"LINESTRING (49.8292812 40.3719992, 49.8306933 40.3723429)",,
521350966,True,Mirzə Fətəli Axundov küçəsi,residential,False,59.576,"LINESTRING (49.8292812 40.3719992, 49.8294136 40.371473)",,
183158725,True,Murtuza Muxtarov küçəsi,residential,False,57.81,"LINESTRING (49.8305543 40.3728519, 49.8306933 40.3723429)",,
667702403,True,Bəşir Səfəroğlu,residential,False,106.058,"LINESTRING (49.8305543 40.3728519, 49.8317523 40.3731289)",,
25449011,True,Zərgərpalan küç.,residential,False,54.878,"LINESTRING (49.8317523 40.3731289, 49.831879 40.3726449)",,
667702403,True,Bəşir Səfəroğlu,residential,False,97.497,"LINESTRING (49.8317523 40.3731289, 49.8325043 40.3733172, 49.8327404 40.3733804, 49.8328433 40.373408)",,
25449074,True,Təbriz Xəlilrza oğlu,residential,False,52.689,"LINESTRING (49.8339633 40.3736526, 49.8341392 40.3731981)",,
667702403,True,Bəşir Səfəroğlu,residential,False,53.599,"LINESTRING (49.8339633 40.3736526, 49.8345729 40.3737817)",,
360892174,True,İslam Səfərli küçəsi,residential,False,53.938,"LINESTRING (49.8345729 40.3737817, 49.834383 40.3742447)",,
667702403,True,Bəşir Səfəroğlu,residential,False,42.654,"LINESTRING (49.8345729 40.3737817, 49.8350589 40.373882)",,
25451592,True,Mirzə İbrahimov küçəsi,residential,False,53.412,"LINESTRING (49.8350589 40.373882, 49.8348615 40.3743382)",,
