osmid,oneway,highway,reversed,length,junction,geometry,name,maxspeed
1216103667,True,secondary,False,23.327,,"LINESTRING (49.7281367 40.3216502, 49.7282238 40.3218492)",,
1216103668,True,secondary,False,3.884,,"LINESTRING (49.7281793 40.3218409, 49.7282238 40.3218492)",,
361436697,True,secondary,False,7.691000000000001,roundabout,"LINESTRING (49.7281793 40.3218409, 49.7282005 40.3218471, 49.7282185 40.3218575, 49.728232 40.3218715, 49.7282398 40.3218877)",,
361436697,True,secondary,False,1.916,roundabout,"LINESTRING (49.7282398 40.3218877, 49.7282412 40.3219049)",,
1216103667,True,secondary,False,27.655,,"LINESTRING (49.7280821 40.3218954, 49.7281367 40.3216502)",,
361436697,True,secondary,False,11.558,roundabout,"LINESTRING (49.7280821 40.3218954, 49.7280871 40.3218785, 49.7280982 40.3218633, 49.7281144 40.3218512, 49.7281344 40.3218431, 49.7281566 40.3218395, 49.7281793 40.3218409)",,
1216103668,True,secondary,False,23.362,,"LINESTRING (49.7284997 40.3219048, 49.7282305 40.3219497)",,
361436685,False,secondary,True,131.793,,"LINESTRING (49.7284997 40.3219048, 49.7290534 40.3219111, 49.729461 40.3219157, 49.7300541 40.3219224)",28 May küç.,60
361622961,True,tertiary,False,5.063,,"LINESTRING (49.7282412 40.3219049, 49.7282305 40.3219497)",Nəriman Nərimanov,
361436697,True,secondary,False,7.710999999999999,roundabout,"LINESTRING (49.7282412 40.3219049, 49.7282363 40.3219219, 49.7282253 40.321937, 49.7282091 40.3219492, 49.7281891 40.3219574)",,
361436685,False,secondary,False,17.738,,"LINESTRING (49.7305209 40.3219281, 49.7303117 40.3219255)",28 May küç.,60
361436685,False,secondary,True,143.12,,"LINESTRING (49.7305209 40.3219281, 49.7309652 40.3219329, 49.7310602 40.321934, 49.7312101 40.3219357, 49.7318047 40.3219425, 49.7322089 40.3219471)",28 May küç.,60
361436697,True,secondary,False,13.504999999999999,roundabout,"LINESTRING (49.7281891 40.3219574, 49.7281668 40.321961, 49.7281441 40.3219597, 49.7281229 40.3219535, 49.7281047 40.321943, 49.7280913 40.321929, 49.7280835 40.3219127, 49.7280821 40.3218954)",,
593799916,True,tertiary,False,67.734,,"LINESTRING (49.7271606 40.3256123, 49.7271911 40.3250036)",Seymur Orucov,
361436701,False,residential,False,145.79299999999998,,"LINESTRING (49.7271606 40.3256123, 49.7277634 40.3256177, 49.7279513 40.3256213, 49.7280317 40.3256275, 49.7280989 40.3256518, 49.7281394 40.3256837, 49.7281512 40.3257266, 49.7281324 40.3262281)",,50
361436694,False,residential,True,45.295,,"LINESTRING (49.7271314 40.3261999, 49.7271123 40.3265359, 49.7271095 40.3266069)",Seymur Orucov küç.,50
593799916,True,tertiary,False,65.38499999999999,,"LINESTRING (49.7271314 40.3261999, 49.7271568 40.3256872, 49.7271606 40.3256123)",Seymur Orucov,
361436688,True,tertiary,False,84.91499999999999,,"LINESTRING (49.7281324 40.3262281, 49.7277259 40.3262168, 49.7271314 40.3261999)",Musəvi,
361436701,False,residential,True,145.79299999999998,,"LINESTRING (49.7281324 40.3262281, 49.7281512 40.3257266, 49.7281394 40.3256837, 49.7280989 40.3256518, 49.7280317 40.3256275, 49.7279513 40.3256213, 49.7277634 40.3256177, 49.7271606 40.3256123)",,50
361436688,True,tertiary,False,59.120999999999995,,"LINESTRING (49.7288294 40.3262462, 49.7284963 40.3262362, 49.7281324 40.3262281)",Musəvi,
361724410,False,residential,True,196.7,,"LINESTRING (49.7288294 40.3262462, 49.7288243 40.3265216, 49.7288219 40.3266506, 49.7288279 40.3267887, 49.7288381 40.3270246, 49.7288393 40.3271216, 49.7288391 40.327203, 49.7288362 40.3272888, 49.7288217 40.3275863, 49.7287898 40.328014)",Nizami küç.,50
593799914,False,residential,False,23.879,,"LINESTRING (49.7295873 40.3262477, 49.7296646 40.3264542)",Nizami küç.,50
361436688,True,tertiary,False,64.60300000000001,,"LINESTRING (49.7295873 40.3262477, 49.7295204 40.3262634, 49.7294667 40.3262685, 49.7288294 40.3262462)",Musəvi,
593799914,False,residential,True,23.879,,"LINESTRING (49.7296646 40.3264542, 49.7295873 40.3262477)",Nizami küç.,50
361724404,False,living_street,True,205.736,,"LINESTRING (49.7296646 40.3264542, 49.7297833 40.3264565, 49.7304948 40.3264723, 49.7306681 40.3264585, 49.7311059 40.3263627, 49.731178 40.3263554, 49.7312425 40.3263579, 49.7312914 40.3263748, 49.7313657 40.3264263, 49.731406 40.326473, 49.7314238 40.326517, 49.7314333 40.3267054, 49.7314516 40.3267419, 49.7314831 40.3267623, 49.7316773 40.3268036)",,40
593799914,False,residential,False,37.42,,"LINESTRING (49.7296646 40.3264542, 49.7297122 40.3265384, 49.7297583 40.3265815, 49.7298811 40.3266693, 49.7299334 40.3267153)",Nizami küç.,50
361436694,False,residential,False,45.295,,"LINESTRING (49.7271095 40.3266069, 49.7271123 40.3265359, 49.7271314 40.3261999)",Seymur Orucov küç.,50
361436694,False,residential,True,151.437,,"LINESTRING (49.7271095 40.3266069, 49.7271009 40.3268217, 49.7270892 40.327113, 49.7270778 40.3273982, 49.7270677 40.3276484, 49.7270523 40.3279681)",Seymur Orucov küç.,50
361436690,False,residential,False,119.24799999999999,,"LINESTRING (49.731144 40.3278307, 49.731127 40.3279105, 49.7309371 40.3285874, 49.7309128 40.3286239, 49.7308616 40.3286641, 49.7307962 40.3286829, 49.7306006 40.3286848)",Cavanşir Qəhrəmanov küç.,50
361436690,False,residential,True,79.076,,"LINESTRING (49.731144 40.3278307, 49.731479 40.3278396, 49.7316796 40.327841, 49.7317859 40.3278398, 49.7319464 40.3278297, 49.7320081 40.3278287, 49.7320742 40.3278407)",Cavanşir Qəhrəmanov küç.,50
593799914,False,residential,True,66.635,,"LINESTRING (49.731144 40.3278307, 49.7311697 40.3276477, 49.731169 40.3275694, 49.7311538 40.3275291, 49.7311179 40.3274959, 49.7310694 40.3274719, 49.7309731 40.3274477, 49.7308061 40.3274187)",Nizami küç.,50
361724404,False,living_street,False,14.961,,"LINESTRING (49.7320742 40.3278407, 49.7320697 40.3277062)",,40
361436690,False,residential,False,79.076,,"LINESTRING (49.7320742 40.3278407, 49.7320081 40.3278287, 49.7319464 40.3278297, 49.7317859 40.3278398, 49.7316796 40.327841, 49.731479 40.3278396, 49.731144 40.3278307)",Cavanşir Qəhrəmanov küç.,50
361436690,False,residential,True,24.719,,"LINESTRING (49.7320742 40.3278407, 49.7321194 40.3278573, 49.7321463 40.3278747, 49.7322385 40.3279306, 49.7322736 40.3279483, 49.7323156 40.3279631)",Cavanşir Qəhrəmanov küç.,50
361436690,False,residential,False,24.719,,"LINESTRING (49.7323156 40.3279631, 49.7322736 40.3279483, 49.7322385 40.3279306, 49.7321463 40.3278747, 49.7321194 40.3278573, 49.7320742 40.3278407)",Cavanşir Qəhrəmanov küç.,50
361436690,False,residential,True,52.34,,"LINESTRING (49.7323156 40.3279631, 49.7323823 40.327978, 49.7324872 40.3279938, 49.7329249 40.3280349)",Cavanşir Qəhrəmanov küç.,50
361740822,False,living_street,False,25.811,,"LINESTRING (49.7323156 40.3279631, 49.7322214 40.3281272, 49.7322129 40.3281798)",,40
361436694,False,residential,False,151.437,,"LINESTRING (49.7270523 40.3279681, 49.7270677 40.3276484, 49.7270778 40.3273982, 49.7270892 40.327113, 49.7271009 40.3268217, 49.7271095 40.3266069)",Seymur Orucov küç.,50
361436694,False,residential,True,127.951,,"LINESTRING (49.7270523 40.3279681, 49.7270446 40.3282357, 49.7270265 40.3287038, 49.7270196 40.3288808, 49.7270149 40.3290014, 49.7270088 40.3291183)",Seymur Orucov küç.,50
361436695,False,residential,False,150.862,,"LINESTRING (49.7270523 40.3279681, 49.7263632 40.3279503, 49.7258282 40.3279364, 49.7257803 40.3279347, 49.7255519 40.3279261, 49.7252741 40.3279143)",,50
