osmid,name,highway,oneway,reversed,length,junction,geometry,maxspeed
213146995,زاینده رود,unclassified,False,True,31.349,,"LINESTRING (51.5584033 32.472573, 51.5581496 32.4727565)",
212984849,میدان امام خمینی,secondary,True,False,26.700000000000003,roundabout,"LINESTRING (51.5584033 32.472573, 51.558339 32.472496, 51.5583175 32.4723512)",
212984849,میدان امام خمینی,secondary,True,False,13.684,roundabout,"LINESTRING (51.5591919 32.4724372, 51.5590716 32.4725068)",
212984849,میدان امام خمینی,secondary,True,False,18.16,roundabout,"LINESTRING (51.5583175 32.4723512, 51.5583889 32.4721994)",
212984849,میدان امام خمینی,secondary,True,False,46.447,roundabout,"LINESTRING (51.5590716 32.4725068, 51.5590042 32.4725458, 51.5588352 32.4725933, 51.5586018 32.4726182)",
212984849,میدان امام خمینی,secondary,True,False,27.072000000000003,roundabout,"LINESTRING (51.5583889 32.4721994, 51.5584732 32.4721226, 51.5585053 32.4720933, 51.5586118 32.472052)",
213147000,شهید چمران,secondary,True,False,194.461,,"LINESTRING (51.5583889 32.4721994, 51.5583495 32.4720208, 51.5581411 32.4717377, 51.5573172 32.4707182)",
212984849,میدان امام خمینی,secondary,True,False,39.869,roundabout,"LINESTRING (51.5594333 32.4721566, 51.5594038 32.4722447, 51.5593528 32.4723241, 51.5591919 32.4724372)",
954792415,رجایی شمالی,tertiary,True,False,39.898,,"LINESTRING (51.5594333 32.4721566, 51.5596136 32.4721659, 51.5598499 32.4721124)",
212984849,میدان امام خمینی,secondary,True,False,19.288,roundabout,"LINESTRING (51.5586018 32.4726182, 51.5584033 32.472573)",
213146995,زاینده رود,unclassified,False,False,31.349,,"LINESTRING (51.5581496 32.4727565, 51.5584033 32.472573)",
213146994,خیابان شهدایی پاوا,secondary,False,False,5.489,,"LINESTRING (51.5574429 32.4689342, 51.5574958 32.4689131)",
213146994,خیابان شهدایی پاوا,secondary,False,True,31.516,,"LINESTRING (51.5574429 32.4689342, 51.5571345 32.4690466)",
733681686,شهریار,residential,False,True,93.85300000000001,,"LINESTRING (51.5574429 32.4689342, 51.5575055 32.4690973, 51.5578815 32.4696904)",
213146999,میدان پنچ تن (پاوا),secondary,True,False,8.995,roundabout,"LINESTRING (51.5563238 32.4692674, 51.5563654 32.469284, 51.55639 32.4693071, 51.5563962 32.4693168)",30
213146994,خیابان شهدایی پاوا,secondary,False,False,24.744,,"LINESTRING (51.5563962 32.4693168, 51.5566382 32.4692283)",
213146999,میدان پنچ تن (پاوا),secondary,True,False,7.011,roundabout,"LINESTRING (51.5563962 32.4693168, 51.5564053 32.4693465, 51.5564013 32.4693787)",30
212984849,میدان امام خمینی,secondary,True,False,42.727000000000004,roundabout,"LINESTRING (51.5586118 32.472052, 51.5587735 32.4719892, 51.5590149 32.4719213, 51.5590377 32.4719188)",
213146996,شهید چمران,secondary,True,False,100.585,,"LINESTRING (51.5564013 32.4693787, 51.5564344 32.4694773, 51.5569757 32.4701367)",
213146999,میدان پنچ تن (پاوا),secondary,True,False,16.923,roundabout,"LINESTRING (51.5564013 32.4693787, 51.556385 32.4694063, 51.5563657 32.469423, 51.5563337 32.4694375, 51.5563212 32.4694403, 51.5562848 32.4694409, 51.5562559 32.4694326)",30
213146999,میدان پنچ تن (پاوا),secondary,True,False,14.363999999999999,roundabout,"LINESTRING (51.5562015 32.4693257, 51.5562188 32.4692987, 51.5562501 32.4692763, 51.5562871 32.469266, 51.5563238 32.4692674)",30
213147332,شهید چمران,secondary,True,False,67.401,,"LINESTRING (51.5562015 32.4693257, 51.5559838 32.4691062, 51.5558559 32.468805)",
213147328,شهید چمران,secondary,True,False,39.72,,"LINESTRING (51.5553713 32.4673128, 51.5555147 32.4676489)",
733681663,احسان,residential,False,False,176.002,,"LINESTRING (51.5553713 32.4673128, 51.5571328 32.4667682)",
213147332,شهید چمران,secondary,True,False,56.093,,"LINESTRING (51.5558559 32.468805, 51.5556603 32.4683283)",
733681675,شهید نصراله قاسمی,residential,False,False,240.84799999999998,,"LINESTRING (51.5558559 32.468805, 51.5557569 32.4688034, 51.5555201 32.4688092, 51.5552751 32.4688629, 51.554914 32.4689904, 51.5544965 32.4691047, 51.5544798 32.4692298, 51.554663 32.4696448, 51.554476 32.4697183, 51.5545494 32.4699353)",
213146999,میدان پنچ تن (پاوا),secondary,True,False,3.781,roundabout,"LINESTRING (51.5562221 32.4694117, 51.5562033 32.4693855, 51.5562025 32.4693822)",30
733681682,شهید احمدرضایی,residential,False,False,58.37,,"LINESTRING (51.5562221 32.4694117, 51.5561059 32.4697033, 51.5560633 32.4699176)",
213152382,خیابان شهید بهشتی,secondary,False,False,19.277,,"LINESTRING (51.558011 32.4656801, 51.557936 32.4655187)",
213152382,خیابان شهید بهشتی,secondary,False,True,53.482,,"LINESTRING (51.558011 32.4656801, 51.5580934 32.4658856, 51.5582583 32.46611)",
733681681,,residential,False,False,63.702,,"LINESTRING (51.558011 32.4656801, 51.5578638 32.4656601, 51.557664 32.4656926, 51.5574911 32.4659262)",
