osmid,highway,junction,oneway,reversed,length,geometry,name
200825662,secondary,roundabout,True,False,10.804,"LINESTRING (49.9053779 36.889072, 49.9053479 36.889048, 49.9053347 36.8890183, 49.9053347 36.8889866)",
200825662,secondary,roundabout,True,False,17.632,"LINESTRING (49.9053347 36.8889866, 49.9053479 36.8889569, 49.9053779 36.8889339, 49.905415 36.8889233, 49.9054534 36.8889233, 49.9054906 36.8889339)",
885616970,secondary,,True,False,68.657,"LINESTRING (49.9053347 36.8889866, 49.9051967 36.8887684, 49.9050812 36.8884071)",
200825662,secondary,roundabout,True,False,7.2010000000000005,"LINESTRING (49.9054906 36.8889339, 49.9055206 36.8889569, 49.9055338 36.8889866)",
200825662,secondary,roundabout,True,False,21.235,"LINESTRING (49.9055338 36.8889866, 49.9055338 36.8890183, 49.9055206 36.889048, 49.9054906 36.889072, 49.9054534 36.8890826, 49.905415 36.8890826, 49.9053779 36.889072)",
200825667,secondary,,True,False,35.385000000000005,"LINESTRING (49.9055338 36.8889866, 49.9056292 36.8891244, 49.9056883 36.889278)",سیاهکل-دیلمان
200825665,secondary,,True,False,36.062,"LINESTRING (49.9056883 36.889278, 49.9054683 36.8891524, 49.9053779 36.889072)",سیاهکل-دیلمان
292728111,tertiary,,False,False,57.643,"LINESTRING (49.9040121 36.8906472, 49.9037607 36.8904567, 49.9036199 36.8903548, 49.9035609 36.8902787)",
329741463,residential,,False,True,86.607,"LINESTRING (49.9045998 36.8853702, 49.903661 36.8855771)",
885616976,secondary,,False,True,52.396,"LINESTRING (49.9045998 36.8853702, 49.9047843 36.8858177)",
329741463,residential,,False,False,86.607,"LINESTRING (49.903661 36.8855771, 49.9045998 36.8853702)",
329741464,residential,,False,False,85.15100000000001,"LINESTRING (49.9039065 36.8861912, 49.9047189 36.8860474, 49.9047642 36.8860377, 49.9048204 36.8859939)",
329741465,unclassified,,False,False,10.474,"LINESTRING (49.9049989 36.8875739, 49.9051161 36.8875832)",
329741465,unclassified,,False,True,1399.6290000000008,"LINESTRING (49.9049989 36.8875739, 49.9048451 36.8875643, 49.9046735 36.8876015, 49.9043555 36.8876091, 49.90411 36.8876884, 49.9039865 36.8877293, 49.9038393 36.8876955, 49.9037566 36.8876305, 49.9035182 36.8873921, 49.9034756 36.8873206, 49.9034415 36.8872184, 49.9034032 36.8869664, 49.9033479 36.8867553, 49.903284 36.886568, 49.9031094 36.886299, 49.902854 36.885955, 49.9028029 36.8858767, 49.9028114 36.885795, 49.9028369 36.8855668, 49.9028199 36.8852671, 49.9027433 36.8849742, 49.9026326 36.8845928, 49.9025176 36.8843136, 49.9023984 36.8840922, 49.9022536 36.8839526, 49.9020535 36.8838606, 49.9018576 36.8838402, 49.9015128 36.8837108, 49.9011594 36.8835712, 49.9009082 36.8834315, 49.9006868 36.8833498, 49.900424 36.8832657, 49.9003476 36.8832518, 49.9002685 36.8832518, 49.9001196 36.8832732, 49.899952 36.883285, 49.8997454 36.8832764, 49.8996851 36.8832743, 49.8996462 36.8832904, 49.8996194 36.8833279, 49.8996221 36.8833741, 49.8996556 36.8834266, 49.8998004 36.8836261, 49.9000217 36.88389, 49.9001545 36.8840466, 49.9003047 36.8842869, 49.9004468 36.8845551, 49.9005581 36.88476, 49.9006869 36.8849541, 49.9007539 36.8851075, 49.9008143 36.885322, 49.9008545 36.885439, 49.9009028 36.8855194, 49.9010262 36.8856642, 49.9011978 36.8858573, 49.9014433 36.8861298, 49.9015331 36.8862102, 49.9016136 36.8862574, 49.9017584 36.8863067, 49.9019006 36.886369, 49.9019609 36.8864097, 49.9020132 36.8864655, 49.9020575 36.8865449, 49.902091 36.8867573, 49.9021232 36.8870758, 49.9021621 36.8873923, 49.902197 36.8877677, 49.9022439 36.8879533)",
885616970,secondary,,True,False,177.294,"LINESTRING (49.9049989 36.8875739, 49.9050199 36.8872541, 49.9050182 36.8868894, 49.9049467 36.8865334, 49.9048556 36.8861657, 49.9048204 36.8859939)",
678867719,unclassified,,False,False,119.48500000000001,"LINESTRING (49.9021919 36.8890096, 49.9022443 36.8889258, 49.9022815 36.8887893, 49.9023034 36.8886245, 49.9023136 36.8884299, 49.9022984 36.888292, 49.9022663 36.8881339, 49.9022494 36.8880677, 49.9022439 36.8879533)",
292728111,tertiary,,False,False,93.137,"LINESTRING (49.9035609 36.8902787, 49.9035448 36.890209, 49.9034925 36.8900996, 49.9034938 36.8900074, 49.9036346 36.8898947, 49.9037252 36.8898089, 49.9037915 36.8897166, 49.903853 36.8896231, 49.9038747 36.8895515)",
292728111,tertiary,,False,True,57.643,"LINESTRING (49.9035609 36.8902787, 49.9036199 36.8903548, 49.9037607 36.8904567, 49.9040121 36.8906472)",
329741465,unclassified,,False,False,242.37199999999999,"LINESTRING (49.9035609 36.8902787, 49.9034764 36.8902132, 49.9033919 36.8901543, 49.9032967 36.8900845, 49.9031907 36.8899998, 49.9030875 36.8899118, 49.9030204 36.88984, 49.9030057 36.8897713, 49.9029936 36.8897188, 49.902944 36.8896716, 49.9029332 36.8896373, 49.9029547 36.8895579, 49.9029668 36.8894935, 49.9029627 36.8893015, 49.902948 36.8890784, 49.9029225 36.889013, 49.9028045 36.8888628, 49.9026516 36.8885968, 49.9025282 36.8883759)",
292728111,tertiary,,False,False,182.68900000000002,"LINESTRING (49.9038747 36.8895515, 49.9039257 36.8894914, 49.9039686 36.8894109, 49.9039967 36.889308, 49.9040195 36.8892254, 49.9040665 36.889161, 49.904151 36.8890827, 49.9042086 36.8889755, 49.9042757 36.8888467, 49.9043441 36.8887041, 49.9044138 36.8886247, 49.9045064 36.8885239, 49.9046217 36.8884681, 49.9049741 36.8883995, 49.9050812 36.8884071)",
