osmid,oneway,highway,maxspeed,reversed,length,ref,name,geometry,junction,lanes
443438002,True,residential,20,False,39.015,,,"LINESTRING (49.6816564 34.507149, 49.6814196 34.5068574)",,
392455325,True,primary,50,False,47.166,47,شهید فهمیده,"LINESTRING (49.6816564 34.507149, 49.6817529 34.5070473, 49.6818709 34.5069589, 49.6820265 34.5068572)",,
392455325,True,primary,50,False,51.103,47,شهید فهمیده,"LINESTRING (49.6820265 34.5068572, 49.6821579 34.5067887, 49.6823162 34.5067224, 49.6825227 34.5066495)",,
341367171,False,residential,20,True,81.304,,,"LINESTRING (49.6854428 34.5051797, 49.6848016 34.5046743)",,
699183431,True,primary,50,False,306.95199999999994,47,شهید چمران,"LINESTRING (49.6854428 34.5051797, 49.6860937 34.5045222, 49.6861593 34.5044359, 49.686311 34.5042365, 49.6864559 34.5039845, 49.6865755 34.5036923, 49.6867004 34.5033718, 49.6868146 34.5030145, 49.6869096 34.5027442)",,
341367170,False,secondary,40,True,24.991,,خیابان بخشداری,"LINESTRING (49.6869096 34.5027442, 49.6866433 34.5026957)",,
699183431,True,primary,50,False,61.791,47,شهید چمران,"LINESTRING (49.6869096 34.5027442, 49.6869287 34.5026083, 49.6869305 34.5024678, 49.6869298 34.5023732, 49.6869025 34.5021908)",,
443404150,False,tertiary,30,True,63.71,,فتحعلی واشقانی,"LINESTRING (49.6869025 34.5033076, 49.687463 34.5036466)",,
699183432,True,primary,50,False,70.72200000000001,47,شهید چمران,"LINESTRING (49.6869025 34.5033076, 49.6867579 34.5036964, 49.6866667 34.5039131)",,
341367164,False,tertiary,30,False,47.262,,ولایت,"LINESTRING (49.6862322 34.5046204, 49.6866071 34.5049123)",,
699183432,True,primary,50,False,199.754,47,شهید چمران,"LINESTRING (49.6862322 34.5046204, 49.6857021 34.5051748, 49.6851483 34.505685, 49.6848103 34.5059805)",,
341367162,False,tertiary,30,False,45.224,,فتحعلی واشقانی,"LINESTRING (49.6887534 34.5044464, 49.6891453 34.5046936)",,
341367159,True,tertiary,20,False,24.945,,میدان مادر,"LINESTRING (49.6887534 34.5044464, 49.6886984 34.5044794, 49.6886334 34.5044962, 49.6885654 34.5044948, 49.6885015 34.5044755)",roundabout,
443404150,False,tertiary,30,False,48.156,,فتحعلی واشقانی,"LINESTRING (49.6884297 34.5042312, 49.688006 34.503975)",,
341367159,True,tertiary,20,False,31.82,,میدان مادر,"LINESTRING (49.6884297 34.5042312, 49.6884769 34.5041892, 49.6885382 34.5041623, 49.6886068 34.5041534, 49.6886751 34.5041636, 49.6887357 34.5041916)",roundabout,
341367163,False,residential,20,False,54.844,,غدیر ۷,"LINESTRING (49.6885015 34.5044755, 49.6881323 34.5048637)",,
341367159,True,tertiary,20,False,31.186999999999998,,میدان مادر,"LINESTRING (49.6885015 34.5044755, 49.6884485 34.5044402, 49.6884121 34.5043929, 49.6883961 34.5043383, 49.6884021 34.5042825, 49.6884297 34.5042312)",roundabout,
341367160,False,residential,20,True,21.675,,پامچال,"LINESTRING (49.6887357 34.5041916, 49.6888869 34.5040417)",,
341367159,True,tertiary,20,False,31.813,,میدان مادر,"LINESTRING (49.6887357 34.5041916, 49.6887817 34.5042345, 49.6888082 34.5042874, 49.6888122 34.5043445, 49.6887932 34.5043995, 49.6887534 34.5044464)",roundabout,
341367160,False,residential,20,False,69.686,,پامچال,"LINESTRING (49.6893722 34.5035592, 49.6888869 34.5040417)",,
1019997819,True,primary,50,False,131.555,,قائم مقام,"LINESTRING (49.6893722 34.5035592, 49.6882347 34.5028374)",,3
341367163,False,residential,20,True,100.339,,غدیر ۷,"LINESTRING (49.6874574 34.5055743, 49.6881323 34.5048637)",,
341367164,False,tertiary,30,False,51.911,,ولایت,"LINESTRING (49.6874574 34.5055743, 49.6878692 34.5058949)",,
341367164,False,tertiary,30,True,57.879,,ولایت,"LINESTRING (49.6874574 34.5055743, 49.6869983 34.5052168)",,
443405719,False,residential,20,True,155.461,,غدیر ۳,"LINESTRING (49.6874574 34.5055743, 49.6862647 34.5065686)",,
341367164,False,tertiary,30,True,17.79,,ولایت,"LINESTRING (49.6887122 34.5065512, 49.6885711 34.5064413)",,
863226076,False,tertiary,30,False,298.79,,دانشجو,"LINESTRING (49.6887122 34.5065512, 49.6867588 34.5082056, 49.6864463 34.5084834)",,
443405719,False,residential,20,False,174.453,,غدیر ۳,"LINESTRING (49.6849263 34.5076844, 49.6862647 34.5065686)",,
863226083,False,tertiary,,False,56.398,,شهدای مدافع حرم,"LINESTRING (49.6849263 34.5076844, 49.6844469 34.5073663)",,
863226083,False,tertiary,,True,57.595,,شهدای مدافع حرم,"LINESTRING (49.6849263 34.5076844, 49.6854405 34.5079823)",,
