osmid,highway,oneway,reversed,length,geometry,junction,maxspeed,name,ref
482679581,secondary,False,True,46.725,"LINESTRING (50.8350086 32.2179555, 50.8345769 32.2179581, 50.8345143 32.2179728)",,,,
454660746,secondary,True,False,3.253,"LINESTRING (50.8385681 32.2209521, 50.8385702 32.2209813)",roundabout,,,
454660747,tertiary,False,False,160.862,"LINESTRING (50.8385681 32.2209521, 50.8402206 32.2205801)",,30,,
454660746,secondary,True,False,2.887,"LINESTRING (50.8383504 32.220992, 50.8383482 32.2209661)",roundabout,,,
458818990,tertiary,False,False,111.727,"LINESTRING (50.8383504 32.220992, 50.8376622 32.2214397, 50.8373785 32.2215641)",,30,,
454660746,secondary,True,False,13.67,"LINESTRING (50.8383482 32.2209661, 50.838355 32.2209394, 50.8383705 32.2209155, 50.8383935 32.2208964, 50.838422 32.2208836, 50.838438 32.2208809)",roundabout,,,
463509537,secondary,True,False,180.56400000000002,"LINESTRING (50.8383482 32.2209661, 50.8382584 32.2208554, 50.838053 32.220725, 50.8375109 32.2205697, 50.8365935 32.2204326)",,,,
177670899,secondary,True,False,63.297,"LINESTRING (50.8385702 32.2209813, 50.8386723 32.2211599, 50.8388313 32.2215055)",,,بلوار امام خمینی,
454660746,secondary,True,False,16.255,"LINESTRING (50.8385702 32.2209813, 50.8385616 32.2210096, 50.8385432 32.2210344, 50.8385167 32.2210531, 50.8384847 32.2210641, 50.8384502 32.2210663)",roundabout,,,
458818989,tertiary,False,False,50.307,"LINESTRING (50.8367567 32.2258478, 50.8366378 32.2254067)",,30,ولیعصر,
458818989,tertiary,False,True,39.311,"LINESTRING (50.8367567 32.2258478, 50.8368531 32.2261918)",,30,ولیعصر,
469768817,residential,False,True,240.83800000000002,"LINESTRING (50.8367567 32.2258478, 50.8377767 32.225379, 50.838969 32.2247591)",,,,
458818989,tertiary,False,True,160.389,"LINESTRING (50.8362779 32.2219144, 50.8363784 32.2233543)",,30,ولیعصر,
458818990,tertiary,False,True,54.146,"LINESTRING (50.8362779 32.2219144, 50.8368338 32.2217881)",,30,,
458818990,tertiary,False,False,185.194,"LINESTRING (50.8362779 32.2219144, 50.8356606 32.2220568, 50.8343787 32.222353)",,30,,
458818991,tertiary,False,False,143.632,"LINESTRING (50.8362779 32.2219144, 50.8362405 32.2216849, 50.8360067 32.2212577, 50.8355273 32.2208302)",,30,ولیعصر,
458818991,tertiary,False,True,214.583,"LINESTRING (50.8345143 32.2179728, 50.8343883 32.2194409, 50.8344167 32.2197384, 50.8344476 32.2198956)",,30,ولیعصر,
482679581,secondary,False,False,46.725,"LINESTRING (50.8345143 32.2179728, 50.8345769 32.2179581, 50.8350086 32.2179555)",,,,
458818991,tertiary,False,True,16.234,"LINESTRING (50.8354085 32.2207243, 50.8355273 32.2208302)",,30,ولیعصر,
458818991,tertiary,False,False,130.852,"LINESTRING (50.8354085 32.2207243, 50.8353146 32.2206405, 50.8344634 32.2199758, 50.8344476 32.2198956)",,30,ولیعصر,
458818991,tertiary,False,False,214.58300000000003,"LINESTRING (50.8344476 32.2198956, 50.8344167 32.2197384, 50.8343883 32.2194409, 50.8345143 32.2179728)",,30,ولیعصر,
458818991,tertiary,False,True,130.852,"LINESTRING (50.8344476 32.2198956, 50.8344634 32.2199758, 50.8353146 32.2206405, 50.8354085 32.2207243)",,30,ولیعصر,
458818993,residential,False,False,82.935,"LINESTRING (50.8393778 32.2182133, 50.8390311 32.2182767, 50.8389093 32.2185621, 50.8388912 32.2187036)",,30,,
463509535,residential,False,True,8.48,"LINESTRING (50.8382064 32.2202271, 50.838234 32.2202997)",,30,,
458818993,residential,False,True,100.25,"LINESTRING (50.8382064 32.2202271, 50.8386762 32.2199347, 50.8388686 32.2197445, 50.8389093 32.2195905)",,30,,
458818995,residential,True,False,189.251,"LINESTRING (50.8382064 32.2202271, 50.8383652 32.2202034, 50.8390521 32.2201627, 50.8398166 32.2200364, 50.8401772 32.2199272)",,30,,
463509535,residential,False,False,242.659,"LINESTRING (50.8382064 32.2202271, 50.8381314 32.2199813, 50.8379478 32.2193368, 50.8375129 32.218126)",,30,,
463509535,residential,False,True,242.659,"LINESTRING (50.8375129 32.218126, 50.8379478 32.2193368, 50.8381314 32.2199813, 50.8382064 32.2202271)",,30,,
479675929,tertiary,True,False,188.954,"LINESTRING (50.841474 32.2194793, 50.8413214 32.219197, 50.8410788 32.2188124, 50.8408444 32.2185418, 50.8406174 32.2183245, 50.840317 32.218118)",,,,
479676565,residential,False,False,50.801,"LINESTRING (50.8406885 32.2196767, 50.8406261 32.2192229)",,,,
458818995,residential,True,False,77.56700000000001,"LINESTRING (50.8406885 32.2196767, 50.8412214 32.2195811, 50.841474 32.2194793)",,30,,
458818995,residential,True,False,55.582,"LINESTRING (50.8401772 32.2199272, 50.8406885 32.2196767)",,30,,
458818996,residential,False,True,85.928,"LINESTRING (50.8401772 32.2199272, 50.8402544 32.2191572)",,30,,
469488898,residential,False,False,73.977,"LINESTRING (50.8418354 32.225215, 50.8413528 32.2246897)",,,,
479674777,residential,False,False,75.898,"LINESTRING (50.8418354 32.225215, 50.8411185 32.2255282)",,30,,
479674777,residential,False,True,91.268,"LINESTRING (50.8418354 32.225215, 50.8423671 32.2250894, 50.8427853 32.2250862)",,30,,
479674777,residential,False,True,40.984,"LINESTRING (50.8390587 32.2263541, 50.8394525 32.2261964)",,30,,
459369975,secondary,True,False,5.275,"LINESTRING (50.8351689 32.2179687, 50.8351689 32.2179924, 50.8351596 32.2180148)",roundabout,,,
459369975,secondary,True,False,13.078999999999999,"LINESTRING (50.8351596 32.2180148, 50.835142 32.2180333, 50.8351182 32.2180458, 50.8350909 32.218051, 50.8350636 32.2180483, 50.8350388 32.2180383)",roundabout,,,
463509538,secondary,True,False,320.871,"LINESTRING (50.8351596 32.2180148, 50.8351778 32.2185806, 50.8352082 32.2189328, 50.835394 32.2193845, 50.8357352 32.2199392, 50.8359121 32.2201039, 50.836627 32.2203144)",,,خیابان امام,
459369975,secondary,True,False,10.331,"LINESTRING (50.8350388 32.2180383, 50.8350192 32.2180221, 50.8350069 32.2180013, 50.8350032 32.2179783, 50.8350086 32.2179555)",roundabout,,,
461426031,residential,False,False,130.87,"LINESTRING (50.84259 32.2216043, 50.8413874 32.222196)",,,,
479674550,tertiary,False,False,51.159,"LINESTRING (50.84259 32.2216043, 50.8423843 32.2211784)",,,شهدا,
479674550,tertiary,False,True,55.394,"LINESTRING (50.84259 32.2216043, 50.8428126 32.2220655)",,,شهدا,
458818997,residential,False,False,31.048,"LINESTRING (50.8394987 32.2231529, 50.8392932 32.2229344)",,30,,
458818997,residential,False,True,60.724000000000004,"LINESTRING (50.8394987 32.2231529, 50.8396859 32.2233612, 50.8399504 32.2235368)",,30,,
461426031,residential,False,True,207.093,"LINESTRING (50.8394987 32.2231529, 50.8413377 32.2222205, 50.8413874 32.222196)",,,,
479674550,tertiary,False,False,55.491,"LINESTRING (50.8429789 32.2225443, 50.8428126 32.2220655)",,,شهدا,
461426032,residential,False,False,275.079,"LINESTRING (50.8429789 32.2225443, 50.841965 32.2230565, 50.8404856 32.2238367)",,,,
479674550,tertiary,False,True,274.78999999999996,"LINESTRING (50.8429789 32.2225443, 50.8430433 32.2228824, 50.8430668 32.223326, 50.8430589 32.2236441, 50.8430428 32.223871, 50.8428001 32.2249916)",,,شهدا,
458818997,residential,False,True,52.426,"LINESTRING (50.8404856 32.2238367, 50.8409954 32.2240272)",,30,,
458818997,residential,False,False,60.801,"LINESTRING (50.8404856 32.2238367, 50.840295 32.2237655, 50.8399504 32.2235368)",,30,,
461426032,residential,False,True,275.079,"LINESTRING (50.8404856 32.2238367, 50.841965 32.2230565, 50.8429789 32.2225443)",,,,
177670898,secondary,True,False,44.803,"LINESTRING (50.839 32.2226337, 50.8389547 32.2222326)",,,بلوار امام خمینی,
558263368,residential,False,False,57.762,"LINESTRING (50.839 32.2226337, 50.8384752 32.2229034)",,,,
454660746,secondary,True,False,13.366,"LINESTRING (50.8384502 32.2210663, 50.8384224 32.2210613, 50.838397 32.2210505, 50.8383757 32.2210346, 50.8383598 32.2210147, 50.8383504 32.220992)",roundabout,,,
458818990,tertiary,False,True,185.194,"LINESTRING (50.8343787 32.222353, 50.8356606 32.2220568, 50.8362779 32.2219144)",,30,,
469488009,residential,False,False,170.985,"LINESTRING (50.8343787 32.222353, 50.8344765 32.2225521, 50.8345566 32.2227659, 50.8346675 32.2230734, 50.8347353 32.223381, 50.8347723 32.2235947, 50.834836 32.2238362)",,30,,
469488009,residential,False,False,171.236,"LINESTRING (50.834836 32.2238362, 50.8348848 32.2238775, 50.8349539 32.2239015, 50.8350515 32.2240769, 50.8352588 32.224359, 50.835523 32.2245791, 50.8357223 32.2248164, 50.8359459 32.225033)",,30,,
469488009,residential,False,True,170.98499999999999,"LINESTRING (50.834836 32.2238362, 50.8347723 32.2235947, 50.8347353 32.223381, 50.8346675 32.2230734, 50.8345566 32.2227659, 50.8344765 32.2225521, 50.8343787 32.222353)",,30,,
558263387,residential,False,True,55.361,"LINESTRING (50.8359459 32.225033, 50.8364958 32.2248556)",,,,
469488009,residential,False,False,155.53199999999998,"LINESTRING (50.8359459 32.225033, 50.8360881 32.225236, 50.836202 32.2254148, 50.8363402 32.225745, 50.8365435 32.2263296)",,30,,
469488009,residential,False,True,171.236,"LINESTRING (50.8359459 32.225033, 50.8357223 32.2248164, 50.835523 32.2245791, 50.8352588 32.224359, 50.8350515 32.2240769, 50.8349539 32.2239015, 50.8348848 32.2238775, 50.834836 32.2238362)",,30,,
558263385,residential,False,False,70.33,"LINESTRING (50.8365435 32.2263296, 50.8358382 32.2265395)",,,,
558263385,residential,False,True,31.93,"LINESTRING (50.8365435 32.2263296, 50.8368686 32.226247)",,,,
469488009,residential,False,True,155.532,"LINESTRING (50.8365435 32.2263296, 50.8363402 32.225745, 50.836202 32.2254148, 50.8360881 32.225236, 50.8359459 32.225033)",,30,,
177670898,secondary,True,False,46.618,"LINESTRING (50.8389511 32.2257308, 50.8389583 32.2253116)",,,بلوار امام خمینی,
469488010,residential,False,False,209.374,"LINESTRING (50.8389511 32.2257308, 50.8369595 32.2265716)",,,,
458818989,tertiary,False,False,37.093,"LINESTRING (50.8369595 32.2265716, 50.8368686 32.226247)",,30,ولیعصر,
469488010,residential,False,True,209.374,"LINESTRING (50.8369595 32.2265716, 50.8389511 32.2257308)",,,,
458818997,residential,False,False,52.426,"LINESTRING (50.8409954 32.2240272, 50.8404856 32.2238367)",,30,,
"[458818997, 469488013]",residential,False,"[False, True]",48.751,"LINESTRING (50.8409954 32.2240272, 50.8414196 32.2241857, 50.8414707 32.2242018)",,30,,
469488011,residential,False,False,221.023,"LINESTRING (50.8409954 32.2240272, 50.840666 32.2242333, 50.8399796 32.2247114, 50.8393024 32.2250906, 50.8390889 32.2251809)",,,,
177670899,secondary,True,False,41.853,"LINESTRING (50.8390889 32.2251809, 50.8390792 32.2255572)",,,بلوار امام خمینی,
469488011,residential,False,True,221.023,"LINESTRING (50.8390889 32.2251809, 50.8393024 32.2250906, 50.8399796 32.2247114, 50.840666 32.2242333, 50.8409954 32.2240272)",,,,
479674550,tertiary,False,False,55.394,"LINESTRING (50.8428126 32.2220655, 50.84259 32.2216043)",,,شهدا,
