osmid,highway,junction,oneway,reversed,length,geometry,bridge,name,lanes,maxspeed
202590142,tertiary,roundabout,True,False,21.229,"LINESTRING (50.1142983 37.1126865, 50.1142597 37.112723, 50.1142085 37.1127477, 50.1141501 37.1127581, 50.1140906 37.1127529)",,,,
202590144,tertiary,,True,False,58.917,"LINESTRING (50.1142983 37.1126865, 50.1143699 37.1128327, 50.114485 37.1129688, 50.1145874 37.1131609)",,,,
202590142,tertiary,roundabout,True,False,19.401,"LINESTRING (50.1139561 37.1126207, 50.1139586 37.1125859, 50.1139712 37.1125525, 50.1139934 37.1125224, 50.1140239 37.1124973, 50.1140609 37.1124787)",,,,
202590167,residential,,True,False,147.387,"LINESTRING (50.1139561 37.1126207, 50.1137892 37.1124786, 50.1136235 37.1123254, 50.1134844 37.1122321, 50.1133188 37.1121458, 50.1130847 37.1120366, 50.1128374 37.1119204, 50.1127248 37.1117637)",,,,
683356272,residential,,False,True,73.646,"LINESTRING (50.1139561 37.1126207, 50.1136605 37.1127076, 50.1136052 37.1127194, 50.1136271 37.1127511, 50.113788 37.1127372, 50.1140328 37.1127815)",,,,
202590142,tertiary,roundabout,True,False,6.231,"LINESTRING (50.1140609 37.1124787, 50.1140939 37.1124691, 50.1141286 37.1124647)",,,,
202590142,tertiary,roundabout,True,False,26.735000000000003,"LINESTRING (50.1141286 37.1124647, 50.1141886 37.1124696, 50.1142433 37.1124897, 50.1142871 37.1125229, 50.114315 37.1125655, 50.1143242 37.112613)",,,,
202590156,tertiary,,True,False,67.03999999999999,"LINESTRING (50.1141286 37.1124647, 50.1142691 37.1124133, 50.1144207 37.1123308, 50.1147501 37.1121257)",,,,
202590142,tertiary,roundabout,True,False,8.564,"LINESTRING (50.1143242 37.112613, 50.1143174 37.1126511, 50.1142983 37.1126865)",,,,
202590143,tertiary,,True,False,63.596999999999994,"LINESTRING (50.1145874 37.1131609, 50.1143571 37.1130147, 50.1140906 37.1127529)",,,,
"[202590145, 202590150, 202590151]",tertiary,,False,False,79.254,"LINESTRING (50.1145874 37.1131609, 50.1147401 37.1132924, 50.1148244 37.113365, 50.1151481 37.1136437, 50.1151902 37.1136869)",yes,پل اطاقور,,
202590154,secondary,roundabout,True,False,12.816,"LINESTRING (50.117291 37.1089025, 50.1172118 37.1089556, 50.1171757 37.1089712)",,,,
202590154,secondary,roundabout,True,False,33.448,"LINESTRING (50.1171757 37.1089712, 50.1171218 37.1089944, 50.1170264 37.109013, 50.1169454 37.1090102, 50.1168806 37.1089858, 50.1168445 37.1089427)",,,,
202590155,tertiary,,True,False,215.405,"LINESTRING (50.1171757 37.1089712, 50.1170876 37.1091164, 50.1169844 37.1093576, 50.1168319 37.1098215, 50.1167428 37.1102656, 50.1166526 37.1108529)",,,,
202590154,secondary,roundabout,True,False,6.401,"LINESTRING (50.1168445 37.1089427, 50.1168391 37.1088853)",,,,
202590154,secondary,roundabout,True,False,42.454,"LINESTRING (50.1168391 37.1088853, 50.1168643 37.1088221, 50.1169202 37.1087603, 50.1169994 37.1087072, 50.1170894 37.1086685, 50.1171812 37.1086512)",,,,
202590154,secondary,roundabout,True,False,34.169,"LINESTRING (50.1172658 37.1086541, 50.1173306 37.1086785, 50.1173666 37.1087216, 50.117372 37.1087776, 50.117345 37.1088422, 50.117291 37.1089025)",,,,
861876906,residential,,False,True,12.885,"LINESTRING (50.1161154 37.1114116, 50.1160306 37.1113175)",,,,
202590155,tertiary,,True,False,208.022,"LINESTRING (50.1161154 37.1114116, 50.1158058 37.1116184, 50.1145242 37.1124306, 50.114375 37.1125515, 50.1143242 37.112613)",,,,
502838756,residential,,False,False,103.659,"LINESTRING (50.1161154 37.1114116, 50.1161796 37.1116495, 50.1162305 37.1117736, 50.1164759 37.1118677, 50.1165806 37.1119148, 50.1166309 37.1119541, 50.1166537 37.1120097, 50.1166617 37.1121402)",,,,
861876906,residential,,False,False,12.885,"LINESTRING (50.1160306 37.1113175, 50.1161154 37.1114116)",,,,
202590156,tertiary,,True,False,71.677,"LINESTRING (50.1160306 37.1113175, 50.1162665 37.111141, 50.1165241 37.1108892, 50.1165573 37.1108335)",,,,
202590166,residential,,True,False,41.883,"LINESTRING (50.1127248 37.1117637, 50.1131397 37.1119437)",,,,
683356273,residential,,False,False,134.499,"LINESTRING (50.1127248 37.1117637, 50.112068 37.112854)",,,,
202590168,residential,,False,False,107.223,"LINESTRING (50.1127248 37.1117637, 50.1120424 37.1114696, 50.1116538 37.1113164)",,,,
202590166,residential,,True,False,47.792,"LINESTRING (50.1131397 37.1119437, 50.1133829 37.1120701, 50.1135396 37.112144, 50.1135909 37.1121779)",,,,
684989318,residential,,False,False,155.906,"LINESTRING (50.1131397 37.1119437, 50.1133493 37.11157, 50.1133595 37.1109165, 50.1137653 37.110815)",,محبّت,,
684989316,residential,,False,True,40.707,"LINESTRING (50.1136942 37.1122462, 50.1140704 37.1120364)",,,,
202590166,residential,,True,False,41.836,"LINESTRING (50.1136942 37.1122462, 50.1138333 37.1123554, 50.1139283 37.1124205, 50.1140609 37.1124787)",,,,
671515863,residential,,False,True,112.422,"LINESTRING (50.1116538 37.1113164, 50.111066 37.1122122)",,,,
202590168,residential,,False,False,238.01299999999998,"LINESTRING (50.1116538 37.1113164, 50.1112121 37.1111737, 50.1101257 37.1108656, 50.1091145 37.1106271)",,,,
202590168,residential,,False,True,107.223,"LINESTRING (50.1116538 37.1113164, 50.1120424 37.1114696, 50.1127248 37.1117637)",,,,
502838764,residential,,False,False,169.45600000000002,"LINESTRING (50.1116538 37.1113164, 50.1120865 37.1107683, 50.1122501 37.1103618, 50.1122689 37.1099127)",,,,
202590168,residential,,False,True,238.01299999999998,"LINESTRING (50.1091145 37.1106271, 50.1101257 37.1108656, 50.1112121 37.1111737, 50.1116538 37.1113164)",,,,
517544139,residential,,False,True,203.27900000000002,"LINESTRING (50.1091145 37.1106271, 50.1093037 37.1094774, 50.1092756 37.1092517, 50.1091382 37.1089376, 50.1090931 37.1088346)",,,,
671515863,residential,,False,False,269.51,"LINESTRING (50.1091145 37.1106271, 50.1090414 37.1108602, 50.1097083 37.1116674, 50.1100431 37.1117625, 50.1101947 37.1118056, 50.111066 37.1122122)",,,,
254010408,residential,,False,False,162.95999999999998,"LINESTRING (50.1134777 37.114218, 50.114341 37.1139422, 50.114988 37.1137555, 50.1151902 37.1136869)",,,,
"[684989321, 684989322, 684989319]",residential,,False,True,196.78900000000002,"LINESTRING (50.1134777 37.114218, 50.1131847 37.1139472, 50.1130123 37.1137316, 50.112068 37.112854)",yes,,,
