osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes
401730482,اوحدی,tertiary,False,False,162.336,"LINESTRING (46.2446147 37.3889846, 46.2464488 37.3888963)",,,
401730484,انقلاب شمالی,tertiary,True,False,43.996,"LINESTRING (46.2446147 37.3889846, 46.2447847 37.3893565)",,,
791258548,,tertiary,False,True,12.995,"LINESTRING (46.2446147 37.3889846, 46.2444685 37.3889974)",,,
"[189100705, 721179615]",خواجه نصیر جنوبی,tertiary,True,False,283.116,"LINESTRING (46.2387306 37.3920453, 46.238893 37.3924768, 46.2390549 37.3928846, 46.239303 37.3935386, 46.2395118 37.3941418, 46.2396402 37.3944865)",,,
401730482,اوحدی,tertiary,False,False,12.285,"LINESTRING (46.2481312 37.3888154, 46.24827 37.3888087)",,,
189112749,آیت الله مدرس(ساسان),tertiary,False,False,152.026,"LINESTRING (46.2481312 37.3888154, 46.2480915 37.3883728, 46.2480711 37.3881454, 46.2480447 37.3878618, 46.2480425 37.3878385, 46.2480384 37.3877948, 46.2480178 37.3875738, 46.2480064 37.3874518)",,,
401730482,اوحدی,tertiary,False,True,148.909,"LINESTRING (46.2481312 37.3888154, 46.2468633 37.3888764, 46.2464488 37.3888963)",,,
401730482,اوحدی,tertiary,False,True,162.336,"LINESTRING (46.2464488 37.3888963, 46.2446147 37.3889846)",,,
401730482,اوحدی,tertiary,False,False,148.909,"LINESTRING (46.2464488 37.3888963, 46.2468633 37.3888764, 46.2481312 37.3888154)",,,
"[744883818, 744884506, 189112814]",کیان شمالی,living_street,False,True,250.297,"LINESTRING (46.2464488 37.3888963, 46.2466286 37.3897038, 46.246687 37.3899736, 46.2467008 37.3900405, 46.246717 37.3901376, 46.2467473 37.3903188, 46.2467541 37.3905567, 46.2467473 37.3907279, 46.2467471 37.3911273)",30,,
189100696,اوحدی,tertiary,False,False,135.413,"LINESTRING (46.2444685 37.3889974, 46.2429397 37.3890845)",,,
