osmid,oneway,name,highway,junction,reversed,length,geometry
655555193,True,میدان امام خمینی,secondary,roundabout,False,26.845,"LINESTRING (57.1108136 30.0618745, 57.1108534 30.0618107, 57.1109262 30.0617544, 57.1110167 30.0617229)"
134136212,True,بلوار امام خمینی,secondary,,False,405.197,"LINESTRING (57.1108355 30.062085, 57.110603 30.0620702, 57.1066865 30.0626696)"
655555193,True,میدان امام خمینی,secondary,roundabout,False,24.486,"LINESTRING (57.1108355 30.062085, 57.1108119 30.0620513, 57.1107927 30.0619685, 57.1108071 30.061885, 57.1108136 30.0618745)"
625314345,False,دکتر شریعتی,secondary,,True,176.50799999999998,"LINESTRING (57.1113538 30.0619343, 57.1124991 30.0617609, 57.1126105 30.0617331, 57.1128666 30.0615184, 57.1129512 30.0614916, 57.1130595 30.0615007)"
655555193,True,میدان امام خمینی,secondary,roundabout,False,20.536,"LINESTRING (57.1113538 30.0619343, 57.1113564 30.0619913, 57.1113321 30.0620655, 57.1112995 30.0621074)"
625314342,False,دادبین,secondary,,False,91.089,"LINESTRING (57.1115817 30.0632284, 57.1113351 30.0626813, 57.1112479 30.062462)"
625314342,False,دادبین,secondary,,True,152.27700000000002,"LINESTRING (57.1115817 30.0632284, 57.1115993 30.0632675, 57.1118353 30.0638002, 57.1120714 30.0643504, 57.1121438 30.0645085)"
625314333,True,,tertiary,,False,77.75200000000001,"LINESTRING (57.1129069 30.0626128, 57.1125234 30.0627545, 57.1122124 30.0629595)"
779531599,False,,residential,,True,93.771,"LINESTRING (57.1129069 30.0626128, 57.11299 30.0627811, 57.1129149 30.0629216, 57.1125247 30.0632977)"
625314333,True,,tertiary,,False,87.985,"LINESTRING (57.1134418 30.0619712, 57.1131912 30.0622623, 57.1129069 30.0626128)"
625314345,False,دکتر شریعتی,secondary,,False,66.725,"LINESTRING (57.1134418 30.0619712, 57.1134318 30.061876, 57.1133972 30.0617908, 57.1133522 30.0617284, 57.1130595 30.0615007)"
625314345,False,دکتر شریعتی,secondary,,True,65.435,"LINESTRING (57.1134418 30.0619712, 57.1134687 30.0620591, 57.1135144 30.0621277, 57.113856 30.0624237)"
625314334,False,,tertiary,,True,34.55,"LINESTRING (57.1124965 30.0585979, 57.1125702 30.0582938)"
779528635,False,,residential,,False,94.126,"LINESTRING (57.1124965 30.0585979, 57.1134658 30.0587107)"
625314334,False,,tertiary,,False,53.006,"LINESTRING (57.1124965 30.0585979, 57.1124871 30.0588695, 57.1124588 30.059073)"
625314334,False,,tertiary,,False,34.55,"LINESTRING (57.1125702 30.0582938, 57.1124965 30.0585979)"
625314334,False,,tertiary,,True,26.522,"LINESTRING (57.1125702 30.0582938, 57.1126393 30.0580629)"
800490707,False,,residential,,True,129.46,"LINESTRING (57.1125702 30.0582938, 57.1119139 30.0581455, 57.1112533 30.0580666)"
625314339,False,۱۷ شهریور,tertiary,,True,29.92,"LINESTRING (57.1113717 30.0571053, 57.1114306 30.0568411)"
"[625314336, 625314337]",False,,"['tertiary_link', 'tertiary']",,True,226.96800000000002,"LINESTRING (57.1113717 30.0571053, 57.1112788 30.0570924, 57.1112198 30.0574499, 57.1111567 30.0579467, 57.1111031 30.0583634, 57.1110354 30.0590404)"
