osmid,oneway,name,highway,maxspeed,junction,reversed,length,geometry,lanes,bridge
140938181,True,میدان شورا,secondary,20,circular,False,15.581999999999999,"LINESTRING (49.6870955 34.0890087, 49.6870905 34.0890502, 49.6870777 34.0890915, 49.6870612 34.089115, 49.687039 34.0891369)",,
140938181,True,میدان شورا,secondary,20,circular,False,24.817,"LINESTRING (49.687039 34.0891369, 49.686979 34.0891694, 49.6869352 34.0891931, 49.6868106 34.0892553)",,
140938181,True,میدان شورا,secondary,20,circular,False,43.073,"LINESTRING (49.6867006 34.0889415, 49.6867861 34.0889125, 49.6868384 34.0889025, 49.6869095 34.0888969, 49.6869604 34.0889036, 49.6870114 34.088918, 49.6870503 34.0889358, 49.6870811 34.0889702, 49.6870955 34.0890087)",,
327224110,True,۲۲ بهمن,tertiary,20,,False,39.086,"LINESTRING (49.6867006 34.0889415, 49.6867293 34.0888252, 49.6867509 34.0887452, 49.68678 34.0885963)",,
307763359,True,آموزش و پرورش,residential,,,False,28.823999999999998,"LINESTRING (49.6919668 34.086894, 49.6919283 34.0868509, 49.6917818 34.0866849)",,
624405645,True,بلوار امام خمینی,secondary,40,,False,99.488,"LINESTRING (49.6919668 34.086894, 49.6916535 34.0870267, 49.6910049 34.0873013)",,
361719221,True,میدان شهدا,secondary,20,roundabout,False,34.483,"LINESTRING (49.6887359 34.0862397, 49.6890275 34.0860897, 49.689054 34.0860761)",,
875534082,True,خیابان شهید بهشتی,secondary,40,,False,26.005000000000003,"LINESTRING (49.6887359 34.0862397, 49.6887623 34.0861812, 49.6887688 34.0861271, 49.6887586 34.086071, 49.6887254 34.0860173)",,
140938425,True,چمران - نیسانیان,tertiary,30,,False,23.965,"LINESTRING (49.685151 34.0840883, 49.6850832 34.0841143, 49.6848977 34.0841159)",,
328350758,True,میدان هفت تیر,secondary,20,roundabout,False,25.336,"LINESTRING (49.685151 34.0840883, 49.6851265 34.0840475, 49.6851178 34.0840025, 49.6851255 34.0839574, 49.685149 34.0839162, 49.6851862 34.0838826)",,
786353755,True,هفده شهریور,tertiary,30,,False,8.044,"LINESTRING (49.6936648 34.0843175, 49.6935967 34.0842722)",,
650386433,True,خیابان شهید رجایی,secondary,40,,False,20.29,"LINESTRING (49.6898336 34.0859278, 49.6899983 34.0858066)",,
650386432,False,شهید رجایی,secondary,40,,True,40.953,"LINESTRING (49.6898336 34.0859278, 49.6897156 34.0860123, 49.6896054 34.0860912, 49.6894965 34.086168)",,
167790490,True,حبیبی نژاد,residential,,,False,50.872,"LINESTRING (49.6939244 34.0839039, 49.6935967 34.0842722)",,
