osmid,highway,oneway,reversed,length,lanes,geometry,junction,bridge
245239949,residential,False,False,54.011,,"LINESTRING (62.6388524 26.825678, 62.6393918 26.8257431)",,
245239949,residential,False,False,90.087,,"LINESTRING (62.6403489 26.825883, 62.6412437 26.82602)",,
245239949,residential,False,True,89.771,,"LINESTRING (62.6403489 26.825883, 62.6394564 26.8257509)",,
245240001,tertiary,False,True,74.9,,"LINESTRING (62.6403489 26.825883, 62.640222 26.826547)",,
245239949,residential,False,True,79.431,,"LINESTRING (62.642032 26.8261442, 62.6412437 26.82602)",,
981140836,tertiary,False,True,76.348,2,"LINESTRING (62.642032 26.8261442, 62.6419098 26.8268221)",,
245239956,residential,False,False,170.247,,"LINESTRING (62.640222 26.826547, 62.6419098 26.8268221)",,
245240001,tertiary,False,False,74.9,,"LINESTRING (62.640222 26.826547, 62.6403489 26.825883)",,
245240001,tertiary,False,True,60.81,,"LINESTRING (62.640222 26.826547, 62.6401429 26.8270893)",,
245239956,residential,False,True,170.247,,"LINESTRING (62.6419098 26.8268221, 62.640222 26.826547)",,
981140836,tertiary,False,False,76.348,2,"LINESTRING (62.6419098 26.8268221, 62.642032 26.8261442)",,
981140836,tertiary,False,True,136.926,2,"LINESTRING (62.6419098 26.8268221, 62.6417113 26.8280407)",,
245239909,tertiary,True,False,14.309000000000001,,"LINESTRING (62.6343387 26.8272325, 62.6343881 26.8271971, 62.634446 26.8271744, 62.6344634 26.827172)",,
245239909,tertiary,True,False,6.281,,"LINESTRING (62.634721 26.8272699, 62.6347465 26.8273216)",,
245239909,tertiary,True,False,25.116999999999997,,"LINESTRING (62.6347465 26.8273216, 62.6347561 26.8273774, 62.6347492 26.8274336, 62.6347262 26.8274862, 62.6346888 26.8275317)",,
245240025,tertiary,True,False,225.166,,"LINESTRING (62.6347465 26.8273216, 62.6349514 26.8274084, 62.6352471 26.8274765, 62.6356538 26.8275593, 62.6359231 26.8276152, 62.6362738 26.8276667, 62.6369569 26.8277394)",,
245239909,tertiary,True,False,25.116999999999997,,"LINESTRING (62.634281 26.8274426, 62.6342714 26.8273868, 62.6342783 26.8273306, 62.6343013 26.827278, 62.6343387 26.8272325)",,
245239909,tertiary,True,False,12.56,,"LINESTRING (62.6346888 26.8275317, 62.6346394 26.827567, 62.6345815 26.8275898)",,
245239909,tertiary,True,False,12.556000000000001,,"LINESTRING (62.6343461 26.8275383, 62.6343065 26.8274943, 62.634281 26.8274426)",,
969586425,residential,False,True,30.043,,"LINESTRING (62.6343461 26.8275383, 62.634377 26.8276014, 62.634405 26.8276902, 62.6344204 26.8277984)",,
245239909,tertiary,True,False,25.111,,"LINESTRING (62.6345815 26.8275898, 62.634519 26.8275983, 62.6344561 26.8275922, 62.6343971 26.8275717, 62.6343461 26.8275383)",,
969586424,residential,False,True,28.374,,"LINESTRING (62.6345815 26.8275898, 62.6345199 26.827647, 62.6344765 26.8277027, 62.6344204 26.8277984)",,
245239905,tertiary,True,False,1.59,,"LINESTRING (62.6400114 26.827991, 62.6400255 26.8279978)",roundabout,
245240001,tertiary,False,False,101.11,,"LINESTRING (62.6400114 26.827991, 62.6401429 26.8270893)",,
245239905,tertiary,True,False,11.156,,"LINESTRING (62.6400255 26.8279978, 62.6400372 26.8280076, 62.6400457 26.8280198, 62.6400503 26.8280335, 62.6400508 26.8280478, 62.6400472 26.8280618, 62.6400396 26.8280744, 62.6400286 26.8280849)",roundabout,
