osmid,highway,oneway,reversed,length,lanes,name,geometry,junction
435915446,residential,False,False,59.346,,,"LINESTRING (47.369946 38.8578123, 47.3700256 38.8583424)",
1109713951,secondary,False,False,30.392,2,اهر-هوراند,"LINESTRING (47.369946 38.8578123, 47.370152 38.857591)",
1109713952,secondary,False,True,147.048,2,اهر-هوراند,"LINESTRING (47.369946 38.8578123, 47.3688043 38.8587913)",
435915448,residential,False,False,132.988,,جانبازان,"LINESTRING (47.369946 38.8578123, 47.3700887 38.8578724, 47.3704531 38.8578951, 47.3705755 38.8579246, 47.370695 38.8580132, 47.3708728 38.8582379, 47.3710739 38.8584853)",
1109713951,secondary,False,True,54.667,2,اهر-هوراند,"LINESTRING (47.3710893 38.8565806, 47.3707192 38.8569789)",
819893114,residential,False,True,204.913,,,"LINESTRING (47.3710893 38.8565806, 47.3715159 38.8565354, 47.3722533 38.8562615, 47.3722872 38.8569479, 47.3722072 38.8571215)",
819893123,residential,False,True,145.69,,,"LINESTRING (47.3710893 38.8565806, 47.3711049 38.8570271, 47.3722072 38.8571215)",
819893135,residential,False,False,68.313,,درگاهلو,"LINESTRING (47.3707192 38.8569789, 47.370407 38.8564147)",
1109713951,secondary,False,False,54.667,2,اهر-هوراند,"LINESTRING (47.3707192 38.8569789, 47.3710893 38.8565806)",
1109713951,secondary,False,True,69.528,2,اهر-هوراند,"LINESTRING (47.3707192 38.8569789, 47.3704929 38.8572249, 47.3702496 38.8574861)",
1109713952,secondary,False,False,3.932,2,اهر-هوراند,"LINESTRING (47.3684556 38.8590904, 47.3684861 38.8590642)",
69556960,secondary,True,False,61.269000000000005,2,,"LINESTRING (47.3684556 38.8590904, 47.3683898 38.8592028, 47.3680347 38.8595288)",
435915443,residential,False,True,87.161,,,"LINESTRING (47.3680347 38.8595288, 47.3685469 38.8602036)",
69556960,secondary,True,False,118.23899999999999,2,,"LINESTRING (47.3680347 38.8595288, 47.3674721 38.8601969, 47.3673708 38.8603267, 47.3673045 38.8604267)",
69556960,secondary,True,False,185.649,2,,"LINESTRING (47.3670565 38.8603161, 47.3672528 38.8602466, 47.3673692 38.860157, 47.3679294 38.8594828, 47.3683173 38.8591556, 47.3684556 38.8590904)",
175806056,secondary,True,False,26.608999999999995,2,,"LINESTRING (47.3670565 38.8603161, 47.3671179 38.8603154, 47.3671774 38.8603274, 47.3672308 38.8603511, 47.3672742 38.8603851, 47.3673045 38.8604267)",roundabout
175806056,secondary,True,False,18.985,2,,"LINESTRING (47.3668626 38.8604671, 47.3668847 38.8604129, 47.3669276 38.8603667, 47.3669868 38.8603334)",roundabout
