osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,7.1690000000000005,"LINESTRING (58.8811867 28.9451498, 58.8811575 28.9451694, 58.8811237 28.9451823)"
549445716,بلوار شهداء,secondary,50,,True,False,60.407,"LINESTRING (58.8811237 28.9451823, 58.880962 28.9457068)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,16.835,"LINESTRING (58.8811237 28.9451823, 58.881081 28.9451882, 58.8810381 28.9451834, 58.8809984 28.9451684, 58.8809649 28.9451444)"
549445718,بلوار شهداء,secondary,50,,True,False,35.484,"LINESTRING (58.8810339 28.9449233, 58.8811289 28.9446152)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,16.837,"LINESTRING (58.8810339 28.9449233, 58.8810767 28.9449175, 58.8811196 28.9449223, 58.8811593 28.9449372, 58.8811927 28.9449613)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,17.011,"LINESTRING (58.8809328 28.9450973, 58.8809244 28.9450598, 58.8809283 28.9450217, 58.8809443 28.9449861, 58.880971 28.9449558)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,7.1579999999999995,"LINESTRING (58.880971 28.9449558, 58.8810002 28.9449363, 58.8810339 28.9449233)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,6.125,"LINESTRING (58.8811927 28.9449613, 58.8812116 28.9449834, 58.8812249 28.9450083)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,6.13,"LINESTRING (58.8809649 28.9451444, 58.8809461 28.9451223, 58.8809328 28.9450973)"
549445712,بلوار جمهوری اسلامی,secondary,50,,True,False,198.449,"LINESTRING (58.8812249 28.9450083, 58.8814047 28.9450455, 58.8823489 28.9452407, 58.8832097 28.9454187)"
549445720,میدان شهیدان نوذری,secondary,30,roundabout,True,False,17.011,"LINESTRING (58.8812249 28.9450083, 58.8812333 28.9450458, 58.8812294 28.9450839, 58.8812134 28.9451195, 58.8811867 28.9451498)"
549449111,,residential,20,,False,False,16.479,"LINESTRING (58.8866641 28.9462811, 58.8866639 28.9461329)"
