osmid,oneway,highway,reversed,length,name,geometry,lanes,junction,maxspeed
628063991,True,secondary_link,False,10.428,,"LINESTRING (58.1744693 34.0225682, 58.1743669 34.0225283)",,,
628304579,True,secondary,False,10.565,بلوار جمهوری اسلامی,"LINESTRING (58.1758543 34.0202825, 58.1757538 34.0202368)",,,
114415042,True,secondary,False,46.052,بلوار بعثت,"LINESTRING (58.1758543 34.0202825, 58.1757947 34.0203807, 58.1756298 34.0206525)",,,
75312393,True,primary,False,29.987,بولوار امام رضا,"LINESTRING (58.1725333 34.0188794, 58.1722376 34.0187669)",2,,
75312405,True,primary,False,68.943,بولوار امام رضا,"LINESTRING (58.171671 34.0182598, 58.1717371 34.0183758, 58.1718268 34.0184419, 58.1719447 34.0185107, 58.1720908 34.0185786, 58.1722357 34.0186378)",2,,
75312460,True,primary,False,50.447,میدان غدیر,"LINESTRING (58.171671 34.0182598, 58.1716811 34.0183502, 58.1716595 34.0184391, 58.1716082 34.0185193, 58.1715314 34.0185839, 58.1714354 34.0186275)",,roundabout,
75312393,True,primary,False,94.66900000000001,بولوار امام رضا,"LINESTRING (58.173544 34.0189297, 58.1732834 34.0189613, 58.1731324 34.0189682, 58.1729622 34.0189651, 58.1727948 34.0189448, 58.1725333 34.0188794)",2,,
75312406,True,secondary,False,110.107,بلوار جمهوری اسلامی,"LINESTRING (58.173544 34.0189297, 58.1734418 34.0189979, 58.1734202 34.0190575, 58.1734239 34.0191186, 58.1734715 34.0191689, 58.1734936 34.0191782, 58.174218 34.0194835)",,,
1124911340,True,secondary,False,19.444,مدرس,"LINESTRING (58.169899 34.0206584, 58.1698086 34.0208164)",,,
1124911341,False,secondary,False,8.691,مدرس,"LINESTRING (58.169899 34.0206584, 58.1699412 34.0205885)",,,
75312421,False,tertiary,False,164.978,ابن سینا,"LINESTRING (58.1733972 34.0149497, 58.171731 34.0144076)",,,
75312458,False,secondary,False,36.772,شهید رجایی,"LINESTRING (58.1733972 34.0149497, 58.1735775 34.0146547)",2,,
75312458,False,secondary,True,66.108,شهید رجایی,"LINESTRING (58.1733972 34.0149497, 58.1730751 34.0154809)",2,,
977754385,False,tertiary,True,171.37,امامت,"LINESTRING (58.1733972 34.0149497, 58.1742479 34.0152261, 58.1751283 34.0155121)",,,
1124911341,False,secondary,True,15.062,مدرس,"LINESTRING (58.1711441 34.0186183, 58.1710683 34.0187383)",,,
75312460,True,primary,False,48.285000000000004,میدان غدیر,"LINESTRING (58.1711441 34.0186183, 58.1710365 34.0185563, 58.1709609 34.0184677, 58.1709263 34.018363, 58.1709367 34.0182548)",,roundabout,
