osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,lanes
793412995,True,بلوار شهید بهشتی,primary,False,16.841,"LINESTRING (47.0744083 34.3254435, 47.074279 34.3253361)",,,
793412995,True,بلوار شهید بهشتی,primary,False,59.061,"LINESTRING (47.0761977 34.3267345, 47.0756945 34.3264037)",,,
259225206,True,خیابان هفده شهریور,secondary,False,49.946,"LINESTRING (47.0761977 34.3267345, 47.0761696 34.3268949, 47.0761937 34.326978, 47.0762928 34.3271623)",,,
182618840,True,میدان آزادی,primary,False,51.763999999999996,"LINESTRING (47.0732813 34.3235095, 47.0734112 34.3234643, 47.07355 34.3234444, 47.0736907 34.3234507, 47.0738261 34.323483)",roundabout,,
182670208,True,خیابان مدرس,secondary,False,98.01100000000001,"LINESTRING (47.0732813 34.3235095, 47.0733033 34.32306, 47.0732743 34.3228445, 47.0732329 34.3226325)",,20,
182618840,True,میدان آزادی,primary,False,24.843,"LINESTRING (47.0731992 34.3243618, 47.073103 34.3242833, 47.0730295 34.3241895)",roundabout,,
259528604,True,,secondary_link,False,60.743,"LINESTRING (47.0707563 34.3241415, 47.0706265 34.3241745, 47.0705411 34.3242043, 47.0704813 34.3242361, 47.0704393 34.3242781, 47.0704078 34.324321, 47.0703862 34.32436, 47.0703794 34.324403, 47.0703784 34.3244489, 47.0703826 34.3245108)",,,
259528968,True,بلوار کارگر,primary,False,60.827,"LINESTRING (47.0707563 34.3241415, 47.0702487 34.3241444, 47.0701839 34.3241448, 47.070094 34.3241422)",,25,
182618840,True,میدان آزادی,primary,False,112.43299999999999,"LINESTRING (47.0741872 34.3240973, 47.0741282 34.3242139, 47.0740365 34.3243151, 47.0739178 34.3243948, 47.0737791 34.3244483, 47.0736288 34.3244722, 47.073476 34.3244652, 47.0733298 34.3244276, 47.0731992 34.3243618)",roundabout,,
182618877,True,بلوار شهید بهشتی,primary,False,128.596,"LINESTRING (47.0741872 34.3240973, 47.0742284 34.3244308, 47.074293 34.3247086, 47.0745096 34.3252164)",,,
182618840,True,میدان آزادی,primary,False,73.606,"LINESTRING (47.0730295 34.3241895, 47.0729827 34.3240861, 47.0729636 34.3239769, 47.0729732 34.3238669, 47.0730109 34.3237611, 47.073075 34.3236643, 47.0731626 34.323581)",roundabout,,
259528968,True,بلوار کارگر,primary,False,49.098,"LINESTRING (47.0730295 34.3241895, 47.0727826 34.3241221, 47.0725164 34.3240664)",,25,
182618840,True,میدان آزادی,primary,False,64.34700000000001,"LINESTRING (47.073902 34.3235142, 47.0740392 34.3236041, 47.0741407 34.323722, 47.0741984 34.3238586, 47.0742079 34.3240031)",roundabout,,
259723243,True,خیابان شهید امجدیان,secondary,False,65.11,"LINESTRING (47.073902 34.3235142, 47.074237 34.3235051, 47.0746095 34.323479)",,,
793412995,True,بلوار شهید بهشتی,primary,False,29.236,"LINESTRING (47.0746148 34.3256428, 47.0744798 34.3255261, 47.0744083 34.3254435)",,,
793412995,True,بلوار شهید بهشتی,primary,False,41.428,"LINESTRING (47.074279 34.3253361, 47.0739525 34.325079)",,,
297159392,True,,primary_link,False,188.518,"LINESTRING (47.074279 34.3253361, 47.0741187 34.3251068, 47.0738558 34.3248277, 47.0738259 34.3247827, 47.07381 34.3247358, 47.0738182 34.3246992, 47.0738324 34.3246657, 47.0738606 34.3246361, 47.0739074 34.324617, 47.0739674 34.3246107, 47.0740275 34.324621, 47.0740841 34.3246479, 47.0741219 34.3246857, 47.074148 34.3247236, 47.0742343 34.3248477, 47.0745096 34.3252164)",,,
434328306,True,,primary_link,False,171.111,"LINESTRING (47.074279 34.3253361, 47.0741632 34.325298, 47.0739211 34.3252184, 47.0732793 34.3247866, 47.0729507 34.3245555, 47.0728459 34.324397)",,,
