osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,junction
798160320,عدالت,residential,False,True,15.808,,"LINESTRING (51.219327 32.0108526, 51.2194632 32.0109355)",,
314405754,بلوار آزادی,tertiary,True,False,25.149,2,"LINESTRING (51.2128601 32.0080151, 51.2129804 32.0079042, 51.2130594 32.0078694)",,
318135425,بلوار انقلاب,tertiary,False,False,22.344,2,"LINESTRING (51.2132222 32.0104337, 51.2133346 32.0106106)",,
318135425,بلوار انقلاب,tertiary,False,True,64.301,2,"LINESTRING (51.2132222 32.0104337, 51.2129285 32.0099118)",,
375640596,خیابان شهدا,tertiary,False,True,81.944,,"LINESTRING (51.2132222 32.0104337, 51.2124737 32.0108082)",,
375640596,خیابان شهدا,tertiary,False,False,81.944,,"LINESTRING (51.2124737 32.0108082, 51.2132222 32.0104337)",,
487993235,کوچه شرکت گاز,residential,False,True,109.595,,"LINESTRING (51.2124737 32.0108082, 51.2130615 32.0116585)",,
375640598,ابوعلی سینا,residential,False,False,51.001,,"LINESTRING (51.2125653 32.0118411, 51.2130615 32.0116585)",,
454612209,کوچه دانش,residential,False,True,54.598,,"LINESTRING (51.2169351 32.0092001, 51.2164069 32.0094013)",,
488376131,کوچه رمضانی,residential,False,False,97.027,,"LINESTRING (51.2169351 32.0092001, 51.2177709 32.0089118, 51.2178758 32.0088515)",,
488376131,کوچه رمضانی,residential,False,True,114.08500000000001,,"LINESTRING (51.2169351 32.0092001, 51.2171305 32.009769, 51.2166781 32.0099708)",,
454611558,,residential,False,False,84.747,,"LINESTRING (51.2191336 32.0088635, 51.2192453 32.008381, 51.2192044 32.0081128)",,
454611558,,residential,False,True,176.689,,"LINESTRING (51.2191336 32.0088635, 51.2191093 32.0090062, 51.2191508 32.0093625, 51.2192504 32.010446)",,
488376131,کوچه رمضانی,residential,False,False,120.33200000000001,,"LINESTRING (51.2191336 32.0088635, 51.2199156 32.0089949, 51.2202272 32.0090612, 51.2203803 32.0090934)",,
488376131,کوچه رمضانی,residential,False,True,121.976,,"LINESTRING (51.2191336 32.0088635, 51.2182939 32.0087583, 51.2181732 32.0087503, 51.2180697 32.0087679, 51.2179263 32.0088225, 51.2178758 32.0088515)",,
482089322,,tertiary,False,False,10.794,2,"LINESTRING (51.2187086 32.0056027, 51.2187444 32.0056949)",,
482089322,,tertiary,False,True,51.642,2,"LINESTRING (51.2187086 32.0056027, 51.2185858 32.0051501)",,
882798167,,residential,False,False,139.187,,"LINESTRING (51.2187086 32.0056027, 51.218349 32.00574, 51.2173631 32.0061175)",,
375640601,بلوار آزادی,tertiary,True,False,84.58,2,"LINESTRING (51.2158491 32.0068981, 51.2150285 32.0072053)",,
"[454612208, 482088969]",کوچه درمانگاه,residential,False,True,277.219,,"LINESTRING (51.2158491 32.0068981, 51.2166231 32.0085449, 51.2158444 32.0088327)",,
454612201,چهارده معصوم,residential,False,False,139.349,,"LINESTRING (51.2205173 32.0094101, 51.221995 32.00943)",,
458944586,بلوار امام رضا,trunk,True,False,54.877,,"LINESTRING (51.2205173 32.0094101, 51.2201876 32.0098168)",53,
458944586,بلوار امام رضا,trunk,True,False,83.261,,"LINESTRING (51.2198358 32.0102406, 51.219327 32.0108526)",53,
482081936,۲۲ بهمن,residential,False,False,50.907,,"LINESTRING (51.2198358 32.0102406, 51.2203757 32.010239)",,
1177461353,,residential,False,True,120.526,,"LINESTRING (51.2187285 32.0118225, 51.2194632 32.0109355)",,
454611557,,residential,False,True,70.827,,"LINESTRING (51.215361 32.0043799, 51.21529 32.004432, 51.2151016 32.0045702, 51.2147929 32.0047966)",,
"[454612608, 454612612, 1105254196]",میثم,residential,False,True,195.692,,"LINESTRING (51.215361 32.0043799, 51.2151799 32.0040458, 51.2151263 32.004065, 51.2148492 32.004164, 51.2136422 32.0045325)",,
454611558,,residential,False,True,34.611,,"LINESTRING (51.2187885 32.0058006, 51.2189056 32.0060956)",,
1198893138,,tertiary_link,False,False,12.467,,"LINESTRING (51.2187885 32.0058006, 51.2187444 32.0056949)",,
375640601,بلوار آزادی,tertiary,True,False,203.837,2,"LINESTRING (51.2187885 32.0058006, 51.2174728 32.0062842, 51.2168082 32.0065357)",,
454612203,,tertiary,False,False,82.241,2,"LINESTRING (51.222184 32.0069403, 51.2218919 32.0062434)",,
882797670,میدان حافظ,trunk,True,False,5.768,3,"LINESTRING (51.222184 32.0069403, 51.2222242 32.0069012)",,roundabout
454612193,,residential,False,False,63.011,,"LINESTRING (51.2206032 32.0049843, 51.2203451 32.0044616)",,
314405754,بلوار آزادی,tertiary,True,False,153.65699999999998,2,"LINESTRING (51.2206032 32.0049843, 51.2213047 32.0047163, 51.2219582 32.0044667, 51.222089 32.0044168)",,
454612194,طالقانی,residential,False,False,65.104,,"LINESTRING (51.2228581 32.0041229, 51.2225685 32.0035914)",,
454612196,,residential,False,False,68.325,,"LINESTRING (51.2185858 32.0051501, 51.2192437 32.0048926)",,
482089322,,tertiary,False,False,51.642,2,"LINESTRING (51.2185858 32.0051501, 51.2187086 32.0056027)",,
482089322,,tertiary,False,True,77.075,2,"LINESTRING (51.2185858 32.0051501, 51.2184679 32.0044642)",,
