osmid,highway,oneway,reversed,length,geometry,name,junction,lanes,ref,maxspeed,tunnel
528188484,unclassified,False,False,88.78500000000001,"LINESTRING (58.6806607 36.9427981, 58.6811864 36.9433463, 58.6812562 36.9434385)",,,,,,
528188471,residential,False,False,77.414,"LINESTRING (58.6801618 36.9433688, 58.6806607 36.9427981)",,,,,,
528188473,residential,False,True,111.357,"LINESTRING (58.6795154 36.9471588, 58.680525 36.9465656)",,,,,,
948367730,residential,False,True,122.395,"LINESTRING (58.6795154 36.9471588, 58.67881 36.9462134)",,,,,,
528188481,residential,False,False,54.496,"LINESTRING (58.6766951 36.9457223, 58.6772221 36.9454717)",شهید ترابی,,,,,
"[528188482, 528188476]",residential,False,"[False, True]",222.48600000000002,"LINESTRING (58.6766951 36.9457223, 58.6756504 36.9445478, 58.6762089 36.9442099)",,,,,,
528188481,residential,False,True,121.66,"LINESTRING (58.6766951 36.9457223, 58.6764014 36.9458619, 58.6755071 36.9462659)",شهید ترابی,,,,,
528188477,residential,False,True,166.713,"LINESTRING (58.6762089 36.9442099, 58.6772221 36.9454717)",,,,,,
528188482,residential,False,True,68.182,"LINESTRING (58.6762089 36.9442099, 58.6768206 36.9438398)",,,,,,
"[528188482, 528188476]",residential,False,"[False, True]",222.48600000000002,"LINESTRING (58.6762089 36.9442099, 58.6756504 36.9445478, 58.6766951 36.9457223)",,,,,,
528188478,residential,False,False,177.28,"LINESTRING (58.6768206 36.9438398, 58.6779007 36.9451802)",,,,,,
528188478,residential,False,True,85.224,"LINESTRING (58.6768206 36.9438398, 58.6763022 36.943195)",,,,,,
528188482,residential,False,False,68.182,"LINESTRING (58.6768206 36.9438398, 58.6762089 36.9442099)",,,,,,
528188482,residential,False,True,83.688,"LINESTRING (58.6768206 36.9438398, 58.6773831 36.9434995, 58.6775333 36.9433538)",,,,,,
528188479,residential,False,False,193.258,"LINESTRING (58.6786901 36.9448255, 58.6775333 36.9433538)",,,,,,
528188481,residential,False,False,25.078,"LINESTRING (58.6786901 36.9448255, 58.6789361 36.944715)",شهید ترابی,,,,,
528188481,residential,False,True,80.48,"LINESTRING (58.6786901 36.9448255, 58.6779007 36.9451802)",شهید ترابی,,,,,
528188480,residential,False,True,184.864,"LINESTRING (58.6785545 36.942961, 58.679789 36.9442991)",,,,,,
528188482,residential,False,False,101.96199999999999,"LINESTRING (58.6785545 36.942961, 58.6776862 36.9432337, 58.6775333 36.9433538)",,,,,,
528188482,residential,False,True,158.423,"LINESTRING (58.6785545 36.942961, 58.6793786 36.9427021, 58.6802055 36.942424)",,,,,,
528188480,residential,False,False,184.864,"LINESTRING (58.679789 36.9442991, 58.6785545 36.942961)",,,,,,
528188481,residential,False,False,161.737,"LINESTRING (58.679789 36.9442991, 58.6812562 36.9434385)",شهید ترابی,,,,,
528188481,residential,False,True,88.791,"LINESTRING (58.679789 36.9442991, 58.6789361 36.944715)",شهید ترابی,,,,,
528188481,residential,False,False,88.791,"LINESTRING (58.6789361 36.944715, 58.679789 36.9442991)",شهید ترابی,,,,,
528188481,residential,False,True,25.078,"LINESTRING (58.6789361 36.944715, 58.6786901 36.9448255)",شهید ترابی,,,,,
948367728,residential,False,False,125.529,"LINESTRING (58.6789361 36.944715, 58.6797783 36.9456213)",,,,,,
528188478,residential,False,True,177.28,"LINESTRING (58.6779007 36.9451802, 58.6768206 36.9438398)",,,,,,
528188481,residential,False,False,80.48,"LINESTRING (58.6779007 36.9451802, 58.6786901 36.9448255)",شهید ترابی,,,,,
528188481,residential,False,True,68.465,"LINESTRING (58.6779007 36.9451802, 58.6772221 36.9454717)",شهید ترابی,,,,,
948367730,residential,False,False,140.459,"LINESTRING (58.6779007 36.9451802, 58.67881 36.9462134)",,,,,,
528188477,residential,False,False,166.713,"LINESTRING (58.6772221 36.9454717, 58.6762089 36.9442099)",,,,,,
528188481,residential,False,False,68.465,"LINESTRING (58.6772221 36.9454717, 58.6779007 36.9451802)",شهید ترابی,,,,,
528188481,residential,False,True,54.496,"LINESTRING (58.6772221 36.9454717, 58.6766951 36.9457223)",شهید ترابی,,,,,
528188479,residential,False,True,193.258,"LINESTRING (58.6775333 36.9433538, 58.6786901 36.9448255)",,,,,,
528188482,residential,False,False,83.688,"LINESTRING (58.6775333 36.9433538, 58.6773831 36.9434995, 58.6768206 36.9438398)",,,,,,
528188482,residential,False,True,101.96199999999999,"LINESTRING (58.6775333 36.9433538, 58.6776862 36.9432337, 58.6785545 36.942961)",,,,,,
528188482,residential,False,False,158.423,"LINESTRING (58.6802055 36.942424, 58.6793786 36.9427021, 58.6785545 36.942961)",,,,,,
528188485,residential,True,False,13.093,"LINESTRING (58.6802055 36.942424, 58.680197 36.9423983, 58.6802096 36.9423539, 58.6802467 36.9423192)",,roundabout,,,,
528188491,residential,False,True,28.606,"LINESTRING (58.6790362 36.9410343, 58.679218 36.9412466)",,,,,,
1229840353,trunk,True,False,435.177,"LINESTRING (58.6790362 36.9410343, 58.6753641 36.9436233)",بزرگراه مشهد - قوچان,,2,22,60,
528188492,residential,False,False,87.732,"LINESTRING (58.6815727 36.9394757, 58.6808337 36.9399988)",,,,,,
528188492,residential,False,True,92.364,"LINESTRING (58.6815727 36.9394757, 58.6823457 36.9389205)",,,,,,
528188469,residential,False,True,168.815,"LINESTRING (58.6815727 36.9394757, 58.6821266 36.9400181, 58.6828306 36.9406119)",,,,,,
528188493,residential,False,False,135.701,"LINESTRING (58.6815351 36.9415123, 58.680404 36.9423321)",,,,,,
528188493,residential,False,True,67.906,"LINESTRING (58.6815351 36.9415123, 58.6821117 36.9411116)",,,,,,
948367729,residential,False,True,71.324,"LINESTRING (58.6815351 36.9415123, 58.6820639 36.9419948)",,,,,,
528188493,residential,False,False,84.673,"LINESTRING (58.6828306 36.9406119, 58.6821117 36.9411116)",,,,,,
528188493,residential,False,True,86.248,"LINESTRING (58.6828306 36.9406119, 58.6834797 36.9400353)",,,,,,
528188469,residential,False,False,168.815,"LINESTRING (58.6828306 36.9406119, 58.6821266 36.9400181, 58.6815727 36.9394757)",,,,,,
528188493,residential,False,False,86.248,"LINESTRING (58.6834797 36.9400353, 58.6828306 36.9406119)",,,,,,
528188468,residential,False,False,159.85899999999998,"LINESTRING (58.6834797 36.9400353, 58.6828092 36.9394157, 58.6823457 36.9389205)",,,,,,
528188473,residential,False,False,128.283,"LINESTRING (58.682494 36.9454085, 58.681331 36.9460919)",,,,,,
528188484,unclassified,False,False,79.088,"LINESTRING (58.682494 36.9454085, 58.682612 36.9455307, 58.6828561 36.9457043, 58.6831504 36.9458836)",,,,,,
528188484,unclassified,False,True,128.37099999999998,"LINESTRING (58.682494 36.9454085, 58.6823867 36.945282, 58.6817215 36.9444331)",,,,,,
528188472,residential,False,False,217.435,"LINESTRING (58.6817215 36.9444331, 58.6797783 36.9456213)",,,,,,
528188465,residential,False,True,194.407,"LINESTRING (58.6817215 36.9444331, 58.6824954 36.9438897, 58.683409 36.9433218)",,,,,,
528188484,unclassified,False,False,128.37099999999998,"LINESTRING (58.6817215 36.9444331, 58.6823867 36.945282, 58.682494 36.9454085)",,,,,,
528188484,unclassified,False,True,118.191,"LINESTRING (58.6817215 36.9444331, 58.6815727 36.9441684, 58.6813152 36.9435531, 58.6812562 36.9434385)",,,,,,
528188481,residential,False,True,161.737,"LINESTRING (58.6812562 36.9434385, 58.679789 36.9442991)",شهید ترابی,,,,,
528188484,unclassified,False,False,118.191,"LINESTRING (58.6812562 36.9434385, 58.6813152 36.9435531, 58.6815727 36.9441684, 58.6817215 36.9444331)",,,,,,
528188484,unclassified,False,True,88.78500000000001,"LINESTRING (58.6812562 36.9434385, 58.6811864 36.9433463, 58.6806607 36.9427981)",,,,,,
528188484,unclassified,False,False,43.853,"LINESTRING (58.6803605 36.9424851, 58.6806607 36.9427981)",,,,,,
528188485,residential,True,False,17.338,"LINESTRING (58.6803605 36.9424851, 58.6803039 36.9424914, 58.6802502 36.942476, 58.6802116 36.9424424, 58.6802055 36.942424)",,roundabout,,,,
528188493,residential,False,True,135.701,"LINESTRING (58.680404 36.9423321, 58.6815351 36.9415123)",,,,,,
528188485,residential,True,False,20.286,"LINESTRING (58.680404 36.9423321, 58.6804314 36.9423721, 58.6804324 36.9424178, 58.6804068 36.9424585, 58.6803605 36.9424851)",,roundabout,,,,
528188491,residential,False,False,150.276,"LINESTRING (58.6802467 36.9423192, 58.679218 36.9412466)",,,,,,
528188485,residential,True,False,15.215,"LINESTRING (58.6802467 36.9423192, 58.6802997 36.9423022, 58.6803564 36.9423069, 58.680404 36.9423321)",,roundabout,,,,
528188472,residential,False,True,108.348,"LINESTRING (58.67881 36.9462134, 58.6797783 36.9456213)",,,,,,
948367730,residential,False,False,122.395,"LINESTRING (58.67881 36.9462134, 58.6795154 36.9471588)",,,,,,
948367730,residential,False,True,140.459,"LINESTRING (58.67881 36.9462134, 58.6779007 36.9451802)",,,,,,
528188470,residential,False,True,35.962,"LINESTRING (58.6789073 36.9414538, 58.679218 36.9412466)",,,,,,
528188470,residential,False,False,301.807,"LINESTRING (58.6789073 36.9414538, 58.6767286 36.9429068, 58.6763022 36.943195)",,,,,,
"[725190297, 725190299, 725190292]",tertiary,False,False,128.107,"LINESTRING (58.6789073 36.9414538, 58.6786871 36.9414106, 58.6784276 36.9412097, 58.6783411 36.9410248, 58.6784196 36.9408802, 58.6785302 36.9408994, 58.6786147 36.9409557, 58.6787352 36.941069)",زیر گذر,,,,,yes
"[725190297, 725190299, 725190292]",tertiary,False,True,128.107,"LINESTRING (58.6787352 36.941069, 58.6786147 36.9409557, 58.6785302 36.9408994, 58.6784196 36.9408802, 58.6783411 36.9410248, 58.6784276 36.9412097, 58.6786871 36.9414106, 58.6789073 36.9414538)",زیر گذر,,,,,yes
528188472,residential,False,False,108.348,"LINESTRING (58.6797783 36.9456213, 58.67881 36.9462134)",,,,,,
528188472,residential,False,True,217.435,"LINESTRING (58.6797783 36.9456213, 58.6817215 36.9444331)",,,,,,
948367728,residential,False,False,124.212,"LINESTRING (58.6797783 36.9456213, 58.680525 36.9465656)",,,,,,
948367728,residential,False,True,125.529,"LINESTRING (58.6797783 36.9456213, 58.6789361 36.944715)",,,,,,
948367735,residential,False,False,93.419,"LINESTRING (58.6819004 36.9466195, 58.6810934 36.9471579)",,,,,,
948367736,residential,False,False,77.474,"LINESTRING (58.6819004 36.9466195, 58.681331 36.9460919)",,,,,,
948367736,residential,False,True,68.136,"LINESTRING (58.6819004 36.9466195, 58.6824075 36.9470791)",,,,,,
948367737,residential,False,True,244.529,"LINESTRING (58.6813428 36.9424564, 58.6814525 36.9426144, 58.6818551 36.9430201, 58.6821268 36.9431267, 58.6823412 36.9429705, 58.6823174 36.9426925, 58.6820934 36.9423954, 58.6820639 36.9419948)",,,,,,
948367731,residential,False,True,140.731,"LINESTRING (58.6811774 36.9414454, 58.680164 36.9404729)",,,,,,
528188473,residential,False,False,88.909,"LINESTRING (58.681331 36.9460919, 58.680525 36.9465656)",,,,,,
528188473,residential,False,True,128.283,"LINESTRING (58.681331 36.9460919, 58.682494 36.9454085)",,,,,,
948367736,residential,False,True,77.474,"LINESTRING (58.681331 36.9460919, 58.6819004 36.9466195)",,,,,,
528188492,residential,False,True,79.509,"LINESTRING (58.680164 36.9404729, 58.6808337 36.9399988)",,,,,,
948367731,residential,False,False,140.731,"LINESTRING (58.680164 36.9404729, 58.6811774 36.9414454)",,,,,,
528188492,residential,False,False,120.59,"LINESTRING (58.680164 36.9404729, 58.6796675 36.9408243, 58.679218 36.9412466)",,,,,,
948367729,residential,False,False,71.324,"LINESTRING (58.6820639 36.9419948, 58.6815351 36.9415123)",,,,,,
948367729,residential,False,True,190.299,"LINESTRING (58.6820639 36.9419948, 58.6822149 36.9421326, 58.6829322 36.9427706, 58.6830847 36.9429287, 58.683409 36.9433218)",,,,,,
948367737,residential,False,False,244.529,"LINESTRING (58.6820639 36.9419948, 58.6820934 36.9423954, 58.6823174 36.9426925, 58.6823412 36.9429705, 58.6821268 36.9431267, 58.6818551 36.9430201, 58.6814525 36.9426144, 58.6813428 36.9424564)",,,,,,
948367732,residential,False,True,135.167,"LINESTRING (58.6830917 36.9419989, 58.6831966 36.9421722, 58.683823 36.9430644)",,,,,,
948367736,residential,False,False,68.136,"LINESTRING (58.6824075 36.9470791, 58.6819004 36.9466195)",,,,,,
948367728,residential,False,False,150.70600000000002,"LINESTRING (58.6824075 36.9470791, 58.6824912 36.9470208, 58.6829011 36.9465308, 58.6831504 36.9458836)",,,,,,
948367728,residential,False,True,173.88799999999998,"LINESTRING (58.6824075 36.9470791, 58.6815319 36.9476885, 58.6810934 36.9471579)",,,,,,
948367734,residential,False,True,173.4,"LINESTRING (58.6851099 36.94192, 58.6846588 36.9422958, 58.6841315 36.9426249, 58.683823 36.9430644)",,,,,,
948367728,residential,False,True,83.0,"LINESTRING (58.6810934 36.9471579, 58.680525 36.9465656)",,,,,,
948367735,residential,False,True,93.419,"LINESTRING (58.6810934 36.9471579, 58.6819004 36.9466195)",,,,,,
948367728,residential,False,False,173.88799999999998,"LINESTRING (58.6810934 36.9471579, 58.6815319 36.9476885, 58.6824075 36.9470791)",,,,,,
528188484,unclassified,False,True,79.08800000000001,"LINESTRING (58.6831504 36.9458836, 58.6828561 36.9457043, 58.682612 36.9455307, 58.682494 36.9454085)",,,,,,
948367728,residential,False,True,150.706,"LINESTRING (58.6831504 36.9458836, 58.6829011 36.9465308, 58.6824912 36.9470208, 58.6824075 36.9470791)",,,,,,
528188465,residential,False,True,46.614,"LINESTRING (58.683409 36.9433218, 58.683823 36.9430644)",,,,,,
528188465,residential,False,False,194.407,"LINESTRING (58.683409 36.9433218, 58.6824954 36.9438897, 58.6817215 36.9444331)",,,,,,
948367729,residential,False,False,190.299,"LINESTRING (58.683409 36.9433218, 58.6830847 36.9429287, 58.6829322 36.9427706, 58.6822149 36.9421326, 58.6820639 36.9419948)",,,,,,
528188473,residential,False,False,111.357,"LINESTRING (58.680525 36.9465656, 58.6795154 36.9471588)",,,,,,
528188473,residential,False,True,88.909,"LINESTRING (58.680525 36.9465656, 58.681331 36.9460919)",,,,,,
948367728,residential,False,False,83.0,"LINESTRING (58.680525 36.9465656, 58.6810934 36.9471579)",,,,,,
948367728,residential,False,True,124.212,"LINESTRING (58.680525 36.9465656, 58.6797783 36.9456213)",,,,,,
528188478,residential,False,False,85.224,"LINESTRING (58.6763022 36.943195, 58.6768206 36.9438398)",,,,,,
528188470,residential,False,False,97.369,"LINESTRING (58.6763022 36.943195, 58.6759213 36.9434524, 58.6753641 36.9436233)",,,,,,
528188470,residential,False,True,301.807,"LINESTRING (58.6763022 36.943195, 58.6767286 36.9429068, 58.6789073 36.9414538)",,,,,,
528188481,residential,False,False,121.66,"LINESTRING (58.6755071 36.9462659, 58.6764014 36.9458619, 58.6766951 36.9457223)",شهید ترابی,,,,,
