osmid,name,highway,junction,oneway,reversed,length,geometry,bridge
78517017,میدان دکتر شهراد,secondary,roundabout,True,False,10.683,"LINESTRING (58.6388829 34.1496168, 58.6388846 34.1495678, 58.6389074 34.1495247)",
"[78517115, 78517079]",شهدا,secondary,,False,True,40.387,"LINESTRING (58.6388829 34.1496168, 58.6386876 34.1496444, 58.6384505 34.149679)",yes
78517014,,tertiary,,False,True,41.384,"LINESTRING (58.6431383 34.1512992, 58.6432262 34.1516642)",
469045776,,residential,,False,True,33.89,"LINESTRING (58.6431383 34.1512992, 58.6434994 34.1512393)",
78517014,,tertiary,,False,False,95.457,"LINESTRING (58.6431383 34.1512992, 58.6430474 34.1509219, 58.6429355 34.1504573)",
78517105,,residential,,False,True,147.073,"LINESTRING (58.6431383 34.1512992, 58.6421841 34.1513968, 58.6415519 34.1514601)",
78517097,,tertiary,,False,False,47.576,"LINESTRING (58.6410689 34.147588, 58.6413959 34.1479194)",
78517097,,tertiary,,False,True,8.583,"LINESTRING (58.6410689 34.147588, 58.6410519 34.1475121)",
469045758,,residential,,False,False,70.053,"LINESTRING (58.6410689 34.147588, 58.6403189 34.1476959)",
78517045,,residential,,False,True,152.35000000000002,"LINESTRING (58.6367088 34.1485084, 58.6369483 34.1496706, 58.6369872 34.149859)",
78517123,جهان آرا,tertiary,,True,False,81.61500000000001,"LINESTRING (58.6420161 34.1475653, 58.6421111 34.1475749, 58.6422358 34.1475985, 58.6428789 34.1477328)",
469045734,,residential,,False,False,171.18999999999997,"LINESTRING (58.6420161 34.1475653, 58.6420829 34.1471918, 58.6426636 34.1471019, 58.6425443 34.1469831, 58.6423351 34.1470053, 58.6419421 34.1471174)",
78517070,,residential,,False,True,27.567,"LINESTRING (58.6360277 34.148931, 58.6359811 34.1486861)",
469045740,,residential,,False,True,73.018,"LINESTRING (58.6360277 34.148931, 58.635246 34.1490437)",
78517070,,residential,,False,False,118.29599999999999,"LINESTRING (58.6360277 34.148931, 58.6360894 34.1492553, 58.6362277 34.1499819)",
78517141,,residential,,False,True,116.502,"LINESTRING (58.6430217 34.1485074, 58.6417793 34.1487088)",
78517053,انقلاب,secondary,,True,False,128.137,"LINESTRING (58.6430217 34.1485074, 58.6430827 34.1484706, 58.6432378 34.148434, 58.6443718 34.1482497)",
394433937,,residential,,False,True,22.639,"LINESTRING (58.6386484 34.1510626, 58.6388403 34.1509352)",
78517046,,tertiary,,False,False,113.64699999999999,"LINESTRING (58.6386484 34.1510626, 58.6386649 34.1512154, 58.6387622 34.1520803)",
78517046,,tertiary,,False,True,101.979,"LINESTRING (58.6386484 34.1510626, 58.6386428 34.1509122, 58.6386667 34.1507983, 58.638729 34.1506631, 58.6388419 34.1505191, 58.639097 34.1502594)",
78517014,,tertiary,,False,False,19.641,"LINESTRING (58.6429425 34.1494351, 58.6429575 34.1492589)",
78517014,,tertiary,,False,True,26.173,"LINESTRING (58.6429425 34.1494351, 58.6429226 34.1496699)",
78517050,بلوار کشاورز,tertiary,,False,False,55.648,"LINESTRING (58.6429425 34.1494351, 58.6435453 34.149475)",
469045747,,residential,,False,True,200.312,"LINESTRING (58.6384505 34.149679, 58.6380592 34.1479069)",
78517047,بلوار شهید رجایی,secondary,,True,False,79.708,"LINESTRING (58.6384505 34.149679, 58.6379987 34.1497849, 58.6376092 34.1498468)",
"[78517115, 78517079]",شهدا,secondary,,False,False,40.387,"LINESTRING (58.6384505 34.149679, 58.6386876 34.1496444, 58.6388829 34.1496168)",yes
