osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed
295636944,True,بلوار امام خمینی,secondary,False,253.015,"LINESTRING (47.7653786 37.6159603, 47.7653786 37.6163414, 47.7655289 37.6167106, 47.7657319 37.6170262, 47.7660777 37.6173358, 47.7665889 37.6176573, 47.766829 37.6177714)",,
395735245,True,میدان معلم,secondary,False,6.6690000000000005,"LINESTRING (47.7718281 37.6194528, 47.7718659 37.6194517, 47.7719022 37.6194603)",roundabout,
395735242,True,بلوار امام خمینی,secondary,False,199.63600000000002,"LINESTRING (47.7717406 37.6195686, 47.7703656 37.6191635, 47.7696319 37.6189117)",,
395735245,True,میدان معلم,secondary,False,16.796,"LINESTRING (47.7717406 37.6195686, 47.7717359 37.6195387, 47.7717437 37.6195091, 47.7717633 37.6194832, 47.7717925 37.6194637, 47.7718281 37.6194528)",roundabout,
395735243,True,بلوار امام خمینی,secondary,False,88.929,"LINESTRING (47.771955 37.6195022, 47.7729111 37.6197593)",,
395735245,True,میدان معلم,secondary,False,16.694000000000003,"LINESTRING (47.771955 37.6195022, 47.7719658 37.619531, 47.7719644 37.619561, 47.7719507 37.619589, 47.7719264 37.619612, 47.7718939 37.6196275)",roundabout,
395735245,True,میدان معلم,secondary,False,10.074,"LINESTRING (47.7718939 37.6196275, 47.7718566 37.6196338, 47.7718188 37.6196302, 47.7717844 37.6196171)",roundabout,
721795712,False,,secondary_link,True,14.999,"LINESTRING (47.7729111 37.6197593, 47.7728471 37.6198843)",,
295636945,True,بلوار امام خمینی,secondary,False,88.677,"LINESTRING (47.7728471 37.6198843, 47.7718939 37.6196275)",,
721795712,False,,secondary_link,False,14.999,"LINESTRING (47.7728471 37.6198843, 47.7729111 37.6197593)",,
395735241,True,میدان انقلاب,residential,False,50.226,"LINESTRING (47.7720583 37.6177844, 47.7719973 37.6178136, 47.7719275 37.6178251, 47.7718568 37.6178176, 47.7717933 37.6177921, 47.771744 37.6177513, 47.7717146 37.6176998, 47.7717084 37.6176436, 47.771726 37.6175889)",roundabout,
395735244,False,مطهری,residential,True,125.75500000000001,"LINESTRING (47.7720583 37.6177844, 47.772105 37.6179512, 47.7719866 37.6189067)",,
395735246,False,شهید بهشتی,residential,True,55.164,"LINESTRING (47.771726 37.6175889, 47.7711113 37.617684)",,
395735241,True,میدان انقلاب,residential,False,36.894999999999996,"LINESTRING (47.771726 37.6175889, 47.7717578 37.6175487, 47.7718025 37.6175172, 47.7718565 37.6174969, 47.7719156 37.6174893, 47.771975 37.617495, 47.77203 37.6175137, 47.7720762 37.6175438)",roundabout,
395735251,False,,residential,False,25.306,"LINESTRING (47.7720762 37.6175438, 47.7722512 37.6173633)",,
395735241,True,میدان انقلاب,residential,False,29.760999999999996,"LINESTRING (47.7720762 37.6175438, 47.7721133 37.6175885, 47.7721307 37.6176402, 47.7721268 37.6176937, 47.7721018 37.6177434, 47.7720583 37.6177844)",roundabout,
395735244,False,مطهری,residential,False,62.005,"LINESTRING (47.7719022 37.6194603, 47.7719866 37.6189067)",,
395735245,True,میدان معلم,secondary,False,6.672000000000001,"LINESTRING (47.7719022 37.6194603, 47.771933 37.6194778, 47.771955 37.6195022)",roundabout,
395735245,True,میدان معلم,secondary,False,6.723,"LINESTRING (47.7717844 37.6196171, 47.7717574 37.6195958, 47.7717406 37.6195686)",roundabout,
395735247,True,بلوار امام خمینی,secondary,False,144.64,"LINESTRING (47.7682072 37.6182617, 47.7697096 37.6187869)",,
395735246,False,شهید بهشتی,residential,False,88.782,"LINESTRING (47.7682072 37.6182617, 47.7686576 37.6180982, 47.7691589 37.6180136)",,
395735249,True,میدان ولیعصر,secondary,False,14.939,"LINESTRING (47.7682072 37.6182617, 47.7682133 37.6182949, 47.7682049 37.6183279, 47.7681832 37.6183567, 47.7681505 37.6183781)",roundabout,
395735249,True,میدان ولیعصر,secondary,False,14.939,"LINESTRING (47.7680341 37.6182031, 47.7680749 37.6181939, 47.7681172 37.618196, 47.7681562 37.6182091, 47.7681874 37.6182319)",roundabout,
395735248,True,بلوار امام خمینی,secondary,False,58.799,"LINESTRING (47.7679779 37.6183384, 47.7673661 37.6181268)",,
395735249,True,میدان ولیعصر,secondary,False,17.599,"LINESTRING (47.7679779 37.6183384, 47.7679653 37.6183089, 47.7679648 37.6182777, 47.7679767 37.618248, 47.7679996 37.6182227, 47.7680341 37.6182031)",roundabout,
395735249,True,میدان ولیعصر,secondary,False,3.745,"LINESTRING (47.7681874 37.6182319, 47.7682072 37.6182617)",roundabout,
395735250,False,خیابان شهید دانشور,residential,False,151.488,"LINESTRING (47.7681874 37.6182319, 47.7682087 37.6179176, 47.7681958 37.6177976, 47.7680961 37.6168738)",,
395735249,True,میدان ولیعصر,secondary,False,17.59,"LINESTRING (47.7681505 37.6183781, 47.7681106 37.6183896, 47.7680713 37.6183902, 47.7680336 37.6183812, 47.7680015 37.6183633, 47.7679779 37.6183384)",roundabout,
818656953,False,خیابان ولیعصر,residential,False,274.802,"LINESTRING (47.7681505 37.6183781, 47.7677071 37.6189353, 47.7675676 37.6192497, 47.7673048 37.6201601, 47.7672417 37.6202079, 47.7671666 37.6202153, 47.7666596 37.620105)",,
818656945,False,,residential,False,26.349,"LINESTRING (47.7680037 37.61606, 47.7682827 37.6159745)",,
395735250,False,خیابان شهید دانشور,residential,False,264.602,"LINESTRING (47.7680037 37.61606, 47.7680496 37.6153811, 47.7681187 37.6152341, 47.7695384 37.6141778)",,
395735250,False,خیابان شهید دانشور,residential,True,91.583,"LINESTRING (47.7680037 37.61606, 47.7681296 37.6167329, 47.7680961 37.6168738)",,
395735250,False,خیابان شهید دانشور,residential,False,417.04099999999994,"LINESTRING (47.7722773 37.6129669, 47.7724119 37.6129102, 47.772686 37.612903, 47.773158 37.6129006, 47.7735022 37.6128451, 47.7737275 37.6127752, 47.7740443 37.6126087, 47.7741448 37.6125315, 47.7743244 37.6124012, 47.7744737 37.6123433, 47.7747447 37.6122902, 47.7748452 37.6123578, 47.7748848 37.6124157, 47.7748543 37.6124832, 47.7748269 37.612587, 47.7748665 37.6126569, 47.7748117 37.6128789, 47.774766 37.6132142, 47.7747447 37.613359, 47.7746564 37.6135423, 47.774632 37.6137257, 47.7746298 37.6138221)",,
395735250,False,خیابان شهید دانشور,residential,True,107.629,"LINESTRING (47.7722773 37.6129669, 47.7721875 37.6130011, 47.7711606 37.6133597)",,
395735256,False,خیابان شهید چاوشی,residential,False,151.869,"LINESTRING (47.7722773 37.6129669, 47.7723531 37.6131046, 47.7730254 37.6141973)",,
395735256,False,خیابان شهید چاوشی,residential,False,22.201,"LINESTRING (47.7738011 37.6156333, 47.7737617 37.6158305)",,
395735256,False,خیابان شهید چاوشی,residential,True,7.251,"LINESTRING (47.7738011 37.6156333, 47.7738022 37.6155681)",,
"[395735251, 1021371318]",False,,residential,"[False, True]",44.900999999999996,"LINESTRING (47.7738011 37.6156333, 47.7735969 37.6156694, 47.7733434 37.6157973)",,
395735251,False,,residential,True,25.306,"LINESTRING (47.7722512 37.6173633, 47.7720762 37.6175438)",,
395735252,False,,residential,False,25.728,"LINESTRING (47.7722512 37.6173633, 47.7725408 37.6173331)",,
395735251,False,,residential,False,171.648,"LINESTRING (47.7722512 37.6173633, 47.7723711 37.6164138, 47.772467 37.6161954, 47.7728386 37.6159913)",,
395735251,False,,residential,False,19.212,"LINESTRING (47.7728386 37.6159913, 47.7730408 37.6159265)",,
818656954,False,,residential,True,51.485,"LINESTRING (47.7728386 37.6159913, 47.7725429 37.6155919)",,
395735251,False,,residential,True,171.648,"LINESTRING (47.7728386 37.6159913, 47.772467 37.6161954, 47.7723711 37.6164138, 47.7722512 37.6173633)",,
395735251,False,,residential,False,30.278,"LINESTRING (47.7730408 37.6159265, 47.7733434 37.6157973)",,
395735251,False,,residential,True,19.212,"LINESTRING (47.7730408 37.6159265, 47.7728386 37.6159913)",,
395735252,False,,residential,True,248.692,"LINESTRING (47.7730408 37.6159265, 47.7735921 37.6169048, 47.7736415 37.6171472, 47.7735724 37.6172254, 47.7725408 37.6173331)",,
