osmid,highway,oneway,reversed,length,name,geometry,lanes,junction
538845868,tertiary,False,True,27.685,,"LINESTRING (48.7108607 33.4987853, 48.7105632 33.4988064)",,
538845875,residential,False,False,56.572,ساحلی جنوبی,"LINESTRING (48.7108607 33.4987853, 48.7108072 33.4982785)",,
538845850,residential,False,False,99.112,,"LINESTRING (48.7108607 33.4987853, 48.710833 33.4989174, 48.7105841 33.4991857, 48.7104347 33.499401, 48.7103835 33.4995648)",,
538845852,tertiary,False,True,33.996,شهید مطهری,"LINESTRING (48.7053699 33.5003783, 48.7054381 33.5000779)",2,
538845865,residential,False,True,113.953,,"LINESTRING (48.7053699 33.5003783, 48.7060802 33.499542)",,
1093504220,residential,False,True,47.386,,"LINESTRING (48.7053699 33.5003783, 48.7048647 33.500314)",,
538845852,tertiary,False,False,81.103,شهید مطهری,"LINESTRING (48.7053699 33.5003783, 48.7053281 33.500538, 48.7053425 33.5006496, 48.7054591 33.5010704, 48.7054656 33.5010915)",2,
538845849,residential,False,False,37.43,,"LINESTRING (48.707394 33.5002243, 48.707764 33.5003589)",,
538845849,residential,False,True,18.861,,"LINESTRING (48.707394 33.5002243, 48.7072076 33.5001564)",,
538845862,residential,False,True,185.88299999999998,,"LINESTRING (48.707394 33.5002243, 48.7073257 33.5007057, 48.7072321 33.5011234, 48.707056 33.5014491, 48.7066045 33.5013006)",,
538845869,tertiary,False,False,137.777,امام خمینی,"LINESTRING (48.7044839 33.5024319, 48.7042683 33.5025843, 48.70411 33.5027287, 48.7039623 33.5028865, 48.7035665 33.5033966)",2,
538845869,tertiary,False,True,113.033,امام خمینی,"LINESTRING (48.7044839 33.5024319, 48.7047936 33.502245, 48.704864 33.5022209, 48.704929 33.5022147, 48.7050723 33.5022074, 48.7052617 33.5021994, 48.7056231 33.5021816)",2,
538845871,residential,False,False,109.307,,"LINESTRING (48.7044839 33.5024319, 48.7042806 33.5020797, 48.7040667 33.5017481, 48.7038947 33.5015871)",,
538845854,residential,False,False,83.268,,"LINESTRING (48.70678 33.5008985, 48.7059649 33.5005842)",,
538845859,residential,False,False,47.584,,"LINESTRING (48.70678 33.5008985, 48.7067498 33.5009623, 48.7066045 33.5013006)",,
538845859,residential,False,True,91.614,,"LINESTRING (48.70678 33.5008985, 48.7069741 33.5005257, 48.7072076 33.5001564)",,
538845861,residential,False,False,41.139,,"LINESTRING (48.7026837 33.5034594, 48.7029022 33.5031374)",,
1052948996,tertiary,False,False,29.685,,"LINESTRING (48.7026837 33.5034594, 48.7023737 33.5033927)",2,
