osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,lanes,bridge,tunnel
247227860,میدان فرهنگ,trunk,40,roundabout,True,False,13.523,"LINESTRING (50.6021069 32.2560927, 50.6020363 32.2560834, 50.601967 32.2560658)",,,,
247227859,بلوار امام خمینی,trunk,,,True,False,19.996,"LINESTRING (50.6022066 32.2559592, 50.6024084 32.2560159)",514,,,
247227860,میدان فرهنگ,trunk,40,roundabout,True,False,27.42,"LINESTRING (50.6022066 32.2559592, 50.6022454 32.255992, 50.6022634 32.2560225, 50.6022551 32.2560506, 50.6022246 32.2560752, 50.6021706 32.256088, 50.6021069 32.2560927)",,,,
247227860,میدان فرهنگ,trunk,40,roundabout,True,False,6.188,"LINESTRING (50.601967 32.2560658, 50.6019102 32.2560377)",,,,
489051770,امام خمینی ۴۲,residential,,,False,False,61.624,"LINESTRING (50.601967 32.2560658, 50.6016891 32.2565677)",,,,
247227860,میدان فرهنگ,trunk,40,roundabout,True,False,21.099999999999998,"LINESTRING (50.6019102 32.2560377, 50.6018701 32.2560061, 50.6018548 32.2559744, 50.6018617 32.2559463, 50.6018936 32.2559241, 50.6019448 32.25591)",,,,
247227861,بلوار امام خمینی,trunk,,,True,False,338.637,"LINESTRING (50.6019102 32.2560377, 50.6012021 32.2558529, 50.6009244 32.2557699, 50.6006782 32.2556744, 50.6004542 32.2555727, 50.6001914 32.2554255, 50.5987664 32.254603)",514,,,
247227860,میدان فرهنگ,trunk,40,roundabout,True,False,25.756,"LINESTRING (50.6019448 32.25591, 50.6020113 32.2559065, 50.6020806 32.2559135, 50.6021484 32.2559334, 50.6022066 32.2559592)",,,,
487922106,امام خمینی ۱۹,residential,,,False,False,12.866,"LINESTRING (50.5952628 32.2511635, 50.5953122 32.2510556)",,,,
487922105,,residential,,,False,True,121.18,"LINESTRING (50.5952628 32.2511635, 50.594637 32.251124, 50.5941326 32.251045, 50.5940021 32.2509858)",,,,
487922106,امام خمینی ۱۹,residential,,,False,True,90.697,"LINESTRING (50.5952628 32.2511635, 50.5950293 32.2518349, 50.5949452 32.2519263)",,,,
247227862,امام خمینی,trunk,50,,True,False,128.18,"LINESTRING (50.5946743 32.2527186, 50.5947629 32.2527379, 50.5959679 32.2530813)",514,2,,
487922106,امام خمینی ۱۹,residential,,,False,False,91.823,"LINESTRING (50.5946743 32.2527186, 50.5948425 32.2521588, 50.5949452 32.2519263)",,,,
487922106,امام خمینی ۱۹,residential,,,False,False,90.697,"LINESTRING (50.5949452 32.2519263, 50.5950293 32.2518349, 50.5952628 32.2511635)",,,,
487922106,امام خمینی ۱۹,residential,,,False,True,91.823,"LINESTRING (50.5949452 32.2519263, 50.5948425 32.2521588, 50.5946743 32.2527186)",,,,
489049812,,residential,,,False,True,155.654,"LINESTRING (50.5949452 32.2519263, 50.5953282 32.2519648, 50.5955427 32.2520328, 50.5959826 32.2522642, 50.5964046 32.2525246)",,,,
487922107,بسیج,residential,,,False,False,6.882,"LINESTRING (50.5971783 32.2521343, 50.5972201 32.2521851)",,,,
487922107,بسیج,residential,,,False,True,28.796,"LINESTRING (50.5971783 32.2521343, 50.5969768 32.2519393)",,,,
938566307,,residential,,,False,False,157.77,"LINESTRING (50.5971783 32.2521343, 50.5982828 32.2510663)",,,,
487922107,بسیج,residential,,,False,True,9.174,"LINESTRING (50.5983543 32.2529486, 50.5982747 32.2529009)",,,,
487922107,بسیج,residential,,,False,False,153.962,"LINESTRING (50.5983543 32.2529486, 50.5986532 32.2530908, 50.5990268 32.2533199, 50.599335 32.2536279, 50.5995125 32.2538886)",,,,
487926808,,residential,,,False,False,191.61,"LINESTRING (50.5983543 32.2529486, 50.5986746 32.2527645, 50.5993082 32.2522018, 50.599655 32.2518965, 50.5997503 32.2517186)",,,,
487922107,بسیج,residential,,,False,True,153.962,"LINESTRING (50.5995125 32.2538886, 50.599335 32.2536279, 50.5990268 32.2533199, 50.5986532 32.2530908, 50.5983543 32.2529486)",,,,
487926496,شهدا,residential,,,False,False,238.788,"LINESTRING (50.5995125 32.2538886, 50.6001382 32.2541729, 50.6008761 32.2544731, 50.6013711 32.2546074, 50.6018381 32.2547338)",,,,
487926496,شهدا,residential,,,False,True,155.59,"LINESTRING (50.5995125 32.2538886, 50.5991202 32.2537385, 50.5979433 32.2534542)",,,,
487922107,بسیج,residential,,,False,False,60.658,"LINESTRING (50.5967985 32.2514247, 50.5967945 32.2515505, 50.5969533 32.2519139, 50.5969768 32.2519393)",,,,
487922107,بسیج,residential,,,False,True,184.987,"LINESTRING (50.5967985 32.2514247, 50.5968039 32.2512583, 50.597056 32.2507764, 50.5972709 32.2503973, 50.597302 32.2502838, 50.5970595 32.2500546, 50.5969264 32.2499986)",,,,
487922108,فردوسی,residential,,,False,False,146.152,"LINESTRING (50.5967985 32.2514247, 50.5961594 32.2512109, 50.5953122 32.2510556)",,,,
487922106,امام خمینی ۱۹,residential,,,False,True,12.866,"LINESTRING (50.5953122 32.2510556, 50.5952628 32.2511635)",,,,
"[487922106, 846605711]",امام خمینی ۱۹,residential,,,False,False,145.363,"LINESTRING (50.5953122 32.2510556, 50.5954869 32.2506737, 50.5955897 32.2505158, 50.5963463 32.2501911)",,,,
487922108,فردوسی,residential,,,False,True,146.152,"LINESTRING (50.5953122 32.2510556, 50.5961594 32.2512109, 50.5967985 32.2514247)",,,,
487922109,شهدا,residential,,,True,False,54.95,"LINESTRING (50.5959679 32.2530813, 50.5962713 32.2531066, 50.5965431 32.2531616)",,,,
"[487926493, 487926494]",بلوار امام خمینی,trunk,,,True,False,155.92000000000002,"LINESTRING (50.5959679 32.2530813, 50.5964225 32.253208, 50.5966314 32.2533057, 50.5968338 32.2534018, 50.5971004 32.2535625, 50.5972862 32.2536626, 50.5974199 32.2537383)",514,,yes,
489049810,امام خمینی ۲۱,residential,,,False,True,74.566,"LINESTRING (50.5959679 32.2530813, 50.5961104 32.2528484, 50.5964046 32.2525246)",,,,
487926496,شهدا,residential,,,False,True,84.0,"LINESTRING (50.5979433 32.2534542, 50.5970767 32.253271)",,,,
487926496,شهدا,residential,,,False,False,155.59,"LINESTRING (50.5979433 32.2534542, 50.5991202 32.2537385, 50.5995125 32.2538886)",,,,
487926807,,residential,,,False,False,69.311,"LINESTRING (50.5979433 32.2534542, 50.5980605 32.2531902, 50.5982747 32.2529009)",,,,
487926496,شهدا,residential,,,False,False,94.816,"LINESTRING (50.6018381 32.2547338, 50.6027885 32.2550186)",,,,
487926496,شهدا,residential,,,False,True,238.788,"LINESTRING (50.6018381 32.2547338, 50.6013711 32.2546074, 50.6008761 32.2544731, 50.6001382 32.2541729, 50.5995125 32.2538886)",,,,
489049809,امام خمینی ۲۵,residential,,,False,False,125.426,"LINESTRING (50.6018381 32.2547338, 50.601733 32.2550798, 50.6015673 32.2558377)",,,,
489050874,انقلاب,residential,,,False,False,43.12,"LINESTRING (50.6018381 32.2547338, 50.6018995 32.2545099, 50.6018914 32.2543521)",,,,
487926496,شهدا,residential,,,False,False,84.0,"LINESTRING (50.5970767 32.253271, 50.5979433 32.2534542)",,,,
487926495,,residential,,,True,False,72.442,"LINESTRING (50.5970767 32.253271, 50.596997 32.2533234, 50.5969919 32.2533706, 50.5970393 32.2534133, 50.59724 32.2535491, 50.5974199 32.2537383)",,,,
487926499,,residential,,,False,False,51.835,"LINESTRING (50.5970767 32.253271, 50.5969643 32.253302, 50.5965956 32.253494)",,,,yes
487926494,بلوار امام خمینی,trunk,,,True,False,457.17,"LINESTRING (50.5974199 32.2537383, 50.5987739 32.254506, 50.5998847 32.2551427, 50.6002697 32.2553681, 50.6005264 32.2555101, 50.6007264 32.2555977, 50.6009757 32.2556896, 50.6012176 32.2557605, 50.6015673 32.2558377)",514,,,
"[487926491, 487926492, 247227861]","['بلوار امام خمینی', 'امام خمینی']",trunk,,,True,False,170.45499999999998,"LINESTRING (50.5973665 32.2538072, 50.5972227 32.2537255, 50.5970387 32.2536209, 50.5967696 32.2534644, 50.5965574 32.2533663, 50.5963624 32.2532911, 50.5959513 32.2531612, 50.5957611 32.2531209)",514,,yes,
487926497,,residential,,,True,False,27.751,"LINESTRING (50.5973665 32.2538072, 50.5971225 32.2537754, 50.5970806 32.2537552)",,,,
487926498,,residential,,,True,False,88.865,"LINESTRING (50.5965956 32.253494, 50.5962752 32.253369, 50.5960318 32.2532595, 50.5957611 32.2531209)",,,,
487926499,,residential,,,False,True,51.835,"LINESTRING (50.5965956 32.253494, 50.5969643 32.253302, 50.5970767 32.253271)",,,,yes
489051775,امام خمینی ۳۰,residential,,,False,True,199.56,"LINESTRING (50.5965956 32.253494, 50.5961309 32.2546396, 50.5960015 32.2552128)",,,,
487926492,امام خمینی,trunk,,,True,False,92.239,"LINESTRING (50.5957611 32.2531209, 50.5948345 32.2528488)",514,,,
489051776,امام خمینی ۲۸,residential,,,False,False,279.37600000000003,"LINESTRING (50.5957611 32.2531209, 50.5954593 32.2536755, 50.5951696 32.2543478, 50.5950156 32.2549679, 50.5949909 32.2555203)",,,,
487922107,بسیج,residential,,,False,False,9.174,"LINESTRING (50.5982747 32.2529009, 50.5983543 32.2529486)",,,,
487922107,بسیج,residential,,,False,True,128.279,"LINESTRING (50.5982747 32.2529009, 50.5978406 32.2526406, 50.5976164 32.2524036, 50.5972201 32.2521851)",,,,
487926807,,residential,,,False,True,69.311,"LINESTRING (50.5982747 32.2529009, 50.5980605 32.2531902, 50.5979433 32.2534542)",,,,
487926808,,residential,,,False,True,233.484,"LINESTRING (50.6007911 32.2493523, 50.6006389 32.2496187, 50.6004336 32.249921, 50.6003876 32.2502472, 50.6003487 32.250337, 50.6001399 32.2504179, 50.5999948 32.2505406, 50.5999417 32.2511033, 50.5999252 32.2512012)",,,,
487922105,,residential,,,False,False,56.178,"LINESTRING (50.5927904 32.2502368, 50.5932547 32.2504842, 50.5932904 32.2505121)",,,,
487922105,,residential,,,False,False,49.665,"LINESTRING (50.5932904 32.2505121, 50.5936782 32.2508153)",,,,
487922105,,residential,,,False,True,56.178,"LINESTRING (50.5932904 32.2505121, 50.5932547 32.2504842, 50.5927904 32.2502368)",,,,
489049264,امام خمینی ۱۳,residential,,,False,False,273.124,"LINESTRING (50.5932904 32.2505121, 50.5929574 32.2510003, 50.5924857 32.2518612, 50.5923783 32.2521377, 50.5923083 32.2524655, 50.5922957 32.252785)",,,,
247227862,امام خمینی,trunk,50,,True,False,59.592,"LINESTRING (50.5922957 32.252785, 50.5929213 32.2526996)",514,2,,
489049264,امام خمینی ۱۳,residential,,,False,True,273.124,"LINESTRING (50.5922957 32.252785, 50.5923083 32.2524655, 50.5923783 32.2521377, 50.5924857 32.2518612, 50.5929574 32.2510003, 50.5932904 32.2505121)",,,,
247227862,امام خمینی,trunk,50,,True,False,52.257000000000005,"LINESTRING (50.5929213 32.2526996, 50.5930227 32.2526858, 50.5933856 32.252644, 50.5934722 32.2526396)",514,2,,
489049265,امام خمینی ۱۵,residential,,,False,False,223.33800000000002,"LINESTRING (50.5929213 32.2526996, 50.5929483 32.2523565, 50.5930715 32.2519761, 50.593281 32.2515123, 50.5935706 32.2509964, 50.5936782 32.2508153)",,,,
487922105,,residential,,,False,True,49.665,"LINESTRING (50.5936782 32.2508153, 50.5932904 32.2505121)",,,,
487922105,,residential,,,False,False,36.097,"LINESTRING (50.5936782 32.2508153, 50.5937497 32.2508712, 50.5940021 32.2509858)",,,,
