osmid,highway,oneway,reversed,length,geometry,bridge,name,maxspeed,junction
549887627,residential,False,True,65.576,"LINESTRING (54.2317097 37.0112787, 54.2324262 37.0114217)",,,,
315791065,secondary,False,False,40.646,"LINESTRING (54.2317097 37.0112787, 54.2314105 37.011274, 54.2312527 37.011286)",,,,
"[315791065, 315791068, 619573575]","['secondary', 'tertiary']",False,True,219.73,"LINESTRING (54.2317097 37.0112787, 54.231954 37.0105798, 54.2320522 37.0103042, 54.2321092 37.010144, 54.2321142 37.00998, 54.2321092 37.009876, 54.231989 37.00975, 54.2315798 37.0095746)",yes,سیمین شهر - قره تپه,80,
315791070,tertiary,False,True,248.398,"LINESTRING (54.2331009 37.0076998, 54.2315798 37.0095746)",,قرنجیک - سیمین شهر,95,
549887603,residential,False,True,100.107,"LINESTRING (54.2331009 37.0076998, 54.2319918 37.0075383)",,,,
315791070,tertiary,False,False,248.398,"LINESTRING (54.2315798 37.0095746, 54.2331009 37.0076998)",,قرنجیک - سیمین شهر,95,
619573575,secondary,False,True,34.705,"LINESTRING (54.2315798 37.0095746, 54.231189 37.0095799)",,سیمین شهر - قره تپه,80,
"[315791065, 315791068, 619573575]","['secondary', 'tertiary']",False,False,219.73000000000002,"LINESTRING (54.2315798 37.0095746, 54.231989 37.00975, 54.2321092 37.009876, 54.2321142 37.00998, 54.2321092 37.010144, 54.2320522 37.0103042, 54.231954 37.0105798, 54.2317097 37.0112787)",yes,سیمین شهر - قره تپه,80,
549887598,residential,False,False,57.134,"LINESTRING (54.2291119 37.0108828, 54.2291168 37.0113966)",,,,
619573577,unclassified,False,True,45.357,"LINESTRING (54.2291119 37.0108828, 54.229076 37.0104759)",,,,
549887596,residential,False,True,109.57,"LINESTRING (54.2291119 37.0108828, 54.2280161 37.0106513, 54.2279202 37.0106273)",,,,
"[619573577, 315791066, 315791067]","['unclassified', 'residential']",False,False,195.308,"LINESTRING (54.2291119 37.0108828, 54.2300887 37.0110748, 54.2307501 37.0111948, 54.2312527 37.011286)",yes,,,
315791065,secondary,False,False,198.18400000000003,"LINESTRING (54.2312527 37.011286, 54.2311324 37.011334, 54.2311124 37.0114659, 54.230785 37.0129026, 54.2307627 37.0129824)",,,,
315791065,secondary,False,True,40.646,"LINESTRING (54.2312527 37.011286, 54.2314105 37.011274, 54.2317097 37.0112787)",,,,
"[619573577, 315791066, 315791067]","['unclassified', 'residential']",False,True,195.308,"LINESTRING (54.2312527 37.011286, 54.2307501 37.0111948, 54.2300887 37.0110748, 54.2291119 37.0108828)",yes,,,
549887597,residential,False,False,111.89,"LINESTRING (54.2279202 37.0106273, 54.2290501 37.0101818)",,,,
549887596,residential,False,False,109.57,"LINESTRING (54.2279202 37.0106273, 54.2280161 37.0106513, 54.2291119 37.0108828)",,,,
