osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,junction,lanes
461396719,True,معلم,residential,30,16,False,102.735,"LINESTRING (59.2160264 35.2780809, 59.2156825 35.2782861, 59.2152076 35.2783739, 59.2149893 35.2783867)",,
52009508,True,میدان امام خمینی,secondary,,,False,26.566,"LINESTRING (59.2194812 35.2738393, 59.2195802 35.273867, 59.2196616 35.2739206, 59.2197076 35.2739774)",roundabout,
52009468,False,ابوذر غفاری,secondary,40,28,True,6.74,"LINESTRING (59.2240943 35.2734447, 59.2240959 35.2733841)",,
52009483,True,بولوار امام خمینی,secondary,40,6,False,26.304,"LINESTRING (59.2240943 35.2734447, 59.224105 35.2736811)",,2
52009511,True,خیابان آیت الله طالقانی,secondary,40,12,False,100.62700000000001,"LINESTRING (59.2240943 35.2734447, 59.2233574 35.2735442, 59.2230007 35.2735924)",,2
798342298,True,شهید مطهری,secondary,40,10,False,20.922,"LINESTRING (59.2171607 35.2758889, 59.2169911 35.2760163)",,
52009486,True,مطهری ۶,residential,30,10,False,161.01799999999997,"LINESTRING (59.2174957 35.2778634, 59.217441 35.2776308, 59.2173827 35.2773977, 59.2172824 35.2770427, 59.2172611 35.2769669, 59.217237 35.276873, 59.2171349 35.2765184, 59.217117 35.2764489)",,
158188099,True,میدان معلم,tertiary,,,False,11.060999999999998,"LINESTRING (59.2174957 35.2778634, 59.2175356 35.2778571, 59.2175759 35.2778612, 59.2176027 35.2778714, 59.2176127 35.2778752)",roundabout,
52009518,False,شورا,tertiary,40,24,False,58.7,"LINESTRING (59.2228376 35.2773691, 59.2221961 35.2774356)",,
52009518,False,شورا,tertiary,40,24,True,42.23,"LINESTRING (59.2228376 35.2773691, 59.2232991 35.2773212)",,
194962801,True,شورا,tertiary,,,False,50.389,"LINESTRING (59.2228376 35.2773691, 59.2233284 35.2771574)",,
394161476,True,,secondary_link,,,False,25.31,"LINESTRING (59.2193558 35.273636, 59.2194812 35.2738393)",,
1148734319,False,خیابان فردوسی,secondary,40,,True,27.729,"LINESTRING (59.2193558 35.273636, 59.2193194 35.2733884)",,2
461397105,True,ابومسلم,tertiary,30,12,False,48.449,"LINESTRING (59.2230286 35.2713877, 59.2224997 35.2713295)",,
1112128264,False,,residential,,,True,47.433,"LINESTRING (59.2230286 35.2713877, 59.2229867 35.2718129)",,
461397624,False,کوچه تربتی,unclassified,30,,True,47.94,"LINESTRING (59.2229867 35.2718129, 59.2224602 35.2717796)",,
1112128264,False,,residential,,,False,47.433,"LINESTRING (59.2229867 35.2718129, 59.2230286 35.2713877)",,
1112128264,False,,residential,,,True,40.702,"LINESTRING (59.2229867 35.2718129, 59.2230087 35.2721785)",,
158188104,False,,residential,30,18,True,42.443,"LINESTRING (59.2220471 35.2777974, 59.2221961 35.2774356)",,
158188104,False,,residential,30,18,False,48.208,"LINESTRING (59.2220471 35.2777974, 59.2218912 35.2781337, 59.221857 35.2782022)",,
432987715,False,شورا ۱/۲,residential,,8,False,105.515,"LINESTRING (59.2220471 35.2777974, 59.2231 35.277915, 59.2231988 35.2779257)",,
"[461394588, 804861710]",False,,residential,30,6,"[False, True]",71.87,"LINESTRING (59.2196799 35.2695904, 59.2198501 35.270072, 59.2196813 35.2701174)",,
461395152,False,کوشش ۱,residential,30,6,True,41.886,"LINESTRING (59.2229072 35.2699856, 59.2224564 35.2699054)",,
417934292,False,رجایی ۱۱/۱,tertiary,,16,False,88.489,"LINESTRING (59.2229072 35.2699856, 59.2228947 35.2701942, 59.2229158 35.2707809)",,
461395637,False,بهزیستی,residential,30,16,False,79.897,"LINESTRING (59.2143259 35.2700206, 59.2142352 35.2707353)",,
461395041,False,استقلال ۷,unclassified,,6,False,31.648,"LINESTRING (59.223331 35.2700291, 59.2234023 35.2703077)",,
461396388,False,استقلال ۵,residential,30,7,True,69.949,"LINESTRING (59.2236282 35.2701028, 59.2237251 35.2706214, 59.2237498 35.2707239)",,
417934291,False,رجایی ۱۱,residential,30,10,False,79.992,"LINESTRING (59.2221054 35.2701127, 59.2220175 35.2708285)",,
461396091,False,کوشش ۳,residential,30,8,False,39.814,"LINESTRING (59.2221054 35.2701127, 59.2225401 35.2701601)",,
"[461394588, 804861710]",False,,residential,30,6,"[False, True]",71.87,"LINESTRING (59.2196813 35.2701174, 59.2198501 35.270072, 59.2196799 35.2695904)",,
461396091,False,کوشش ۳,residential,30,8,False,27.664,"LINESTRING (59.2225401 35.2701601, 59.2228425 35.2701908)",,
461396091,False,کوشش ۳,residential,30,8,True,39.814,"LINESTRING (59.2225401 35.2701601, 59.2221054 35.2701127)",,
461396077,False,,residential,30,6,False,71.10499999999999,"LINESTRING (59.2225401 35.2701601, 59.222532 35.2702256, 59.2224312 35.2707933)",,
461394579,False,استقلال ۳,residential,30,6,False,63.327,"LINESTRING (59.2241903 35.2701852, 59.2240281 35.2707391)",,
"[461395233, 461393722]",False,استقلال ۱,residential,30,6,False,61.761,"LINESTRING (59.2244027 35.2702297, 59.2243912 35.2703704, 59.2243079 35.2707792)",,
461395845,False,,residential,30,6,False,93.881,"LINESTRING (59.2214189 35.270288, 59.2217352 35.2703216, 59.2216619 35.2709024)",,
194962872,True,بهشتی ۸,residential,30,6,False,89.07900000000001,"LINESTRING (59.216217 35.2704198, 59.216276 35.2701462, 59.2163834 35.2696303)",,
461392806,True,خیابان جمهوری اسلامی,residential,30,10,False,177.45499999999998,"LINESTRING (59.216217 35.2704198, 59.2158823 35.2703343, 59.2157553 35.2703052, 59.2153201 35.2702028, 59.2150538 35.2701471, 59.2146739 35.2700851, 59.2143259 35.2700206)",,
461396979,False,بهشتی ۸,residential,30,14,True,151.875,"LINESTRING (59.216217 35.2704198, 59.2160474 35.2709557, 59.2159633 35.2711359, 59.2159421 35.2711788, 59.2156716 35.2717078)",,
871562088,False,خیابان جمهوری اسلامی,residential,30,10,False,169.99,"LINESTRING (59.216217 35.2704198, 59.2165058 35.2705418, 59.2169191 35.2707245, 59.2168332 35.2712002, 59.217318 35.2712483)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,25.321,"LINESTRING (59.2237498 35.2707239, 59.2240281 35.2707391)",,
461396388,False,استقلال ۵,residential,30,7,False,69.949,"LINESTRING (59.2237498 35.2707239, 59.2237251 35.2706214, 59.2236282 35.2701028)",,
461395637,False,بهزیستی,residential,30,16,False,58.528,"LINESTRING (59.2142352 35.2707353, 59.2140969 35.2712494)",,
461395637,False,بهزیستی,residential,30,16,True,79.897,"LINESTRING (59.2142352 35.2707353, 59.2143259 35.2700206)",,
461394579,False,استقلال ۳,residential,30,6,True,63.327,"LINESTRING (59.2240281 35.2707391, 59.2241903 35.2701852)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,2.172,"LINESTRING (59.2240281 35.2707391, 59.2240518 35.2707418)",,
461393931,False,استقلال ۲,residential,30,6,False,36.678,"LINESTRING (59.2240518 35.2707418, 59.2239604 35.2710631)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,23.619,"LINESTRING (59.2240518 35.2707418, 59.2243079 35.2707792)",,
461395041,False,استقلال ۷,unclassified,,6,True,51.257,"LINESTRING (59.2235179 35.2707589, 59.2234023 35.2703077)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,21.409,"LINESTRING (59.2235179 35.2707589, 59.2237498 35.2707239)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,9.833,"LINESTRING (59.2234114 35.270775, 59.2235179 35.2707589)",,
461395859,False,استقلال ۶,residential,30,6,False,70.75,"LINESTRING (59.2234114 35.270775, 59.2233707 35.2710337, 59.2233122 35.2714061)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,56.126,"LINESTRING (59.2243079 35.2707792, 59.2248821 35.2709663)",,
"[461395233, 461393722]",False,استقلال ۱,residential,30,6,True,61.761,"LINESTRING (59.2243079 35.2707792, 59.2243912 35.2703704, 59.2244027 35.2702297)",,
461397480,True,ابوذرغفاری ۶,tertiary,30,12,False,44.997,"LINESTRING (59.2229158 35.2707809, 59.2234114 35.270775)",,
417934292,False,رجایی ۱۱/۱,tertiary,,16,True,88.489,"LINESTRING (59.2229158 35.2707809, 59.2228947 35.2701942, 59.2229072 35.2699856)",,
461397095,True,استقلال,tertiary,30,12,False,44.015,"LINESTRING (59.2224312 35.2707933, 59.2229158 35.2707809)",,
461396077,False,,residential,30,6,True,71.10499999999999,"LINESTRING (59.2224312 35.2707933, 59.222532 35.2702256, 59.2225401 35.2701601)",,
461397095,True,استقلال,tertiary,30,12,False,23.476,"LINESTRING (59.2221731 35.2708063, 59.2224312 35.2707933)",,
461396593,False,,residential,30,6,True,54.215,"LINESTRING (59.2221731 35.2708063, 59.2221833 35.2710347, 59.2221839 35.2710762, 59.2221924 35.2712936)",,
417934291,False,رجایی ۱۱,residential,30,10,True,79.992,"LINESTRING (59.2220175 35.2708285, 59.2221054 35.2701127)",,
461397095,True,استقلال,tertiary,30,12,False,14.34,"LINESTRING (59.2220175 35.2708285, 59.2221731 35.2708063)",,
461397095,True,استقلال,tertiary,30,12,False,33.312,"LINESTRING (59.2216619 35.2709024, 59.2220175 35.2708285)",,
804590717,False,,residential,30,6,True,21.635,"LINESTRING (59.2216619 35.2709024, 59.2216831 35.2710962)",,
461395845,False,,residential,30,6,True,93.881,"LINESTRING (59.2216619 35.2709024, 59.2217352 35.2703216, 59.2214189 35.270288)",,
52009468,False,ابوذر غفاری,secondary,40,28,False,71.851,"LINESTRING (59.2248821 35.2709663, 59.224483 35.2715243)",,
461394058,False,,residential,30,6,False,30.634,"LINESTRING (59.2180286 35.2709834, 59.2180374 35.2712588)",,
461394776,False,,residential,30,8,True,28.16,"LINESTRING (59.2174327 35.271013, 59.217318 35.2712483)",,
804586697,True,فردوسی جنوبی ۶۸,residential,30,6,False,54.204,"LINESTRING (59.2174327 35.271013, 59.2177832 35.270992, 59.2180286 35.2709834)",,
461393931,False,استقلال ۲,residential,30,6,True,36.678,"LINESTRING (59.2239604 35.2710631, 59.2240518 35.2707418)",,
804590717,False,,residential,30,6,False,21.635,"LINESTRING (59.2216831 35.2710962, 59.2216619 35.2709024)",,
461394776,False,,residential,30,8,False,28.16,"LINESTRING (59.217318 35.2712483, 59.2174327 35.271013)",,
804586698,True,فردوسی جنوبی ۶۶,residential,30,12,False,65.32,"LINESTRING (59.217318 35.2712483, 59.2180374 35.2712588)",,
871562088,False,خیابان جمهوری اسلامی,residential,30,10,True,169.99,"LINESTRING (59.217318 35.2712483, 59.2168332 35.2712002, 59.2169191 35.2707245, 59.2165058 35.2705418, 59.216217 35.2704198)",,
461395637,False,بهزیستی,residential,30,16,True,58.528,"LINESTRING (59.2140969 35.2712494, 59.2142352 35.2707353)",,
"[194962835, 461397637]",False,ملک الشعرا ۵ -کوچه زهدی,residential,30,14,True,151.81,"LINESTRING (59.2140969 35.2712494, 59.2145587 35.2713845, 59.2149519 35.271512, 59.2156716 35.2717078)",,
461394058,False,,residential,30,6,True,30.634,"LINESTRING (59.2180374 35.2712588, 59.2180286 35.2709834)",,
461397297,False,,residential,30,24,True,44.129,"LINESTRING (59.2214084 35.2712529, 59.2213849 35.2716493)",,
"[417934288, 417934298, 461397095]",True,"['ابومسلم', 'استقلال']",tertiary,30,"['12', '8']",False,120.19400000000002,"LINESTRING (59.2214084 35.2712529, 59.2210358 35.2712539, 59.2209917 35.2712244, 59.2209551 35.2711799, 59.220985 35.2711051, 59.2210661 35.2710474, 59.2214167 35.2709364, 59.2216619 35.2709024)",,
461396593,False,,residential,30,6,False,54.215,"LINESTRING (59.2221924 35.2712936, 59.2221839 35.2710762, 59.2221833 35.2710347, 59.2221731 35.2708063)",,
461397105,True,ابومسلم,tertiary,30,12,False,71.334,"LINESTRING (59.2221924 35.2712936, 59.2219148 35.2712758, 59.2217087 35.2712618, 59.2214084 35.2712529)",,
461394334,False,طالقانی ۶,residential,30,6,True,50.177,"LINESTRING (59.2224997 35.2713295, 59.2224602 35.2717796)",,
461397105,True,ابومسلم,tertiary,30,12,False,28.182,"LINESTRING (59.2224997 35.2713295, 59.2221924 35.2712936)",,
461392377,True,ابومسلم,tertiary,30,18,False,25.827,"LINESTRING (59.2233122 35.2714061, 59.2230286 35.2713877)",,
461395859,False,استقلال ۶,residential,30,6,True,70.75,"LINESTRING (59.2233122 35.2714061, 59.2233707 35.2710337, 59.2234114 35.270775)",,
461397279,True,روحبخش,tertiary,30,18,False,26.836,"LINESTRING (59.2172442 35.271482, 59.217318 35.2712483)",,
461397437,False,روحبخش ۱۰ - سرتیپ,residential,30,6,False,127.94,"LINESTRING (59.2172442 35.271482, 59.2168192 35.2715143, 59.2166629 35.2716798, 59.216287 35.2715775, 59.2161295 35.2718145)",,
52009468,False,ابوذر غفاری,secondary,40,28,True,71.851,"LINESTRING (59.224483 35.2715243, 59.2248821 35.2709663)",,
52009468,False,ابوذر غفاری,secondary,40,28,False,73.087,"LINESTRING (59.224483 35.2715243, 59.2243618 35.2719392, 59.2243138 35.2721666)",,
461392377,True,ابومسلم,tertiary,30,18,False,107.12,"LINESTRING (59.224483 35.2715243, 59.2241334 35.2714821, 59.2239864 35.2714644, 59.2233122 35.2714061)",,
461397297,False,,residential,30,24,False,44.129,"LINESTRING (59.2213849 35.2716493, 59.2214084 35.2712529)",,
461397297,False,,residential,30,24,True,53.228,"LINESTRING (59.2213849 35.2716493, 59.2213734 35.2721279)",,
461397624,False,کوچه تربتی,unclassified,30,,False,47.114,"LINESTRING (59.2213849 35.2716493, 59.2219 35.271701)",,
461397624,False,کوچه تربتی,unclassified,30,,False,51.602,"LINESTRING (59.2219 35.271701, 59.2224602 35.2717796)",,
461397624,False,کوچه تربتی,unclassified,30,,True,47.114,"LINESTRING (59.2219 35.271701, 59.2213849 35.2716493)",,
