osmid,oneway,name,highway,reversed,length,geometry,junction,width,maxspeed
393548185,True,بلوارخلیج فارس,secondary,False,30.325,"LINESTRING (50.6270662 29.4830745, 50.6269545 29.4833293)",,,
685169094,False,,residential,True,39.753,"LINESTRING (50.6270662 29.4830745, 50.6274475 29.4832073)",,,
497160514,True,,secondary,False,114.477,"LINESTRING (50.6263575 29.4845711, 50.6257297 29.4854436)",,,
685778262,False,بهار,residential,True,50.399,"LINESTRING (50.6263575 29.4845711, 50.626816 29.4847859)",,,
316553571,False,حسن زاده,residential,False,14.618,"LINESTRING (50.6258606 29.4871525, 50.6258035 29.4870308)",,,
"[687046894, 316553527]",False,خیابان انقلاب,tertiary,False,152.88,"LINESTRING (50.6258606 29.4871525, 50.6260127 29.4871475, 50.6270972 29.4879552)",,,
496434625,False,خیابان ۲۲ بهمن,tertiary,True,50.623000000000005,"LINESTRING (50.6258606 29.4871525, 50.6257328 29.4873164, 50.6255567 29.4875229)",,,
496434625,False,خیابان ۲۲ بهمن,tertiary,False,25.063,"LINESTRING (50.6245357 29.4887897, 50.6246508 29.4886548, 50.6246879 29.4886074)",,,
316553545,False,,residential,True,150.572,"LINESTRING (50.6252245 29.4879277, 50.6265063 29.488695)",,,
496434625,False,خیابان ۲۲ بهمن,tertiary,False,55.32000000000001,"LINESTRING (50.6252245 29.4879277, 50.625476 29.4876175, 50.6255567 29.4875229)",,,
496434625,False,خیابان ۲۲ بهمن,tertiary,True,88.67999999999999,"LINESTRING (50.6252245 29.4879277, 50.6250897 29.4880938, 50.6247055 29.4885849)",,,
316553552,False,خیابان پاسداران,tertiary,False,31.38,"LINESTRING (50.6275396 29.4882848, 50.6277528 29.4880722)",,,
393549096,False,خیابان انقلاب,tertiary,False,29.212,"LINESTRING (50.6275396 29.4882848, 50.6277377 29.488483)",,,
687046894,False,خیابان انقلاب,tertiary,True,47.405,"LINESTRING (50.6275396 29.4882848, 50.6271675 29.4880076)",,,
393549096,False,خیابان انقلاب,tertiary,True,39.128,"LINESTRING (50.628568 29.4893342, 50.6283063 29.489066)",,,
685354631,True,بلوار آزادی شمالی,secondary,False,37.837,"LINESTRING (50.628568 29.4893342, 50.6288191 29.4890734)",,,
685354632,False,خیابان انقلاب,secondary,False,11.382,"LINESTRING (50.628568 29.4893342, 50.6286569 29.4894012)",,,
316553529,False,خیابان فجر,tertiary,False,10.622,"LINESTRING (50.6264351 29.4915391, 50.6265205 29.4915991)",,,
316553529,False,خیابان فجر,tertiary,True,67.511,"LINESTRING (50.6264351 29.4915391, 50.6259047 29.4911448)",,,
316553530,True,بلوار آزادی شمالی,secondary,False,112.40800000000002,"LINESTRING (50.6264351 29.4915391, 50.6266947 29.491271, 50.6269224 29.4910516, 50.6271907 29.4907716)",,,
316553619,False,,residential,False,152.433,"LINESTRING (50.6304106 29.4874208, 50.6290949 29.4866674)",,,
393549093,True,,secondary,False,38.948,"LINESTRING (50.6304106 29.4874208, 50.6306488 29.4871385)",,,
393548191,True,بلوار آزادی جنوبی,secondary,False,147.513,"LINESTRING (50.6309646 29.4869303, 50.6313619 29.4866422, 50.6320315 29.4859876)",,,
393548192,True,میدان امام خمینی,secondary,False,40.828,"LINESTRING (50.6309646 29.4869303, 50.6310465 29.4869477, 50.6311194 29.4869848, 50.6311771 29.4870383, 50.6312149 29.487104, 50.6312296 29.4871763)",roundabout,,
316553529,False,خیابان فجر,tertiary,True,10.622,"LINESTRING (50.6265205 29.4915991, 50.6264351 29.4915391)",,,
316553537,False,منصوری زاده,residential,True,59.762,"LINESTRING (50.6246385 29.4915375, 50.6250871 29.4919068)",,,
316553538,False,,residential,False,54.791,"LINESTRING (50.6246385 29.4915375, 50.6249473 29.4912321, 50.6250125 29.4911676)",,,
316553529,False,خیابان فجر,tertiary,False,63.167,"LINESTRING (50.6254084 29.4907759, 50.6259047 29.4911448)",,,
316553529,False,خیابان فجر,tertiary,True,67.019,"LINESTRING (50.6254084 29.4907759, 50.624885 29.4903813)",,,
316553538,False,,residential,True,58.012,"LINESTRING (50.6254084 29.4907759, 50.6250125 29.4911676)",,,
316553529,False,خیابان فجر,tertiary,False,67.019,"LINESTRING (50.624885 29.4903813, 50.6254084 29.4907759)",,,
316553543,False,,residential,False,89.915,"LINESTRING (50.624885 29.4903813, 50.6254811 29.4897611)",,,
316553543,False,,residential,True,57.318,"LINESTRING (50.6271675 29.4880076, 50.6267873 29.4884028)",,,
687046894,False,خیابان انقلاب,tertiary,False,47.405,"LINESTRING (50.6271675 29.4880076, 50.6275396 29.4882848)",,,
687046894,False,خیابان انقلاب,tertiary,True,8.958,"LINESTRING (50.6271675 29.4880076, 50.6270972 29.4879552)",,,
316553543,False,,residential,False,36.688,"LINESTRING (50.6265063 29.488695, 50.6267496 29.488442)",,,
316553543,False,,residential,True,33.663,"LINESTRING (50.6265063 29.488695, 50.626283 29.4889271)",,,
316553545,False,,residential,False,150.572,"LINESTRING (50.6265063 29.488695, 50.6252245 29.4879277)",,,
316553543,False,,residential,False,5.685,"LINESTRING (50.6267496 29.488442, 50.6267873 29.4884028)",,,
316553543,False,,residential,True,36.688,"LINESTRING (50.6267496 29.488442, 50.6265063 29.488695)",,,
316553546,False,چلچله,residential,False,154.195,"LINESTRING (50.6267496 29.488442, 50.6255567 29.4875229)",,,
316553546,False,چلچله,residential,True,154.195,"LINESTRING (50.6255567 29.4875229, 50.6267496 29.488442)",,,
685557992,False,,residential,False,38.523,"LINESTRING (50.6255567 29.4875229, 50.6252438 29.4873088)",,,
496434625,False,خیابان ۲۲ بهمن,tertiary,False,50.623000000000005,"LINESTRING (50.6255567 29.4875229, 50.6257328 29.4873164, 50.6258606 29.4871525)",,,
