osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction,bridge
119182314,رستمیان,tertiary,False,True,66.56,"LINESTRING (48.8670843 38.4151789, 48.8671036 38.4153649, 48.8671396 38.4157759)",,,,
119182298,سپاه پاسداران,residential,False,False,42.801,"LINESTRING (48.8702191 38.4157702, 48.8702729 38.4161528)",30,,,
119182298,سپاه پاسداران,residential,False,True,51.801,"LINESTRING (48.8702191 38.4157702, 48.8701581 38.4153068)",30,,,
119182335,آتش نشانی,residential,False,False,119.761,"LINESTRING (48.8702191 38.4157702, 48.8688569 38.4159146)",30,,,
769554403,,residential,False,True,139.797,"LINESTRING (48.8702191 38.4157702, 48.8718092 38.4156017)",,,,
119182335,آتش نشانی,residential,False,True,119.761,"LINESTRING (48.8688569 38.4159146, 48.8702191 38.4157702)",30,,,
769550845,,secondary_link,False,True,10.863,"LINESTRING (48.8688569 38.4159146, 48.8687362 38.4159391)",,,,
358825111,بلوار بسیج,secondary,True,False,160.501,"LINESTRING (48.8688569 38.4159146, 48.8688945 38.4164397, 48.8689367 38.4173566)",,49,,
119182574,بلوار بسیج,secondary,True,False,42.672,"LINESTRING (48.8687362 38.4159391, 48.8687035 38.4155562)",,49,,
769550845,,secondary_link,False,False,10.863,"LINESTRING (48.8687362 38.4159391, 48.8688569 38.4159146)",,,,
119182314,رستمیان,tertiary,False,False,25.375,"LINESTRING (48.8671664 38.4164483, 48.8671683 38.4162201)",,,,
119182314,رستمیان,tertiary,False,True,30.909,"LINESTRING (48.8671664 38.4164483, 48.8672254 38.4167224)",,,,
1067542648,,residential,False,False,113.061,"LINESTRING (48.8671664 38.4164483, 48.8665867 38.4164218, 48.8661683 38.4164218, 48.8658786 38.4164786)",,,,
358825113,شهید رجایی,tertiary,False,False,49.525,"LINESTRING (48.8750651 38.4169909, 48.8750916 38.4174358)",,,,
358825113,شهید رجایی,tertiary,False,True,34.096,"LINESTRING (48.8750651 38.4169909, 48.8750468 38.4166846)",,,,
119182338,مطهری ۱۵,residential,False,False,125.08399999999999,"LINESTRING (48.8750651 38.4169909, 48.8739079 38.416996, 48.8736294 38.4169977)",30,,,
119182338,مطهری ۱۵,residential,False,True,81.993,"LINESTRING (48.8726883 38.4170036, 48.8736294 38.4169977)",30,,,
1020549087,مطهری,tertiary,False,False,11.299,"LINESTRING (48.8726883 38.4170036, 48.8726865 38.416902)",,,,
1020549087,مطهری,tertiary,False,True,62.987,"LINESTRING (48.8726883 38.4170036, 48.8726981 38.41757)",,,,
119182298,سپاه پاسداران,residential,False,False,58.644,"LINESTRING (48.8703995 38.4172464, 48.8704723 38.4177707)",30,,,
119182298,سپاه پاسداران,residential,False,True,46.382,"LINESTRING (48.8703995 38.4172464, 48.8703587 38.4168305)",30,,,
119182345,مخابرات,residential,False,False,61.88,"LINESTRING (48.8703995 38.4172464, 48.8696925 38.4172997)",30,,,
557220515,بن بست۱۰,residential,False,False,51.874,"LINESTRING (48.8673453 38.417235, 48.8679358 38.4171752)",,,,
119182314,رستمیان,tertiary,False,False,33.309,"LINESTRING (48.8673453 38.417235, 48.867283 38.4169976, 48.8672709 38.4169412)",,,,
119182314,رستمیان,tertiary,False,True,41.535,"LINESTRING (48.8673453 38.417235, 48.8673797 38.4174825, 48.8673936 38.4176066)",,,,
119182345,مخابرات,residential,False,True,66.15,"LINESTRING (48.8689367 38.4173566, 48.8696925 38.4172997)",30,,,
358825111,بلوار بسیج,secondary,True,False,57.536,"LINESTRING (48.8689367 38.4173566, 48.8689517 38.4178739)",,49,,
556201788,شهید نوبخت,residential,False,False,80.808,"LINESTRING (48.8726981 38.41757, 48.8736255 38.4175821)",,,,
1020549086,مطهری ۱۴,residential,False,True,37.506,"LINESTRING (48.8726981 38.41757, 48.8722676 38.4175716)",,,,
1020549087,مطهری,tertiary,False,False,62.987,"LINESTRING (48.8726981 38.41757, 48.8726883 38.4170036)",,,,
594231234,مطهری,tertiary,False,True,67.131,"LINESTRING (48.8726981 38.41757, 48.8726879 38.4178897, 48.8726771 38.4181735)",,,,
119182350,صدقیان,residential,False,False,40.728,"LINESTRING (48.8769295 38.4177096, 48.8769475 38.4180756)",30,,,
119182470,تخته فرش,residential,False,False,80.813,"LINESTRING (48.8769295 38.4177096, 48.876002 38.4177195)",30,,,
358825113,شهید رجایی,tertiary,False,True,32.638,"LINESTRING (48.8751091 38.417729, 48.8750916 38.4174358)",,,,
1266037623,تخته فرش,residential,True,False,18.254,"LINESTRING (48.8751091 38.417729, 48.8753186 38.4177312)",30,,,
1266037625,,tertiary,True,False,28.209,"LINESTRING (48.8751091 38.417729, 48.8752106 38.4179699)",,,,
119182298,سپاه پاسداران,residential,False,False,79.176,"LINESTRING (48.8704723 38.4177707, 48.8705576 38.4184796)",30,,,
119182298,سپاه پاسداران,residential,False,True,58.644,"LINESTRING (48.8704723 38.4177707, 48.8703995 38.4172464)",30,,,
384140037,سفید گر,residential,False,False,63.583,"LINESTRING (48.8704723 38.4177707, 48.8697452 38.41782)",30,,,
384140037,سفید گر,residential,False,True,53.327,"LINESTRING (48.8704723 38.4177707, 48.8710821 38.4177292)",30,,,
119182320,میدان شهید رجایی,tertiary,True,False,29.665999999999997,"LINESTRING (48.8752106 38.4179699, 48.8752528 38.4179997, 48.875276 38.4180403, 48.8752763 38.4180847, 48.8752537 38.4181255, 48.875212 38.4181557, 48.8751583 38.41817)",,,roundabout,
1266037624,شهید رجایی,tertiary,True,False,30.97,"LINESTRING (48.8750298 38.4180005, 48.8751091 38.417729)",,,,
119182320,میدان شهید رجایی,tertiary,True,False,17.576999999999998,"LINESTRING (48.8750298 38.4180005, 48.8750661 38.4179731, 48.8751127 38.4179578, 48.8751631 38.4179567, 48.8752106 38.4179699)",,,roundabout,
119182454,سرخابی,tertiary,False,False,95.557,"LINESTRING (48.8750067 38.4180836, 48.8739112 38.418126)",,,,
119182320,میدان شهید رجایی,tertiary,True,False,9.655999999999999,"LINESTRING (48.8750067 38.4180836, 48.8750073 38.4180402, 48.8750298 38.4180005)",,,roundabout,
119182403,کوچه بهشتی,residential,False,False,65.847,"LINESTRING (48.8739112 38.418126, 48.8739445 38.4187176)",30,,,
119182454,سرخابی,tertiary,False,False,107.646,"LINESTRING (48.8739112 38.418126, 48.8726771 38.4181735)",,,,
119182454,سرخابی,tertiary,False,True,95.557,"LINESTRING (48.8739112 38.418126, 48.8750067 38.4180836)",,,,
119182454,سرخابی,tertiary,False,True,107.646,"LINESTRING (48.8726771 38.4181735, 48.8739112 38.418126)",,,,
594231234,مطهری,tertiary,False,True,41.458,"LINESTRING (48.8726771 38.4181735, 48.8726639 38.4185462)",,,,
594231234,مطهری,tertiary,False,False,67.131,"LINESTRING (48.8726771 38.4181735, 48.8726879 38.4178897, 48.8726981 38.41757)",,,,
119182518,شهید رجایی,tertiary,False,False,45.565,"LINESTRING (48.8751583 38.41817, 48.875374 38.4185433)",,,,
119182320,میدان شهید رجایی,tertiary,True,False,17.868000000000002,"LINESTRING (48.8751583 38.41817, 48.8751071 38.4181674, 48.8750608 38.4181502, 48.8750257 38.4181209, 48.8750067 38.4180836)",,,roundabout,
119182369,,residential,False,False,68.824,"LINESTRING (48.8733307 38.4183256, 48.8733532 38.4189443)",30,,,
119182298,سپاه پاسداران,residential,False,False,31.103,"LINESTRING (48.8705576 38.4184796, 48.8705908 38.4187581)",30,,,
119182298,سپاه پاسداران,residential,False,True,79.176,"LINESTRING (48.8705576 38.4184796, 48.8704723 38.4177707)",30,,,
119182330,کوچه پشت سیاه,residential,False,False,139.21,"LINESTRING (48.8705576 38.4184796, 48.868974 38.4186467)",30,,,
