osmid,oneway,highway,junction,reversed,length,geometry,name,maxspeed
1124778733,True,secondary,roundabout,False,13.015999999999998,"LINESTRING (48.7027484 31.2462774, 48.7027798 31.246289, 48.7028047 31.2463091, 48.7028201 31.2463352, 48.702824 31.2463643)",,
412919295,True,residential,,False,56.501,"LINESTRING (48.7025308 31.2464762, 48.7019971 31.2462526)",کنارگذر سبحان,30
1102483753,False,secondary,,True,14.582,"LINESTRING (48.7025308 31.2464762, 48.702675 31.2464315)",جعفری,
1189788487,False,residential,,False,117.613,"LINESTRING (48.7003286 31.2397287, 48.7000331 31.2397994, 48.6995218 31.2399218, 48.6991373 31.2400138)",,
412919591,False,residential,,True,262.715,"LINESTRING (48.7040542 31.2400772, 48.7015157 31.2410107)",یکم,30
412919285,False,residential,,False,89.099,"LINESTRING (48.7010908 31.2402965, 48.7015157 31.2410107)",,30
412919287,True,tertiary,,False,150.171,"LINESTRING (48.7010908 31.2402965, 48.700346 31.2405463, 48.7000421 31.2406568, 48.6996193 31.2407867)",,30
412919520,False,residential,,False,278.224,"LINESTRING (48.7043573 31.2402791, 48.7016706 31.241271)",دوم,30
412919542,False,residential,,True,313.931,"LINESTRING (48.7050171 31.2405841, 48.7019744 31.2416809)",سوم,30
412919538,False,residential,,False,388.768,"LINESTRING (48.706003 31.2406506, 48.7058969 31.2407767, 48.7053846 31.2409693, 48.7023023 31.2420867)",چهارم,30
412919285,False,residential,,False,32.475,"LINESTRING (48.7015157 31.2410107, 48.7016706 31.241271)",,30
412919285,False,residential,,True,89.099,"LINESTRING (48.7015157 31.2410107, 48.7010908 31.2402965)",,30
412919591,False,residential,,False,262.715,"LINESTRING (48.7015157 31.2410107, 48.7040542 31.2400772)",یکم,30
412919591,False,residential,,True,210.503,"LINESTRING (48.7015157 31.2410107, 48.6994817 31.2417587)",یکم,30
412919285,False,residential,,False,53.96,"LINESTRING (48.7016706 31.241271, 48.7019744 31.2416809)",,30
412919285,False,residential,,True,32.475,"LINESTRING (48.7016706 31.241271, 48.7015157 31.2410107)",,30
412919520,False,residential,,True,278.224,"LINESTRING (48.7016706 31.241271, 48.7043573 31.2402791)",دوم,30
412919520,False,residential,,False,579.888,"LINESTRING (48.7016706 31.241271, 48.6999907 31.2418912, 48.6961954 31.2432763, 48.6960986 31.2433665)",دوم,30
412919285,False,residential,,False,54.844,"LINESTRING (48.7019744 31.2416809, 48.7023023 31.2420867)",,30
412919285,False,residential,,True,53.96,"LINESTRING (48.7019744 31.2416809, 48.7016706 31.241271)",,30
412919542,False,residential,,False,313.931,"LINESTRING (48.7019744 31.2416809, 48.7050171 31.2405841)",سوم,30
412919542,False,residential,,True,544.795,"LINESTRING (48.7019744 31.2416809, 48.7004493 31.2422306, 48.6996281 31.2425303, 48.6968176 31.2435561, 48.6967182 31.2436232)",سوم,30
412919285,False,residential,,False,55.251,"LINESTRING (48.7023023 31.2420867, 48.7026242 31.2425004)",,30
412919285,False,residential,,True,54.844,"LINESTRING (48.7023023 31.2420867, 48.7019744 31.2416809)",,30
412919538,False,residential,,False,509.479,"LINESTRING (48.7023023 31.2420867, 48.6974775 31.2438359, 48.6973854 31.2438995)",چهارم,30
412919538,False,residential,,True,388.76800000000003,"LINESTRING (48.7023023 31.2420867, 48.7053846 31.2409693, 48.7058969 31.2407767, 48.706003 31.2406506)",چهارم,30
412919354,False,residential,,True,51.37,"LINESTRING (48.7059411 31.2423035, 48.7061623 31.242725)",,30
412919581,False,residential,,True,278.549,"LINESTRING (48.7059411 31.2423035, 48.7032408 31.2432757)",هفتم,30
412919285,False,residential,,False,51.647,"LINESTRING (48.7026242 31.2425004, 48.70293 31.2428843)",,30
412919285,False,residential,,True,55.251,"LINESTRING (48.7026242 31.2425004, 48.7023023 31.2420867)",,30
412919571,False,residential,,True,474.336,"LINESTRING (48.7026242 31.2425004, 48.698194 31.2441081, 48.6980314 31.2441671)",پنجم,30
412919578,False,residential,,False,8.34,"LINESTRING (48.7062431 31.2426958, 48.7061623 31.242725)",هشتم,30
412919354,False,residential,,False,51.37,"LINESTRING (48.7061623 31.242725, 48.7059411 31.2423035)",,30
412919578,False,residential,,False,269.362,"LINESTRING (48.7061623 31.242725, 48.7035527 31.2436685)",هشتم,30
412919578,False,residential,,True,8.34,"LINESTRING (48.7061623 31.242725, 48.7062431 31.2426958)",هشتم,30
412919285,False,residential,,False,52.604,"LINESTRING (48.70293 31.2428843, 48.7032408 31.2432757)",,30
412919285,False,residential,,True,51.647,"LINESTRING (48.70293 31.2428843, 48.7026242 31.2425004)",,30
412919569,False,residential,,False,438.118,"LINESTRING (48.70293 31.2428843, 48.6988051 31.2443771, 48.6987036 31.2444455)",ششم,30
412919285,False,residential,,False,52.792,"LINESTRING (48.7032408 31.2432757, 48.7035527 31.2436685)",,30
412919285,False,residential,,True,52.604,"LINESTRING (48.7032408 31.2432757, 48.70293 31.2428843)",,30
412919581,False,residential,,False,278.549,"LINESTRING (48.7032408 31.2432757, 48.7059411 31.2423035)",هفتم,30
412919581,False,residential,,True,401.051,"LINESTRING (48.7032408 31.2432757, 48.7020989 31.2436868, 48.6994811 31.2446477, 48.6993956 31.2447322)",هفتم,30
412919294,True,residential,,False,65.456,"LINESTRING (48.6960986 31.2433665, 48.6967182 31.2436232)",کنارگذر سبحان,30
412919520,False,residential,,True,579.888,"LINESTRING (48.6960986 31.2433665, 48.6961954 31.2432763, 48.6999907 31.2418912, 48.7016706 31.241271)",دوم,30
412919294,True,residential,,False,70.479,"LINESTRING (48.6967182 31.2436232, 48.6973854 31.2438995)",کنارگذر سبحان,30
