osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,junction,bridge
358325164,True,48,trunk,60,False,147.24,"LINESTRING (49.8312355 35.1119435, 49.8298543 35.1120788, 49.8296283 35.1121012)",,,
358325166,True,48,trunk,60,False,80.892,"LINESTRING (49.8314506 35.1117048, 49.8323257 35.1115753)",,,
782239051,False,,residential,,False,84.163,"LINESTRING (49.8314506 35.1117048, 49.8313015 35.1109578)",,,
782236556,False,,residential,,False,42.716,"LINESTRING (49.8299959 35.1118938, 49.8301159 35.1115224)",,,
358325166,True,48,trunk,60,False,133.99,"LINESTRING (49.8299959 35.1118938, 49.8304008 35.1118478, 49.8314506 35.1117048)",,,
358325164,True,48,trunk,60,False,145.36,"LINESTRING (49.8334405 35.111513, 49.8331083 35.1115957, 49.8326261 35.1116835, 49.8318881 35.1118206)",,,
392058215,True,,secondary,,False,209.995,"LINESTRING (49.8334405 35.111513, 49.8333004 35.111613, 49.8332062 35.1117351, 49.8331525 35.1118404, 49.8331556 35.1119355, 49.8332115 35.1120422, 49.8335227 35.1123714, 49.8338338 35.1126873, 49.834102 35.1129374, 49.8341876 35.1130251)",بلوار ایثارگران,,
434921022,False,,residential,,False,51.445,"LINESTRING (49.8280674 35.1113005, 49.8279325 35.1108512)",,,
459331719,False,,residential,,False,61.317,"LINESTRING (49.8280674 35.1113005, 49.8287378 35.1112428)",,,
459331719,False,,residential,,True,48.641,"LINESTRING (49.8280674 35.1113005, 49.8275356 35.1113463)",,,
434921022,False,,residential,,False,34.813,"LINESTRING (49.827586 35.1090236, 49.8275528 35.1087117)",,,
434921022,False,,residential,,True,67.066,"LINESTRING (49.827586 35.1090236, 49.8276419 35.109625)",,,
570323501,False,,residential,,True,120.377,"LINESTRING (49.827586 35.1090236, 49.8288864 35.1088229)",,,
434921023,False,,residential,,False,64.179,"LINESTRING (49.8275287 35.1077949, 49.8282042 35.1076283)",,,
971651638,False,,tertiary,,False,21.985,"LINESTRING (49.8275287 35.1077949, 49.8275493 35.1075979)",,,
971651638,False,,tertiary,,True,57.222,"LINESTRING (49.8275287 35.1077949, 49.8275252 35.1083095)",,,
434921023,False,,residential,,False,127.937,"LINESTRING (49.8282042 35.1076283, 49.8286918 35.1065491)",,,
434921023,False,,residential,,True,64.179,"LINESTRING (49.8282042 35.1076283, 49.8275287 35.1077949)",,,
597995010,False,,residential,,True,93.491,"LINESTRING (49.8282042 35.1076283, 49.8292042 35.1074342)",,,
434921023,False,,residential,,True,19.725,"LINESTRING (49.8287056 35.1047377, 49.8287541 35.1048153, 49.8287621 35.1049053)",,,
971651638,False,,tertiary,,True,100.18799999999999,"LINESTRING (49.8287056 35.1047377, 49.8282441 35.1052429, 49.8280808 35.1054779)",,,
441777255,True,,secondary,30,False,24.961,"LINESTRING (49.8336401 35.1071176, 49.8336129 35.1071566, 49.833573 35.1071874, 49.8335237 35.1072072, 49.8334696 35.1072144, 49.8334152 35.1072082)",میدان امام خمینی غرق آباد,roundabout,
441777255,True,,secondary,30,False,16.122,"LINESTRING (49.8336211 35.1069784, 49.8336458 35.1070223, 49.8336524 35.1070703, 49.8336401 35.1071176)",میدان امام خمینی غرق آباد,roundabout,
441777255,True,,secondary,30,False,21.8,"LINESTRING (49.8332856 35.1070348, 49.8333005 35.1069975, 49.8333266 35.1069646, 49.8333622 35.1069384, 49.8334048 35.1069204, 49.8334516 35.106912)",میدان امام خمینی غرق آباد,roundabout,
459331709,False,,tertiary,,False,15.036,"LINESTRING (49.8334516 35.106912, 49.8334211 35.1067791)",,,
441777255,True,,secondary,30,False,17.877,"LINESTRING (49.8334516 35.106912, 49.8335006 35.1069139, 49.8335474 35.1069263, 49.8335885 35.1069483, 49.8336211 35.1069784)",میدان امام خمینی غرق آباد,roundabout,
441777255,True,,secondary,30,False,19.902,"LINESTRING (49.8333673 35.1071903, 49.8333275 35.1071621, 49.8332979 35.1071238, 49.8332835 35.10708, 49.8332856 35.1070348)",میدان امام خمینی غرق آباد,roundabout,
459331700,True,,secondary,,False,175.469,"LINESTRING (49.8333673 35.1071903, 49.8331223 35.1072113, 49.8315003 35.1075774)",بلوار امام خمینی,,
459331700,True,,secondary,,False,21.399,"LINESTRING (49.8302242 35.1078654, 49.8299969 35.107915)",بلوار امام خمینی,,
459331701,False,,secondary_link,,False,15.466,"LINESTRING (49.8302242 35.1078654, 49.8301869 35.1077297)",,,
434921012,True,,secondary,,False,107.983,"LINESTRING (49.8301869 35.1077297, 49.8313374 35.1074905)",بلوار امام خمینی,,
459331701,False,,secondary_link,,True,15.466,"LINESTRING (49.8301869 35.1077297, 49.8302242 35.1078654)",,,
459331710,False,,residential,,False,54.459,"LINESTRING (49.8301869 35.1077297, 49.8301777 35.10724)",,,
434921022,False,,residential,,True,28.742,"LINESTRING (49.8275253 35.1084542, 49.8275528 35.1087117)",,,
459331702,False,,secondary_link,,False,16.09,"LINESTRING (49.8275253 35.1084542, 49.8275252 35.1083095)",,,
434921012,True,,secondary,,False,250.559,"LINESTRING (49.8275252 35.1083095, 49.8301869 35.1077297)",بلوار امام خمینی,,
459331702,False,,secondary_link,,True,16.09,"LINESTRING (49.8275252 35.1083095, 49.8275253 35.1084542)",,,
971651638,False,,tertiary,,False,57.222,"LINESTRING (49.8275252 35.1083095, 49.8275287 35.1077949)",,,
459331700,True,,secondary,,False,10.093,"LINESTRING (49.8292021 35.1080884, 49.8290949 35.1081118)",بلوار امام خمینی,,
459331705,True,,tertiary,,False,118.66,"LINESTRING (49.8292021 35.1080884, 49.8298782 35.1087475, 49.8300356 35.1089092)",,,
459331705,True,,tertiary,,False,27.444,"LINESTRING (49.8324853 35.1114006, 49.8325837 35.1114556, 49.832756 35.1115049)",,,
823601992,True,,tertiary_link,,False,18.98,"LINESTRING (49.8324853 35.1114006, 49.832477 35.1114638, 49.8324367 35.1114857, 49.8323563 35.1114703)",,,
971651655,False,,residential,,False,102.317,"LINESTRING (49.8324853 35.1114006, 49.8324367 35.1112882, 49.8319378 35.1107616, 49.8317856 35.1107102)",,,
358325166,True,48,trunk,60,False,257.663,"LINESTRING (49.832756 35.1115049, 49.8331847 35.1114058, 49.8346173 35.1110491, 49.8354447 35.1107816)",,,
358325166,True,48,trunk,60,False,39.935,"LINESTRING (49.8323257 35.1115753, 49.8326968 35.1115186, 49.832756 35.1115049)",,,
459331706,True,,tertiary,,False,12.07,"LINESTRING (49.8323257 35.1115753, 49.8323455 35.1115318, 49.8323563 35.1114703)",,,
459331706,True,,tertiary,,False,157.581,"LINESTRING (49.8323563 35.1114703, 49.8323107 35.1113848, 49.831314 35.1103418)",,,
459331700,True,,secondary,,False,47.778,"LINESTRING (49.8290949 35.1081118, 49.8285874 35.1082225)",بلوار امام خمینی,,
459331706,True,,tertiary,,False,62.089,"LINESTRING (49.831314 35.1103418, 49.8308749 35.1099143)",,,
459331707,False,,tertiary_link,,False,8.196,"LINESTRING (49.831314 35.1103418, 49.8313846 35.110296)",,,
782239051,False,,residential,,True,73.50399999999999,"LINESTRING (49.831314 35.1103418, 49.8312512 35.1103908, 49.8312002 35.1104391, 49.8312002 35.1105049, 49.8313015 35.1109578)",,,
459331705,True,,tertiary,,False,58.752,"LINESTRING (49.8313846 35.110296, 49.8317856 35.1107102)",,,
459331707,False,,tertiary_link,,True,8.196,"LINESTRING (49.8313846 35.110296, 49.831314 35.1103418)",,,
570323491,False,,residential,,True,156.171,"LINESTRING (49.8313846 35.110296, 49.8326207 35.1093213)",,,
459331708,False,,tertiary,,False,105.045,"LINESTRING (49.8317856 35.1107102, 49.8326141 35.1100521)",قدس,,
459331705,True,,tertiary,,False,99.84400000000001,"LINESTRING (49.8317856 35.1107102, 49.8323885 35.1113277, 49.8324853 35.1114006)",,,
971651655,False,,residential,,True,102.317,"LINESTRING (49.8317856 35.1107102, 49.8319378 35.1107616, 49.8324367 35.1112882, 49.8324853 35.1114006)",,,
459331708,False,,tertiary,,False,67.245,"LINESTRING (49.8335767 35.1090699, 49.8336276 35.1088812, 49.833641 35.1086618, 49.8336272 35.1084703)",قدس,,
459331708,False,,tertiary,,True,66.58500000000001,"LINESTRING (49.8335767 35.1090699, 49.8333594 35.1093837, 49.8332021 35.1095841)",قدس,,
782239052,False,,residential,,True,74.03399999999999,"LINESTRING (49.8335767 35.1090699, 49.833641 35.109206, 49.8337593 35.1097168)",,,
441777255,True,,secondary,30,False,4.79,"LINESTRING (49.8334152 35.1072082, 49.8333673 35.1071903)",میدان امام خمینی غرق آباد,roundabout,
459331708,False,,tertiary,,True,73.224,"LINESTRING (49.8334152 35.1072082, 49.8333742 35.1073705, 49.8335052 35.1078515)",قدس,,
459331709,False,,tertiary,,False,49.563,"LINESTRING (49.830814 35.1056074, 49.8302716 35.1055653)",,,
459331709,False,,tertiary,,True,14.37,"LINESTRING (49.830814 35.1056074, 49.8309668 35.1056402)",,,
