osmid,highway,maxspeed,oneway,reversed,length,geometry,name,junction
387294116,residential,30,False,False,29.574,"LINESTRING (58.3954012 37.136399, 58.3957317 37.1363627)",,
387294122,residential,30,False,False,17.78,"LINESTRING (58.3954012 37.136399, 58.3952091 37.136445)",,
387294122,residential,30,False,True,17.78,"LINESTRING (58.3952091 37.136445, 58.3954012 37.136399)",,
565144754,residential,,False,True,152.595,"LINESTRING (58.3952091 37.136445, 58.3951665 37.1378169)",,
387294124,residential,30,False,False,132.679,"LINESTRING (58.3952091 37.136445, 58.3949047 37.1365614, 58.3944821 37.1366939, 58.3940565 37.1369471, 58.3939408 37.1370507)",,
387294116,residential,30,False,False,180.806,"LINESTRING (58.3964286 37.1362536, 58.3968559 37.1363225, 58.3969808 37.1375971)",,
387294116,residential,30,False,True,62.971,"LINESTRING (58.3964286 37.1362536, 58.3958189 37.1363531, 58.3957317 37.1363627)",,
387294116,residential,30,False,False,59.778999999999996,"LINESTRING (58.3969808 37.1375971, 58.396928 37.1377999, 58.396514 37.1378171)",,
387294116,residential,30,False,True,180.806,"LINESTRING (58.3969808 37.1375971, 58.3968559 37.1363225, 58.3964286 37.1362536)",,
387294116,residential,30,False,False,119.496,"LINESTRING (58.3950987 37.1378152, 58.3937603 37.1376868)",,
387294116,residential,30,False,True,6.013,"LINESTRING (58.3950987 37.1378152, 58.3951665 37.1378169)",,
688161428,residential,,False,False,66.992,"LINESTRING (58.3950987 37.1378152, 58.3950634 37.1379288, 58.3950492 37.1384141)",,
387294116,residential,30,False,False,52.416,"LINESTRING (58.3913153 37.1381138, 58.3915082 37.1385594)",,
387294116,residential,30,False,True,140.44400000000002,"LINESTRING (58.3913153 37.1381138, 58.3922659 37.1379454, 58.3928649 37.137851)",,
387294120,residential,30,False,True,153.32000000000002,"LINESTRING (58.3913153 37.1381138, 58.3897596 37.1383702, 58.3896241 37.1384014)",,
387294121,residential,30,False,False,178.758,"LINESTRING (58.3913153 37.1381138, 58.391056 37.1375282, 58.391056 37.1374018, 58.391176 37.1372526, 58.3918712 37.1368535)",امام رضا ۷,
387294116,residential,30,False,False,131.775,"LINESTRING (58.3917469 37.1390903, 58.3922221 37.1402132)",,
387294116,residential,30,False,True,49.879,"LINESTRING (58.3917469 37.1390903, 58.3915554 37.1386685)",,
786007551,residential,,False,True,154.23399999999998,"LINESTRING (58.3917469 37.1390903, 58.3918746 37.1390836, 58.3920182 37.1391523, 58.3923832 37.1391025, 58.3924001 37.1390728, 58.3923815 37.1390055, 58.3923883 37.1389597, 58.3925538 37.1387805, 58.3926451 37.1385946, 58.3926485 37.1384842, 58.3925948 37.1383134)",,
387294116,residential,30,False,True,34.415,"LINESTRING (58.3929189 37.1418302, 58.3927927 37.1415375)",,
387294116,residential,30,False,False,166.56,"LINESTRING (58.3929189 37.1418302, 58.393207 37.1420062, 58.393519 37.1431889)",,
"[786007537, 688161434]",residential,,False,False,289.108,"LINESTRING (58.3929189 37.1418302, 58.3924762 37.1423639, 58.3924691 37.1426432, 58.3925258 37.142914, 58.3924901 37.1429527, 58.3924102 37.1429884, 58.3917719 37.1430241, 58.3913559 37.1430948, 58.3908827 37.1431594, 58.3908157 37.1431607)",,
786007541,residential,,False,False,39.779,"LINESTRING (58.393519 37.1431889, 58.3939648 37.1431477)",,
387294116,residential,30,False,False,113.849,"LINESTRING (58.393519 37.1431889, 58.3927364 37.1433266, 58.3922548 37.1433559)",,
387294116,residential,30,False,True,166.56,"LINESTRING (58.393519 37.1431889, 58.393207 37.1420062, 58.3929189 37.1418302)",,
387294116,residential,30,False,True,92.543,"LINESTRING (58.3895075 37.1434423, 58.3905515 37.1434525)",,
786007539,residential,,False,False,47.822,"LINESTRING (58.3895075 37.1434423, 58.389365 37.1438571)",,
387294116,residential,30,False,False,80.324,"LINESTRING (58.3895075 37.1434423, 58.389448 37.1433424, 58.3893268 37.1427383)",,
387294116,residential,30,False,False,64.674,"LINESTRING (58.3892555 37.1423201, 58.3890544 37.141761)",,
387294116,residential,30,False,True,46.929,"LINESTRING (58.3892555 37.1423201, 58.3893268 37.1427383)",,
387294128,residential,30,False,True,140.954,"LINESTRING (58.3892555 37.1423201, 58.3907878 37.1419811)",,
387294130,residential,30,False,True,38.741,"LINESTRING (58.3892555 37.1423201, 58.3888346 37.142414)",,
387294116,residential,30,False,True,96.705,"LINESTRING (58.3887537 37.140925, 58.3890544 37.141761)",,
387294117,residential,30,True,False,18.995,"LINESTRING (58.3887537 37.140925, 58.3887002 37.1409262, 58.3886493 37.1409127, 58.3886072 37.1408863, 58.3885788 37.1408501)",,roundabout
387294119,residential,30,False,True,200.567,"LINESTRING (58.3886391 37.1406993, 58.3879447 37.1389826)",,
387294117,residential,30,True,False,17.503,"LINESTRING (58.3886391 37.1406993, 58.3886844 37.1406837, 58.3887336 37.1406801, 58.3887817 37.140689, 58.3888238 37.1407095)",,roundabout
387294130,residential,30,False,False,80.122,"LINESTRING (58.3885788 37.1408501, 58.3879424 37.1413618)",,
387294117,residential,30,True,False,14.243,"LINESTRING (58.3885788 37.1408501, 58.3885676 37.1408084, 58.3885748 37.140766, 58.3885996 37.1407282)",,roundabout
