osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed
139183308,میدان شهرداری,primary,roundabout,True,False,37.961,"LINESTRING (54.8662502 36.9073525, 54.8662894 36.9072897, 54.8663724 36.9072283, 54.8664784 36.907197, 54.8665914 36.9072005)",
196173881,شهید رجایی,secondary,,False,False,37.893,"LINESTRING (54.8665914 36.9072005, 54.8666802 36.9068672)",
139183308,میدان شهرداری,primary,roundabout,True,False,30.149,"LINESTRING (54.8665914 36.9072005, 54.8666941 36.9072382, 54.8667709 36.9073045, 54.866792 36.9073501, 54.8668101 36.9073893)",
139183308,میدان شهرداری,primary,roundabout,True,False,20.097,"LINESTRING (54.8668101 36.9073893, 54.8668057 36.9074796, 54.8667585 36.9075617)",
827562522,بلوار امام رضا,primary,,True,False,224.16,"LINESTRING (54.8668101 36.9073893, 54.8669891 36.9074606, 54.8679176 36.907641, 54.8692443 36.9078999)",
139183308,میدان شهرداری,primary,roundabout,True,False,28.256999999999998,"LINESTRING (54.8667585 36.9075617, 54.8666755 36.9076231, 54.8665695 36.9076544, 54.866478 36.9076596)",
139183333,مزرعه بهشتی,primary,,False,True,30.013,"LINESTRING (54.866478 36.9076596, 54.8664095 36.9079239)",
139183308,میدان شهرداری,primary,roundabout,True,False,35.165,"LINESTRING (54.866478 36.9076596, 54.8663538 36.9076132, 54.8662771 36.9075469, 54.8662379 36.9074622, 54.8662408 36.9074363)",
376941658,قصر,residential,,False,False,66.367,"LINESTRING (54.8704051 36.9082505, 54.870065 36.9087818)",30
1136517350,,primary_link,,False,False,10.583,"LINESTRING (54.8704051 36.9082505, 54.8704674 36.9081694)",
139183391,بلوار امام رضا,primary,,True,False,109.658,"LINESTRING (54.8704051 36.9082505, 54.8694686 36.9080499, 54.8692124 36.9079996)",
196173898,طالقانی جنوبی,secondary,,True,False,26.644,"LINESTRING (54.8625829 36.9065564, 54.862699 36.9063355)",
741587608,,primary_link,,False,False,9.97,"LINESTRING (54.8625829 36.9065564, 54.8625367 36.9066381)",
397329086,بلوار امام رضا,primary,,True,False,98.241,"LINESTRING (54.8625829 36.9065564, 54.8635552 36.9067669, 54.8636492 36.9067879)",
704457698,شهید قرایی,tertiary,,False,True,120.563,"LINESTRING (54.865774 36.9104008, 54.8669804 36.9108959)",
139183333,مزرعه بهشتی,primary,,False,False,74.003,"LINESTRING (54.865774 36.9104008, 54.8659232 36.9097996, 54.8659366 36.9097481)",
139183333,مزرعه بهشتی,primary,,False,True,71.06800000000001,"LINESTRING (54.865774 36.9104008, 54.8656256 36.9109989, 54.8656184 36.9110277)",
196173812,,residential,,False,True,84.852,"LINESTRING (54.8718636 36.9111326, 54.8726923 36.9115111)",30
704455069,,residential,,False,False,85.54599999999999,"LINESTRING (54.8718636 36.9111326, 54.8714561 36.9113895, 54.8711253 36.9116254)",
196173812,,residential,,False,False,84.852,"LINESTRING (54.8726923 36.9115111, 54.8718636 36.9111326)",30
