osmid,oneway,highway,maxspeed,reversed,length,geometry,bridge,name,ref
1145011838,True,unclassified,40,False,47.407,"LINESTRING (47.9597373 33.3782535, 47.9598677 33.3786657)",,,
1145017211,False,residential,,False,78.23299999999999,"LINESTRING (47.9597373 33.3782535, 47.9598281 33.3782335, 47.9599551 33.3782064, 47.9600791 33.3781835, 47.9601838 33.3781673, 47.9602854 33.3781572, 47.9604043 33.3781453, 47.9605161 33.3781359, 47.9605649 33.3781283)",,,
1145017211,False,residential,,True,78.233,"LINESTRING (47.9605649 33.3781283, 47.9605161 33.3781359, 47.9604043 33.3781453, 47.9602854 33.3781572, 47.9601838 33.3781673, 47.9600791 33.3781835, 47.9599551 33.3782064, 47.9598281 33.3782335, 47.9597373 33.3782535)",,,
"[1145017212, 1145017213]",False,residential,,True,21.582,"LINESTRING (47.9605649 33.3781283, 47.9605954 33.3781792, 47.9606664 33.3783029)",yes,,
"[1145057941, 1145017214]",False,residential,,"[False, True]",120.36099999999999,"LINESTRING (47.9605649 33.3781283, 47.9604267 33.377866, 47.9603898 33.3777621, 47.9602172 33.3777994, 47.9602036 33.377765, 47.95963 33.3779165)",,,
1145016665,False,unclassified,50,False,37.833,"LINESTRING (47.9606664 33.3783029, 47.9607834 33.3782568, 47.9608764 33.3782177, 47.9609629 33.3781884, 47.9609834 33.3781815, 47.9610402 33.3781698)",,خیابان شریعتی,
1145016665,False,unclassified,50,True,79.466,"LINESTRING (47.9606664 33.3783029, 47.9606428 33.3783122, 47.9605454 33.3783566, 47.960418 33.3784061, 47.9604079 33.3784096, 47.9603402 33.3784327, 47.9602473 33.3784667, 47.9601349 33.378514, 47.9600889 33.3785383, 47.9600491 33.378562, 47.9600137 33.3785915, 47.9599792 33.3786181, 47.9599464 33.3786396, 47.9599239 33.3786485)",,خیابان شریعتی,
"[1145017212, 1145017213]",False,residential,,False,21.582,"LINESTRING (47.9606664 33.3783029, 47.9605954 33.3781792, 47.9605649 33.3781283)",yes,,
1145011838,True,unclassified,40,False,14.068,"LINESTRING (47.9593108 33.375428, 47.9593173 33.3755544)",,,
1145015236,False,primary_link,,True,12.188,"LINESTRING (47.9593108 33.375428, 47.9591796 33.3754313)",,,
1145011838,True,unclassified,40,False,35.728,"LINESTRING (47.9593385 33.3762174, 47.9593418 33.3765387)",,,
1147810187,False,unclassified,,False,11.211,"LINESTRING (47.9593385 33.3762174, 47.9592178 33.3762197)",,,
1145016661,False,unclassified,50,False,110.00700000000002,"LINESTRING (47.9593385 33.3762174, 47.9593968 33.3762197, 47.9594584 33.3762287, 47.9595539 33.376248, 47.959634 33.3762802, 47.9597311 33.3762995, 47.9598558 33.3763252, 47.9599267 33.3763265, 47.9599627 33.3763241, 47.9600238 33.3763201, 47.960164 33.3763098, 47.9601732 33.3763088, 47.9602872 33.3762969, 47.9603812 33.3762995, 47.9605009 33.3763149)",,,
1145015249,False,primary_link,,True,11.082,"LINESTRING (47.9606757 33.3819982, 47.96079 33.3819695)",,,
1145011837,True,unclassified,40,False,52.413,"LINESTRING (47.9606757 33.3819982, 47.9605716 33.3816753, 47.9605334 33.3815421)",,,
1145015249,False,primary_link,,False,11.082,"LINESTRING (47.96079 33.3819695, 47.9606757 33.3819982)",,,
1146178247,False,primary,50,False,12.685,"LINESTRING (47.96079 33.3819695, 47.9608279 33.3820791)",,بزرگراه خرم‌آباد - معمولان - پلدختر - اندیمشک,37
1146178247,False,primary,50,True,101.08,"LINESTRING (47.96079 33.3819695, 47.9607236 33.3817325, 47.9605193 33.3810891)",,بزرگراه خرم‌آباد - معمولان - پلدختر - اندیمشک,37
1145016665,False,unclassified,50,False,35.217,"LINESTRING (47.9616564 33.37794, 47.9616647 33.3779303, 47.9617125 33.3778667, 47.9617656 33.3777862, 47.9617992 33.3777389, 47.9618434 33.3776894, 47.9618611 33.3776744)",,خیابان شریعتی,
1145016665,False,unclassified,50,True,39.607,"LINESTRING (47.9616564 33.37794, 47.9616063 33.377999, 47.9615621 33.3780492, 47.9615196 33.3780935, 47.9614647 33.3781238, 47.9614099 33.3781401, 47.9613373 33.378149)",,خیابان شریعتی,
