osmid,highway,maxspeed,oneway,reversed,length,name,geometry,bridge
488113822,residential,30,False,True,101.067,,"LINESTRING (51.6185096 35.5180987, 51.6176813 35.5174891)",
730985919,unclassified,,False,False,76.499,ابوذر غربی,"LINESTRING (51.6185096 35.5180987, 51.6193446 35.5179919)",
645694054,residential,,False,False,46.229,حافظ,"LINESTRING (51.6196429 35.5164975, 51.6201156 35.51634)",
756882902,tertiary,,False,False,6.047,ولیعصر,"LINESTRING (51.6196429 35.5164975, 51.6196178 35.5164471)",
756882902,tertiary,,False,True,22.525,ولیعصر,"LINESTRING (51.6196429 35.5164975, 51.6197365 35.5166852)",
756882902,tertiary,,False,True,32.529,ولیعصر,"LINESTRING (51.6195145 35.5161669, 51.6196178 35.5164471)",
488113811,residential,30,False,False,29.000999999999998,هداوند,"LINESTRING (51.6195145 35.5161669, 51.6196074 35.5161061, 51.6197493 35.5160471, 51.6197872 35.5160326)",
488113823,tertiary,,False,True,81.08200000000001,مقداد,"LINESTRING (51.6195145 35.5161669, 51.6192235 35.5161857, 51.6189003 35.5161279, 51.6186522 35.5160351)",
756882902,tertiary,,False,False,61.489999999999995,ولیعصر,"LINESTRING (51.6195145 35.5161669, 51.6195621 35.51585, 51.6196308 35.5156963, 51.6196904 35.5156456)",
642239914,residential,,False,False,62.335,امامت,"LINESTRING (51.6208115 35.5146807, 51.620313 35.5142939)",
756882902,tertiary,,False,False,98.0,ولیعصر,"LINESTRING (51.6208115 35.5146807, 51.6210465 35.514487, 51.6212155 35.5143477, 51.6215723 35.5140536)",
756882902,tertiary,,False,True,94.914,ولیعصر,"LINESTRING (51.6208115 35.5146807, 51.6202521 35.5151629, 51.6200915 35.5153013)",
756882902,tertiary,,False,False,59.017,ولیعصر,"LINESTRING (51.6229815 35.5130983, 51.6235518 35.512841)",
488113808,residential,30,False,True,119.709,شهید اصغر بافرانی,"LINESTRING (51.6229815 35.5130983, 51.6223349 35.5124365, 51.6221342 35.5122732)",
756882902,tertiary,,False,True,56.285,ولیعصر,"LINESTRING (51.6229815 35.5130983, 51.6226428 35.5133142, 51.6224919 35.5134104)",
730975723,tertiary,,True,False,58.252,جاده فرون آباد حاجی آباد,"LINESTRING (51.6244308 35.5125144, 51.6240906 35.5120697)",
756882902,tertiary,,False,True,56.843999999999994,ولیعصر,"LINESTRING (51.6244308 35.5125144, 51.6241631 35.51259, 51.6238496 35.5127066)",
310425585,tertiary,,False,False,27.406,ولیعصر,"LINESTRING (51.6205834 35.5182932, 51.6204319 35.5180798)",
