osmid,highway,oneway,reversed,length,name,maxspeed,geometry,junction
685371943,tertiary,False,False,12.56,,,"LINESTRING (50.6815907 35.9622596, 50.6816264 35.9623688)",
685371944,tertiary,False,True,110.075,خوئینی,,"LINESTRING (50.6815907 35.9622596, 50.6811851 35.9613257)",
875425725,secondary,True,False,70.272,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6815907 35.9622596, 50.6823412 35.9620853)",
130878540,tertiary,False,False,174.763,آزادگان,,"LINESTRING (50.6841749 35.9633912, 50.6860208 35.9629034)",
130878540,tertiary,False,True,114.346,آزادگان,,"LINESTRING (50.6841749 35.9633912, 50.6829642 35.963703)",
771737387,residential,False,False,54.685,زین الدین,,"LINESTRING (50.6841749 35.9633912, 50.6843635 35.9638587)",
130878540,tertiary,False,True,125.359,آزادگان,,"LINESTRING (50.6885601 35.9622578, 50.6872289 35.9625895)",
131078424,tertiary,False,True,107.944,آزادگان,,"LINESTRING (50.6885601 35.9622578, 50.6897019 35.9619607)",
328901466,tertiary,False,False,52.866,معلم,,"LINESTRING (50.6885601 35.9622578, 50.6887388 35.9627107)",
328901466,tertiary,False,True,55.156,معلم,,"LINESTRING (50.6885601 35.9622578, 50.6883783 35.9617841)",
130878502,secondary,True,False,114.842,بلوار کارگر,60,"LINESTRING (50.6900241 35.9653523, 50.691115 35.9648165)",
130878496,residential,False,False,51.801,خرازی,30,"LINESTRING (50.682069 35.9639472, 50.682234 35.9643935)",
130878540,tertiary,False,False,85.021,آزادگان,,"LINESTRING (50.682069 35.9639472, 50.6829642 35.963703)",
130878540,tertiary,False,True,134.287,آزادگان,,"LINESTRING (50.682069 35.9639472, 50.6806384 35.9642903)",
328901466,tertiary,False,True,24.44,معلم,,"LINESTRING (50.6896816 35.965101, 50.689579 35.9648975)",
130878520,tertiary,True,False,42.524,معلم,,"LINESTRING (50.6896816 35.965101, 50.6898241 35.9652513, 50.6898694 35.965284, 50.6899222 35.9653133, 50.6899572 35.9653332, 50.6900241 35.9653523)",
131078391,residential,False,True,197.256,وادی زاده,30,"LINESTRING (50.6897282 35.9653228, 50.6876304 35.9658367)",
130878544,tertiary,True,False,25.017,معلم,,"LINESTRING (50.6897282 35.9653228, 50.6897046 35.9652141, 50.6896816 35.965101)",
130878502,secondary,True,False,23.491,بلوار کارگر,60,"LINESTRING (50.6898081 35.9654709, 50.6900241 35.9653523)",
130878544,tertiary,True,False,18.136,معلم,,"LINESTRING (50.6898081 35.9654709, 50.6897612 35.9654112, 50.6897282 35.9653228)",
130878496,residential,False,True,51.495,خرازی,30,"LINESTRING (50.682741 35.9656736, 50.6825559 35.9652354)",
131078537,residential,False,True,85.016,کیان,30,"LINESTRING (50.682741 35.9656736, 50.6836381 35.9654341)",
131078537,residential,False,False,91.09400000000001,کیان,30,"LINESTRING (50.682741 35.9656736, 50.6819408 35.965894, 50.6819232 35.9659019, 50.6819099 35.9659181, 50.6818929 35.9660165)",
130878502,secondary,True,False,29.992,بلوار کارگر,60,"LINESTRING (50.6877691 35.9664798, 50.6880558 35.9663423)",
131078473,residential,True,False,23.497,ایثارگران,30,"LINESTRING (50.6877691 35.9664798, 50.6877749 35.9664063, 50.6877697 35.9662687)",
130878502,secondary,True,False,32.801,بلوار کارگر,60,"LINESTRING (50.686106 35.9673432, 50.6864215 35.9671955)",
131078476,residential,True,False,17.984,رزمندگان,30,"LINESTRING (50.686106 35.9673432, 50.686109 35.9672865, 50.6861139 35.9671816)",
130878502,secondary,True,False,30.733,بلوار کارگر,60,"LINESTRING (50.6844487 35.9681956, 50.6847392 35.9680503)",
131078557,residential,True,False,14.074,جانبازان,30,"LINESTRING (50.6844487 35.9681956, 50.6844532 35.9681359, 50.6844549 35.9681024, 50.6844513 35.9680693)",
521843331,residential,False,False,56.29,طالقانی,30,"LINESTRING (50.6843064 35.9599046, 50.6837585 35.9601487)",
131078366,secondary,True,False,19.335,میدان دانش,,"LINESTRING (50.6898255 35.9601505, 50.689924 35.9601744, 50.6899678 35.9602131, 50.6899772 35.9602505)",roundabout
131078366,secondary,True,False,8.423,میدان دانش,,"LINESTRING (50.6897321 35.9601552, 50.6898255 35.9601505)",roundabout
131078366,secondary,True,False,4.476,میدان دانش,,"LINESTRING (50.6899772 35.9602505, 50.6899676 35.96029)",roundabout
131078366,secondary,True,False,23.26,میدان دانش,,"LINESTRING (50.6895186 35.9602629, 50.6895631 35.9602181, 50.6896475 35.9601765, 50.6897321 35.9601552)",roundabout
131078366,secondary,True,False,24.531,میدان دانش,,"LINESTRING (50.6899676 35.96029, 50.6899539 35.9603148, 50.689894 35.9603519, 50.6898282 35.9603794, 50.6897405 35.9603939)",roundabout
131078594,residential,True,False,53.002,بغدادی,30,"LINESTRING (50.6846082 35.9603139, 50.6843064 35.9599046)",
1257365838,residential,False,True,10.452,بغدادی,30,"LINESTRING (50.6846082 35.9603139, 50.6846627 35.9603969)",
131078366,secondary,True,False,21.723,میدان دانش,,"LINESTRING (50.6896667 35.9603923, 50.689589 35.9603681, 50.6895411 35.9603374, 50.6895192 35.9603003, 50.6895186 35.9602629)",roundabout
875425722,secondary,True,False,156.958,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6896667 35.9603923, 50.6893278 35.9604502, 50.687997 35.9607956)",
131078366,secondary,True,False,6.645,میدان دانش,,"LINESTRING (50.6897405 35.9603939, 50.6896667 35.9603923)",roundabout
328901466,tertiary,False,False,13.522,معلم,,"LINESTRING (50.6879523 35.9606795, 50.687997 35.9607956)",
875425725,secondary,True,False,148.451,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6879523 35.9606795, 50.6891662 35.9603737, 50.6895186 35.9602629)",
328901457,residential,False,True,123.497,فروردین,30,"LINESTRING (50.689417 35.9607506, 50.6881121 35.961094)",
328901466,tertiary,False,False,34.76,معلم,,"LINESTRING (50.687997 35.9607956, 50.6881121 35.961094)",
328901466,tertiary,False,True,13.522,معلم,,"LINESTRING (50.687997 35.9607956, 50.6879523 35.9606795)",
875425722,secondary,True,False,126.592,بلوار آیت الله خامنه ای,50,"LINESTRING (50.687997 35.9607956, 50.6866461 35.9611126)",
328901454,residential,False,True,124.841,گلستان ۱,30,"LINESTRING (50.6881121 35.961094, 50.6867941 35.9614439)",
328901457,residential,False,False,123.497,فروردین,30,"LINESTRING (50.6881121 35.961094, 50.689417 35.9607506)",
328901466,tertiary,False,False,29.087,معلم,,"LINESTRING (50.6881121 35.961094, 50.6882084 35.9613437)",
328901466,tertiary,False,True,34.76,معلم,,"LINESTRING (50.6881121 35.961094, 50.687997 35.9607956)",
131078525,residential,False,True,39.173,ارکیده,30,"LINESTRING (50.6866461 35.9611126, 50.6867941 35.9614439)",
875425722,secondary,True,False,106.786,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6866461 35.9611126, 50.6855211 35.9614177)",
328901467,residential,False,True,149.129,اردیبهشت,30,"LINESTRING (50.6897699 35.9610823, 50.6896565 35.9610129, 50.689627 35.9610018, 50.6895889 35.9610006, 50.6882084 35.9613437)",
685371944,tertiary,False,False,110.075,خوئینی,,"LINESTRING (50.6811851 35.9613257, 50.6815907 35.9622596)",
297192495,tertiary,True,False,328.726,گمنام,,"LINESTRING (50.6811851 35.9613257, 50.6813651 35.9613144, 50.6838603 35.9605775, 50.6846082 35.9603139)",
875425725,secondary,True,False,256.141,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6852309 35.9613534, 50.6879523 35.9606795)",
1257365838,residential,False,False,118.051,بغدادی,30,"LINESTRING (50.6852309 35.9613534, 50.6851515 35.9612397, 50.6846627 35.9603969)",
328901465,residential,False,True,124.956,گلستان ۳,30,"LINESTRING (50.6882084 35.9613437, 50.6868819 35.9616754)",
328901466,tertiary,False,False,51.302,معلم,,"LINESTRING (50.6882084 35.9613437, 50.6883783 35.9617841)",
328901466,tertiary,False,True,29.087,معلم,,"LINESTRING (50.6882084 35.9613437, 50.6881121 35.961094)",
328901467,residential,False,False,149.12899999999996,اردیبهشت,30,"LINESTRING (50.6882084 35.9613437, 50.6895889 35.9610006, 50.689627 35.9610018, 50.6896565 35.9610129, 50.6897699 35.9610823)",
825631641,residential,True,False,28.547,,30,"LINESTRING (50.6855211 35.9614177, 50.6855257 35.9616744)",
875425722,secondary,True,False,20.189,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6855211 35.9614177, 50.6853045 35.9614649)",
131078491,residential,False,True,116.455,گلستان ۲,30,"LINESTRING (50.6867941 35.9614439, 50.6855591 35.9617563)",
131078525,residential,False,False,39.173,ارکیده,30,"LINESTRING (50.6867941 35.9614439, 50.6866461 35.9611126)",
131078525,residential,False,True,26.927,ارکیده,30,"LINESTRING (50.6867941 35.9614439, 50.6868819 35.9616754)",
328901454,residential,False,False,124.841,گلستان ۱,30,"LINESTRING (50.6867941 35.9614439, 50.6881121 35.961094)",
875425722,secondary,True,False,275.297,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6853045 35.9614649, 50.6823765 35.9621811)",
131078431,residential,False,False,167.006,خرداد,30,"LINESTRING (50.6901419 35.9613951, 50.6900468 35.9613589, 50.6900147 35.9613597, 50.6899792 35.9613685, 50.6883783 35.9617841)",
131078515,residential,True,False,30.644,,30,"LINESTRING (50.6855257 35.9616744, 50.6853045 35.9614649)",
328902020,residential,False,True,9.59,ایثارگران,30,"LINESTRING (50.6855257 35.9616744, 50.6855591 35.9617563)",
131078525,residential,False,False,26.927,ارکیده,30,"LINESTRING (50.6868819 35.9616754, 50.6867941 35.9614439)",
131078525,residential,False,True,54.599,ارکیده,30,"LINESTRING (50.6868819 35.9616754, 50.6870697 35.9621423)",
"[761224001, 521843333, 328901494]",residential,False,True,209.281,"['گلستان ۴', 'گلستان ۶']",30,"LINESTRING (50.6868819 35.9616754, 50.686071 35.9618964, 50.6860467 35.9619162, 50.6860389 35.9619429, 50.6861977 35.962304, 50.6862144 35.9623283, 50.6862484 35.9623395, 50.6870697 35.9621423)",
328901465,residential,False,False,124.956,گلستان ۳,30,"LINESTRING (50.6868819 35.9616754, 50.6882084 35.9613437)",
131078424,tertiary,False,False,90.411,آزادگان,,"LINESTRING (50.6906585 35.9617125, 50.6897019 35.9619607)",
776080162,tertiary,True,False,31.726,,,"LINESTRING (50.6906585 35.9617125, 50.6907475 35.9616175, 50.6907873 35.9615691, 50.6908671 35.9614826)",
131078491,residential,False,False,116.455,گلستان ۲,30,"LINESTRING (50.6855591 35.9617563, 50.6867941 35.9614439)",
328902020,residential,False,False,9.59,ایثارگران,30,"LINESTRING (50.6855591 35.9617563, 50.6855257 35.9616744)",
328902020,residential,False,True,22.273,ایثارگران,30,"LINESTRING (50.6855591 35.9617563, 50.6856371 35.9619464)",
328901466,tertiary,False,False,55.156,معلم,,"LINESTRING (50.6883783 35.9617841, 50.6885601 35.9622578)",
328901466,tertiary,False,True,51.302,معلم,,"LINESTRING (50.6883783 35.9617841, 50.6882084 35.9613437)",
131078431,residential,False,True,167.006,خرداد,30,"LINESTRING (50.6883783 35.9617841, 50.6899792 35.9613685, 50.6900147 35.9613597, 50.6900468 35.9613589, 50.6901419 35.9613951)",
131078589,residential,False,False,79.346,گلستان ۵,30,"LINESTRING (50.6879126 35.9619332, 50.6870697 35.9621423)",
328902020,residential,False,False,22.273,ایثارگران,30,"LINESTRING (50.6856371 35.9619464, 50.6855591 35.9617563)",
328902020,residential,False,True,49.223,ایثارگران,30,"LINESTRING (50.6856371 35.9619464, 50.6858095 35.9623665)",
131078435,residential,False,True,155.098,بوستان ۱,30,"LINESTRING (50.6856371 35.9619464, 50.6841797 35.962322, 50.6842395 35.9624712)",
131078393,residential,False,False,54.192,,30,"LINESTRING (50.6897019 35.9619607, 50.689881 35.962426)",
131078424,tertiary,False,False,107.944,آزادگان,,"LINESTRING (50.6897019 35.9619607, 50.6885601 35.9622578)",
131078424,tertiary,False,True,90.411,آزادگان,,"LINESTRING (50.6897019 35.9619607, 50.6906585 35.9617125)",
131078500,residential,False,False,11.116,,30,"LINESTRING (50.6823412 35.9620853, 50.6823765 35.9621811)",
875425725,secondary,True,False,49.971,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6823412 35.9620853, 50.6828714 35.9619519)",
131078525,residential,False,False,54.599,ارکیده,30,"LINESTRING (50.6870697 35.9621423, 50.6868819 35.9616754)",
"[761224001, 521843333, 328901494]",residential,False,False,209.281,"['گلستان ۶', 'گلستان ۴']",30,"LINESTRING (50.6870697 35.9621423, 50.6862484 35.9623395, 50.6862144 35.9623283, 50.6861977 35.962304, 50.6860389 35.9619429, 50.6860467 35.9619162, 50.686071 35.9618964, 50.6868819 35.9616754)",
131078525,residential,False,True,51.75,ارکیده,30,"LINESTRING (50.6870697 35.9621423, 50.6872289 35.9625895)",
131078589,residential,False,True,79.346,گلستان ۵,30,"LINESTRING (50.6870697 35.9621423, 50.6879126 35.9619332)",
131078500,residential,False,True,11.116,,30,"LINESTRING (50.6823765 35.9621811, 50.6823412 35.9620853)",
328902281,residential,False,False,62.718,بسیج,30,"LINESTRING (50.6823765 35.9621811, 50.6825834 35.9627197)",
875425722,secondary,True,False,70.663,بلوار آیت الله خامنه ای,50,"LINESTRING (50.6823765 35.9621811, 50.6816264 35.9623688)",
131078539,residential,False,False,110.089,تیر,30,"LINESTRING (50.6910413 35.962244, 50.6909237 35.9621946, 50.6908809 35.962185, 50.6907936 35.9621877, 50.689881 35.962426)",
328902020,residential,False,False,49.223,ایثارگران,30,"LINESTRING (50.6858095 35.9623665, 50.6856371 35.9619464)",
328902020,residential,False,True,62.656,ایثارگران,30,"LINESTRING (50.6858095 35.9623665, 50.6860208 35.9629034)",
131078423,residential,False,True,160.18200000000002,بوستان ۲,30,"LINESTRING (50.6858095 35.9623665, 50.6843342 35.9627476, 50.684399 35.9629272)",
685371943,tertiary,False,True,12.56,,,"LINESTRING (50.6816264 35.9623688, 50.6815907 35.9622596)",
131078435,residential,False,False,155.098,بوستان ۱,30,"LINESTRING (50.6842395 35.9624712, 50.6841797 35.962322, 50.6856371 35.9619464)",
131078393,residential,False,True,54.192,,30,"LINESTRING (50.689881 35.962426, 50.6897019 35.9619607)",
131078539,residential,False,False,107.564,تیر,30,"LINESTRING (50.689881 35.962426, 50.6887388 35.9627107)",
131078539,residential,False,True,110.089,تیر,30,"LINESTRING (50.689881 35.962426, 50.6907936 35.9621877, 50.6908809 35.962185, 50.6909237 35.9621946, 50.6910413 35.962244)",
328902280,residential,False,True,126.64699999999999,بوستان ۳,30,"LINESTRING (50.6838007 35.9625826, 50.6837358 35.9624293, 50.6825834 35.9627197)",
130878540,tertiary,False,False,125.359,آزادگان,,"LINESTRING (50.6872289 35.9625895, 50.6885601 35.9622578)",
130878540,tertiary,False,True,114.195,آزادگان,,"LINESTRING (50.6872289 35.9625895, 50.6860208 35.9629034)",
131078525,residential,False,False,51.75,ارکیده,30,"LINESTRING (50.6872289 35.9625895, 50.6870697 35.9621423)",
131078525,residential,False,True,57.294,ارکیده,30,"LINESTRING (50.6872289 35.9625895, 50.6874343 35.9630772)",
328902281,residential,False,False,50.41,بسیج,30,"LINESTRING (50.6825834 35.9627197, 50.6827509 35.9631523)",
328902281,residential,False,True,62.718,بسیج,30,"LINESTRING (50.6825834 35.9627197, 50.6823765 35.9621811)",
328902280,residential,False,False,126.64699999999999,بوستان ۳,30,"LINESTRING (50.6825834 35.9627197, 50.6837358 35.9624293, 50.6838007 35.9625826)",
131078539,residential,False,True,107.564,تیر,30,"LINESTRING (50.6887388 35.9627107, 50.689881 35.962426)",
328901466,tertiary,False,False,49.732,معلم,,"LINESTRING (50.6887388 35.9627107, 50.6889036 35.9631376)",
328901466,tertiary,False,True,52.866,معلم,,"LINESTRING (50.6887388 35.9627107, 50.6885601 35.9622578)",
761224005,residential,False,False,124.278,مرداد,30,"LINESTRING (50.6887388 35.9627107, 50.6874343 35.9630772)",
131078464,residential,False,True,141.774,شهریور,30,"LINESTRING (50.6904127 35.962772, 50.6889036 35.9631376)",
