osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction
225643111,True,بلوار امام خمینی(ره),secondary,False,55.164,,"LINESTRING (57.4280566 33.8692774, 57.4278106 33.8697295)",
542485794,False,امام خمینی ۳,residential,False,118.66900000000001,30,"LINESTRING (57.4280566 33.8692774, 57.4282985 33.8693183, 57.428558 33.869383, 57.428727 33.8694251, 57.4288847 33.8694644, 57.4291518 33.8696212, 57.4292473 33.8696438)",
542483146,True,ملاعبداله بشروی ۱۲,residential,False,27.195,30,"LINESTRING (57.4244267 33.8677511, 57.4245342 33.8675234)",
244404418,False,خیابان ملاعبداله بشروی,secondary,False,50.607,,"LINESTRING (57.4244267 33.8677511, 57.4240512 33.8676792, 57.4238955 33.8676398)",
1135534513,False,خیابان عمار یاسر,tertiary,False,13.243,,"LINESTRING (57.4299738 33.8620225, 57.4301085 33.8619816)",
244404508,False,خیابان عماریاسر,tertiary,True,186.176,,"LINESTRING (57.4299738 33.8620225, 57.4288457 33.8618955, 57.4279741 33.8618083)",
244404508,False,خیابان عماریاسر,tertiary,False,76.054,,"LINESTRING (57.425372 33.862654, 57.4256638 33.8626103, 57.4258553 33.8625548, 57.4260417 33.8624585, 57.4261174 33.8623983)",
244404508,False,خیابان عماریاسر,tertiary,True,378.28999999999996,,"LINESTRING (57.425372 33.862654, 57.4251664 33.8626891, 57.4249783 33.862746, 57.4247282 33.8628503, 57.4246285 33.8628919, 57.4244229 33.8629635, 57.424226 33.8629985, 57.4240556 33.8629985, 57.4238534 33.8629693, 57.4234826 33.8628628, 57.4232611 33.8628131, 57.4230502 33.8627839, 57.4228586 33.8627985, 57.4226442 33.8628365, 57.4220782 33.8629839, 57.4215474 33.8630831, 57.4214397 33.8631055)",
542483101,False,خیابان سلمان فارسی,residential,True,172.045,30,"LINESTRING (57.425372 33.862654, 57.425898 33.8629767, 57.4270348 33.8633192)",
542488658,True,بلوار انقلاب,secondary,False,76.674,,"LINESTRING (57.4297443 33.8633373, 57.4295635 33.8640103)",
244404508,False,خیابان عماریاسر,tertiary,False,98.017,,"LINESTRING (57.4205714 33.8635832, 57.4207119 33.8635157, 57.4210061 33.8632656, 57.4211555 33.8631868, 57.4213365 33.8631269, 57.4214397 33.8631055)",
1146238600,False,,residential,True,75.014,30,"LINESTRING (57.4205714 33.8635832, 57.4204848 33.8636583, 57.4205109 33.8637719, 57.4205956 33.8638368, 57.4209147 33.8639287, 57.4209408 33.8640045)",
244404438,False,,secondary_link,True,13.003,,"LINESTRING (57.4294257 33.8639862, 57.4295635 33.8640103)",
244404550,True,بلوار انقلاب,secondary,False,74.265,,"LINESTRING (57.4294257 33.8639862, 57.4295951 33.8633333)",
244404438,False,,secondary_link,False,13.003,,"LINESTRING (57.4295635 33.8640103, 57.4294257 33.8639862)",
542488658,True,بلوار انقلاب,secondary,False,40.81,,"LINESTRING (57.4295635 33.8640103, 57.4294672 33.8643685)",
244404416,False,,secondary_link,True,13.353,,"LINESTRING (57.4290797 33.8652595, 57.4292211 33.8652847)",
244404550,True,بلوار انقلاب,secondary,False,84.084,,"LINESTRING (57.4290797 33.8652595, 57.429283 33.8645224)",
244404416,False,,secondary_link,False,13.353,,"LINESTRING (57.4292211 33.8652847, 57.4290797 33.8652595)",
542488658,True,بلوار انقلاب,secondary,False,24.335,,"LINESTRING (57.4292211 33.8652847, 57.4291637 33.8654983)",
244404472,True,میدان قائم آل محمد(عج),secondary,False,12.086999999999998,,"LINESTRING (57.4213937 33.8662286, 57.4214295 33.8662493, 57.4214598 33.8662753, 57.4214835 33.8663058)",roundabout
244404472,True,میدان قائم آل محمد(عج),secondary,False,28.019999999999996,,"LINESTRING (57.4214835 33.8663058, 57.4214996 33.8663394, 57.4215075 33.866375, 57.421507 33.8664113, 57.4214406 33.8665436)",roundabout
542483159,False,قائم ۲,residential,False,62.577,30,"LINESTRING (57.4214835 33.8663058, 57.4215856 33.8661246, 57.4217159 33.8657784)",
244404472,True,میدان قائم آل محمد(عج),secondary,False,33.928000000000004,,"LINESTRING (57.4210913 33.8663164, 57.4211153 33.8662688, 57.421147 33.8662439, 57.4211839 33.8662246, 57.4212246 33.8662116, 57.4212676 33.8662054, 57.4213112 33.8662062, 57.4213538 33.8662141, 57.4213937 33.8662286)",roundabout
244404418,False,خیابان ملاعبداله بشروی,secondary,True,24.72,,"LINESTRING (57.4211952 33.8667602, 57.4214351 33.8668589)",
244404472,True,میدان قائم آل محمد(عج),secondary,False,24.598999999999997,,"LINESTRING (57.4211952 33.8667602, 57.4211492 33.8667561, 57.4211052 33.8667443, 57.4210649 33.8667254, 57.4210301 33.8667002, 57.4210021 33.8666695, 57.420987 33.8666432)",roundabout
244404418,False,خیابان ملاعبداله بشروی,secondary,False,24.72,,"LINESTRING (57.4214351 33.8668589, 57.4211952 33.8667602)",
244404418,False,خیابان ملاعبداله بشروی,secondary,True,102.866,,"LINESTRING (57.4214351 33.8668589, 57.4217651 33.8669705, 57.4224707 33.8672)",
542483218,False,ملاعبداله بشروی ۱۷,residential,False,101.792,30,"LINESTRING (57.4214351 33.8668589, 57.4212567 33.8672316, 57.4211939 33.8673628, 57.4211053 33.8675479, 57.4210288 33.8677099)",
542483149,False,ملاعبداله بشروی ۱۴,residential,True,36.712,30,"LINESTRING (57.4234458 33.8675119, 57.4236113 33.8672117)",
