osmid,name,highway,oneway,reversed,length,maxspeed,geometry,junction,tunnel
239886051,امام خمینی,secondary,False,False,105.694,,"LINESTRING (54.2330553 31.9913664, 54.2340155 31.9918566)",,
239886051,امام خمینی,secondary,False,True,7.615,,"LINESTRING (54.2330553 31.9913664, 54.2329869 31.99133)",,
"[384191720, 423513766]",کوچه امام محمد باقر,residential,False,True,125.592,30,"LINESTRING (54.2330553 31.9913664, 54.2328943 31.9915678, 54.2327849 31.9916708, 54.2325361 31.991911, 54.2322024 31.9921936, 54.2321782 31.9922124)",,
239886051,امام خمینی,secondary,False,False,90.976,,"LINESTRING (54.2340155 31.9918566, 54.2348362 31.9922866)",,
239886051,امام خمینی,secondary,False,True,105.694,,"LINESTRING (54.2340155 31.9918566, 54.2330553 31.9913664)",,
384191666,کوچه صداقت,residential,False,True,59.408,30,"LINESTRING (54.2340155 31.9918566, 54.23417 31.9917561, 54.2342841 31.9916615, 54.2344613 31.9914824)",,
423513732,کوچه شهید کاظم آسایش,residential,False,True,19.794,30,"LINESTRING (54.2340155 31.9918566, 54.2339794 31.9919091, 54.2339224 31.9920159)",,
239886051,امام خمینی,secondary,False,True,90.976,,"LINESTRING (54.2348362 31.9922866, 54.2340155 31.9918566)",,
440048426,کوچه خراسان,residential,False,True,61.035,30,"LINESTRING (54.2348362 31.9922866, 54.2345422 31.9927756)",,
239886051,امام خمینی,secondary,False,False,115.682,,"LINESTRING (54.2348362 31.9922866, 54.2353137 31.9925743, 54.2358179 31.9929099)",,
384192321,کوچه شهید سید محمد علی حسینی,residential,False,True,117.618,30,"LINESTRING (54.2348362 31.9922866, 54.2349831 31.992174, 54.2351166 31.9920814, 54.2355413 31.9914309)",,
239886051,امام خمینی,secondary,False,False,33.187,,"LINESTRING (54.2362632 31.9931885, 54.2365421 31.9933705)",,
239886051,امام خمینی,secondary,False,True,52.185,,"LINESTRING (54.2362632 31.9931885, 54.2358179 31.9929099)",,
384192175,,residential,False,True,17.118,30,"LINESTRING (54.2362632 31.9931885, 54.236206 31.9933346)",,
384192089,,residential,False,True,31.893,30,"LINESTRING (54.2362632 31.9931885, 54.2364684 31.9929974, 54.236485 31.9929728)",,
239886051,امام خمینی,secondary,False,False,58.757,,"LINESTRING (54.2373522 31.9938983, 54.237839 31.9942281)",,
239886051,امام خمینی,secondary,False,True,96.33699999999999,,"LINESTRING (54.2373522 31.9938983, 54.2367594 31.9935104, 54.2365421 31.9933705)",,
423514209,کوچه مسجدالنبی,residential,False,True,101.706,30,"LINESTRING (54.2373522 31.9938983, 54.2370276 31.9943055, 54.2369347 31.9945877, 54.2369033 31.9947151)",,
239886051,امام خمینی,secondary,False,True,57.319,,"LINESTRING (54.2383647 31.9945762, 54.2378806 31.9942645)",,
417131469,,residential,False,True,25.318,30,"LINESTRING (54.2383647 31.9945762, 54.2382469 31.9947808)",,
318049141,میدان امام حسین,secondary,True,False,15.001,,"LINESTRING (54.2318992 31.9906947, 54.2319472 31.9906756, 54.2320002 31.9906734, 54.2320501 31.9906885)",roundabout,
318049141,میدان امام حسین,secondary,True,False,9.203,,"LINESTRING (54.2320501 31.9906885, 54.2321105 31.9907535)",roundabout,
318049151,بلوار شهید صدوقی,secondary,True,False,33.453,,"LINESTRING (54.2320501 31.9906885, 54.2323632 31.9905471)",,
318049161,خیابان علامه مجلسی,tertiary,False,True,93.878,,"LINESTRING (54.2323801 31.9880713, 54.2331433 31.9875293)",,
384191704,,residential,False,True,66.104,30,"LINESTRING (54.2323801 31.9880713, 54.2320239 31.9875593)",,
318049161,خیابان علامه مجلسی,tertiary,False,False,139.80599999999998,,"LINESTRING (54.2323801 31.9880713, 54.2314349 31.9886486, 54.2314279 31.9886529, 54.2311569 31.9887788)",,
384191704,,residential,False,False,76.777,30,"LINESTRING (54.2323801 31.9880713, 54.2325678 31.9882206, 54.232795 31.988422, 54.2329265 31.9885801)",,
318049161,خیابان علامه مجلسی,tertiary,False,True,56.886,,"LINESTRING (54.2304398 31.989112, 54.2309688 31.9888662)",,
320730050,,tertiary,True,False,38.143,,"LINESTRING (54.2304398 31.989112, 54.2301541 31.9893548)",,
318049161,خیابان علامه مجلسی,tertiary,False,False,55.421,,"LINESTRING (54.2335095 31.9871395, 54.2331433 31.9875293)",,
318049161,خیابان علامه مجلسی,tertiary,False,True,6.73,,"LINESTRING (54.2335095 31.9871395, 54.2335466 31.9870878)",,
384191747,,residential,False,True,123.39399999999999,30,"LINESTRING (54.2335095 31.9871395, 54.2331862 31.9868335, 54.2327412 31.9863312, 54.2326853 31.986279)",,
