osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,39.916000000000004,"LINESTRING (45.8688859 34.4578918, 45.8688937 34.4579594, 45.8688781 34.4580556, 45.8688323 34.4581449, 45.8687594 34.4582211)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,29.368000000000002,"LINESTRING (45.8687212 34.4576713, 45.8687974 34.457733, 45.8688534 34.457808, 45.8688859 34.4578918)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,12.718,"LINESTRING (45.8687594 34.4582211, 45.868706 34.4582575, 45.8686462 34.4582866)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,11.153,"LINESTRING (45.8686462 34.4582866, 45.8685899 34.4583055, 45.8685309 34.4583178)",
199833965,,امام خمینی,secondary,50,,True,False,33.867,"LINESTRING (45.8685309 34.4583178, 45.8682965 34.4585532)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,18.733,"LINESTRING (45.8685309 34.4583178, 45.8684079 34.4583217, 45.8683282 34.4583088)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,44.516,"LINESTRING (45.8682536 34.4582845, 45.8681538 34.4582275, 45.8680767 34.4581502, 45.868028 34.4580586, 45.8680114 34.4579594)",
376929461,48,راه کربلا,primary,50,,True,False,281.757,"LINESTRING (45.8682536 34.4582845, 45.8679786 34.4582974, 45.8677961 34.4583458, 45.8674942 34.4584564, 45.8671314 34.4585861, 45.8668295 34.458676, 45.8665254 34.4587452, 45.8659928 34.4588437, 45.8653071 34.4589508)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,22.623,"LINESTRING (45.8680114 34.4579594, 45.8680195 34.4578906, 45.8680423 34.4578261, 45.8680791 34.4577662)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,36.598,"LINESTRING (45.8680791 34.4577662, 45.8681661 34.4576832, 45.8682792 34.4576253, 45.868408 34.457598)",
199834015,,شهید باهنر,secondary,50,,True,False,201.516,"LINESTRING (45.8680791 34.4577662, 45.8680497 34.4577009, 45.8680365 34.4576198, 45.8679929 34.4575171, 45.8678836 34.4573893, 45.8675363 34.457101, 45.8666793 34.4564087)",
199833964,48,میدان امام خمینی,primary,20,roundabout,True,False,30.406999999999996,"LINESTRING (45.868408 34.457598, 45.8685058 34.4576026, 45.8686125 34.4576209, 45.8687212 34.4576713)",
199833980,,خیابان ترویج,tertiary,30,,False,True,41.346,"LINESTRING (45.8676909 34.4591382, 45.8680121 34.4593992)",
540409104,,امام خمینی,secondary,50,,False,True,85.524,"LINESTRING (45.8676909 34.4591382, 45.8682965 34.4585532)",
540409104,,امام خمینی,secondary,50,,False,False,152.873,"LINESTRING (45.8676909 34.4591382, 45.8672631 34.4594688, 45.8668246 34.4597464, 45.8663901 34.4599941)",
364677676,,خیابان معلم,tertiary,30,,False,False,67.972,"LINESTRING (45.8653534 34.4605082, 45.8657999 34.4609962)",
540409104,,امام خمینی,secondary,50,,False,False,70.542,"LINESTRING (45.8653534 34.4605082, 45.8646976 34.46084)",
540409104,,امام خمینی,secondary,50,,False,True,69.129,"LINESTRING (45.8653534 34.4605082, 45.8659448 34.4602263, 45.8660012 34.4601909)",
540261710,,,residential,,,False,True,48.655,"LINESTRING (45.8622259 34.4619756, 45.8624871 34.4623565)",
540409104,,امام خمینی,secondary,50,,False,False,63.643,"LINESTRING (45.8622259 34.4619756, 45.8616212 34.4622567)",
540409104,,امام خمینی,secondary,50,,False,True,92.163,"LINESTRING (45.8622259 34.4619756, 45.8631191 34.4615953)",
199833986,,شهید رجایی,tertiary,30,,True,False,51.356,"LINESTRING (45.8616212 34.4622567, 45.8613418 34.4618564)",
199834044,,خیابان هفت تیر (ساحلی),residential,,,False,False,50.57,"LINESTRING (45.8616212 34.4622567, 45.8620485 34.4625443)",
540409104,,امام خمینی,secondary,50,,False,True,63.643,"LINESTRING (45.8616212 34.4622567, 45.8622259 34.4619756)",
362100623,,,residential,,,False,True,79.115,"LINESTRING (45.8616212 34.4622567, 45.8614414 34.4623791, 45.8612751 34.4623637, 45.8610981 34.4623637, 45.8609773 34.4623603, 45.8608259 34.4624135)",
"[540223848, 199833985, 540223847]",,,secondary,,,False,True,48.933,"LINESTRING (45.8616212 34.4622567, 45.8615498 34.4624207, 45.861474 34.4626042, 45.8614461 34.4626724)",yes
376929460,48,راه کربلا,primary,50,,True,False,11.973,"LINESTRING (45.8620257 34.4599021, 45.8619171 34.4599619)",
1009820379,,صاحب الزمان,tertiary,30,,True,False,14.064,"LINESTRING (45.8620257 34.4599021, 45.862039 34.4600281)",
376929460,48,راه کربلا,primary,50,,True,False,31.503,"LINESTRING (45.8606081 34.4608052, 45.8603519 34.460994)",
304101025,,شاهد ششم,residential,,,False,False,306.461,"LINESTRING (45.8642499 34.4590085, 45.8639442 34.4586004, 45.8633559 34.4581401, 45.8627459 34.4576853, 45.8621359 34.4572873, 45.8618436 34.4571293)",
386119663,48,راه کربلا,primary,50,,True,False,49.515,"LINESTRING (45.8642499 34.4590085, 45.8646725 34.4589458, 45.864781 34.4589278)",
386119663,48,راه کربلا,primary,50,,True,False,48.741,"LINESTRING (45.8659767 34.4587437, 45.866495 34.4586462)",
304101018,,دانش,residential,,,False,False,203.38600000000002,"LINESTRING (45.8659767 34.4587437, 45.8654033 34.4579695, 45.8647721 34.4572085)",
304101017,,شاهد سوم,residential,,,False,False,323.723,"LINESTRING (45.866495 34.4586462, 45.8659496 34.4579171, 45.8653661 34.4571692, 45.8648516 34.45664, 45.8644265 34.4563017)",
386119663,48,راه کربلا,primary,50,,True,False,44.49,"LINESTRING (45.866495 34.4586462, 45.8667936 34.4585649, 45.8669549 34.4585186)",
1260640393,,خیابان فرهنگیان,tertiary,50,,False,True,3.658,"LINESTRING (45.8671756 34.4643729, 45.8671399 34.4643876)",
"[1260640393, 199833987, 199833988]",,خیابان فرهنگیان,tertiary,50,,False,False,255.56300000000002,"LINESTRING (45.8671756 34.4643729, 45.8674432 34.4642698, 45.8676964 34.4641403, 45.867866 34.4641209, 45.8682531 34.4640812, 45.8683322 34.4640478, 45.868378 34.4640285, 45.8685349 34.4638752, 45.8685804 34.4638118, 45.8686569 34.4637051, 45.8687093 34.4635957, 45.8687615 34.4634868, 45.8687877 34.463432, 45.8687913 34.4634035, 45.8688196 34.4631805, 45.868776 34.4629447, 45.8687673 34.4628978)",yes
365118600,,,residential,,,False,False,74.379,"LINESTRING (45.8658277 34.464875, 45.8653936 34.4643099)",
1260640393,,خیابان فرهنگیان,tertiary,50,,False,False,29.033,"LINESTRING (45.8658277 34.464875, 45.8661082 34.4647538)",
540437577,,جلالوند علیا,tertiary,70,,False,False,37.769,"LINESTRING (45.8687673 34.4628978, 45.8690193 34.4631665)",
199833988,,,tertiary,50,,False,False,93.096,"LINESTRING (45.8687673 34.4628978, 45.8686453 34.4626702, 45.8685514 34.462544, 45.8685117 34.4624906, 45.8682238 34.4621968)",
"[1260640393, 199833987, 199833988]",,خیابان فرهنگیان,tertiary,50,,False,True,255.56300000000002,"LINESTRING (45.8687673 34.4628978, 45.868776 34.4629447, 45.8688196 34.4631805, 45.8687913 34.4634035, 45.8687877 34.463432, 45.8687615 34.4634868, 45.8687093 34.4635957, 45.8686569 34.4637051, 45.8685804 34.4638118, 45.8685349 34.4638752, 45.868378 34.4640285, 45.8683322 34.4640478, 45.8682531 34.4640812, 45.867866 34.4641209, 45.8676964 34.4641403, 45.8674432 34.4642698, 45.8671756 34.4643729)",yes
364677675,,,residential,,,False,False,63.743,"LINESTRING (45.8657999 34.4609962, 45.8663159 34.460612)",
364677676,,خیابان معلم,tertiary,30,,False,True,67.972,"LINESTRING (45.8657999 34.4609962, 45.8653534 34.4605082)",
