osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed
300373166,26,میدان امام,secondary,roundabout,True,False,22.341,"LINESTRING (46.0964928 36.9692466, 46.0964427 36.9692505, 46.0963933 36.9692431, 46.0963483 36.9692251, 46.0963114 36.9691979, 46.0962853 36.9691635)",,
300398320,,هفده شهریور,secondary,,True,False,72.651,"LINESTRING (46.0964928 36.9692466, 46.0965925 36.9694762, 46.0967611 36.9698638)",,
300373166,26,میدان امام,secondary,roundabout,True,False,27.772,"LINESTRING (46.0962853 36.9691635, 46.0962709 36.9691149, 46.0962783 36.9690653, 46.0963064 36.9690207, 46.0963519 36.9689865, 46.0964094 36.9689667)",,
300577278,,خیابان شریعتی,secondary,,True,False,32.341,"LINESTRING (46.0964094 36.9689667, 46.0962898 36.968692)",,
300373166,26,میدان امام,secondary,roundabout,True,False,22.294999999999998,"LINESTRING (46.0964094 36.9689667, 46.0964593 36.9689631, 46.0965086 36.9689705, 46.0965535 36.9689886, 46.0965903 36.9690159, 46.0966163 36.9690502)",,
300373166,26,میدان امام,secondary,roundabout,True,False,27.675,"LINESTRING (46.0966163 36.9690502, 46.0966305 36.9690987, 46.0966232 36.9691481, 46.0965952 36.9691926, 46.0965499 36.9692268, 46.0964928 36.9692466)",,
300373167,26,خیابان امام,secondary,,True,False,64.967,"LINESTRING (46.1006848 36.9675824, 46.1000183 36.9678228)",,
300526384,,خیابان طالقانی جنوبی,secondary,,True,False,108.894,"LINESTRING (46.1006848 36.9675824, 46.1009478 36.9685389)",,
385585234,,خیابان قدس,secondary,,True,False,110.945,"LINESTRING (46.1033167 36.9666152, 46.103794 36.9675372)",,
1161764772,26,بلوار انقلاب,secondary,,True,False,9.182,"LINESTRING (46.1033167 36.9666152, 46.1032228 36.9666497)",,
300398320,,هفده شهریور,secondary,,True,False,15.867,"LINESTRING (46.0972731 36.9710413, 46.0973317 36.9711761)",,
300398327,,خیابان شهدا غربی,secondary,,True,False,228.31799999999998,"LINESTRING (46.0972731 36.9710413, 46.0984534 36.9707399, 46.0997211 36.9704161)",,
300398320,,هفده شهریور,secondary,,True,False,154.79700000000003,"LINESTRING (46.0973317 36.9711761, 46.0974457 36.9714382, 46.0975842 36.9717567, 46.097737 36.9721081, 46.0978394 36.9723435, 46.0979036 36.9724911)",,
697317436,,بهرام رجایی,residential,,False,True,188.136,"LINESTRING (46.0973317 36.9711761, 46.0965397 36.9713358, 46.0959381 36.9714766, 46.0952937 36.9716345)",1,20
429469687,,میدان شهدای فتح خرمشهر,secondary,roundabout,True,False,6.005,"LINESTRING (46.0982187 36.9731655, 46.0982431 36.9731661, 46.0982693 36.9731724, 46.09828 36.9731817)",,
473793891,,هفده شهریور,secondary,,False,True,80.05600000000001,"LINESTRING (46.0982187 36.9731655, 46.0980744 36.9728388, 46.0979036 36.9724911)",,
429469687,,میدان شهدای فتح خرمشهر,secondary,roundabout,True,False,28.352000000000004,"LINESTRING (46.0983511 36.9737226, 46.0983206 36.9737203, 46.0982935 36.973708, 46.0982732 36.9736905, 46.0982569 36.9736616, 46.0982381 36.973608, 46.0982188 36.9735149)",,
300398327,,خیابان شهدا غربی,secondary,,True,False,92.314,"LINESTRING (46.1015005 36.969978, 46.1025127 36.9697903)",,
300398328,,خیابان طالقانی شمالی,secondary,,True,False,68.694,"LINESTRING (46.1015005 36.969978, 46.1017852 36.9703162, 46.1019099 36.9705013)",,
300398327,,خیابان شهدا غربی,secondary,,True,False,8.348,"LINESTRING (46.1033958 36.9695958, 46.1034856 36.9695737)",,
795461567,,,residential,,False,True,87.00399999999999,"LINESTRING (46.1033958 36.9695958, 46.1033115 36.9692654, 46.1031125 36.9688495)",,
"[300398330, 300398339]",,خیابان دانش,secondary,,False,True,101.00999999999999,"LINESTRING (46.1026192 36.9717743, 46.1024306 36.9718452, 46.1019664 36.9720162, 46.1019208 36.9720389, 46.1017625 36.9721023, 46.1016098 36.972188)",,
"[300398331, 300398332]",,خیابان طالقانی شمالی,secondary,,True,False,84.205,"LINESTRING (46.1026192 36.9717743, 46.1026384 36.9718122, 46.1026626 36.9718605, 46.1027378 36.9720245, 46.1027729 36.9720953, 46.1029638 36.9724797)",,
300398339,,خیابان دانش,secondary,,False,False,26.225,"LINESTRING (46.0986664 36.9731263, 46.0989564 36.9730822)",,
429469688,,,secondary,,True,False,32.622,"LINESTRING (46.0986664 36.9731263, 46.0985255 36.9731755, 46.0984582 36.9731988, 46.0983659 36.973283)",,
300398340,,خیابان کشاورز,secondary,,True,False,42.64,"LINESTRING (46.1030653 36.9716328, 46.1026192 36.9717743)",,40
795461564,,,residential,,False,True,51.093,"LINESTRING (46.1030653 36.9716328, 46.1032595 36.9720653)",,
300398340,,خیابان کشاورز,secondary,,True,False,11.219,"LINESTRING (46.1040902 36.9712288, 46.1039765 36.9712727)",,40
795461565,,سرشار,residential,,False,True,128.213,"LINESTRING (46.1040902 36.9712288, 46.103981 36.9709516, 46.1037715 36.9704926, 46.1035655 36.9701569)",,30
473793890,,خیابان ستارخان,secondary,,False,False,120.229,"LINESTRING (46.0957031 36.9668623, 46.0969961 36.9665432)",,
473793890,,خیابان ستارخان,secondary,,False,True,17.584,"LINESTRING (46.0957031 36.9668623, 46.095514 36.966909)",,
1123909207,,,residential,,False,False,48.679,"LINESTRING (46.0957031 36.9668623, 46.0955533 36.9664412)",,
473793890,,خیابان ستارخان,secondary,,False,True,129.381,"LINESTRING (46.0999057 36.965825, 46.0985143 36.9661684)",,
473817128,,تختی,secondary,,False,False,33.13,"LINESTRING (46.0999057 36.965825, 46.0997978 36.9655398)",,
"[300526385, 1161764773, 1161764774]",26,"['بلوار انقلاب', 'تختی']",secondary,,True,False,443.493,"LINESTRING (46.0999057 36.965825, 46.100134 36.9664256, 46.1005954 36.9674607, 46.1006805 36.9674963, 46.1031553 36.9665661)",,
300526378,,خیابان کارگر,secondary,,False,False,58.142,"LINESTRING (46.0979036 36.9724911, 46.097271 36.9726252)",,
473793891,,هفده شهریور,secondary,,False,False,80.05600000000001,"LINESTRING (46.0979036 36.9724911, 46.0980744 36.9728388, 46.0982187 36.9731655)",,
300526378,,خیابان کارگر,secondary,,False,True,30.261,"LINESTRING (46.0961814 36.9729188, 46.0964985 36.9728194)",,
300526378,,خیابان کارگر,secondary,,False,False,75.916,"LINESTRING (46.0961814 36.9729188, 46.0955659 36.9730645, 46.0953744 36.9731383)",,
795461581,,,residential,,False,False,119.90799999999999,"LINESTRING (46.0961814 36.9729188, 46.0962805 36.9731368, 46.0964638 36.9734455, 46.0965736 36.973759, 46.0966283 36.9739328)",,
385543550,,,secondary,,True,False,20.482,"LINESTRING (46.0953744 36.9731383, 46.0952074 36.9732653)",,
300526378,,خیابان کارگر,secondary,,False,True,75.916,"LINESTRING (46.0953744 36.9731383, 46.0955659 36.9730645, 46.0961814 36.9729188)",,
385543548,,,secondary,,True,False,16.771,"LINESTRING (46.0952002 36.9734281, 46.0950913 36.9733049)",,
