osmid,lanes,highway,oneway,reversed,length,name,maxspeed,geometry,bridge,junction
445739306,,residential,False,False,92.81099999999999,,,"LINESTRING (47.7442329 39.0474428, 47.7444324 39.0475074, 47.7451474 39.0476688, 47.7452355 39.047725)",,
578143594,,residential,False,False,152.53300000000002,,,"LINESTRING (47.7442329 39.0474428, 47.7436931 39.0481782, 47.7443068 39.048399)",,
992179396,,tertiary,True,False,101.852,,,"LINESTRING (47.7422 39.0484331, 47.7416328 39.0492362)",,
445739307,,residential,False,False,157.969,,,"LINESTRING (47.7422 39.0484331, 47.7427032 39.048592, 47.7439866 39.0486565)",,
445739302,,residential,False,False,46.039,,,"LINESTRING (47.7463572 39.0439763, 47.7464087 39.0439502, 47.7468298 39.0437853)",,
445739302,,residential,False,True,138.777,,,"LINESTRING (47.7463572 39.0439763, 47.7453071 39.0445087, 47.7451533 39.0445733, 47.7449771 39.0445534)",,
445739309,,residential,False,False,203.60999999999999,کوچه شهید فیروزی,,"LINESTRING (47.7463572 39.0439763, 47.7464317 39.0441644, 47.7465052 39.0444714, 47.7465787 39.0446629, 47.7465925 39.0449306, 47.7465742 39.0451258, 47.7464225 39.0453614, 47.746231 39.0457275)",,
325011180,2,secondary,True,False,47.803,خیابان سپهبد شهید حاج قاسم سلیمانی,45,"LINESTRING (47.746231 39.0457275, 47.7465236 39.0457167, 47.7467787 39.0456753)",,
445739309,,residential,False,True,203.61,کوچه شهید فیروزی,,"LINESTRING (47.746231 39.0457275, 47.7464225 39.0453614, 47.7465742 39.0451258, 47.7465925 39.0449306, 47.7465787 39.0446629, 47.7465052 39.0444714, 47.7464317 39.0441644, 47.7463572 39.0439763)",,
325011140,2,secondary,False,True,18.521,,,"LINESTRING (47.7421423 39.0435215, 47.7421839 39.0436849)",,
"[445739312, 445739310]",2,secondary,False,False,108.024,,,"LINESTRING (47.7421423 39.0435215, 47.7420366 39.0431124, 47.741884 39.042571)",yes,
578143605,,residential,False,False,109.667,,,"LINESTRING (47.7421423 39.0435215, 47.7424892 39.0436564, 47.7432024 39.0440593)",,
578143595,,residential,False,False,51.042,شهید فراهم آذریان,,"LINESTRING (47.7471786 39.0439807, 47.7477351 39.0441353)",,
578143606,,residential,False,False,26.183,,,"LINESTRING (47.7471786 39.0439807, 47.7469695 39.0441512)",,
578143606,,residential,False,True,12.352,,,"LINESTRING (47.7471786 39.0439807, 47.7470514 39.0439299)",,
578143595,,residential,False,True,51.042,شهید فراهم آذریان,,"LINESTRING (47.7477351 39.0441353, 47.7471786 39.0439807)",,
578143595,,residential,False,False,184.59000000000003,شهید فراهم آذریان,,"LINESTRING (47.7477351 39.0441353, 47.7479073 39.0441859, 47.7481569 39.044258, 47.7480247 39.0446404, 47.7477678 39.045339, 47.7477321 39.0455247)",,
578143602,,residential,False,True,298.704,,,"LINESTRING (47.7477351 39.0441353, 47.7477542 39.0440049, 47.7476549 39.0439007, 47.7475664 39.0437591, 47.7475557 39.0436132, 47.747553 39.0433174, 47.7475932 39.0431091, 47.7476495 39.0429299, 47.7478507 39.0426695, 47.7480626 39.0423571, 47.7485508 39.0416821)",,
789185205,,residential,False,False,151.19299999999998,کوچه شهید تارویردی پناهی,,"LINESTRING (47.7477351 39.0441353, 47.7475787 39.0445134, 47.7474896 39.0449791, 47.747329 39.0451286, 47.7469589 39.0452036)",,
578143595,,residential,False,True,184.59,شهید فراهم آذریان,,"LINESTRING (47.7477321 39.0455247, 47.7477678 39.045339, 47.7480247 39.0446404, 47.7481569 39.044258, 47.7479073 39.0441859, 47.7477351 39.0441353)",,
445739264,,residential,False,True,32.481,خیابان معلم,,"LINESTRING (47.7429207 39.0493882, 47.7426379 39.0495808)",,
445739264,,residential,False,False,84.98100000000001,خیابان معلم,,"LINESTRING (47.7429207 39.0493882, 47.7430515 39.0492991, 47.7436582 39.0488822)",,
445739280,,tertiary,False,False,31.36,خیابان جانبازان,,"LINESTRING (47.7469695 39.0441512, 47.7468663 39.0438808)",,
578143606,,residential,False,True,26.183,,,"LINESTRING (47.7469695 39.0441512, 47.7471786 39.0439807)",,
445739280,,tertiary,False,True,118.233,خیابان جانبازان,,"LINESTRING (47.7469695 39.0441512, 47.7470143 39.0442684, 47.7470503 39.044557, 47.7470383 39.0447619, 47.7469589 39.0452036)",,
578143594,,residential,False,False,34.448,,,"LINESTRING (47.7453677 39.0458642, 47.7453691 39.046174)",,
445739267,2,secondary,True,False,90.68599999999999,خیابان سپهبد شهید حاج قاسم سلیمانی,45,"LINESTRING (47.7453677 39.0458642, 47.7446739 39.0458885, 47.7443184 39.045882)",,
578143600,,residential,False,True,221.601,,,"LINESTRING (47.7409725 39.0478013, 47.7413789 39.04796, 47.7420446 39.0478159, 47.7425629 39.0471543, 47.7429005 39.0473522)",,
445739264,,residential,False,False,14.827,خیابان معلم,,"LINESTRING (47.7441875 39.0484949, 47.7443068 39.048399)",,
445739264,,residential,False,True,24.977,خیابان معلم,,"LINESTRING (47.7441875 39.0484949, 47.7439866 39.0486565)",,
578143599,,residential,False,True,407.52200000000005,,,"LINESTRING (47.7441875 39.0484949, 47.7450616 39.0489444, 47.7454419 39.049277, 47.7456462 39.0496022, 47.7453705 39.0497279, 47.7445621 39.0498092, 47.7436582 39.0488822)",,
578143598,,residential,False,False,136.62,,,"LINESTRING (47.7431679 39.0431242, 47.7438019 39.0435233, 47.7445245 39.0437204)",,
578143596,,residential,False,True,90.832,,,"LINESTRING (47.7445245 39.0437204, 47.744239 39.0445066)",,
578143596,,residential,False,False,130.998,,,"LINESTRING (47.7445245 39.0437204, 47.7452916 39.0434346, 47.7454962 39.0429423)",,
578143598,,residential,False,True,136.62,,,"LINESTRING (47.7445245 39.0437204, 47.7438019 39.0435233, 47.7431679 39.0431242)",,
445739264,,residential,False,True,14.827,خیابان معلم,,"LINESTRING (47.7443068 39.048399, 47.7441875 39.0484949)",,
445739264,,residential,False,False,109.91,خیابان معلم,,"LINESTRING (47.7443068 39.048399, 47.7446826 39.0480968, 47.7449887 39.0478783, 47.7452355 39.047725)",,
578143594,,residential,False,True,152.53300000000002,,,"LINESTRING (47.7443068 39.048399, 47.7436931 39.0481782, 47.7442329 39.0474428)",,
445739302,,residential,False,False,63.955,,,"LINESTRING (47.744239 39.0445066, 47.7449771 39.0445534)",,
578143596,,residential,False,False,90.832,,,"LINESTRING (47.744239 39.0445066, 47.7445245 39.0437204)",,
445739302,,residential,False,True,151.664,,,"LINESTRING (47.744239 39.0445066, 47.7435353 39.0445288, 47.7424835 39.0445398)",,
578143604,,residential,False,False,27.845,,,"LINESTRING (47.7454962 39.0429423, 47.7458179 39.0429256)",,
578143596,,residential,False,True,130.998,,,"LINESTRING (47.7454962 39.0429423, 47.7452916 39.0434346, 47.7445245 39.0437204)",,
578143604,,residential,False,True,96.05,,,"LINESTRING (47.7454962 39.0429423, 47.7449986 39.0429682, 47.7443853 39.0429571)",,
578143594,,residential,False,False,76.372,,,"LINESTRING (47.7453691 39.046174, 47.74487 39.046741)",,
578143594,,residential,False,True,34.448,,,"LINESTRING (47.7453691 39.046174, 47.7453677 39.0458642)",,
578144291,,residential,False,True,129.183,کوچه شهید مظفری,,"LINESTRING (47.7453691 39.046174, 47.7456163 39.0461323, 47.7460211 39.0463042, 47.7467336 39.0465537)",,
578143604,,residential,False,True,27.845,,,"LINESTRING (47.7458179 39.0429256, 47.7454962 39.0429423)",,
445739300,,residential,False,False,86.656,امام خمینی,,"LINESTRING (47.7458179 39.0429256, 47.7459103 39.0424761, 47.7459057 39.042152)",,
445739300,,residential,False,True,195.681,امام خمینی,,"LINESTRING (47.7458179 39.0429256, 47.7457916 39.0430543, 47.7456453 39.0434188, 47.7452112 39.0441655, 47.7449771 39.0445534)",,
578143605,,residential,False,True,109.667,,,"LINESTRING (47.7432024 39.0440593, 47.7424892 39.0436564, 47.7421423 39.0435215)",,
445739264,,residential,False,False,37.869,خیابان معلم,,"LINESTRING (47.7436582 39.0488822, 47.7439866 39.0486565)",,
445739264,,residential,False,True,84.98100000000001,خیابان معلم,,"LINESTRING (47.7436582 39.0488822, 47.7430515 39.0492991, 47.7429207 39.0493882)",,
578143599,,residential,False,False,407.522,,,"LINESTRING (47.7436582 39.0488822, 47.7445621 39.0498092, 47.7453705 39.0497279, 47.7456462 39.0496022, 47.7454419 39.049277, 47.7450616 39.0489444, 47.7441875 39.0484949)",,
445739280,,tertiary,False,False,118.23299999999999,خیابان جانبازان,,"LINESTRING (47.7469589 39.0452036, 47.7470383 39.0447619, 47.7470503 39.044557, 47.7470143 39.0442684, 47.7469695 39.0441512)",,
445739280,,tertiary,False,True,50.206,خیابان جانبازان,,"LINESTRING (47.7469589 39.0452036, 47.7469168 39.045438, 47.746864 39.0456489)",,
789185205,,residential,False,True,151.19299999999998,کوچه شهید تارویردی پناهی,,"LINESTRING (47.7469589 39.0452036, 47.747329 39.0451286, 47.7474896 39.0449791, 47.7475787 39.0445134, 47.7477351 39.0441353)",,
578143604,,residential,False,False,96.05,,,"LINESTRING (47.7443853 39.0429571, 47.7449986 39.0429682, 47.7454962 39.0429423)",,
445739280,,tertiary,False,False,11.077,خیابان جانبازان,,"LINESTRING (47.7468663 39.0438808, 47.7468298 39.0437853)",,
445739280,,tertiary,False,True,31.36,خیابان جانبازان,,"LINESTRING (47.7468663 39.0438808, 47.7469695 39.0441512)",,
578143606,,residential,False,False,16.892,,,"LINESTRING (47.7468663 39.0438808, 47.7470514 39.0439299)",,
578143600,,residential,False,False,221.601,,,"LINESTRING (47.7429005 39.0473522, 47.7425629 39.0471543, 47.7420446 39.0478159, 47.7413789 39.04796, 47.7409725 39.0478013)",,
992179395,,tertiary,True,False,190.641,,,"LINESTRING (47.7429005 39.0473522, 47.7430087 39.0472227, 47.7435926 39.0465067, 47.7440788 39.0459024)",,
578144290,,residential,False,False,109.5,,,"LINESTRING (47.7457238 39.047485, 47.7445751 39.047068)",,
445739264,,residential,False,False,61.605999999999995,خیابان معلم,,"LINESTRING (47.7457238 39.047485, 47.7461339 39.0472803, 47.7463131 39.0471735)",,
445739264,,residential,False,True,49.903,خیابان معلم,,"LINESTRING (47.7457238 39.047485, 47.7457192 39.0474873, 47.7452355 39.047725)",,
578143594,,residential,False,False,51.09,,,"LINESTRING (47.7445751 39.047068, 47.7442329 39.0474428)",,
578144290,,residential,False,True,109.5,,,"LINESTRING (47.7445751 39.047068, 47.7457238 39.047485)",,
578143594,,residential,False,True,44.393,,,"LINESTRING (47.7445751 39.047068, 47.7447664 39.0468586, 47.74487 39.046741)",,
445739264,,residential,False,True,23.284,خیابان معلم,,"LINESTRING (47.7467336 39.0465537, 47.7466287 39.0467466)",,
445739264,,residential,False,False,86.851,خیابان معلم,,"LINESTRING (47.7467336 39.0465537, 47.7467805 39.0464675, 47.7469902 39.0459543, 47.7468781 39.0458333)",,
578144291,,residential,False,False,129.183,کوچه شهید مظفری,,"LINESTRING (47.7467336 39.0465537, 47.7460211 39.0463042, 47.7456163 39.0461323, 47.7453691 39.046174)",,
567921913,,tertiary,True,False,39.288,خیابان جانبازان,,"LINESTRING (47.7467908 39.0417021, 47.7466509 39.0420383)",,
789185203,,residential,False,True,310.596,,,"LINESTRING (47.7467908 39.0417021, 47.7472874 39.0417321, 47.7474081 39.0417863, 47.7475128 39.0420842, 47.7470729 39.042705, 47.7469254 39.0428716, 47.7469347 39.0431414, 47.7468905 39.0433289, 47.7469093 39.0434132, 47.7470112 39.0436278, 47.7470514 39.0439299)",,
578143606,,residential,False,False,12.352,,,"LINESTRING (47.7470514 39.0439299, 47.7471786 39.0439807)",,
578143606,,residential,False,True,16.892,,,"LINESTRING (47.7470514 39.0439299, 47.7468663 39.0438808)",,
789185203,,residential,False,False,310.596,,,"LINESTRING (47.7470514 39.0439299, 47.7470112 39.0436278, 47.7469093 39.0434132, 47.7468905 39.0433289, 47.7469347 39.0431414, 47.7469254 39.0428716, 47.7470729 39.042705, 47.7475128 39.0420842, 47.7474081 39.0417863, 47.7472874 39.0417321, 47.7467908 39.0417021)",,
789185204,,residential,False,True,177.82500000000002,,,"LINESTRING (47.749562 39.0428924, 47.7495432 39.0424133, 47.7494788 39.04228, 47.7493259 39.042055, 47.749165 39.0419237, 47.7489907 39.0418092, 47.7485508 39.0416821)",,
578143602,,residential,False,False,298.704,,,"LINESTRING (47.7485508 39.0416821, 47.7480626 39.0423571, 47.7478507 39.0426695, 47.7476495 39.0429299, 47.7475932 39.0431091, 47.747553 39.0433174, 47.7475557 39.0436132, 47.7475664 39.0437591, 47.7476549 39.0439007, 47.7477542 39.0440049, 47.7477351 39.0441353)",,
789185204,,residential,False,False,177.825,,,"LINESTRING (47.7485508 39.0416821, 47.7489907 39.0418092, 47.749165 39.0419237, 47.7493259 39.042055, 47.7494788 39.04228, 47.7495432 39.0424133, 47.749562 39.0428924)",,
885874714,,secondary,False,False,17.184,,,"LINESTRING (47.7416332 39.04092, 47.7414345 39.0409281)",,
885874713,2,secondary,True,False,187.022,خیابان سپهبد شهید حاج قاسم سلیمانی,45,"LINESTRING (47.7416332 39.04092, 47.7417069 39.041157, 47.7419642 39.0422158, 47.741884 39.042571)",,
885874714,,secondary,False,True,17.184,,,"LINESTRING (47.7414345 39.0409281, 47.7416332 39.04092)",,
992179394,,tertiary,True,False,10.218,,,"LINESTRING (47.7414207 39.0492782, 47.7414249 39.0492555, 47.7414366 39.0492343, 47.7414548 39.0492163, 47.7414785 39.0492025)",,roundabout
992179394,,tertiary,True,False,20.419999999999998,,,"LINESTRING (47.7415895 39.049356, 47.7415579 39.0493653, 47.7415242 39.0493669, 47.7414913 39.0493608, 47.7414623 39.0493474, 47.7414396 39.0493279, 47.7414253 39.0493042, 47.7414207 39.0492782)",,roundabout
992179394,,tertiary,True,False,10.218,,,"LINESTRING (47.7416328 39.0492362, 47.7416438 39.0492575, 47.7416473 39.0492803, 47.741643 39.0493031, 47.7416314 39.0493242)",,roundabout
445739264,,residential,False,False,23.284,خیابان معلم,,"LINESTRING (47.7466287 39.0467466, 47.7467336 39.0465537)",,
445739264,,residential,False,True,29.694,خیابان معلم,,"LINESTRING (47.7466287 39.0467466, 47.7464949 39.0469926)",,
1156066005,,residential,False,False,84.378,کوچه شهید احمدیان,,"LINESTRING (47.7466287 39.0467466, 47.747543 39.0470142)",,
1156066005,,residential,False,True,84.378,کوچه شهید احمدیان,,"LINESTRING (47.747543 39.0470142, 47.7466287 39.0467466)",,
445739264,,residential,False,False,29.694,خیابان معلم,,"LINESTRING (47.7464949 39.0469926, 47.7466287 39.0467466)",,
1156066006,,residential,False,False,75.606,کوچه شهید شهریاری,,"LINESTRING (47.7464949 39.0469926, 47.7456758 39.0467525)",,
445739264,,residential,False,True,25.714999999999996,خیابان معلم,,"LINESTRING (47.7464949 39.0469926, 47.7464844 39.0470119, 47.7463462 39.0471538, 47.7463131 39.0471735)",,
1156066006,,residential,False,True,75.606,کوچه شهید شهریاری,,"LINESTRING (47.7456758 39.0467525, 47.7464949 39.0469926)",,
1156066007,,residential,False,False,133.58,,,"LINESTRING (47.7463131 39.0471735, 47.74487 39.046741)",,
445739264,,residential,False,False,25.714999999999996,خیابان معلم,,"LINESTRING (47.7463131 39.0471735, 47.7463462 39.0471538, 47.7464844 39.0470119, 47.7464949 39.0469926)",,
445739264,,residential,False,True,61.605999999999995,خیابان معلم,,"LINESTRING (47.7463131 39.0471735, 47.7461339 39.0472803, 47.7457238 39.047485)",,
578143594,,residential,False,True,76.372,,,"LINESTRING (47.74487 39.046741, 47.7453691 39.046174)",,
1156066007,,residential,False,True,133.58,,,"LINESTRING (47.74487 39.046741, 47.7463131 39.0471735)",,
578143594,,residential,False,False,44.393,,,"LINESTRING (47.74487 39.046741, 47.7447664 39.0468586, 47.7445751 39.047068)",,
