osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction
621575057,True,بلوار مصلی,secondary,50,False,124.545,"LINESTRING (51.1140797 35.7248225, 51.1128088 35.7243866)",
680705843,True,,secondary_link,,False,12.01,"LINESTRING (51.1140797 35.7248225, 51.1141486 35.7247301)",
379075043,False,جوادالائمه,residential,30,False,12.11,"LINESTRING (51.1117175 35.7240457, 51.1117785 35.7241427)",
621575057,True,بلوار مصلی,secondary,50,False,33.987,"LINESTRING (51.1117175 35.7240457, 51.1113767 35.7239158)",
454270524,False,هجرت ۲,residential,30,False,136.689,"LINESTRING (51.1094832 35.722642, 51.1086892 35.7236887)",
323743825,True,بلوار. امام حسین (ع),secondary,50,False,65.40299999999999,"LINESTRING (51.1094832 35.722642, 51.1091136 35.7225037, 51.1088118 35.7224236)",
378719382,False,هجرت ۳,residential,30,True,40.638,"LINESTRING (51.1088118 35.7224236, 51.1085612 35.7227272)",
323743825,True,بلوار. امام حسین (ع),secondary,50,False,114.779,"LINESTRING (51.1088118 35.7224236, 51.1083682 35.7223363, 51.1075861 35.7221502)",
323743825,True,بلوار. امام حسین (ع),secondary,50,False,146.44,"LINESTRING (51.1075861 35.7221502, 51.1060014 35.7218688)",
378719370,False,هجرت ۴,tertiary,40,False,91.351,"LINESTRING (51.1075861 35.7221502, 51.1070471 35.7228455)",
323743826,False,طالقانی,tertiary,20,True,200.263,"LINESTRING (51.1121874 35.7178411, 51.1104361 35.7189465)",
323743831,True,بلوارسردار سلیمانی (آزادی),secondary,50,False,42.587,"LINESTRING (51.1121874 35.7178411, 51.1122343 35.71746)",
37089309,False,خیابان آزادی,secondary,40,False,59.276,"LINESTRING (51.1108076 35.7239663, 51.1105217 35.7244462)",
374842243,True,میدان مصلی,secondary,30,False,30.110000000000003,"LINESTRING (51.1108076 35.7239663, 51.1107398 35.723936, 51.110688 35.7238893, 51.110658 35.7238313, 51.1106573 35.7237491)",roundabout
378913282,True,خیابان دکتر بهشتی,tertiary,50,False,28.341,"LINESTRING (51.1152671 35.7194868, 51.1155218 35.7193378)",
673320953,True,صاحب الزمان,tertiary,40,False,50.947,"LINESTRING (51.1152671 35.7194868, 51.1151283 35.7190427)",
673320955,False,بهشتی,tertiary,40,True,93.655,"LINESTRING (51.1152671 35.7194868, 51.1142446 35.7196291)",
683308755,False,مفتح جنوبی,tertiary,40,True,12.966,"LINESTRING (51.1152671 35.7194868, 51.1152859 35.7196024)",
37057265,False,طراوت,residential,30,True,67.851,"LINESTRING (51.1119363 35.7207645, 51.1113971 35.7211896)",
378719423,True,فروردین ۱,residential,30,False,51.292,"LINESTRING (51.1119363 35.7207645, 51.1115985 35.7203936)",
378913277,True,سه راه سرگردان,secondary,40,False,100.82300000000001,"LINESTRING (51.1119363 35.7207645, 51.1119328 35.7201824, 51.1119645 35.7198588)",
37057262,True,سه راه سرگردان,residential,30,False,39.559,"LINESTRING (51.1130456 35.7197427, 51.1127673 35.7200175)",
673320955,False,بهشتی,tertiary,40,False,9.453,"LINESTRING (51.1130456 35.7197427, 51.1131503 35.7197439)",
"[599827134, 374844830]",False,,residential,30,False,163.282,"LINESTRING (51.1130456 35.7197427, 51.1129574 35.718992, 51.1132909 35.7188678, 51.1132163 35.7184558)",
37057263,True,سه راه سرگردان,tertiary,40,False,41.312,"LINESTRING (51.1119645 35.7198588, 51.1124204 35.7198267)",
378913277,True,سه راه سرگردان,secondary,40,False,34.864,"LINESTRING (51.1119645 35.7198588, 51.1119704 35.7195453)",
374842243,True,میدان مصلی,secondary,30,False,27.825000000000003,"LINESTRING (51.1110717 35.7236785, 51.1111058 35.7237347, 51.1111152 35.7237968, 51.1110991 35.7238579, 51.1110592 35.7239114)",roundabout
379075061,True,بلوار مصلی,secondary,50,False,37.366,"LINESTRING (51.1110717 35.7236785, 51.1112221 35.7237834, 51.1114239 35.7238451)",
37057265,False,طراوت,residential,30,False,13.913,"LINESTRING (51.1108291 35.7217686, 51.1109235 35.7216697)",
374842247,False,علی ابن ابیطالب (ع),residential,30,False,28.619,"LINESTRING (51.1108291 35.7217686, 51.110518 35.7217191)",
749131351,False,شهید سیفی,residential,30,True,19.792,"LINESTRING (51.1108291 35.7217686, 51.1109036 35.721936)",
374842243,True,میدان مصلی,secondary,30,False,12.071,"LINESTRING (51.1107893 35.7236117, 51.1108522 35.7236021, 51.1109219 35.723603)",roundabout
522300126,False,شهید گروسی,residential,30,False,30.345,"LINESTRING (51.1060014 35.7218688, 51.1058252 35.7221012)",
323743825,True,بلوار. امام حسین (ع),secondary,50,False,119.08600000000001,"LINESTRING (51.1060014 35.7218688, 51.1055495 35.7218245, 51.1052458 35.7218211, 51.1050746 35.7218548, 51.1048904 35.7219349, 51.1047632 35.7220326)",
323743826,False,طالقانی,tertiary,20,False,200.263,"LINESTRING (51.1104361 35.7189465, 51.1121874 35.7178411)",
323743826,False,طالقانی,tertiary,20,True,174.675,"LINESTRING (51.1104361 35.7189465, 51.1097114 35.7195057, 51.1089734 35.7199719)",
523847699,False,صاحب الزمان,tertiary,40,False,20.386,"LINESTRING (51.1153762 35.7169695, 51.1153388 35.7171503)",
523847699,False,صاحب الزمان,tertiary,40,True,43.925,"LINESTRING (51.1153762 35.7169695, 51.11543 35.7165769)",
522649859,False,بن بست تربیت,residential,30,True,58.016,"LINESTRING (51.1151283 35.7190427, 51.1144972 35.7191411)",
673320953,True,صاحب الزمان,tertiary,40,False,48.584,"LINESTRING (51.1151283 35.7190427, 51.1150995 35.7186064)",
323743831,True,بلوارسردار سلیمانی (آزادی),secondary,50,False,81.387,"LINESTRING (51.1121015 35.7185697, 51.1121874 35.7178411)",
378719414,False,عدالت,residential,30,True,92.069,"LINESTRING (51.1121015 35.7185697, 51.1113876 35.719161)",
323743834,True,بلوار آزادی,secondary,50,False,38.749,"LINESTRING (51.1121729 35.7195489, 51.1121949 35.7195989, 51.1122413 35.7196409, 51.1122817 35.7196722, 51.1123301 35.7197034, 51.1124204 35.7198267)",
752836403,True,,secondary_link,,False,26.456,"LINESTRING (51.1121729 35.7195489, 51.1121366 35.7195959, 51.1121059 35.719616, 51.1120656 35.7196204, 51.1120265 35.719613, 51.1119969 35.7195969, 51.1119704 35.7195453)",
323743831,True,بلوارسردار سلیمانی (آزادی),secondary,50,False,24.561,"LINESTRING (51.1119704 35.7195453, 51.1119947 35.7193253)",
688820643,True,سه راه سرگردان,tertiary,40,False,57.209,"LINESTRING (51.1124204 35.7198267, 51.1130456 35.7197427)",
