osmid,name,highway,oneway,reversed,length,junction,geometry,ref,maxspeed
97021563,خیابان قائم,secondary,False,False,28.661,,"LINESTRING (58.7240644 34.3480013, 58.7242522 34.3482072)",,
328977703,بلوار وحدت,secondary,False,False,35.229,,"LINESTRING (58.7261136 34.3501834, 58.7264446 34.3500231)",,
97021671,میدان قائم,secondary,True,False,24.79,roundabout,"LINESTRING (58.7261136 34.3501834, 58.7261264 34.3502793, 58.7261014 34.350339, 58.7260506 34.3503864)",,
97021563,خیابان قائم,secondary,False,False,155.63,,"LINESTRING (58.7242522 34.3482072, 58.7251729 34.3493824)",,
97021563,خیابان قائم,secondary,False,True,28.661,,"LINESTRING (58.7242522 34.3482072, 58.7240644 34.3480013)",,
788695743,,residential,False,False,51.284,,"LINESTRING (58.7242522 34.3482072, 58.7238084 34.3484873)",,
97021376,خیابان قائم,secondary,False,False,183.787,,"LINESTRING (58.7260506 34.3503864, 58.7271754 34.3517537)",,
97021671,میدان قائم,secondary,True,False,35.131,roundabout,"LINESTRING (58.7260506 34.3503864, 58.7259818 34.350414, 58.7259053 34.3504178, 58.725833 34.3503971, 58.7257757 34.3503552, 58.7257423 34.3502984)",,
97021563,خیابان قائم,secondary,False,True,101.66,,"LINESTRING (58.7258134 34.3501282, 58.7251729 34.3493824)",,
97021671,میدان قائم,secondary,True,False,31.647000000000002,roundabout,"LINESTRING (58.7258134 34.3501282, 58.7258822 34.3501006, 58.7259586 34.3500968, 58.726031 34.3501175, 58.7260883 34.3501594, 58.7261136 34.3501834)",,
97021671,میدان قائم,secondary,True,False,21.088,roundabout,"LINESTRING (58.7257423 34.3502984, 58.7257377 34.3502353, 58.7257626 34.3501756, 58.7258134 34.3501282)",,
709173289,بولوار وحدت,secondary,False,True,86.404,,"LINESTRING (58.7257423 34.3502984, 58.7254576 34.3504915, 58.7250499 34.3508236)",,
97021376,خیابان قائم,secondary,False,True,24.82,,"LINESTRING (58.7308812 34.3562573, 58.7307431 34.3560654)",,
328990986,خیابان قائم,secondary,True,False,55.687,,"LINESTRING (58.7308812 34.3562573, 58.7311453 34.3563513, 58.7314637 34.3563679)",,
68595110,قائن - گناباد,trunk,True,False,117.33099999999999,,"LINESTRING (58.7327925 34.3560326, 58.7321054 34.3563687, 58.7317584 34.3566419)",95,
328990470,گناباد - قائن,trunk,True,False,119.02199999999999,,"LINESTRING (58.7315439 34.3563547, 58.7319965 34.3562615, 58.7327169 34.355921)",95,
462404668,میدان خراسان,trunk,True,False,45.046,roundabout,"LINESTRING (58.7315439 34.3563547, 58.7316248 34.3563648, 58.7316966 34.356397, 58.7317509 34.3564475, 58.7317812 34.3565102, 58.7317838 34.3565777, 58.7317584 34.3566419)",95,
462404668,میدان خراسان,trunk,True,False,21.888,roundabout,"LINESTRING (58.7306541 34.3567799, 58.7308341 34.3566508)",95,
462404668,میدان خراسان,trunk,True,False,29.040999999999997,roundabout,"LINESTRING (58.7317584 34.3566419, 58.7317081 34.3566951, 58.7315295 34.3568207)",95,
709173289,بولوار وحدت,secondary,False,True,79.205,,"LINESTRING (58.7244223 34.3515145, 58.7237977 34.3520059)",,
328978234,وحدت هفدهم,residential,False,False,172.58399999999997,,"LINESTRING (58.7244223 34.3515145, 58.7255494 34.3526531, 58.7256055 34.3527203)",,30
709173289,بولوار وحدت,secondary,False,False,96.08,,"LINESTRING (58.7244223 34.3515145, 58.7247066 34.3511779, 58.7250499 34.3508236)",,
709173289,بولوار وحدت,secondary,False,False,86.404,,"LINESTRING (58.7250499 34.3508236, 58.7254576 34.3504915, 58.7257423 34.3502984)",,
709173289,بولوار وحدت,secondary,False,True,96.08,,"LINESTRING (58.7250499 34.3508236, 58.7247066 34.3511779, 58.7244223 34.3515145)",,
722344856,,residential,False,True,316.04499999999996,,"LINESTRING (58.7250499 34.3508236, 58.725583 34.3514916, 58.7263362 34.3523457, 58.7271086 34.3530975)",,
328977703,بلوار وحدت,secondary,False,False,103.692,,"LINESTRING (58.7278408 34.3493467, 58.7287594 34.3488041)",,
328977703,بلوار وحدت,secondary,False,True,59.299,,"LINESTRING (58.7278408 34.3493467, 58.7272837 34.3496166)",,
328977705,,residential,False,True,126.132,,"LINESTRING (58.7278408 34.3493467, 58.7286157 34.3502834)",,30
1108128976,وحدت ۴,residential,False,False,126.983,,"LINESTRING (58.7278408 34.3493467, 58.7271368 34.3483637)",,
328977703,بلوار وحدت,secondary,False,False,26.421999999999997,,"LINESTRING (58.7292253 34.348473, 58.7293549 34.3484875, 58.7294992 34.3485386)",,
328977703,بلوار وحدت,secondary,False,True,56.468,,"LINESTRING (58.7292253 34.348473, 58.7290465 34.348589, 58.7287594 34.3488041)",,
548763333,بلوار انقلاب,secondary,True,False,23.345,,"LINESTRING (58.7294992 34.3485386, 58.7297096 34.3486565)",,
328977703,بلوار وحدت,secondary,False,True,26.421999999999997,,"LINESTRING (58.7294992 34.3485386, 58.7293549 34.3484875, 58.7292253 34.348473)",,
97021376,خیابان قائم,secondary,False,False,77.126,,"LINESTRING (58.7271754 34.3517537, 58.7276541 34.3523237)",,
97021376,خیابان قائم,secondary,False,True,183.787,,"LINESTRING (58.7271754 34.3517537, 58.7260506 34.3503864)",,
328977704,قائم ۱۶,residential,False,False,129.775,,"LINESTRING (58.7271754 34.3517537, 58.7283237 34.351073)",,30
328977704,قائم ۱۶,residential,False,True,71.76,,"LINESTRING (58.7289927 34.3507392, 58.7283237 34.351073)",,30
328977705,,residential,False,False,61.372,,"LINESTRING (58.7289927 34.3507392, 58.7286157 34.3502834)",,30
328977704,قائم ۱۶,residential,False,False,103.37700000000001,,"LINESTRING (58.7289927 34.3507392, 58.7296235 34.3504427, 58.7300147 34.350373)",,30
328977705,,residential,False,True,229.43400000000003,,"LINESTRING (58.7289927 34.3507392, 58.7298176 34.3518202, 58.7303913 34.3524471)",,30
328977705,,residential,False,False,9.824,,"LINESTRING (58.7304558 34.3525176, 58.7303913 34.3524471)",,30
328978239,,residential,False,True,230.295,,"LINESTRING (58.7304558 34.3525176, 58.7321354 34.354056)",,30
548763325,,residential,False,True,156.336,,"LINESTRING (58.7304558 34.3525176, 58.7314341 34.3519495, 58.7318487 34.3517087)",,30
328978234,وحدت هفدهم,residential,False,False,162.042,,"LINESTRING (58.7265833 34.3538932, 58.727674 34.355039)",,30
328978234,وحدت هفدهم,residential,False,True,63.538,,"LINESTRING (58.7265833 34.3538932, 58.7261909 34.3534225)",,30
722344870,,residential,False,False,54.574,,"LINESTRING (58.7265833 34.3538932, 58.7270352 34.3535743)",,
