osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,63.28099999999999,"LINESTRING (49.3273623 34.7246941, 49.3273032 34.7247168, 49.3271919 34.724741, 49.3271226 34.7247544, 49.3270475 34.7247639, 49.3269706 34.724769, 49.3268934 34.7247695, 49.3268175 34.7247654, 49.3267471 34.7247571, 49.3266847 34.7247482)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,23.377,"LINESTRING (49.3266847 34.7247482, 49.3266336 34.724741, 49.3265724 34.7247227, 49.3265155 34.72469, 49.3264709 34.7246463)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,21.113,"LINESTRING (49.3264709 34.7246463, 49.3264415 34.7245946, 49.3264294 34.7245384, 49.3264355 34.7244815, 49.3264432 34.724464)"
197573635,47,یادگار امام,primary,50,,True,False,26.11,"LINESTRING (49.3264709 34.7246463, 49.3262779 34.7246473, 49.3261861 34.7246578)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,22.978,"LINESTRING (49.3265522 34.7243445, 49.3266112 34.7243219, 49.3267225 34.7242976, 49.3267918 34.7242843)"
444127561,,معلم,secondary,40,,True,False,38.953,"LINESTRING (49.3265522 34.7243445, 49.3264947 34.7242104, 49.3263699 34.7240293)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,34.506,"LINESTRING (49.3267918 34.7242843, 49.326867 34.7242747, 49.3269439 34.7242696, 49.327021 34.7242691, 49.3270969 34.7242732, 49.3271673 34.7242816)"
790600780,,امید,residential,,,False,False,32.873,"LINESTRING (49.3271673 34.7242816, 49.3273385 34.7240216)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,16.486,"LINESTRING (49.3271673 34.7242816, 49.3272808 34.7242977, 49.3273421 34.724316)"
807252601,,,residential,,,False,False,85.699,"LINESTRING (49.3261861 34.7246578, 49.3255038 34.7251865)"
197573635,47,یادگار امام,primary,50,,True,False,315.557,"LINESTRING (49.3261861 34.7246578, 49.3250067 34.7248458, 49.3241853 34.7250236, 49.3237475 34.7251106, 49.3233442 34.7251773, 49.3229581 34.7252076, 49.3228058 34.725212)"
197573652,47,یادگار امام,primary,50,,True,False,16.841,"LINESTRING (49.3190834 34.7244171, 49.319261 34.7244575)"
463663723,,هنگام,residential,20,,False,True,203.297,"LINESTRING (49.3190834 34.7244171, 49.3177195 34.7229728)"
197573623,47,میدان شهرداری,primary,30,roundabout,True,False,16.96,"LINESTRING (49.3264432 34.724464, 49.3264592 34.7244279, 49.326499 34.7243812, 49.3265522 34.7243445)"
203750849,,امام خمینی,secondary,40,,False,False,57.366,"LINESTRING (49.3262285 34.7169799, 49.3258028 34.717359)"
203750849,,امام خمینی,secondary,40,,False,True,9.802,"LINESTRING (49.3262285 34.7169799, 49.3263012 34.7169151)"
203750842,,مطهری,secondary,40,,True,False,54.685,"LINESTRING (49.3262285 34.7169799, 49.3259242 34.7167269, 49.3258039 34.7166335)"
524058489,,,residential,30,,False,False,65.484,"LINESTRING (49.3254514 34.7163357, 49.324735 34.7163431)"
203750849,,امام خمینی,secondary,40,,False,False,9.802,"LINESTRING (49.3263012 34.7169151, 49.3262285 34.7169799)"
203750849,,امام خمینی,secondary,40,,False,True,40.821,"LINESTRING (49.3263012 34.7169151, 49.3266138 34.7166529)"
203750849,,امام خمینی,secondary,40,,False,False,40.821,"LINESTRING (49.3266138 34.7166529, 49.3263012 34.7169151)"
203750849,,امام خمینی,secondary,40,,False,True,9.757,"LINESTRING (49.3266138 34.7166529, 49.3266938 34.7165948)"
203750849,,امام خمینی,secondary,40,,False,True,79.082,"LINESTRING (49.3231778 34.7196249, 49.3237686 34.7191053)"
203750849,,امام خمینی,secondary,40,,False,False,76.929,"LINESTRING (49.3231778 34.7196249, 49.3230455 34.7197672, 49.3229712 34.7198922, 49.3229323 34.7200467, 49.3228921 34.72026)"
524049949,,,residential,20,,False,True,176.738,"LINESTRING (49.3231778 34.7196249, 49.3230176 34.7195023, 49.3226298 34.7197608, 49.3223128 34.7199645, 49.3218821 34.7201465, 49.3218851 34.7202988, 49.32186 34.720415)"
203750849,,امام خمینی,secondary,40,,False,True,8.017,"LINESTRING (49.3228913 34.7203321, 49.3228921 34.72026)"
203750852,,,secondary,20,,True,False,35.251999999999995,"LINESTRING (49.3228913 34.7203321, 49.3229135 34.7204782, 49.3229466 34.7206458)"
524058438,,,residential,30,,False,False,163.835,"LINESTRING (49.3228913 34.7203321, 49.3231709 34.7203035, 49.3235868 34.7201952, 49.3237424 34.7201158, 49.323914 34.7199945, 49.3242225 34.7198887, 49.3244957 34.7197354)"
203750850,,میدان معلم,secondary,20,roundabout,True,False,19.221,"LINESTRING (49.3224568 34.7209848, 49.3224445 34.7209436, 49.3224467 34.7209091, 49.3224652 34.7208773, 49.3225075 34.7208276)"
203750855,,,secondary,20,,True,False,29.811999999999998,"LINESTRING (49.3224568 34.7209848, 49.3223158 34.7209962, 49.3221363 34.7210313)"
203750850,,میدان معلم,secondary,20,roundabout,True,False,27.805,"LINESTRING (49.3225075 34.7208276, 49.3227608 34.7206891)"
203750850,,میدان معلم,secondary,20,roundabout,True,False,18.608,"LINESTRING (49.3227608 34.7206891, 49.3228651 34.7206386, 49.3229059 34.7206382, 49.3229466 34.7206458)"
203750851,,,secondary,20,,True,False,41.46,"LINESTRING (49.3227608 34.7206891, 49.3228103 34.7205678, 49.3228913 34.7203321)"
203750850,,میدان معلم,secondary,20,roundabout,True,False,4.561,"LINESTRING (49.3229466 34.7206458, 49.3229853 34.7206717)"
699213637,,دکتر لقمانی,tertiary,30,,True,False,30.95,"LINESTRING (49.3229853 34.7206717, 49.3233225 34.7206973)"
203750850,,میدان معلم,secondary,20,roundabout,True,False,17.17,"LINESTRING (49.3229853 34.7206717, 49.3230122 34.7207163, 49.3230212 34.7207465, 49.3230172 34.7207794, 49.3229892 34.7208127)"
203750853,,۱۹ بهمن,secondary,40,,False,False,30.959,"LINESTRING (49.3174874 34.7229015, 49.3177937 34.7227826)"
969581780,,,tertiary,,,False,True,24.575,"LINESTRING (49.3174874 34.7229015, 49.3176861 34.7230504)"
203750853,,۱۹ بهمن,secondary,40,,False,False,102.561,"LINESTRING (49.3211519 34.7214741, 49.3221363 34.7210313)"
203750853,,۱۹ بهمن,secondary,40,,False,True,7.127,"LINESTRING (49.3211519 34.7214741, 49.3210823 34.721503)"
461382785,,شهید دستجانی,tertiary,20,,False,False,84.953,"LINESTRING (49.3211519 34.7214741, 49.3210298 34.7212269, 49.3207912 34.72077)"
203750853,,۱۹ بهمن,secondary,40,,False,True,102.561,"LINESTRING (49.3221363 34.7210313, 49.3211519 34.7214741)"
203750854,,,secondary,20,,True,False,19.666,"LINESTRING (49.3221363 34.7210313, 49.3223114 34.7209285)"
588888706,,,primary_link,,,False,False,14.681,"LINESTRING (49.3172828 34.7241558, 49.3173135 34.7240262)"
197573652,47,یادگار امام,primary,50,,True,False,167.492,"LINESTRING (49.3173135 34.7240262, 49.3190834 34.7244171)"
588888706,,,primary_link,,,False,True,14.681,"LINESTRING (49.3173135 34.7240262, 49.3172828 34.7241558)"
588888705,,,tertiary,,,False,False,113.95,"LINESTRING (49.3173135 34.7240262, 49.3173363 34.7238951, 49.3173898 34.7237576, 49.3175232 34.7234295, 49.3176861 34.7230504)"
463663723,,هنگام,residential,20,,False,False,203.297,"LINESTRING (49.3177195 34.7229728, 49.3190834 34.7244171)"
588888705,,,tertiary,,,False,False,22.21,"LINESTRING (49.3177195 34.7229728, 49.3177937 34.7227826)"
588888705,,,tertiary,,,False,True,9.153,"LINESTRING (49.3177195 34.7229728, 49.3176861 34.7230504)"
444127559,,انقلاب,tertiary,,,False,False,30.393,"LINESTRING (49.3266539 34.7195705, 49.3264977 34.7193292)"
444127559,,انقلاب,tertiary,,,False,True,61.745,"LINESTRING (49.3266539 34.7195705, 49.3269708 34.7200609)"
444127560,,دکتر لقمانی,tertiary,30,,False,False,27.634,"LINESTRING (49.3266539 34.7195705, 49.3263771 34.7196705)"
203750849,,امام خمینی,secondary,40,,False,False,59.416,"LINESTRING (49.324914 34.718136, 49.3244612 34.7185194)"
444127559,,انقلاب,tertiary,,,False,True,97.35,"LINESTRING (49.324914 34.718136, 49.3257192 34.7187091)"
524058479,,مهدیه,tertiary,30,,True,False,53.79,"LINESTRING (49.324914 34.718136, 49.3244793 34.7178099)"
203750849,,امام خمینی,secondary,40,,False,True,118.59700000000001,"LINESTRING (49.324914 34.718136, 49.3253264 34.7177832, 49.3258028 34.717359)"
444127560,,دکتر لقمانی,tertiary,30,,False,True,27.634,"LINESTRING (49.3263771 34.7196705, 49.3266539 34.7195705)"
444127560,,دکتر لقمانی,tertiary,30,,False,False,292.081,"LINESTRING (49.3263771 34.7196705, 49.3260715 34.7197296, 49.3256638 34.7198971, 49.3246043 34.720219, 49.3240948 34.7204196, 49.3235181 34.7206291, 49.3234297 34.7206693)"
461383328,,۱۷شهریور,residential,,,False,False,217.51199999999997,"LINESTRING (49.3263771 34.7196705, 49.3264005 34.7198711, 49.3263897 34.720118, 49.3260142 34.7205325, 49.3258157 34.7206956, 49.3257084 34.7209293, 49.3256226 34.7210924, 49.3252899 34.7212817)"
444127578,,شهید کوخایی,tertiary,30,,False,False,118.398,"LINESTRING (49.32316 34.7219106, 49.3229431 34.7220139, 49.3221182 34.7225409)"
461383330,,,residential,,,False,False,128.18200000000002,"LINESTRING (49.32316 34.7219106, 49.3232703 34.7218244, 49.3238752 34.720925)"
598000252,,معلم,secondary,40,,False,False,70.231,"LINESTRING (49.32316 34.7219106, 49.3229986 34.7217398, 49.32273 34.721388)"
598000252,,معلم,secondary,40,,False,True,172.458,"LINESTRING (49.32316 34.7219106, 49.3234942 34.7222103, 49.3246041 34.7229013)"
