osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel
1266371021,21,میدان استقلال,primary,roundabout,True,False,29.944,"LINESTRING (46.2757013 36.2394135, 46.2757792 36.2394397, 46.275846 36.239481, 46.2758883 36.239523, 46.2759189 36.2395709, 46.2759273 36.2395953)",,,,
1266371021,21,میدان استقلال,primary,roundabout,True,False,9.622,"LINESTRING (46.2759273 36.2395953, 46.2759368 36.2396228, 46.2759408 36.2396807)",,,,
560821710,,نشات,residential,,False,False,14.52,"LINESTRING (46.2718221 36.2437748, 46.2716876 36.2437021)",,,,
560821710,,نشات,residential,,False,True,57.953,"LINESTRING (46.2718221 36.2437748, 46.2724188 36.2439749)",,,,
560821700,,,residential,,False,True,160.724,"LINESTRING (46.2718221 36.2437748, 46.2726573 36.2432218, 46.2732302 36.2428814)",,,,
641191257,,جمهوری,secondary,,True,False,174.454,"LINESTRING (46.2738435 36.2382731, 46.2752849 36.2393266)",,,,
199131517,,میدان آزادی,secondary,roundabout,True,False,10.866999999999999,"LINESTRING (46.2738435 36.2382731, 46.2738076 36.238304, 46.2737622 36.2383252, 46.2737469 36.2383295)",,,,
641191257,,جمهوری,secondary,,True,False,24.335,"LINESTRING (46.2752849 36.2393266, 46.2755342 36.239413)",,,,
1266371023,,,unclassified,,True,False,24.335,"LINESTRING (46.2752849 36.2393266, 46.2755342 36.239413)",,,,
636099326,21,بلوار صلاح الدین ایوبی,primary,,True,False,20.576,"LINESTRING (46.2751336 36.2398345, 46.2752994 36.2397066)",,,,
1266371024,,,unclassified,,False,False,20.576,"LINESTRING (46.2751336 36.2398345, 46.2752141 36.2397723, 46.2752994 36.2397066)",,,,
303014812,,بلوار وحدت,primary,,True,False,59.01,"LINESTRING (46.2657796 36.2412266, 46.2653946 36.2412761, 46.2651271 36.2412909)",,,,
625937668,,شهید محسن دارابی,residential,,False,False,139.411,"LINESTRING (46.2758751 36.241742, 46.274638 36.2425012)",,,,
636099323,,استاد شیرازی,tertiary,,False,False,37.532,"LINESTRING (46.2758751 36.241742, 46.2760108 36.2420613)",2,50,,
636099323,,استاد شیرازی,tertiary,,False,True,5.636,"LINESTRING (46.2758751 36.241742, 46.2758656 36.2416919)",2,50,,
303008236,,کودک,tertiary,,False,True,200.293,"LINESTRING (46.2723866 36.2393552, 46.2725398 36.2394346, 46.2735619 36.239991, 46.274247 36.2403516)",,,,
641191255,,بلوار آزادی,secondary,,True,False,169.476,"LINESTRING (46.2723866 36.2393552, 46.2721556 36.2395612, 46.2717041 36.2399521, 46.2712724 36.2403401, 46.2711148 36.2404824)",,,,
303008236,,کودک,tertiary,,False,False,200.293,"LINESTRING (46.274247 36.2403516, 46.2735619 36.239991, 46.2725398 36.2394346, 46.2723866 36.2393552)",,,,
636099326,21,بلوار صلاح الدین ایوبی,primary,,True,False,98.145,"LINESTRING (46.274247 36.2403516, 46.2750609 36.239883, 46.2751336 36.2398345)",,,,
636094107,,آزادی,secondary,,True,False,26.041,"LINESTRING (46.2703844 36.2410272, 46.2705828 36.2408562)",,,,
636099320,,,secondary,,True,False,33.241,"LINESTRING (46.2703844 36.2410272, 46.2702214 36.2409587, 46.2700463 36.2409061)",,,,
303008215,,خیابان معلم,tertiary,,False,False,101.107,"LINESTRING (46.2689737 36.2423485, 46.2688309 36.2425531, 46.2686798 36.2428646, 46.2686353 36.2432027)",,,,
636094108,,میدان شهدا,secondary,roundabout,True,False,26.970000000000002,"LINESTRING (46.2689737 36.2423485, 46.2688873 36.2423075, 46.2688284 36.242242, 46.2688069 36.2421631)",,,,
303008215,,خیابان معلم,tertiary,,False,True,23.144,"LINESTRING (46.268595 36.2437075, 46.2685902 36.2434994)",,,,
561082732,,گلباران ۲,residential,,False,False,90.944,"LINESTRING (46.268595 36.2437075, 46.2695112 36.2433569)",,,,
303008215,,خیابان معلم,tertiary,,False,False,59.531,"LINESTRING (46.268595 36.2437075, 46.2685305 36.2440378, 46.2685442 36.2442385)",,,,
303008231,,گلستان ۱,tertiary,,False,True,56.611,"LINESTRING (46.2748641 36.2447075, 46.2754025 36.2444417)",,,,
636097721,21,بلوارکردستان,primary,,True,False,143.127,"LINESTRING (46.2748641 36.2447075, 46.275728 36.2457898)",,,,
625935663,,رودکی,tertiary,,False,False,84.417,"LINESTRING (46.2747817 36.2448181, 46.2739955 36.2452356)",,,,
625935664,21,بلوارکردستان,primary,,True,False,27.012,"LINESTRING (46.2747817 36.2448181, 46.2746155 36.2446155)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,False,25.629,"LINESTRING (46.2653818 36.2448372, 46.2656108 36.2449751)",,,,
607542371,,,residential,,False,False,34.419,"LINESTRING (46.2653818 36.2448372, 46.2656763 36.2446387)",,,,
560821708,,,residential,,False,False,61.981,"LINESTRING (46.2737381 36.2453148, 46.2734458 36.2448097)",,,,
625935663,,رودکی,tertiary,,False,False,44.284,"LINESTRING (46.2737381 36.2453148, 46.273289 36.2454804)",,,,
625935663,,رودکی,tertiary,,False,True,24.706,"LINESTRING (46.2737381 36.2453148, 46.2739955 36.2452356)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,False,26.908,"LINESTRING (46.2666859 36.2459591, 46.2668248 36.2461736)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,True,17.624,"LINESTRING (46.2666859 36.2459591, 46.26656 36.2458374)",,,,
560821690,,هدف,residential,,False,False,22.716,"LINESTRING (46.2666859 36.2459591, 46.2669283 36.2458998)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,False,44.663,"LINESTRING (46.2668248 36.2461736, 46.2670359 36.2465374)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,True,26.908,"LINESTRING (46.2668248 36.2461736, 46.2666859 36.2459591)",,,,
385714669,,ابریشم ۳,residential,,False,False,88.635,"LINESTRING (46.2668248 36.2461736, 46.2659944 36.2466059)",,30,,
626076592,,رضوان ۷,residential,,False,False,102.454,"LINESTRING (46.2713363 36.2464724, 46.2719878 36.2472293)",,,,
626076593,,رودکی,tertiary,,False,False,45.234,"LINESTRING (46.2713363 36.2464724, 46.2710308 36.2467961)",,,,
626076595,,رودکی,tertiary,,False,True,41.433,"LINESTRING (46.2713363 36.2464724, 46.2716626 36.2462086)",,,,
560821718,,کامیاب ۱,residential,,False,True,111.64600000000002,"LINESTRING (46.2713363 36.2464724, 46.2710886 36.2462227, 46.2709265 36.2460983, 46.2709725 36.2459763, 46.2705467 36.2458224)",,,,
303008215,,خیابان معلم,tertiary,,False,False,26.573,"LINESTRING (46.2689981 36.2465871, 46.2689591 36.246824)",,,,
303008215,,خیابان معلم,tertiary,,False,True,21.622,"LINESTRING (46.2689981 36.2465871, 46.2689384 36.2463987)",,,,
561082741,,بهشاد ۳,residential,,False,False,59.645,"LINESTRING (46.2689981 36.2465871, 46.2696631 36.2465968)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,False,43.268,"LINESTRING (46.2670359 36.2465374, 46.2671952 36.2469047)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,True,44.663,"LINESTRING (46.2670359 36.2465374, 46.2668248 36.2461736)",,,,
385714668,,مهیار,residential,,False,False,73.715,"LINESTRING (46.2670359 36.2465374, 46.2663402 36.2468905)",,30,,
303008217,,خیابان حضرت عمر,secondary,,False,False,12.215,"LINESTRING (46.2671952 36.2469047, 46.2672405 36.2470083)",,,,
303008217,,خیابان حضرت عمر,secondary,,False,True,43.268,"LINESTRING (46.2671952 36.2469047, 46.2670359 36.2465374)",,,,
627547712,,روژان ۱,residential,,False,True,64.913,"LINESTRING (46.2671952 36.2469047, 46.2665992 36.247236)",,30,,
303008215,,خیابان معلم,tertiary,,False,True,37.568,"LINESTRING (46.2688883 36.247157, 46.2689591 36.246824)",,,,
560821694,,هدیه ۲,residential,,False,True,37.175,"LINESTRING (46.2688883 36.247157, 46.2684738 36.2471623)",,,,
414752681,,توحید ۲,residential,,False,False,202.656,"LINESTRING (46.2729205 36.2472277, 46.2737392 36.2470026, 46.2751 36.2467554)",,30,,
