osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes
120342832,True,tertiary,False,106.75399999999999,"LINESTRING (48.8700481 38.3094036, 48.8698277 38.3090555, 48.8697458 38.3089865, 48.8696638 38.3089471, 48.8691836 38.3088081)",,,,
617878588,True,trunk,False,91.999,"LINESTRING (48.8700481 38.3094036, 48.8701835 38.3089842, 48.8703288 38.3086063)",49,بلوار سپهبد شهید حاج قاسم سلیمانی,60,
617878577,False,residential,False,84.116,"LINESTRING (48.8683586 38.3087315, 48.868049 38.3080151)",,کوچه شهید بایرامعلی نوع‌خواه,,
1153236085,False,tertiary,True,6.492,"LINESTRING (48.8683586 38.3087315, 48.8684323 38.3087395)",,خیابان آبشار,,
1153236085,False,tertiary,False,96.87899999999999,"LINESTRING (48.8683586 38.3087315, 48.8680965 38.3086957, 48.8672647 38.3085822)",,خیابان آبشار,,
1153236085,False,tertiary,False,65.995,"LINESTRING (48.8691836 38.3088081, 48.8684323 38.3087395)",,خیابان آبشار,,
384009535,True,tertiary,False,104.911,"LINESTRING (48.8691836 38.3088081, 48.8695216 38.3088271, 48.869822 38.3087871, 48.8700929 38.3087113, 48.8703288 38.3086063)",,,,
1153236085,False,tertiary,False,6.492,"LINESTRING (48.8684323 38.3087395, 48.8683586 38.3087315)",,خیابان آبشار,,
1153236085,False,tertiary,True,65.995,"LINESTRING (48.8684323 38.3087395, 48.8691836 38.3088081)",,خیابان آبشار,,
384009527,False,tertiary,False,57.982,"LINESTRING (48.8684323 38.3087395, 48.8682352 38.3090778, 48.8681009 38.3091838)",,خیابان سعدی,,
384009527,False,tertiary,False,154.27599999999998,"LINESTRING (48.8681009 38.3091838, 48.867591 38.309469, 48.8672558 38.3096451, 48.8670896 38.3096977, 48.8666088 38.3097474, 48.8665382 38.3097659)",,خیابان سعدی,,
384009527,False,tertiary,True,57.982,"LINESTRING (48.8681009 38.3091838, 48.8682352 38.3090778, 48.8684323 38.3087395)",,خیابان سعدی,,
827244750,False,residential,True,32.983,"LINESTRING (48.8681009 38.3091838, 48.868217 38.3093027, 48.8683104 38.3093948, 48.8683353 38.3094164)",,کوچه شب نشین,,
384009527,False,tertiary,False,165.46500000000003,"LINESTRING (48.8665382 38.3097659, 48.8662204 38.3098819, 48.8658538 38.3100865, 48.8652521 38.3104396, 48.8649786 38.3106042)",,خیابان سعدی,,
384009527,False,tertiary,True,154.276,"LINESTRING (48.8665382 38.3097659, 48.8666088 38.3097474, 48.8670896 38.3096977, 48.8672558 38.3096451, 48.867591 38.309469, 48.8681009 38.3091838)",,خیابان سعدی,,
1108636560,False,residential,True,194.034,"LINESTRING (48.8665382 38.3097659, 48.8665581 38.3098986, 48.8665379 38.3101001, 48.8664534 38.3102804, 48.8663385 38.3104263, 48.8662236 38.3106835, 48.8659059 38.3114153)",,,,
384009527,False,tertiary,False,28.053,"LINESTRING (48.8632522 38.3117727, 48.862992 38.3119209)",,خیابان سعدی,,
384009527,False,tertiary,True,199.28199999999998,"LINESTRING (48.8632522 38.3117727, 48.863374 38.3116558, 48.863701 38.3114177, 48.8647024 38.3107704, 48.8649786 38.3106042)",,خیابان سعدی,,
783981110,False,residential,True,72.238,"LINESTRING (48.8632522 38.3117727, 48.8633748 38.3119377, 48.8634626 38.3121154, 48.8635133 38.3123805)",,,,
384009527,False,tertiary,True,28.053,"LINESTRING (48.862992 38.3119209, 48.8632522 38.3117727)",,خیابان سعدی,,
1153236086,False,tertiary_link,True,13.197,"LINESTRING (48.8644185 38.30824, 48.8643308 38.3081433)",,خیابان بهارستان,,
617878576,False,residential,False,290.59900000000005,"LINESTRING (48.8644185 38.30824, 48.8645336 38.3089404, 48.8645144 38.3090901, 48.8644144 38.3091999, 48.8642453 38.3093046, 48.8642929 38.3096255, 48.8647476 38.3100982, 48.8649786 38.3106042)",,سادات,,
1153236084,True,tertiary,False,42.004999999999995,"LINESTRING (48.8644185 38.30824, 48.8640068 38.3081859, 48.8639437 38.3081776)",,خیابان آبشار,,1
617878577,False,residential,True,176.287,"LINESTRING (48.8665158 38.3062137, 48.8676192 38.3059669, 48.8678722 38.3064118, 48.8679749 38.3065925)",,کوچه شهید بایرامعلی نوع‌خواه,,
617878577,False,residential,True,84.116,"LINESTRING (48.868049 38.3080151, 48.8683586 38.3087315)",,کوچه شهید بایرامعلی نوع‌خواه,,
827250381,False,residential,False,41.474,"LINESTRING (48.868049 38.3080151, 48.8682727 38.307686)",,,,
617878577,False,residential,False,163.425,"LINESTRING (48.868049 38.3080151, 48.86792 38.3077254, 48.868094 38.306802, 48.8679749 38.3065925)",,کوچه شهید بایرامعلی نوع‌خواه,,
827250381,False,residential,False,45.873,"LINESTRING (48.8682727 38.307686, 48.8683167 38.3072749)",,,,
827250381,False,residential,True,41.474,"LINESTRING (48.8682727 38.307686, 48.868049 38.3080151)",,,,
827250382,False,residential,False,117.594,"LINESTRING (48.8682727 38.307686, 48.8688808 38.3078552, 48.8689642 38.3078751, 48.869033 38.3078666, 48.8691092 38.3078012, 48.8693021 38.3074972)",,,,
384009527,False,tertiary,False,199.28199999999998,"LINESTRING (48.8649786 38.3106042, 48.8647024 38.3107704, 48.863701 38.3114177, 48.863374 38.3116558, 48.8632522 38.3117727)",,خیابان سعدی,,
384009527,False,tertiary,True,165.465,"LINESTRING (48.8649786 38.3106042, 48.8652521 38.3104396, 48.8658538 38.3100865, 48.8662204 38.3098819, 48.8665382 38.3097659)",,خیابان سعدی,,
617878576,False,residential,True,290.599,"LINESTRING (48.8649786 38.3106042, 48.8647476 38.3100982, 48.8642929 38.3096255, 48.8642453 38.3093046, 48.8644144 38.3091999, 48.8645144 38.3090901, 48.8645336 38.3089404, 48.8644185 38.30824)",,سادات,,
620925728,True,trunk,False,94.53399999999999,"LINESTRING (48.8697795 38.3102272, 48.8698065 38.3101526, 48.8698574 38.3099985, 48.8699576 38.3096854, 48.8700481 38.3094036)",49,بلوار سپهبد شهید حاج قاسم سلیمانی,,
827244750,False,residential,False,196.05900000000005,"LINESTRING (48.8697795 38.3102272, 48.8695708 38.3102305, 48.8695012 38.3102343, 48.8693953 38.3102627, 48.8692981 38.3102921, 48.8692404 38.3103012, 48.869197 38.3102886, 48.8691659 38.3102694, 48.8691478 38.3102452, 48.8691257 38.3101916, 48.869082 38.3100543, 48.8690055 38.3098389, 48.868953 38.3096889, 48.8689179 38.3096129, 48.8688519 38.3095074, 48.8688277 38.3094642, 48.8687931 38.3094264, 48.8687199 38.3094033, 48.8686433 38.3094009, 48.8684727 38.3094068, 48.8683695 38.309416, 48.8683353 38.3094164)",,کوچه شب نشین,,
783980556,False,residential,False,12.339,"LINESTRING (48.8684221 38.309504, 48.8683932 38.3094741, 48.8683353 38.3094164)",,,,
783980556,False,residential,True,66.239,"LINESTRING (48.8684221 38.309504, 48.8684396 38.309532, 48.868459 38.3095908, 48.8684731 38.3096555, 48.8685639 38.3100878)",,,,
1108636561,False,residential,True,124.73,"LINESTRING (48.8684221 38.309504, 48.8682926 38.3095841, 48.8681182 38.3096978, 48.8679171 38.3097925, 48.8677695 38.3098514, 48.867673 38.3098514, 48.8675362 38.3098346, 48.8674557 38.3098577, 48.8673887 38.3099419, 48.8673431 38.3100871)",,,,
783980556,False,residential,True,12.339,"LINESTRING (48.8683353 38.3094164, 48.8683932 38.3094741, 48.8684221 38.309504)",,,,
827244750,False,residential,False,32.983,"LINESTRING (48.8683353 38.3094164, 48.8683104 38.3093948, 48.868217 38.3093027, 48.8681009 38.3091838)",,کوچه شب نشین,,
