osmid,name,highway,oneway,reversed,length,geometry,junction,access
219703080,باهنر,tertiary,False,False,130.107,"LINESTRING (62.0030026 27.2868047, 62.0032639 27.2879515)",,
1187786751,,tertiary,True,False,3.393,"LINESTRING (62.0030026 27.2868047, 62.0029856 27.2868068, 62.0029687 27.2868041)",,
219703099,,secondary,True,False,41.13799999999999,"LINESTRING (61.9996186 27.288488, 61.999525 27.2884724, 61.9994314 27.2884263, 61.9993606 27.288355, 61.9993205 27.2882668)",roundabout,
903651694,,tertiary,True,False,59.352000000000004,"LINESTRING (61.9996186 27.288488, 61.9994869 27.2885102, 61.9994077 27.2885286, 61.9990416 27.2886336)",,
219703099,,secondary,True,False,41.068,"LINESTRING (61.9999324 27.2882856, 61.9998897 27.288366, 61.9998167 27.2884333, 61.9997228 27.2884755, 61.9996186 27.288488)",roundabout,
592850330,بلوار امام خمینی,secondary,True,False,70.357,"LINESTRING (61.9999324 27.2882856, 61.9999258 27.2884157, 61.9999266 27.2884566, 61.999936 27.2885201, 61.9999725 27.2885961, 62.0001593 27.2888637)",,
219703099,,secondary,True,False,19.777,"LINESTRING (61.9999253 27.2881101, 61.9999447 27.2881974, 61.9999324 27.2882856)",roundabout,
592850330,بلوار امام خمینی,secondary,True,False,63.473,"LINESTRING (62.0001593 27.2888637, 62.0005002 27.2893475)",,
592850343,,tertiary,False,True,124.338,"LINESTRING (62.0001593 27.2888637, 62.0007837 27.2885393, 62.0012752 27.2883516)",,
592922082,,secondary,False,True,107.904,"LINESTRING (61.9968935 27.2846621, 61.996054 27.2847727, 61.9959369 27.284803, 61.9958408 27.2848687)",,
1022560125,,secondary,True,False,38.635999999999996,"LINESTRING (61.9968935 27.2846621, 61.9969734 27.2846304, 61.9970333 27.2846041, 61.9970928 27.2845585, 61.9971257 27.2845219, 61.9971821 27.2844428)",,
219703099,,secondary,True,False,40.495999999999995,"LINESTRING (61.9993195 27.2881527, 61.9993555 27.2880675, 61.9994204 27.287997, 61.9995072 27.2879487, 61.9996069 27.2879276)",roundabout,
219703108,,secondary,True,False,58.492,"LINESTRING (61.9993195 27.2881527, 61.9993441 27.2879844, 61.9993407 27.2878686, 61.9992461 27.2876433)",,
592854073,خیابان کارگر,tertiary,False,True,12.981,"LINESTRING (61.9954462 27.2836803, 61.9955713 27.2836447)",,
592854073,خیابان کارگر,tertiary,False,False,42.169,"LINESTRING (61.9954462 27.2836803, 61.9952133 27.2837102, 61.9950255 27.283743)",,
949975647,,residential,False,True,137.978,"LINESTRING (61.9954462 27.2836803, 61.9955099 27.283822, 61.9956241 27.2842038, 61.9957709 27.2847113, 61.9958408 27.2848687)",,
592854037,کشاورز,tertiary,False,True,70.247,"LINESTRING (61.9984186 27.2827146, 61.9987118 27.2832901)",,
592854073,خیابان کارگر,tertiary,False,False,9.818,"LINESTRING (61.9984186 27.2827146, 61.9983252 27.2827447)",,
592854054,خیابان قدس,tertiary,False,True,162.52999999999997,"LINESTRING (61.9958408 27.2848687, 61.99595 27.2851356, 61.9961522 27.2855572, 61.99616 27.2855735, 61.9963151 27.2859102, 61.9964459 27.2862274)",,
592922082,,secondary,False,False,107.904,"LINESTRING (61.9958408 27.2848687, 61.9959369 27.284803, 61.996054 27.2847727, 61.9968935 27.2846621)",,
592922082,,secondary,False,True,103.881,"LINESTRING (61.9958408 27.2848687, 61.9954711 27.2853052, 61.9953299 27.2854852, 61.9952648 27.2855645, 61.9952092 27.2856145)",,
949975647,,residential,False,False,137.978,"LINESTRING (61.9958408 27.2848687, 61.9957709 27.2847113, 61.9956241 27.2842038, 61.9955099 27.283822, 61.9954462 27.2836803)",,
104705470,خیابان قدس,tertiary,False,False,64.995,"LINESTRING (61.9979716 27.2890441, 61.9977248 27.2885023)",,
