osmid,highway,junction,oneway,reversed,length,geometry,name,bridge,maxspeed
253839933,trunk,roundabout,True,False,13.503,"LINESTRING (50.4065397 37.0401431, 50.406473 37.0401139, 50.4064225 37.0400685)",,,
253839933,trunk,roundabout,True,False,19.64,"LINESTRING (50.4064225 37.0400685, 50.406394 37.0400122, 50.406391 37.0399515, 50.4064118 37.0398989)",,,
261075113,tertiary,,False,False,157.499,"LINESTRING (50.4064225 37.0400685, 50.4057569 37.040478, 50.4049849 37.0408978)",پیروزی,,
253839933,trunk,roundabout,True,False,25.174000000000003,"LINESTRING (50.4068224 37.0399162, 50.4068348 37.0399719, 50.4068247 37.0400279, 50.406793 37.0400786, 50.406743 37.0401187)",,,
770810004,tertiary,,False,False,77.901,"LINESTRING (50.4068224 37.0399162, 50.4075561 37.0399425, 50.4076972 37.0399622)",انقلاب,,
253848745,secondary,,False,True,17.114,"LINESTRING (50.4064118 37.0398989, 50.4064413 37.0397468)",,,
253839933,trunk,roundabout,True,False,20.852999999999998,"LINESTRING (50.4064118 37.0398989, 50.4064595 37.039845, 50.4065231 37.0398116, 50.4065971 37.0397973)",,,
770810003,secondary,,False,False,14.925,"LINESTRING (50.4065971 37.0397973, 50.4064413 37.0397468)",امام خمینی,,
253839933,trunk,roundabout,True,False,25.634999999999998,"LINESTRING (50.4065971 37.0397973, 50.4066728 37.0398037, 50.406737 37.0398276, 50.4067886 37.0398664, 50.4068224 37.0399162)",,,
253839933,trunk,roundabout,True,False,18.884999999999998,"LINESTRING (50.406743 37.0401187, 50.4066797 37.0401443, 50.4066096 37.0401527, 50.4065397 37.0401431)",,,
253848745,secondary,,False,False,17.114,"LINESTRING (50.4064413 37.0397468, 50.4064118 37.0398989)",,,
770810003,secondary,,False,False,28.975,"LINESTRING (50.4064413 37.0397468, 50.4062837 37.0395186)",امام خمینی,,
770810003,secondary,,False,True,14.925,"LINESTRING (50.4064413 37.0397468, 50.4065971 37.0397973)",امام خمینی,,
253842733,secondary,,True,False,80.521,"LINESTRING (50.4059102 37.0391731, 50.4057278 37.0391088, 50.4052584 37.0389954, 50.4050599 37.0389247)",,,
770810003,secondary,,False,True,50.937,"LINESTRING (50.4059102 37.0391731, 50.4060389 37.0392715, 50.4062535 37.0394749, 50.4062837 37.0395186)",امام خمینی,,
253842733,secondary,,True,False,71.148,"LINESTRING (50.4050599 37.0389247, 50.404907 37.0386806, 50.4047568 37.0383338)",,,
261077942,tertiary,,False,False,252.26800000000003,"LINESTRING (50.4050599 37.0389247, 50.4041084 37.0394216, 50.4032022 37.04001, 50.4029968 37.0401643, 50.4029364 37.040362)",چمران,,
770810002,secondary,,False,False,30.04,"LINESTRING (50.4047568 37.0383338, 50.4045691 37.038109)",امام خمینی,,
253844300,secondary,,True,False,77.828,"LINESTRING (50.4047568 37.0383338, 50.4050787 37.0384494, 50.4052906 37.0385693, 50.4054642 37.0387282)",امام خمینی,,
