osmid,highway,oneway,reversed,length,name,geometry,junction,ref,maxspeed
458466459,tertiary,False,False,12.11,,"LINESTRING (50.6761734 35.3633841, 50.6761393 35.3632788)",,,
458466460,tertiary,False,False,49.154,خیابان امام (ره),"LINESTRING (50.6761734 35.3633841, 50.6763225 35.3638091)",,,
442058931,tertiary,True,False,159.05499999999998,بلوار ولیعصر,"LINESTRING (50.6761734 35.3633841, 50.6753754 35.3635504, 50.6751774 35.3636514, 50.6750339 35.3637608, 50.6749315 35.3638709, 50.6748623 35.364, 50.674815 35.3641231)",,,
442058931,tertiary,True,False,18.203,بلوار ولیعصر,"LINESTRING (50.674815 35.3641231, 50.6748158 35.3642868)",,,
871694769,tertiary_link,False,True,15.252000000000002,,"LINESTRING (50.674815 35.3641231, 50.6748014 35.3641095, 50.6747836 35.3640996, 50.674763 35.3640944, 50.6747386 35.3640945, 50.6747156 35.364101, 50.6746964 35.3641132, 50.6746737 35.3641298)",,,
442058931,tertiary,True,False,25.549,بلوار ولیعصر,"LINESTRING (50.6748604 35.3656114, 50.6749376 35.3657227, 50.6750358 35.3657857)",,,
871694770,tertiary_link,False,False,16.577,,"LINESTRING (50.6748604 35.3656114, 50.6748431 35.3656267, 50.6748218 35.3656382, 50.6747978 35.3656452, 50.6747724 35.3656473, 50.6747458 35.3656442, 50.674721 35.3656356, 50.6746996 35.3656223)",,,
1244826833,trunk,True,False,21.742,,"LINESTRING (50.6743486 35.3659372, 50.6744036 35.3659033, 50.6744747 35.3658715, 50.6745551 35.365839)",roundabout,,
458466428,tertiary,True,False,27.559,بلوار ولیعصر,"LINESTRING (50.6745551 35.365839, 50.674645 35.3657294, 50.6746996 35.3656223)",,,
1244826833,trunk,True,False,44.166,,"LINESTRING (50.6745551 35.365839, 50.6746517 35.3658147, 50.674763 35.3658015, 50.6748703 35.3657939, 50.6750358 35.3657857)",roundabout,,
458466428,tertiary,True,False,165.995,بلوار ولیعصر,"LINESTRING (50.6746996 35.3656223, 50.6746838 35.3651622, 50.6746793 35.3649246, 50.6746682 35.3643441, 50.6746737 35.3641298)",,,
871694770,tertiary_link,False,True,16.576999999999998,,"LINESTRING (50.6746996 35.3656223, 50.674721 35.3656356, 50.6747458 35.3656442, 50.6747724 35.3656473, 50.6747978 35.3656452, 50.6748218 35.3656382, 50.6748431 35.3656267, 50.6748604 35.3656114)",,,
458466429,residential,False,False,148.571,خیابان شهرداری,"LINESTRING (50.6761208 35.3627133, 50.6775928 35.3621266)",,,
458466430,residential,False,False,62.279,خیابان معلم,"LINESTRING (50.6761208 35.3627133, 50.6764047 35.3632233)",,,
458466430,residential,False,True,77.668,خیابان معلم,"LINESTRING (50.6761208 35.3627133, 50.6757667 35.3620773)",,,
458466430,residential,False,False,179.161,خیابان معلم,"LINESTRING (50.684785 35.3582934, 50.6830556 35.3590724)",,,
458466454,residential,False,False,76.18,شورا,"LINESTRING (50.684785 35.3582934, 50.6844014 35.3576839)",,,
