osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,access
647780161,True,2,بلوار شهید هاشمی نژاد,primary,False,4.038,"LINESTRING (53.5450629 36.6876687, 53.5451077 36.6876634)",,,
197840455,True,2,بلوار شهید هاشمی نژاد,primary,False,76.379,"LINESTRING (53.5450768 36.6878203, 53.5442222 36.6878669)",,,
247546624,True,,,primary_link,False,20.154,"LINESTRING (53.5450768 36.6878203, 53.5450461 36.687796, 53.5450244 36.6877769, 53.5450132 36.6877473, 53.5450266 36.6877066, 53.5450629 36.6876687)",,,
247546653,False,,,tertiary,True,17.991,"LINESTRING (53.5394609 36.6880339, 53.5395002 36.6881926)",,,
647780161,True,2,بلوار شهید هاشمی نژاد,primary,False,9.543,"LINESTRING (53.5394609 36.6880339, 53.5395419 36.6880288, 53.5395676 36.6880272)",,,
197840455,True,2,بلوار شهید هاشمی نژاد,primary,False,99.292,"LINESTRING (53.5416237 36.6880493, 53.5415463 36.6880608, 53.5405149 36.6881283)",,,
627016035,True,,امام خمینی,secondary,False,105.156,"LINESTRING (53.5416237 36.6880493, 53.5416439 36.6882398, 53.5416627 36.68859, 53.5416844 36.6889936)",,,
247546653,False,,,tertiary,False,17.991,"LINESTRING (53.5395002 36.6881926, 53.5394609 36.6880339)",,,
197840455,True,2,بلوار شهید هاشمی نژاد,primary,False,144.954,"LINESTRING (53.5395002 36.6881926, 53.5393986 36.6881995, 53.5392673 36.6882083, 53.5381422 36.6882843, 53.5379725 36.6882965, 53.5378804 36.6883031)",,,
289136658,True,,فرهنگ,tertiary,False,61.160000000000004,"LINESTRING (53.5395002 36.6881926, 53.5395154 36.6882523, 53.5396216 36.6886691, 53.5396444 36.6887301)",30,,
690249803,True,,,secondary,False,18.726,"LINESTRING (53.5378804 36.6883031, 53.5378586 36.6881356)",,,
289090672,False,,شهید رجایی,tertiary,True,19.532,"LINESTRING (53.5455061 36.6935447, 53.5455461 36.6937174)",,,
289090672,False,,شهید رجایی,tertiary,False,59.324,"LINESTRING (53.5455061 36.6935447, 53.5454338 36.6934276, 53.5453427 36.6932749, 53.5452109 36.6930666)",,,
643175795,False,,شهید اسلامی,residential,True,40.834,"LINESTRING (53.5440159 36.6906684, 53.5444516 36.6907815)",30,,
289090672,False,,شهید رجایی,tertiary,False,38.043,"LINESTRING (53.5440159 36.6906684, 53.5440069 36.6906204, 53.5439438 36.6903312)",,,
289090672,False,,شهید رجایی,tertiary,True,91.528,"LINESTRING (53.5440159 36.6906684, 53.5442243 36.691415, 53.5442496 36.6914694)",,,
289526473,False,,شهید بابائی ـ ۱۱,residential,False,57.086,"LINESTRING (53.5440159 36.6906684, 53.5439123 36.6908412, 53.5437101 36.691119)",,,
